order,group,lb,cap,lmax,dpm,method,nodes,seconds,witness
304,C2+C8+C19,8,8,8,9,pinned,0,0.00,"(0,1,1) (0,2,2) (0,4,4) (0,0,8) (0,0,16) (0,0,13) (0,0,7) (1,0,0)"
304,C4+C4+C19,8,8,8,9,pinned,0,0.00,"(1,0,1) (2,0,2) (0,0,4) (0,0,8) (0,0,16) (0,0,13) (0,1,0) (0,2,0)"
304,C2+C2+C4+C19,8,8,8,9,pinned,0,0.00,"(0,0,1,1) (0,0,2,2) (0,0,0,4) (0,0,0,8) (0,0,0,16) (0,0,0,13) (1,0,0,0) (0,1,0,0)"
304,C2+C2+C2+C2+C19,8,8,8,9,pinned,0,0.00,"(1,0,0,0,1) (0,0,0,0,2) (0,0,0,0,4) (0,0,0,0,8) (0,0,0,0,16) (0,1,0,0,0) (0,0,1,0,0) (0,0,0,1,0)"
305,C5+C61,8,8,8,9,pinned,0,0.00,"(1,1) (2,2) (4,4) (3,8) (1,16) (2,32) (4,3) (3,6)"
306,C2+C9+C17,8,8,8,9,pinned,0,0.00,"(1,1,1) (0,2,2) (0,4,4) (0,8,8) (0,7,16) (0,5,15) (0,1,13) (0,2,9)"
306,C2+C3+C3+C17,7,8,8,9,search,246959,0.17,"(0,0,0,1) (0,0,0,2) (0,0,0,4) (0,0,0,8) (1,0,1,0) (1,1,0,0) (1,1,1,0) (1,1,2,0)"
307,C307,8,8,8,9,pinned,0,0.00,"(1,) (2,) (4,) (8,) (16,) (32,) (64,) (128,)"
308,C4+C7+C11,8,8,8,9,pinned,0,0.00,"(1,1,1) (2,2,2) (0,4,4) (0,1,8) (0,2,5) (0,4,10) (0,1,9) (0,2,7)"
308,C2+C2+C7+C11,8,8,8,9,pinned,0,0.00,"(1,0,1,1) (0,0,2,2) (0,0,4,4) (0,0,1,8) (0,0,2,5) (0,0,4,10) (0,0,1,9) (0,1,0,0)"
309,C3+C103,8,8,8,9,pinned,0,0.00,"(1,1) (2,2) (1,4) (2,8) (1,16) (2,32) (1,64) (2,25)"
310,C2+C5+C31,8,8,8,9,pinned,0,0.00,"(1,1,1) (0,2,2) (0,4,4) (0,3,8) (0,1,16) (0,2,1) (0,4,2) (0,3,4)"
