order,group,lb,cap,lmax,dpm,method,nodes,seconds,witness
200,C2+C2+C2+C25,7,7,7,8,pinned,0,0.00,"(1,0,0,1) (0,0,0,2) (0,0,0,4) (0,0,0,8) (0,0,0,16) (0,1,0,0) (0,0,1,0)"
200,C2+C2+C2+C5+C5,7,7,7,8,pinned,0,0.00,"(1,0,0,1,0) (0,0,0,2,0) (0,0,0,4,0) (0,1,0,0,1) (0,0,0,0,2) (0,0,0,0,4) (0,0,1,0,0)"
201,C3+C67,7,7,7,8,pinned,0,0.00,"(1,1) (2,2) (1,4) (2,8) (1,16) (2,32) (1,64)"
202,C2+C101,7,7,7,8,pinned,0,0.00,"(1,1) (0,2) (0,4) (0,8) (0,16) (0,32) (0,64)"
203,C7+C29,7,7,7,8,pinned,0,0.00,"(1,1) (2,2) (4,4) (1,8) (2,16) (4,3) (1,6)"
204,C3+C4+C17,7,7,7,8,pinned,0,0.00,"(1,1,1) (2,2,2) (1,0,4) (2,0,8) (1,0,16) (2,0,15) (1,0,13)"
204,C2+C2+C3+C17,7,7,7,8,pinned,0,0.00,"(1,0,1,1) (0,0,2,2) (0,0,1,4) (0,0,2,8) (0,0,1,16) (0,0,2,15) (0,1,0,0)"
205,C5+C41,7,7,7,8,pinned,0,0.00,"(1,1) (2,2) (4,4) (3,8) (1,16) (2,32) (4,23)"
206,C2+C103,7,7,7,8,pinned,0,0.00,"(1,1) (0,2) (0,4) (0,8) (0,16) (0,32) (0,64)"
207,C9+C23,7,7,7,8,pinned,0,0.00,"(1,1) (2,2) (4,4) (8,8) (7,16) (5,9) (1,18)"
207,C3+C3+C23,7,7,7,8,pinned,0,0.00,"(1,0,1) (2,0,2) (1,0,4) (2,0,8) (1,0,16) (2,0,9) (0,1,0)"
208,C13+C16,7,7,7,8,pinned,0,0.00,"(1,1) (2,2) (4,4) (8,8) (3,0) (6,0) (12,0)"
208,C2+C8+C13,7,7,7,8,pinned,0,0.00,"(0,1,1) (0,2,2) (0,4,4) (0,0,8) (0,0,3) (0,0,6) (1,0,0)"
208,C4+C4+C13,7,7,7,8,pinned,0,0.00,"(1,0,1) (2,0,2) (0,0,4) (0,0,8) (0,0,3) (0,1,0) (0,2,0)"
208,C2+C2+C4+C13,7,7,7,8,pinned,0,0.00,"(0,0,1,1) (0,0,2,2) (0,0,0,4) (0,0,0,8) (0,0,0,3) (1,0,0,0) (0,1,0,0)"
208,C2+C2+C2+C2+C13,7,7,7,8,pinned,0,0.00,"(1,0,0,0,1) (0,0,0,0,2) (0,0,0,0,4) (0,0,0,0,8) (0,1,0,0,0) (0,0,1,0,0) (0,0,0,1,0)"
209,C11+C19,7,7,7,8,pinned,0,0.00,"(1,1) (2,2) (4,4) (8,8) (5,16) (10,13) (9,7)"
210,C2+C3+C5+C7,7,7,7,8,pinned,0,0.00,"(1,1,1,1) (0,2,2,2) (0,1,4,4) (0,2,3,1) (0,1,1,2) (0,2,2,4) (0,1,4,1)"
211,C211,7,7,7,8,pinned,0,0.00,"(1,) (2,) (4,) (8,) (16,) (32,) (64,)"
212,C4+C53,7,7,7,8,pinned,0,0.00,"(1,1) (2,2) (0,4) (0,8) (0,16) (0,32) (0,11)"
212,C2+C2+C53,7,7,7,8,pinned,0,0.00,"(1,0,1) (0,0,2) (0,0,4) (0,0,8) (0,0,16) (0,0,32) (0,1,0)"
213,C3+C71,7,7,7,8,pinned,0,0.00,"(1,1) (2,2) (1,4) (2,8) (1,16) (2,32) (1,64)"
214,C2+C107,7,7,7,8,pinned,0,0.00,"(1,1) (0,2) (0,4) (0,8) (0,16) (0,32) (0,64)"
215,C5+C43,7,7,7,8,pinned,0,0.00,"(1,1) (2,2) (4,4) (3,8) (1,16) (2,32) (4,21)"
216,C8+C27,7,7,7,8,pinned,0,0.00,"(1,1) (2,2) (4,4) (0,8) (0,16) (0,5) (0,10)"
216,C3+C8+C9,7,7,7,8,pinned,0,0.00,"(0,1,1) (0,2,2) (0,4,4) (0,0,8) (0,0,7) (0,0,5) (1,0,0)"
216,C3+C3+C3+C8,6,7,7,8,search,131117,0.07,"(0,0,0,1) (0,0,0,2) (0,0,1,0) (0,1,0,4) (1,0,0,4) (1,1,0,4) (1,2,0,4)"
216,C2+C4+C27,7,7,7,8,pinned,0,0.00,"(0,1,1) (0,2,2) (0,0,4) (0,0,8) (0,0,16) (0,0,5) (1,0,0)"
216,C2+C3+C4+C9,7,7,7,8,pinned,0,0.00,"(0,0,1,1) (0,0,2,2) (0,0,0,4) (0,0,0,8) (0,0,0,7) (1,1,0,0) (0,2,0,0)"
216,C2+C3+C3+C3+C4,6,7,7,8,search,90302,0.04,"(0,0,0,0,1) (0,0,0,0,2) (0,0,0,1,0) (1,0,1,0,0) (1,1,0,0,0) (1,1,1,0,0) (1,1,2,0,0)"
216,C2+C2+C2+C27,7,7,7,8,pinned,0,0.00,"(1,0,0,1) (0,0,0,2) (0,0,0,4) (0,0,0,8) (0,0,0,16) (0,1,0,0) (0,0,1,0)"
216,C2+C2+C2+C3+C9,7,7,7,8,pinned,0,0.00,"(1,0,0,0,1) (0,0,0,0,2) (0,0,0,0,4) (0,0,0,0,8) (0,1,0,1,0) (0,0,0,2,0) (0,0,1,0,0)"
216,C2+C2+C2+C3+C3+C3,6,7,7,8,search,18798639,5.99,"(0,0,0,0,0,1) (0,0,1,0,0,0) (0,1,0,0,0,0) (1,0,0,0,1,0) (1,0,0,1,0,0) (1,0,0,1,1,0) (1,0,0,1,2,0)"
217,C7+C31,7,7,7,8,pinned,0,0.00,"(1,1) (2,2) (4,4) (1,8) (2,16) (4,1) (1,2)"
218,C2+C109,7,7,7,8,pinned,0,0.00,"(1,1) (0,2) (0,4) (0,8) (0,16) (0,32) (0,64)"
219,C3+C73,7,7,7,8,pinned,0,0.00,"(1,1) (2,2) (1,4) (2,8) (1,16) (2,32) (1,64)"
220,C4+C5+C11,7,7,7,8,pinned,0,0.00,"(1,1,1) (2,2,2) (0,4,4) (0,3,8) (0,1,5) (0,2,10) (0,4,9)"
220,C2+C2+C5+C11,7,7,7,8,pinned,0,0.00,"(1,0,1,1) (0,0,2,2) (0,0,4,4) (0,0,3,8) (0,0,1,5) (0,0,2,10) (0,1,0,0)"
221,C13+C17,7,7,7,8,pinned,0,0.00,"(1,1) (2,2) (4,4) (8,8) (3,16) (6,15) (12,13)"
222,C2+C3+C37,7,7,7,8,pinned,0,0.00,"(1,1,1) (0,2,2) (0,1,4) (0,2,8) (0,1,16) (0,2,32) (0,1,27)"
223,C223,7,7,7,8,pinned,0,0.00,"(1,) (2,) (4,) (8,) (16,) (32,) (64,)"
224,C7+C32,7,7,7,8,pinned,0,0.00,"(1,1) (2,2) (4,4) (1,8) (2,16) (4,0) (1,0)"
224,C2+C7+C16,7,7,7,8,pinned,0,0.00,"(0,1,1) (0,2,2) (0,4,4) (0,1,8) (0,2,0) (0,4,0) (1,0,0)"
224,C4+C7+C8,7,7,7,8,pinned,0,0.00,"(0,1,1) (0,2,2) (0,4,4) (0,1,0) (0,2,0) (1,0,0) (2,0,0)"
224,C2+C2+C7+C8,7,7,7,8,pinned,0,0.00,"(0,0,1,1) (0,0,2,2) (0,0,4,4) (0,0,1,0) (0,0,2,0) (1,0,0,0) (0,1,0,0)"
224,C2+C4+C4+C7,7,7,7,8,pinned,0,0.00,"(0,1,0,1) (0,2,0,2) (0,0,0,4) (0,0,0,1) (0,0,1,0) (0,0,2,0) (1,0,0,0)"
224,C2+C2+C2+C4+C7,7,7,7,8,pinned,0,0.00,"(0,0,0,1,1) (0,0,0,2,2) (0,0,0,0,4) (0,0,0,0,1) (1,0,0,0,0) (0,1,0,0,0) (0,0,1,0,0)"
224,C2+C2+C2+C2+C2+C7,7,7,7,8,pinned,0,0.00,"(1,0,0,0,0,1) (0,0,0,0,0,2) (0,0,0,0,0,4) (0,1,0,0,0,0) (0,0,1,0,0,0) (0,0,0,1,0,0) (0,0,0,0,1,0)"
225,C9+C25,7,7,7,8,pinned,0,0.00,"(1,1) (2,2) (4,4) (8,8) (7,16) (5,7) (1,14)"
225,C5+C5+C9,7,7,7,8,pinned,0,0.00,"(1,0,1) (2,0,2) (4,0,4) (3,0,8) (1,0,7) (0,1,0) (0,2,0)"
225,C3+C3+C25,7,7,7,8,pinned,0,0.00,"(1,0,1) (2,0,2) (1,0,4) (2,0,8) (1,0,16) (2,0,7) (0,1,0)"
225,C3+C3+C5+C5,6,7,7,8,search,29997,0.02,"(0,0,0,1) (0,0,0,2) (0,0,1,0) (0,1,1,0) (1,0,1,0) (1,1,4,0) (1,2,2,0)"
226,C2+C113,7,7,7,8,pinned,0,0.00,"(1,1) (0,2) (0,4) (0,8) (0,16) (0,32) (0,64)"
227,C227,7,7,7,8,pinned,0,0.00,"(1,) (2,) (4,) (8,) (16,) (32,) (64,)"
228,C3+C4+C19,7,7,7,8,pinned,0,0.00,"(1,1,1) (2,2,2) (1,0,4) (2,0,8) (1,0,16) (2,0,13) (1,0,7)"
228,C2+C2+C3+C19,7,7,7,8,pinned,0,0.00,"(1,0,1,1) (0,0,2,2) (0,0,1,4) (0,0,2,8) (0,0,1,16) (0,0,2,13) (0,1,0,0)"
229,C229,7,7,7,8,pinned,0,0.00,"(1,) (2,) (4,) (8,) (16,) (32,) (64,)"
230,C2+C5+C23,7,7,7,8,pinned,0,0.00,"(1,1,1) (0,2,2) (0,4,4) (0,3,8) (0,1,16) (0,2,9) (0,4,18)"
231,C3+C7+C11,7,7,7,8,pinned,0,0.00,"(1,1,1) (2,2,2) (1,4,4) (2,1,8) (1,2,5) (2,4,10) (1,1,9)"
232,C8+C29,7,7,7,8,pinned,0,0.00,"(1,1) (2,2) (4,4) (0,8) (0,16) (0,3) (0,6)"
232,C2+C4+C29,7,7,7,8,pinned,0,0.00,"(0,1,1) (0,2,2) (0,0,4) (0,0,8) (0,0,16) (0,0,3) (1,0,0)"
232,C2+C2+C2+C29,7,7,7,8,pinned,0,0.00,"(1,0,0,1) (0,0,0,2) (0,0,0,4) (0,0,0,8) (0,0,0,16) (0,1,0,0) (0,0,1,0)"
233,C233,7,7,7,8,pinned,0,0.00,"(1,) (2,) (4,) (8,) (16,) (32,) (64,)"
234,C2+C9+C13,7,7,7,8,pinned,0,0.00,"(1,1,1) (0,2,2) (0,4,4) (0,8,8) (0,7,3) (0,5,6) (0,1,12)"
234,C2+C3+C3+C13,7,7,7,8,pinned,0,0.00,"(1,1,0,1) (0,2,0,2) (0,1,0,4) (0,2,0,8) (0,1,0,3) (0,2,0,6) (0,0,1,0)"
235,C5+C47,7,7,7,8,pinned,0,0.00,"(1,1) (2,2) (4,4) (3,8) (1,16) (2,32) (4,17)"
236,C4+C59,7,7,7,8,pinned,0,0.00,"(1,1) (2,2) (0,4) (0,8) (0,16) (0,32) (0,5)"
236,C2+C2+C59,7,7,7,8,pinned,0,0.00,"(1,0,1) (0,0,2) (0,0,4) (0,0,8) (0,0,16) (0,0,32) (0,1,0)"
237,C3+C79,7,7,7,8,pinned,0,0.00,"(1,1) (2,2) (1,4) (2,8) (1,16) (2,32) (1,64)"
238,C2+C7+C17,7,7,7,8,pinned,0,0.00,"(1,1,1) (0,2,2) (0,4,4) (0,1,8) (0,2,16) (0,4,15) (0,1,13)"
239,C239,7,7,7,8,pinned,0,0.00,"(1,) (2,) (4,) (8,) (16,) (32,) (64,)"
240,C3+C5+C16,7,7,7,8,pinned,0,0.00,"(1,1,1) (2,2,2) (1,4,4) (2,3,8) (1,1,0) (2,2,0) (1,4,0)"
240,C2+C3+C5+C8,7,7,7,8,pinned,0,0.00,"(0,1,1,1) (0,2,2,2) (0,1,4,4) (0,2,3,0) (0,1,1,0) (0,2,2,0) (1,0,0,0)"
240,C3+C4+C4+C5,7,7,7,8,pinned,0,0.00,"(1,1,0,1) (2,2,0,2) (1,0,0,4) (2,0,0,3) (1,0,0,1) (0,0,1,0) (0,0,2,0)"
240,C2+C2+C3+C4+C5,7,7,7,8,pinned,0,0.00,"(0,0,1,1,1) (0,0,2,2,2) (0,0,1,0,4) (0,0,2,0,3) (0,0,1,0,1) (1,0,0,0,0) (0,1,0,0,0)"
240,C2+C2+C2+C2+C3+C5,7,7,7,8,pinned,0,0.00,"(1,0,0,0,1,1) (0,0,0,0,2,2) (0,0,0,0,1,4) (0,0,0,0,2,3) (0,1,0,0,0,0) (0,0,1,0,0,0) (0,0,0,1,0,0)"
241,C241,7,7,7,8,pinned,0,0.00,"(1,) (2,) (4,) (8,) (16,) (32,) (64,)"
242,C2+C121,7,7,7,8,pinned,0,0.00,"(1,1) (0,2) (0,4) (0,8) (0,16) (0,32) (0,64)"
242,C2+C11+C11,7,7,7,8,pinned,0,0.00,"(1,1,0) (0,2,0) (0,4,0) (0,8,0) (0,0,1) (0,0,2) (0,0,4)"
243,C243,7,7,7,8,pinned,0,0.00,"(1,) (2,) (4,) (8,) (16,) (32,) (64,)"
243,C3+C81,7,7,7,8,pinned,0,0.00,"(0,1) (0,2) (0,4) (0,8) (0,16) (0,32) (1,0)"
243,C9+C27,7,7,7,8,pinned,0,0.00,"(0,1) (0,2) (0,4) (0,8) (1,0) (2,0) (4,0)"
243,C3+C3+C27,6,7,7,8,search,27965,0.02,"(0,0,1) (0,0,2) (0,0,4) (0,1,0) (1,0,2) (1,0,12) (1,0,21)"
243,C3+C9+C9,7,7,7,8,pinned,0,0.00,"(0,1,0) (0,2,0) (0,4,0) (0,0,1) (0,0,2) (0,0,4) (1,0,0)"
243,C3+C3+C3+C9,6,7,7,8,search,5345840,2.28,"(0,0,0,1) (0,0,1,1) (0,0,1,8) (0,1,0,1) (1,0,0,1) (1,1,0,7) (1,2,1,4)"
243,C3+C3+C3+C3+C3,5,7,5,6,theorem-T3,-1,0.00,
244,C4+C61,7,7,7,8,pinned,0,0.00,"(1,1) (2,2) (0,4) (0,8) (0,16) (0,32) (0,3)"
244,C2+C2+C61,7,7,7,8,pinned,0,0.00,"(1,0,1) (0,0,2) (0,0,4) (0,0,8) (0,0,16) (0,0,32) (0,1,0)"
245,C5+C49,7,7,7,8,pinned,0,0.00,"(1,1) (2,2) (4,4) (3,8) (1,16) (2,32) (4,15)"
245,C5+C7+C7,7,7,7,8,pinned,0,0.00,"(1,1,0) (2,2,0) (4,4,0) (3,1,0) (1,2,0) (0,0,1) (0,0,2)"
246,C2+C3+C41,7,7,7,8,pinned,0,0.00,"(1,1,1) (0,2,2) (0,1,4) (0,2,8) (0,1,16) (0,2,32) (0,1,23)"
247,C13+C19,7,7,7,8,pinned,0,0.00,"(1,1) (2,2) (4,4) (8,8) (3,16) (6,13) (12,7)"
248,C8+C31,7,7,7,8,pinned,0,0.00,"(1,1) (2,2) (4,4) (0,8) (0,16) (0,1) (0,2)"
248,C2+C4+C31,7,7,7,8,pinned,0,0.00,"(0,1,1) (0,2,2) (0,0,4) (0,0,8) (0,0,16) (0,0,1) (1,0,0)"
248,C2+C2+C2+C31,7,7,7,8,pinned,0,0.00,"(1,0,0,1) (0,0,0,2) (0,0,0,4) (0,0,0,8) (0,0,0,16) (0,1,0,0) (0,0,1,0)"
249,C3+C83,7,7,7,8,pinned,0,0.00,"(1,1) (2,2) (1,4) (2,8) (1,16) (2,32) (1,64)"
250,C2+C125,7,7,7,8,pinned,0,0.00,"(1,1) (0,2) (0,4) (0,8) (0,16) (0,32) (0,64)"
250,C2+C5+C25,7,7,7,8,pinned,0,0.00,"(1,0,1) (0,0,2) (0,0,4) (0,0,8) (0,0,16) (0,1,0) (0,2,0)"
250,C2+C5+C5+C5,7,7,7,8,pinned,0,0.00,"(1,1,0,0) (0,2,0,0) (0,4,0,0) (0,0,1,0) (0,0,2,0) (0,0,0,1) (0,0,0,2)"
251,C251,7,7,7,8,pinned,0,0.00,"(1,) (2,) (4,) (8,) (16,) (32,) (64,)"
252,C4+C7+C9,7,7,7,8,pinned,0,0.00,"(1,1,1) (2,2,2) (0,4,4) (0,1,8) (0,2,7) (0,4,5) (0,1,1)"
252,C3+C3+C4+C7,7,7,7,8,pinned,0,0.00,"(1,0,1,1) (2,0,2,2) (1,0,0,4) (2,0,0,1) (1,0,0,2) (2,0,0,4) (0,1,0,0)"
252,C2+C2+C7+C9,7,7,7,8,pinned,0,0.00,"(1,0,1,1) (0,0,2,2) (0,0,4,4) (0,0,1,8) (0,0,2,7) (0,0,4,5) (0,1,0,0)"
252,C2+C2+C3+C3+C7,7,7,7,8,pinned,0,0.00,"(1,0,1,0,1) (0,0,2,0,2) (0,0,1,0,4) (0,0,2,0,1) (0,0,1,0,2) (0,1,0,1,0) (0,0,0,2,0)"
253,C11+C23,7,7,7,8,pinned,0,0.00,"(1,1) (2,2) (4,4) (8,8) (5,16) (10,9) (9,18)"
254,C2+C127,7,7,7,8,pinned,0,0.00,"(1,1) (0,2) (0,4) (0,8) (0,16) (0,32) (0,64)"
255,C3+C5+C17,7,7,7,8,pinned,0,0.00,"(1,1,1) (2,2,2) (1,4,4) (2,3,8) (1,1,16) (2,2,15) (1,4,13)"
