order,group,lb,cap,lmax,dpm,method,nodes,seconds,witness
2,C2,1,1,1,2,pinned,0,0.00,"(1,)"
3,C3,1,1,1,2,pinned,0,0.00,"(1,)"
4,C4,2,2,2,3,pinned,0,0.00,"(1,) (2,)"
4,C2+C2,2,2,2,3,pinned,0,0.00,"(1,0) (0,1)"
5,C5,2,2,2,3,pinned,0,0.00,"(1,) (2,)"
6,C2+C3,2,2,2,3,pinned,0,0.00,"(1,1) (0,2)"
7,C7,2,2,2,3,pinned,0,0.00,"(1,) (2,)"
8,C8,3,3,3,4,pinned,0,0.00,"(1,) (2,) (4,)"
8,C2+C4,3,3,3,4,pinned,0,0.00,"(0,1) (0,2) (1,0)"
8,C2+C2+C2,3,3,3,4,pinned,0,0.00,"(1,0,0) (0,1,0) (0,0,1)"
9,C9,3,3,3,4,pinned,0,0.00,"(1,) (2,) (4,)"
9,C3+C3,2,3,2,3,theorem-T3,9,0.00,"(0,1) (1,0)"
10,C2+C5,3,3,3,4,pinned,0,0.00,"(1,1) (0,2) (0,4)"
11,C11,3,3,3,4,pinned,0,0.00,"(1,) (2,) (4,)"
12,C3+C4,3,3,3,4,pinned,0,0.00,"(1,1) (2,2) (1,0)"
12,C2+C2+C3,3,3,3,4,pinned,0,0.00,"(1,0,1) (0,0,2) (0,1,0)"
13,C13,3,3,3,4,pinned,0,0.00,"(1,) (2,) (4,)"
14,C2+C7,3,3,3,4,pinned,0,0.00,"(1,1) (0,2) (0,4)"
15,C3+C5,3,3,3,4,pinned,0,0.00,"(1,1) (2,2) (1,4)"
16,C16,4,4,4,5,pinned,0,0.00,"(1,) (2,) (4,) (8,)"
16,C2+C8,4,4,4,5,pinned,0,0.00,"(0,1) (0,2) (0,4) (1,0)"
16,C4+C4,4,4,4,5,pinned,0,0.00,"(1,0) (2,0) (0,1) (0,2)"
16,C2+C2+C4,4,4,4,5,pinned,0,0.00,"(0,0,1) (0,0,2) (1,0,0) (0,1,0)"
16,C2+C2+C2+C2,4,4,4,5,pinned,0,0.00,"(1,0,0,0) (0,1,0,0) (0,0,1,0) (0,0,0,1)"
17,C17,4,4,4,5,pinned,0,0.00,"(1,) (2,) (4,) (8,)"
18,C2+C9,4,4,4,5,pinned,0,0.00,"(1,1) (0,2) (0,4) (0,8)"
18,C2+C3+C3,3,4,4,5,search,96,0.00,"(1,0,1) (1,1,0) (1,1,1) (1,1,2)"
19,C19,4,4,4,5,pinned,0,0.00,"(1,) (2,) (4,) (8,)"
20,C4+C5,4,4,4,5,pinned,0,0.00,"(1,1) (2,2) (0,4) (0,3)"
20,C2+C2+C5,4,4,4,5,pinned,0,0.00,"(1,0,1) (0,0,2) (0,0,4) (0,1,0)"
21,C3+C7,4,4,4,5,pinned,0,0.00,"(1,1) (2,2) (1,4) (2,1)"
22,C2+C11,4,4,4,5,pinned,0,0.00,"(1,1) (0,2) (0,4) (0,8)"
23,C23,4,4,4,5,pinned,0,0.00,"(1,) (2,) (4,) (8,)"
24,C3+C8,4,4,4,5,pinned,0,0.00,"(1,1) (2,2) (1,4) (2,0)"
24,C2+C3+C4,4,4,4,5,pinned,0,0.00,"(0,1,1) (0,2,2) (0,1,0) (1,0,0)"
24,C2+C2+C2+C3,4,4,4,5,pinned,0,0.00,"(1,0,0,1) (0,0,0,2) (0,1,0,0) (0,0,1,0)"
25,C25,4,4,4,5,pinned,0,0.00,"(1,) (2,) (4,) (8,)"
25,C5+C5,4,4,4,5,pinned,0,0.00,"(1,0) (2,0) (0,1) (0,2)"
26,C2+C13,4,4,4,5,pinned,0,0.00,"(1,1) (0,2) (0,4) (0,8)"
27,C27,4,4,4,5,pinned,0,0.00,"(1,) (2,) (4,) (8,)"
27,C3+C9,4,4,4,5,pinned,0,0.00,"(0,1) (0,2) (0,4) (1,0)"
27,C3+C3+C3,3,4,3,4,theorem-T3,313,0.00,"(0,0,1) (0,1,0) (1,0,0)"
28,C4+C7,4,4,4,5,pinned,0,0.00,"(1,1) (2,2) (0,4) (0,1)"
28,C2+C2+C7,4,4,4,5,pinned,0,0.00,"(1,0,1) (0,0,2) (0,0,4) (0,1,0)"
29,C29,4,4,4,5,pinned,0,0.00,"(1,) (2,) (4,) (8,)"
30,C2+C3+C5,4,4,4,5,pinned,0,0.00,"(1,1,1) (0,2,2) (0,1,4) (0,2,3)"
31,C31,4,4,4,5,pinned,0,0.00,"(1,) (2,) (4,) (8,)"
32,C32,5,5,5,6,pinned,0,0.00,"(1,) (2,) (4,) (8,) (16,)"
32,C2+C16,5,5,5,6,pinned,0,0.00,"(0,1) (0,2) (0,4) (0,8) (1,0)"
32,C4+C8,5,5,5,6,pinned,0,0.00,"(0,1) (0,2) (0,4) (1,0) (2,0)"
32,C2+C2+C8,5,5,5,6,pinned,0,0.00,"(0,0,1) (0,0,2) (0,0,4) (1,0,0) (0,1,0)"
32,C2+C4+C4,5,5,5,6,pinned,0,0.00,"(0,1,0) (0,2,0) (0,0,1) (0,0,2) (1,0,0)"
32,C2+C2+C2+C4,5,5,5,6,pinned,0,0.00,"(0,0,0,1) (0,0,0,2) (1,0,0,0) (0,1,0,0) (0,0,1,0)"
32,C2+C2+C2+C2+C2,5,5,5,6,pinned,0,0.00,"(1,0,0,0,0) (0,1,0,0,0) (0,0,1,0,0) (0,0,0,1,0) (0,0,0,0,1)"
33,C3+C11,5,5,5,6,pinned,0,0.00,"(1,1) (2,2) (1,4) (2,8) (1,5)"
34,C2+C17,5,5,5,6,pinned,0,0.00,"(1,1) (0,2) (0,4) (0,8) (0,16)"
35,C5+C7,5,5,5,6,pinned,0,0.00,"(1,1) (2,2) (4,4) (3,1) (1,2)"
36,C4+C9,5,5,5,6,pinned,0,0.00,"(1,1) (2,2) (0,4) (0,8) (0,7)"
36,C3+C3+C4,4,5,5,6,search,214,0.00,"(0,0,1) (0,1,2) (1,0,2) (1,1,2) (1,2,2)"
36,C2+C2+C9,5,5,5,6,pinned,0,0.00,"(1,0,1) (0,0,2) (0,0,4) (0,0,8) (0,1,0)"
36,C2+C2+C3+C3,4,5,5,6,search,2061,0.00,"(0,1,0,0) (1,0,0,1) (1,0,1,0) (1,0,1,1) (1,0,1,2)"
37,C37,5,5,5,6,pinned,0,0.00,"(1,) (2,) (4,) (8,) (16,)"
38,C2+C19,5,5,5,6,pinned,0,0.00,"(1,1) (0,2) (0,4) (0,8) (0,16)"
39,C3+C13,5,5,5,6,pinned,0,0.00,"(1,1) (2,2) (1,4) (2,8) (1,3)"
40,C5+C8,5,5,5,6,pinned,0,0.00,"(1,1) (2,2) (4,4) (3,0) (1,0)"
40,C2+C4+C5,5,5,5,6,pinned,0,0.00,"(0,1,1) (0,2,2) (0,0,4) (0,0,3) (1,0,0)"
40,C2+C2+C2+C5,5,5,5,6,pinned,0,0.00,"(1,0,0,1) (0,0,0,2) (0,0,0,4) (0,1,0,0) (0,0,1,0)"
41,C41,5,5,5,6,pinned,0,0.00,"(1,) (2,) (4,) (8,) (16,)"
42,C2+C3+C7,5,5,5,6,pinned,0,0.00,"(1,1,1) (0,2,2) (0,1,4) (0,2,1) (0,1,2)"
43,C43,5,5,5,6,pinned,0,0.00,"(1,) (2,) (4,) (8,) (16,)"
44,C4+C11,5,5,5,6,pinned,0,0.00,"(1,1) (2,2) (0,4) (0,8) (0,5)"
44,C2+C2+C11,5,5,5,6,pinned,0,0.00,"(1,0,1) (0,0,2) (0,0,4) (0,0,8) (0,1,0)"
45,C5+C9,5,5,5,6,pinned,0,0.00,"(1,1) (2,2) (4,4) (3,8) (1,7)"
45,C3+C3+C5,4,5,5,6,search,311,0.00,"(0,0,1) (0,1,1) (1,0,1) (1,1,4) (1,2,2)"
46,C2+C23,5,5,5,6,pinned,0,0.00,"(1,1) (0,2) (0,4) (0,8) (0,16)"
47,C47,5,5,5,6,pinned,0,0.00,"(1,) (2,) (4,) (8,) (16,)"
48,C3+C16,5,5,5,6,pinned,0,0.00,"(1,1) (2,2) (1,4) (2,8) (1,0)"
48,C2+C3+C8,5,5,5,6,pinned,0,0.00,"(0,1,1) (0,2,2) (0,1,4) (0,2,0) (1,0,0)"
48,C3+C4+C4,5,5,5,6,pinned,0,0.00,"(1,1,0) (2,2,0) (1,0,0) (0,0,1) (0,0,2)"
48,C2+C2+C3+C4,5,5,5,6,pinned,0,0.00,"(0,0,1,1) (0,0,2,2) (0,0,1,0) (1,0,0,0) (0,1,0,0)"
48,C2+C2+C2+C2+C3,5,5,5,6,pinned,0,0.00,"(1,0,0,0,1) (0,0,0,0,2) (0,1,0,0,0) (0,0,1,0,0) (0,0,0,1,0)"
49,C49,5,5,5,6,pinned,0,0.00,"(1,) (2,) (4,) (8,) (16,)"
49,C7+C7,4,5,5,6,search,343,0.00,"(0,1) (1,0) (1,2) (1,4) (3,1)"
50,C2+C25,5,5,5,6,pinned,0,0.00,"(1,1) (0,2) (0,4) (0,8) (0,16)"
50,C2+C5+C5,5,5,5,6,pinned,0,0.00,"(1,1,0) (0,2,0) (0,4,0) (0,0,1) (0,0,2)"
51,C3+C17,5,5,5,6,pinned,0,0.00,"(1,1) (2,2) (1,4) (2,8) (1,16)"
52,C4+C13,5,5,5,6,pinned,0,0.00,"(1,1) (2,2) (0,4) (0,8) (0,3)"
52,C2+C2+C13,5,5,5,6,pinned,0,0.00,"(1,0,1) (0,0,2) (0,0,4) (0,0,8) (0,1,0)"
53,C53,5,5,5,6,pinned,0,0.00,"(1,) (2,) (4,) (8,) (16,)"
54,C2+C27,5,5,5,6,pinned,0,0.00,"(1,1) (0,2) (0,4) (0,8) (0,16)"
54,C2+C3+C9,5,5,5,6,pinned,0,0.00,"(1,0,1) (0,0,2) (0,0,4) (0,0,8) (0,1,0)"
54,C2+C3+C3+C3,4,5,5,6,search,1669,0.00,"(0,0,0,1) (1,0,1,0) (1,1,0,0) (1,1,1,0) (1,1,2,0)"
55,C5+C11,5,5,5,6,pinned,0,0.00,"(1,1) (2,2) (4,4) (3,8) (1,5)"
56,C7+C8,5,5,5,6,pinned,0,0.00,"(1,1) (2,2) (4,4) (1,0) (2,0)"
56,C2+C4+C7,5,5,5,6,pinned,0,0.00,"(0,1,1) (0,2,2) (0,0,4) (0,0,1) (1,0,0)"
56,C2+C2+C2+C7,5,5,5,6,pinned,0,0.00,"(1,0,0,1) (0,0,0,2) (0,0,0,4) (0,1,0,0) (0,0,1,0)"
57,C3+C19,5,5,5,6,pinned,0,0.00,"(1,1) (2,2) (1,4) (2,8) (1,16)"
58,C2+C29,5,5,5,6,pinned,0,0.00,"(1,1) (0,2) (0,4) (0,8) (0,16)"
59,C59,5,5,5,6,pinned,0,0.00,"(1,) (2,) (4,) (8,) (16,)"
60,C3+C4+C5,5,5,5,6,pinned,0,0.00,"(1,1,1) (2,2,2) (1,0,4) (2,0,3) (1,0,1)"
60,C2+C2+C3+C5,5,5,5,6,pinned,0,0.00,"(1,0,1,1) (0,0,2,2) (0,0,1,4) (0,0,2,3) (0,1,0,0)"
61,C61,5,5,5,6,pinned,0,0.00,"(1,) (2,) (4,) (8,) (16,)"
62,C2+C31,5,5,5,6,pinned,0,0.00,"(1,1) (0,2) (0,4) (0,8) (0,16)"
63,C7+C9,5,5,5,6,pinned,0,0.00,"(1,1) (2,2) (4,4) (1,8) (2,7)"
63,C3+C3+C7,5,5,5,6,pinned,0,0.00,"(1,0,1) (2,0,2) (1,0,4) (2,0,1) (0,1,0)"
64,C64,6,6,6,7,pinned,0,0.00,"(1,) (2,) (4,) (8,) (16,) (32,)"
64,C2+C32,6,6,6,7,pinned,0,0.00,"(0,1) (0,2) (0,4) (0,8) (0,16) (1,0)"
64,C4+C16,6,6,6,7,pinned,0,0.00,"(0,1) (0,2) (0,4) (0,8) (1,0) (2,0)"
64,C2+C2+C16,6,6,6,7,pinned,0,0.00,"(0,0,1) (0,0,2) (0,0,4) (0,0,8) (1,0,0) (0,1,0)"
64,C8+C8,6,6,6,7,pinned,0,0.00,"(1,0) (2,0) (4,0) (0,1) (0,2) (0,4)"
64,C2+C4+C8,6,6,6,7,pinned,0,0.00,"(0,0,1) (0,0,2) (0,0,4) (0,1,0) (0,2,0) (1,0,0)"
64,C2+C2+C2+C8,6,6,6,7,pinned,0,0.00,"(0,0,0,1) (0,0,0,2) (0,0,0,4) (1,0,0,0) (0,1,0,0) (0,0,1,0)"
64,C4+C4+C4,6,6,6,7,pinned,0,0.00,"(1,0,0) (2,0,0) (0,1,0) (0,2,0) (0,0,1) (0,0,2)"
64,C2+C2+C4+C4,6,6,6,7,pinned,0,0.00,"(0,0,1,0) (0,0,2,0) (0,0,0,1) (0,0,0,2) (1,0,0,0) (0,1,0,0)"
64,C2+C2+C2+C2+C4,6,6,6,7,pinned,0,0.00,"(0,0,0,0,1) (0,0,0,0,2) (1,0,0,0,0) (0,1,0,0,0) (0,0,1,0,0) (0,0,0,1,0)"
64,C2+C2+C2+C2+C2+C2,6,6,6,7,pinned,0,0.00,"(1,0,0,0,0,0) (0,1,0,0,0,0) (0,0,1,0,0,0) (0,0,0,1,0,0) (0,0,0,0,1,0) (0,0,0,0,0,1)"
65,C5+C13,6,6,6,7,pinned,0,0.00,"(1,1) (2,2) (4,4) (3,8) (1,3) (2,6)"
66,C2+C3+C11,6,6,6,7,pinned,0,0.00,"(1,1,1) (0,2,2) (0,1,4) (0,2,8) (0,1,5) (0,2,10)"
67,C67,6,6,6,7,pinned,0,0.00,"(1,) (2,) (4,) (8,) (16,) (32,)"
68,C4+C17,6,6,6,7,pinned,0,0.00,"(1,1) (2,2) (0,4) (0,8) (0,16) (0,15)"
68,C2+C2+C17,6,6,6,7,pinned,0,0.00,"(1,0,1) (0,0,2) (0,0,4) (0,0,8) (0,0,16) (0,1,0)"
69,C3+C23,6,6,6,7,pinned,0,0.00,"(1,1) (2,2) (1,4) (2,8) (1,16) (2,9)"
70,C2+C5+C7,6,6,6,7,pinned,0,0.00,"(1,1,1) (0,2,2) (0,4,4) (0,3,1) (0,1,2) (0,2,4)"
71,C71,6,6,6,7,pinned,0,0.00,"(1,) (2,) (4,) (8,) (16,) (32,)"
72,C8+C9,6,6,6,7,pinned,0,0.00,"(1,1) (2,2) (4,4) (0,8) (0,7) (0,5)"
72,C3+C3+C8,5,6,6,7,search,783,0.00,"(0,0,1) (0,0,2) (0,1,4) (1,0,4) (1,1,4) (1,2,4)"
72,C2+C4+C9,6,6,6,7,pinned,0,0.00,"(0,1,1) (0,2,2) (0,0,4) (0,0,8) (0,0,7) (1,0,0)"
72,C2+C3+C3+C4,5,6,6,7,search,3929,0.00,"(0,0,0,1) (0,0,0,2) (1,0,1,0) (1,1,0,0) (1,1,1,0) (1,1,2,0)"
72,C2+C2+C2+C9,6,6,6,7,pinned,0,0.00,"(1,0,0,1) (0,0,0,2) (0,0,0,4) (0,0,0,8) (0,1,0,0) (0,0,1,0)"
72,C2+C2+C2+C3+C3,5,6,6,7,search,131300,0.02,"(0,0,1,0,0) (0,1,0,0,0) (1,0,0,0,1) (1,0,0,1,0) (1,0,0,1,1) (1,0,0,1,2)"
73,C73,6,6,6,7,pinned,0,0.00,"(1,) (2,) (4,) (8,) (16,) (32,)"
74,C2+C37,6,6,6,7,pinned,0,0.00,"(1,1) (0,2) (0,4) (0,8) (0,16) (0,32)"
75,C3+C25,6,6,6,7,pinned,0,0.00,"(1,1) (2,2) (1,4) (2,8) (1,16) (2,7)"
75,C3+C5+C5,5,6,5,6,search,136463,0.02,"(0,0,1) (0,0,2) (0,1,0) (0,2,0) (1,0,0)"
76,C4+C19,6,6,6,7,pinned,0,0.00,"(1,1) (2,2) (0,4) (0,8) (0,16) (0,13)"
76,C2+C2+C19,6,6,6,7,pinned,0,0.00,"(1,0,1) (0,0,2) (0,0,4) (0,0,8) (0,0,16) (0,1,0)"
77,C7+C11,6,6,6,7,pinned,0,0.00,"(1,1) (2,2) (4,4) (1,8) (2,5) (4,10)"
78,C2+C3+C13,6,6,6,7,pinned,0,0.00,"(1,1,1) (0,2,2) (0,1,4) (0,2,8) (0,1,3) (0,2,6)"
79,C79,6,6,6,7,pinned,0,0.00,"(1,) (2,) (4,) (8,) (16,) (32,)"
80,C5+C16,6,6,6,7,pinned,0,0.00,"(1,1) (2,2) (4,4) (3,8) (1,0) (2,0)"
80,C2+C5+C8,6,6,6,7,pinned,0,0.00,"(0,1,1) (0,2,2) (0,4,4) (0,3,0) (0,1,0) (1,0,0)"
80,C4+C4+C5,6,6,6,7,pinned,0,0.00,"(1,0,1) (2,0,2) (0,0,4) (0,0,3) (0,1,0) (0,2,0)"
80,C2+C2+C4+C5,6,6,6,7,pinned,0,0.00,"(0,0,1,1) (0,0,2,2) (0,0,0,4) (0,0,0,3) (1,0,0,0) (0,1,0,0)"
80,C2+C2+C2+C2+C5,6,6,6,7,pinned,0,0.00,"(1,0,0,0,1) (0,0,0,0,2) (0,0,0,0,4) (0,1,0,0,0) (0,0,1,0,0) (0,0,0,1,0)"
81,C81,6,6,6,7,pinned,0,0.00,"(1,) (2,) (4,) (8,) (16,) (32,)"
81,C3+C27,5,6,6,7,search,202,0.00,"(0,1) (0,2) (0,4) (1,2) (1,12) (1,21)"
81,C9+C9,6,6,6,7,pinned,0,0.00,"(1,0) (2,0) (4,0) (0,1) (0,2) (0,4)"
81,C3+C3+C9,5,6,5,6,search,175120,0.03,"(0,0,1) (0,0,2) (0,0,4) (0,1,0) (1,0,0)"
81,C3+C3+C3+C3,4,6,4,5,theorem-T3,72760,0.01,"(0,0,0,1) (0,0,1,0) (0,1,0,0) (1,0,0,0)"
82,C2+C41,6,6,6,7,pinned,0,0.00,"(1,1) (0,2) (0,4) (0,8) (0,16) (0,32)"
83,C83,6,6,6,7,pinned,0,0.00,"(1,) (2,) (4,) (8,) (16,) (32,)"
84,C3+C4+C7,6,6,6,7,pinned,0,0.00,"(1,1,1) (2,2,2) (1,0,4) (2,0,1) (1,0,2) (2,0,4)"
84,C2+C2+C3+C7,6,6,6,7,pinned,0,0.00,"(1,0,1,1) (0,0,2,2) (0,0,1,4) (0,0,2,1) (0,0,1,2) (0,1,0,0)"
85,C5+C17,6,6,6,7,pinned,0,0.00,"(1,1) (2,2) (4,4) (3,8) (1,16) (2,15)"
86,C2+C43,6,6,6,7,pinned,0,0.00,"(1,1) (0,2) (0,4) (0,8) (0,16) (0,32)"
87,C3+C29,6,6,6,7,pinned,0,0.00,"(1,1) (2,2) (1,4) (2,8) (1,16) (2,3)"
88,C8+C11,6,6,6,7,pinned,0,0.00,"(1,1) (2,2) (4,4) (0,8) (0,5) (0,10)"
88,C2+C4+C11,6,6,6,7,pinned,0,0.00,"(0,1,1) (0,2,2) (0,0,4) (0,0,8) (0,0,5) (1,0,0)"
88,C2+C2+C2+C11,6,6,6,7,pinned,0,0.00,"(1,0,0,1) (0,0,0,2) (0,0,0,4) (0,0,0,8) (0,1,0,0) (0,0,1,0)"
89,C89,6,6,6,7,pinned,0,0.00,"(1,) (2,) (4,) (8,) (16,) (32,)"
90,C2+C5+C9,6,6,6,7,pinned,0,0.00,"(1,1,1) (0,2,2) (0,4,4) (0,3,8) (0,1,7) (0,2,5)"
90,C2+C3+C3+C5,5,6,6,7,search,6999,0.00,"(0,0,0,1) (0,0,0,2) (1,0,1,0) (1,1,0,0) (1,1,1,0) (1,1,2,0)"
91,C7+C13,6,6,6,7,pinned,0,0.00,"(1,1) (2,2) (4,4) (1,8) (2,3) (4,6)"
92,C4+C23,6,6,6,7,pinned,0,0.00,"(1,1) (2,2) (0,4) (0,8) (0,16) (0,9)"
92,C2+C2+C23,6,6,6,7,pinned,0,0.00,"(1,0,1) (0,0,2) (0,0,4) (0,0,8) (0,0,16) (0,1,0)"
93,C3+C31,6,6,6,7,pinned,0,0.00,"(1,1) (2,2) (1,4) (2,8) (1,16) (2,1)"
94,C2+C47,6,6,6,7,pinned,0,0.00,"(1,1) (0,2) (0,4) (0,8) (0,16) (0,32)"
95,C5+C19,6,6,6,7,pinned,0,0.00,"(1,1) (2,2) (4,4) (3,8) (1,16) (2,13)"
96,C3+C32,6,6,6,7,pinned,0,0.00,"(1,1) (2,2) (1,4) (2,8) (1,16) (2,0)"
96,C2+C3+C16,6,6,6,7,pinned,0,0.00,"(0,1,1) (0,2,2) (0,1,4) (0,2,8) (0,1,0) (1,0,0)"
96,C3+C4+C8,6,6,6,7,pinned,0,0.00,"(1,0,1) (2,0,2) (1,0,4) (2,0,0) (0,1,0) (0,2,0)"
96,C2+C2+C3+C8,6,6,6,7,pinned,0,0.00,"(0,0,1,1) (0,0,2,2) (0,0,1,4) (0,0,2,0) (1,0,0,0) (0,1,0,0)"
96,C2+C3+C4+C4,6,6,6,7,pinned,0,0.00,"(0,1,1,0) (0,2,2,0) (0,1,0,0) (0,0,0,1) (0,0,0,2) (1,0,0,0)"
96,C2+C2+C2+C3+C4,6,6,6,7,pinned,0,0.00,"(0,0,0,1,1) (0,0,0,2,2) (0,0,0,1,0) (1,0,0,0,0) (0,1,0,0,0) (0,0,1,0,0)"
96,C2+C2+C2+C2+C2+C3,6,6,6,7,pinned,0,0.00,"(1,0,0,0,0,1) (0,0,0,0,0,2) (0,1,0,0,0,0) (0,0,1,0,0,0) (0,0,0,1,0,0) (0,0,0,0,1,0)"
97,C97,6,6,6,7,pinned,0,0.00,"(1,) (2,) (4,) (8,) (16,) (32,)"
98,C2+C49,6,6,6,7,pinned,0,0.00,"(1,1) (0,2) (0,4) (0,8) (0,16) (0,32)"
98,C2+C7+C7,5,6,6,7,search,15528,0.01,"(0,0,1) (0,1,0) (0,1,2) (0,1,4) (0,3,1) (1,0,0)"
99,C9+C11,6,6,6,7,pinned,0,0.00,"(1,1) (2,2) (4,4) (8,8) (7,5) (5,10)"
99,C3+C3+C11,6,6,6,7,pinned,0,0.00,"(1,0,1) (2,0,2) (1,0,4) (2,0,8) (1,0,5) (0,1,0)"
100,C4+C25,6,6,6,7,pinned,0,0.00,"(1,1) (2,2) (0,4) (0,8) (0,16) (0,7)"
100,C4+C5+C5,6,6,6,7,pinned,0,0.00,"(1,1,0) (2,2,0) (0,4,0) (0,3,0) (0,0,1) (0,0,2)"
100,C2+C2+C25,6,6,6,7,pinned,0,0.00,"(1,0,1) (0,0,2) (0,0,4) (0,0,8) (0,0,16) (0,1,0)"
100,C2+C2+C5+C5,6,6,6,7,pinned,0,0.00,"(1,0,1,0) (0,0,2,0) (0,0,4,0) (0,1,0,1) (0,0,0,2) (0,0,0,4)"
101,C101,6,6,6,7,pinned,0,0.00,"(1,) (2,) (4,) (8,) (16,) (32,)"
102,C2+C3+C17,6,6,6,7,pinned,0,0.00,"(1,1,1) (0,2,2) (0,1,4) (0,2,8) (0,1,16) (0,2,15)"
103,C103,6,6,6,7,pinned,0,0.00,"(1,) (2,) (4,) (8,) (16,) (32,)"
104,C8+C13,6,6,6,7,pinned,0,0.00,"(1,1) (2,2) (4,4) (0,8) (0,3) (0,6)"
104,C2+C4+C13,6,6,6,7,pinned,0,0.00,"(0,1,1) (0,2,2) (0,0,4) (0,0,8) (0,0,3) (1,0,0)"
104,C2+C2+C2+C13,6,6,6,7,pinned,0,0.00,"(1,0,0,1) (0,0,0,2) (0,0,0,4) (0,0,0,8) (0,1,0,0) (0,0,1,0)"
105,C3+C5+C7,6,6,6,7,pinned,0,0.00,"(1,1,1) (2,2,2) (1,4,4) (2,3,1) (1,1,2) (2,2,4)"
106,C2+C53,6,6,6,7,pinned,0,0.00,"(1,1) (0,2) (0,4) (0,8) (0,16) (0,32)"
107,C107,6,6,6,7,pinned,0,0.00,"(1,) (2,) (4,) (8,) (16,) (32,)"
108,C4+C27,6,6,6,7,pinned,0,0.00,"(1,1) (2,2) (0,4) (0,8) (0,16) (0,5)"
108,C3+C4+C9,6,6,6,7,pinned,0,0.00,"(0,1,1) (0,2,2) (0,0,4) (0,0,8) (0,0,7) (1,0,0)"
108,C3+C3+C3+C4,5,6,6,7,search,17912,0.01,"(0,0,0,1) (0,0,1,0) (0,1,0,2) (1,0,0,2) (1,1,0,2) (1,2,0,2)"
108,C2+C2+C27,6,6,6,7,pinned,0,0.00,"(1,0,1) (0,0,2) (0,0,4) (0,0,8) (0,0,16) (0,1,0)"
108,C2+C2+C3+C9,6,6,6,7,pinned,0,0.00,"(1,0,0,1) (0,0,0,2) (0,0,0,4) (0,0,0,8) (0,1,1,0) (0,0,2,0)"
108,C2+C2+C3+C3+C3,5,6,6,7,search,101288,0.02,"(0,0,0,0,1) (0,1,0,0,0) (1,0,0,1,0) (1,0,1,0,0) (1,0,1,1,0) (1,0,1,2,0)"
109,C109,6,6,6,7,pinned,0,0.00,"(1,) (2,) (4,) (8,) (16,) (32,)"
110,C2+C5+C11,6,6,6,7,pinned,0,0.00,"(1,1,1) (0,2,2) (0,4,4) (0,3,8) (0,1,5) (0,2,10)"
111,C3+C37,6,6,6,7,pinned,0,0.00,"(1,1) (2,2) (1,4) (2,8) (1,16) (2,32)"
112,C7+C16,6,6,6,7,pinned,0,0.00,"(1,1) (2,2) (4,4) (1,8) (2,0) (4,0)"
112,C2+C7+C8,6,6,6,7,pinned,0,0.00,"(0,1,1) (0,2,2) (0,4,4) (0,1,0) (0,2,0) (1,0,0)"
112,C4+C4+C7,6,6,6,7,pinned,0,0.00,"(1,0,1) (2,0,2) (0,0,4) (0,0,1) (0,1,0) (0,2,0)"
112,C2+C2+C4+C7,6,6,6,7,pinned,0,0.00,"(0,0,1,1) (0,0,2,2) (0,0,0,4) (0,0,0,1) (1,0,0,0) (0,1,0,0)"
112,C2+C2+C2+C2+C7,6,6,6,7,pinned,0,0.00,"(1,0,0,0,1) (0,0,0,0,2) (0,0,0,0,4) (0,1,0,0,0) (0,0,1,0,0) (0,0,0,1,0)"
113,C113,6,6,6,7,pinned,0,0.00,"(1,) (2,) (4,) (8,) (16,) (32,)"
114,C2+C3+C19,6,6,6,7,pinned,0,0.00,"(1,1,1) (0,2,2) (0,1,4) (0,2,8) (0,1,16) (0,2,13)"
115,C5+C23,6,6,6,7,pinned,0,0.00,"(1,1) (2,2) (4,4) (3,8) (1,16) (2,9)"
116,C4+C29,6,6,6,7,pinned,0,0.00,"(1,1) (2,2) (0,4) (0,8) (0,16) (0,3)"
116,C2+C2+C29,6,6,6,7,pinned,0,0.00,"(1,0,1) (0,0,2) (0,0,4) (0,0,8) (0,0,16) (0,1,0)"
117,C9+C13,6,6,6,7,pinned,0,0.00,"(1,1) (2,2) (4,4) (8,8) (7,3) (5,6)"
117,C3+C3+C13,6,6,6,7,pinned,0,0.00,"(1,0,1) (2,0,2) (1,0,4) (2,0,8) (1,0,3) (0,1,0)"
118,C2+C59,6,6,6,7,pinned,0,0.00,"(1,1) (0,2) (0,4) (0,8) (0,16) (0,32)"
119,C7+C17,6,6,6,7,pinned,0,0.00,"(1,1) (2,2) (4,4) (1,8) (2,16) (4,15)"
120,C3+C5+C8,6,6,6,7,pinned,0,0.00,"(1,1,1) (2,2,2) (1,4,4) (2,3,0) (1,1,0) (2,2,0)"
