3,823564528378596,1073741824,18041721,0,3060,-
7,2676584717230437,1073741824,18018460,0,2605,-
11,6382625094934119,1073741824,18035088,0,3135,-
15,8235645283785960,1073741824,18053964,0,2940,-
19,17500746228045165,1073741824,18024447,0,3258,-
23,19353766416897006,1073741824,18038101,0,3522,-
27,23059806794600688,1073741824,18036694,0,2657,-
31,24912826983452529,1073741824,18047942,65264,3000,25005505715035632:0 25005505715035875:0 25005505715035876:0 25005505715017011:0 25005505715017012:0 25005505715017005:0 25005505715017002:0 25005505715016277:0 25005505715016276:0 25005505715016255:0 25005505715016256:0 25006879956022552:0 25006879956022555:0 25006879956023275:0 25006879956023281:0 25006879956023280:0 24991943720875285:0 24991943720875257:0 24991943720860930:0 24991943715007537:0 24991943715007536:0 24991943715007650:0 24991943420078307:0 24991943420078301:0 24991943420078302:0
35,50855109627378303,1073741824,18051737,0,3230,-
39,52708129816230144,1073741824,18051372,0,3154,-
43,56414170193933826,1073741824,18042695,0,3324,-
47,58267190382785667,1073741824,18052370,0,2934,-
51,67532291327044872,1073741824,18028039,0,2715,-
55,69385311515896713,1073741824,18048619,0,2892,-
59,73091351893600395,1073741824,18028510,0,3104,-
63,74944372082452236,1073741824,18033405,21101,3164,-
67,150918199825377717,1073741824,18036701,0,2795,-
71,152771220014229558,1073741824,18040983,0,2271,-
75,156477260391933240,1073741824,18052643,0,2308,-
79,158330280580785081,1073741824,18024494,0,2349,-
83,167595381525044286,1073741824,18023261,0,2246,-
87,169448401713896127,1073741824,18049241,0,2284,-
91,173154442091599809,1073741824,18038493,0,2288,-
95,175007462280451650,1073741824,18024039,0,2248,-
99,200949744924377424,1073741824,18036003,0,2390,-
103,202802765113229265,1073741824,18002704,0,2312,-
107,206508805490932947,1073741824,18040871,0,2263,-
111,208361825679784788,1073741824,18025595,0,2272,-
115,217626926624043993,1073741824,18034444,0,2293,-
119,219479946812895834,1073741824,18032402,0,2280,-
123,223185987190599516,1073741824,18042452,0,2274,-
127,225039007379451357,1073741824,18040795,0,2372,-
131,451107470419375959,1073741824,18013314,0,2277,-
135,452960490608227800,1073741824,18032557,0,2480,-
139,456666530985931482,1073741824,18030843,0,2250,-
143,458519551174783323,1073741824,18027708,0,2265,-
147,467784652119042528,1073741824,18031888,0,2328,-
151,469637672307894369,1073741824,18025019,0,2291,-
155,473343712685598051,1073741824,18062540,0,2237,-
159,475196732874449892,1073741824,18022467,0,2359,-
163,501139015518375666,1073741824,18051503,0,2399,-
167,502992035707227507,1073741824,18036516,0,2341,-
171,506698076084931189,1073741824,18024434,0,2301,-
175,508551096273783030,1073741824,18057533,0,2259,-
179,517816197218042235,1073741824,18035029,0,2286,-
183,519669217406894076,1073741824,18019237,0,2492,-
187,523375257784597758,1073741824,18022809,0,2286,-
191,525228277973449599,1073741824,18029075,0,2324,-
195,601202105716375080,1073741824,18049245,12821,2369,-
199,603055125905226921,1073741824,18044407,0,2399,-
203,606761166282930603,1073741824,18024959,0,2244,-
207,608614186471782444,1073741824,18042056,6220,2283,-
211,617879287416041649,1073741824,18014722,0,2279,-
215,619732307604893490,1073741824,18034284,0,2312,-
219,623438347982597172,1073741824,18017636,8725,2362,-
223,625291368171449013,1073741824,18036060,19299,2254,-
227,651233650815374787,1073741824,18024240,0,2275,-
231,653086671004226628,1073741824,18038389,0,2285,-
235,656792711381930310,1073741824,18043108,55237,2277,-
239,658645731570782151,1073741824,18040582,60992,2331,-
243,667910832515041356,1073741824,18020809,0,2282,-
247,669763852703893197,1073741824,18048424,0,2281,-
251,673469893081596879,1073741824,18035612,20066,2249,-
255,675322913270448720,1073741824,18022670,0,2238,-
259,1351675282201370685,1073741824,18025139,0,2251,-
263,1353528302390222526,1073741824,18023373,0,2298,-
