0,0,1073741824,18035055,58520,3298,0:1 1:1 10:0 756:0 757:0 3250:0 3186:0 3187:0 3160:1 7651:0 7560:0 7561:0 20007:0 59548401:0 59548377:0 45773612811:0 45775397187:0
4,1853020188851841,1073741824,18029953,0,2964,-
8,5559060566555523,1073741824,18039054,0,3338,-
12,7412080755407364,1073741824,18038270,0,3256,-
16,16677181699666569,1073741824,18030870,5912,3147,-
20,18530201888518410,1073741824,18031263,0,3214,-
24,22236242266222092,1073741824,18043955,0,3509,-
28,24089262455073933,1073741824,18042124,0,2927,-
32,50031545098999707,1073741824,18060999,0,3193,-
36,51884565287851548,1073741824,18033274,0,3435,-
40,55590605665555230,1073741824,18034076,0,3183,-
44,57443625854407071,1073741824,18064696,0,3155,-
48,66708726798666276,1073741824,18030597,0,2856,-
52,68561746987518117,1073741824,18040983,0,3305,-
56,72267787365221799,1073741824,18018733,0,2908,-
60,74120807554073640,1073741824,18033855,49899,2990,-
64,150094635296999121,1073741824,18045752,0,2231,-
68,151947655485850962,1073741824,18039968,0,2385,-
72,155653695863554644,1073741824,18037103,0,2248,-
76,157506716052406485,1073741824,18038315,0,2224,-
80,166771816996665690,1073741824,18017435,0,2219,-
84,168624837185517531,1073741824,18043545,0,2230,-
88,172330877563221213,1073741824,18029131,0,2228,-
92,174183897752073054,1073741824,18036928,0,2401,-
96,200126180395998828,1073741824,18021380,0,2256,-
100,201979200584850669,1073741824,18014419,0,2215,-
104,205685240962554351,1073741824,18055314,0,2231,-
108,207538261151406192,1073741824,18018025,0,2249,-
112,216803362095665397,1073741824,18037133,0,2299,-
116,218656382284517238,1073741824,18038238,0,2260,-
120,222362422662220920,1073741824,18045125,0,2402,-
124,224215442851072761,1073741824,18041494,0,2320,-
128,450283905890997363,1073741824,18017433,0,2333,-
132,452136926079849204,1073741824,18026436,0,2257,-
136,455842966457552886,1073741824,18024402,0,2218,-
140,457695986646404727,1073741824,18029859,0,2245,-
144,466961087590663932,1073741824,18024617,0,2249,-
148,468814107779515773,1073741824,18025050,0,2228,-
152,472520148157219455,1073741824,18058099,0,2247,-
156,474373168346071296,1073741824,18032066,0,2266,-
160,500315450989997070,1073741824,18028716,0,2249,-
164,502168471178848911,1073741824,18056050,0,2223,-
168,505874511556552593,1073741824,18043402,0,2347,-
172,507727531745404434,1073741824,18040187,0,2280,-
176,516992632689663639,1073741824,18031980,0,2416,-
180,518845652878515480,1073741824,18016208,0,2260,-
184,522551693256219162,1073741824,18034411,0,2312,-
188,524404713445071003,1073741824,18018748,0,2232,-
192,600378541187996484,1073741824,18040209,0,2280,-
196,602231561376848325,1073741824,18059857,0,2242,-
200,605937601754552007,1073741824,18037467,0,2237,-
204,607790621943403848,1073741824,18029285,0,2254,-
208,617055722887663053,1073741824,18019407,0,2283,-
212,618908743076514894,1073741824,18037894,0,2256,-
216,622614783454218576,1073741824,18028636,0,2325,-
220,624467803643070417,1073741824,18021357,0,2281,-
224,650410086286996191,1073741824,18034627,0,2301,-
228,652263106475848032,1073741824,18029950,0,2272,-
232,655969146853551714,1073741824,18040061,0,2292,-
236,657822167042403555,1073741824,18037350,0,2262,-
240,667087267986662760,1073741824,18023619,0,2324,-
244,668940288175514601,1073741824,18038758,0,2275,-
248,672646328553218283,1073741824,18030357,0,2289,-
252,674499348742070124,1073741824,18028666,0,2272,-
256,1350851717672992089,1073741824,18031767,0,2281,-
260,1352704737861843930,1073741824,18018491,0,2289,-
264,1356410778239547612,1073741824,18043852,0,2449,-
268,1358263798428399453,1073741824,18026676,0,2259,-
272,1367528899372658658,1073741824,18031707,0,2255,-
276,1369381919561510499,1073741824,18036986,0,2306,-
280,1373087959939214181,1073741824,18035284,0,2290,-
284,1374940980128066022,1073741824,18047363,0,2359,-
288,1400883262771991796,1073741824,18038184,0,2260,-
292,1402736282960843637,1073741824,18031947,0,2284,-
296,1406442323338547319,1073741824,18060444,0,2239,-
300,1408295343527399160,1073741824,18026557,0,2256,-
304,1417560444471658365,1073741824,18034041,0,2268,-
308,1419413464660510206,1073741824,18031004,0,2258,-
312,1423119505038213888,1073741824,18042385,0,2308,-
316,1424972525227065729,1073741824,18048683,0,2262,-
