graph6	class	class_sizes
I?BeeOwM?	E	[7, 6, 6, 6]
I?Bcu`gM?	T2	-
I?bFB_wF?	T2	-
I?bEHow[?	T2	-
I?`bfAWF?	T2	-
I?`cu`oJ?	T2	-
I?`cspoX?	E	[7, 6, 6, 6]
I?`bM_we?	T2	-
I?`cm`gM?	T2	-
I?`cmPoM?	T2	-
I?`amQoM?	T2	-
I?`c]`oM?	T2	-
ICOfBaKF?	E	[7, 6, 6, 6]
ICOf@pSb?	E	[7, 6, 6, 6]
ICOef?kF?	E	[7, 6, 6, 6]
ICOedPKL?	E	[7, 6, 6, 6]
ICOedO[X?	E	[7, 6, 6, 6]
ICQRD_kQ_	E	[7, 6, 6, 6]
ICQRD_iR?	E	[7, 6, 6, 6]
