graph6	class	class_sizes
Q???C@?GCoW_PGD_BO?F?GS?gO?	E	[12, 11, 11, 11]
Q???C@?GCoW_PGD_EG?B_Ac?i??	E	[12, 11, 11, 11]
Q???C@?GCoW_PGD_EC@Q??s?IO?	E	[12, 11, 11, 11]
Q???C@?GCoW_PGD_EC@O_?s?J??	E	[12, 11, 11, 11]
Q???C@?GCoW_PGD_EC@A_Ac?J??	E	[12, 11, 11, 11]
Q???C@?GCoW_PGDOEC@S??s?IO?	E	[12, 11, 11, 11]
Q???C@?GCoW_PG@oEG?`_Ac?i??	E	[12, 11, 11, 11]
Q???C@?GCoW_PGKGDG?[?Cc?BO?	E	[12, 11, 11, 11]
Q???C@?GCoW_PGKGDA?[??s?R??	E	[12, 11, 11, 11]
Q???C@?GCoW_PGKGAa@E?Ao?IO?	E	[12, 11, 11, 11]
Q???C@?GCoW_PGEGF??K_?s?b??	T2	-
Q???C@?GCoW_PGEGAW@S?@c?`O?	E	[12, 11, 11, 11]
Q???C@?GCoW_PGCgE_@S??s?HO?	E	[12, 11, 11, 11]
Q???C@?GCoW_PGCgE_@E?Ac?HO?	E	[12, 11, 11, 11]
Q???C@?GCoW_PGCgE_@C_Ao?HO?	E	[12, 11, 11, 11]
Q???C@?GCoW_PGCgB_@E??s?gO?	E	[12, 11, 11, 11]
Q???C@?GCoW_PGCgEO?U?@S?gO?	E	[12, 11, 11, 11]
Q???C@?GCoW_PGCgEO?K_AS?h??	E	[12, 11, 11, 11]
Q???C@?GCoW_PGCgBO@S?GS?DO?	E	[12, 11, 11, 11]
Q???C@?GCoW_PGCgBO@K?GS?HO?	E	[12, 11, 11, 11]
Q???C@?GCoW_PGCgBO@E?@S?gO?	E	[12, 11, 11, 11]
Q???C@?GCoW_PGCgBO?U?GS?cO?	E	[12, 11, 11, 11]
Q???C@?GCoW_PGCgAo@E?AS?gO?	E	[12, 11, 11, 11]
Q???C@?GCoW_PGCgEG?U?@c?gO?	E	[12, 11, 11, 11]
Q???C@?GCoW_PGCgBG@E?@c?gO?	E	[12, 11, 11, 11]
Q???C@?GCoW_PGCgAg@E?Ac?gO?	E	[12, 11, 11, 11]
Q???C@?GCoW_PGCgAg?U?Gc?gO?	E	[12, 11, 11, 11]
Q???C@?GCoW_PGCgAW@S?BC?`O?	E	[12, 11, 11, 11]
Q???C@?GCoW_PGCgAW@K?IC?HO?	E	[12, 11, 11, 11]
Q???C@?GCoW_PGCg?w@c?AS?gO?	E	[12, 11, 11, 11]
Q???C@?GCoW_PGCg?w@a?Ac?gO?	E	[12, 11, 11, 11]
Q???C@?GCoW_PGCgEA@A_Ao?M??	E	[12, 11, 11, 11]
Q???C@?GCoW_PGCWE_@C_Ao?IO?	E	[12, 11, 11, 11]
Q???C@?GCoW_PGCWE_?E_Ac?i??	E	[12, 11, 11, 11]
Q???C@?GCoW_PGCWBO@K??s?gO?	E	[12, 11, 11, 11]
Q???C@?GCoW_PGCWAo@E?Ac?gO?	E	[12, 11, 11, 11]
Q???C@?GCoW_PGCWAo@A_I_?IO?	E	[12, 11, 11, 11]
Q???C@?GCoW_PGCWEG?K_Ac?i??	E	[12, 11, 11, 11]
Q???C@?GCoW_PGCW@W@c?@c?gO?	E	[12, 11, 11, 11]
Q???C@?GCoW_PG?wBO@c?@S?gO?	E	[12, 11, 11, 11]
Q???C@?GCoW_PG?wCo?s?CS?gO?	E	[12, 11, 11, 11]
Q???C@?GCoW_PG?wAo@c?AS?gO?	E	[12, 11, 11, 11]
Q???C@?GCoW_PG?wAo@a?Ac?gO?	E	[12, 11, 11, 11]
Q???C@?GCoW_PGGKEG?k?Ac?J??	E	[12, 11, 11, 11]
Q???C@?GCoW_PGGKEG?c_B_?J??	E	[12, 11, 11, 11]
Q???C@?GCoW_DGL?GQ@C_Ao?H_?	E	[12, 11, 11, 11]
Q???C@?GCoW_DGL?@E@C_Oo?J??	E	[12, 11, 11, 11]
Q???C@?GCoW_DGL??U@O_Oo?J??	E	[12, 11, 11, 11]
Q???C@?GCoW_DGL??U@C_Ao@H??	E	[12, 11, 11, 11]
Q???C@?GCoW_DGAW@oB_?Gc?BO?	E	[12, 11, 11, 11]
Q???C@?GCoW_DGAW@oBC??s?oO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OgF??w@c?AK?`O?	E	[12, 11, 11, 11]
Q???C@?GCoW_OgK_AQ@G_BO?H_?	E	[12, 11, 11, 11]
Q???C@?GCoW_OgK_AQ@A_BO?K_?	E	[12, 11, 11, 11]
Q???C@?GCoW_OgE_EO?J?@S?gO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OgCoE_?K_IC?H_?	E	[12, 11, 11, 11]
Q???C@?GCoW_OgCoEO?X?BC?`O?	E	[12, 11, 11, 11]
Q???C@?GCoW_OgKGAo?S_GS?L??	E	[12, 11, 11, 11]
Q???C@?GCoW_OgKGDG?U?@c?SO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OgKGCW?[?DC?HO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OgKGCW?[?BC?PO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OgKGCa?e?B_?HO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OgKGAa?S_Go?L??	E	[12, 11, 11, 11]
Q???C@?GCoW_OgKGAa?E_I_?L??	E	[12, 11, 11, 11]
Q???C@?GCoW_OgKGAQ@G_BO?J??	E	[12, 11, 11, 11]
Q???C@?GCoW_OgKGAI@G_B_?J??	E	[12, 11, 11, 11]
Q???C@?GCoW_OgEGF?@K??s?DO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OgEGF?@I?@c?BO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OgEGF?@E?@c?DO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OgEGF?@C_@o?DO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OgEGBG@I?Gc?EO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OgEGBG@E?HC?EO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OgEGBG@A_H_?EO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OgEGEA@C_@o?L??	E	[12, 11, 11, 11]
Q???C@?GCoW_OgHGEG?e?Ac?KO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OgHGEG?c_B_?HO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OgDGF?@E?@c?HO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OgDGF?@C_@o?HO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OgDGE_@S??s?HO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OgDGE_@E?Ac?HO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OgDGE_@C_Ao?HO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OgDGD_?U?Cc?`O?	E	[12, 11, 11, 11]
Q???C@?GCoW_OgDGEO?U?@S?gO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OgDGEO?K_IO?HO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OgDGBO@E?@S?gO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OgDGEG@S?@c?HO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OgDGEG@C_B_?HO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OgDGEG?I_Ac?i??	E	[12, 11, 11, 11]
Q???C@?GCoW_OgDGBG@S?@c?`O?	E	[12, 11, 11, 11]
Q???C@?GCoW_OgDGBG@E?@c?gO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OgDG@g@S?Cc?`O?	E	[12, 11, 11, 11]
Q???C@?GCoW_OgDG@g@E?Cc?gO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OgDGAW@S?BC?`O?	E	[12, 11, 11, 11]
Q???C@?GCoW_OgDG?w@S?EC?`O?	E	[12, 11, 11, 11]
Q???C@?GCoW_OgDGEA@S?@o?HO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OgDGEA@E?B_?HO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OgDGEA@C_Ao?L??	E	[12, 11, 11, 11]
Q???C@?GCoW_OgDGEA@A_Ao?M??	E	[12, 11, 11, 11]
Q???C@?GCoW_OgGgF??k?@S?HO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OgCgF?@K?@S?HO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OgCgF?@I?@c?HO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OgCgE_@S?@S?HO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OgCgE_?Y??s?gO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OgCgE_?K_AS?h??	E	[12, 11, 11, 11]
Q???C@?GCoW_OgCgB_@K?GS?HO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OgCgB_@I??s?gO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OgCgB_?M?GS?gO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OgCgEO@W?@S?HO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OgCgEO@I?BC?HO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OgCgEO@G_BO?HO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OgCgDO@I?DC?HO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OgCgDO?Y?DC?`O?	E	[12, 11, 11, 11]
Q???C@?GCoW_OgCgDO@G_DO?HO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OgCgAo@I?AS?gO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OgCgAo?Y?GS?gO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OgCg@o@g?GS?HO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OgCgEG@K?BC?HO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OgCgBG@I?@c?gO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OgCgAg@W?Ac?`O?	E	[12, 11, 11, 11]
Q???C@?GCoW_OgCgAg@K?IC?HO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OgCgAW@I?BC?gO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OgCg?w@a?BC?gO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OgCgEA@K?BO?HO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OgCgEA@G_BO?J??	E	[12, 11, 11, 11]
Q???C@?GCoW_Og@gB_@c?GS?HO?	E	[12, 11, 11, 11]
Q???C@?GCoW_Og@gB_@a??s?gO?	E	[12, 11, 11, 11]
Q???C@?GCoW_Og@gEO@Q?BC?PO?	E	[12, 11, 11, 11]
Q???C@?GCoW_Og@gEO?g_IO?HO?	E	[12, 11, 11, 11]
Q???C@?GCoW_Og@gAg@c?IC?HO?	E	[12, 11, 11, 11]
Q???C@?GCoW_Og@gAg@Q?Ac?oO?	E	[12, 11, 11, 11]
Q???C@?GCoW_Og@gAW?w?GS?gO?	E	[12, 11, 11, 11]
Q???C@?GCoW_Og@gAW@a?BC?gO?	E	[12, 11, 11, 11]
Q???C@?GCoW_Og@gAW@Q?BC?oO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OgCWE_?[??s?gO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OgCWE_?I_Ac?i??	E	[12, 11, 11, 11]
Q???C@?GCoW_OgCWB_@K??s?gO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OgCWEO?[?@S?gO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OgCWBO@K?@S?gO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OgCWEG@W?@c?IO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OgCW@g@c?@c?gO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OgCWEA@C_B_?L??	E	[12, 11, 11, 11]
Q???C@?GCoW_Og@WB_@c?Ac?`O?	E	[12, 11, 11, 11]
Q???C@?GCoW_Og@WB_@c??s?gO?	E	[12, 11, 11, 11]
Q???C@?GCoW_Og@WCo?s?CS?gO?	E	[12, 11, 11, 11]
Q???C@?GCoW_Og@WAo@S?AS?oO?	E	[12, 11, 11, 11]
Q???C@?GCoW_Og@WBG@c?@c?gO?	E	[12, 11, 11, 11]
Q???C@?GCoW_Og?wBO@g?@S?gO?	E	[12, 11, 11, 11]
Q???C@?GCoW_Og?wAo@g?AS?gO?	E	[12, 11, 11, 11]
Q???C@?GCoW_Og?wAo@a?BC?gO?	E	[12, 11, 11, 11]
Q???C@?GCoW_Og?wBG@g?@c?gO?	E	[12, 11, 11, 11]
Q???C@?GCoW_Og?wBG?k?HC?gO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OgGKEG?e?B_?KO?	E	[12, 11, 11, 11]
Q???C@?GCoW_CgIGCg?g_?s@I??	E	[12, 11, 11, 11]
Q???C@?GCoW_CgHGAa@O_Ao@B??	E	[12, 11, 11, 11]
Q???C@?GCoW_CgHGAa@C_Ao@H??	E	[12, 11, 11, 11]
Q???C@?GCoW_CgHGAa@A_Ao@I??	E	[12, 11, 11, 11]
Q???C@?GCoW_CgAW?w@g?Oc?gO?	E	[12, 11, 11, 11]
Q???C@?GCoW_Cg@WE_AA_I_?IO?	E	[12, 11, 11, 11]
Q???C@?GCoW_Cg@WD_?o_Gc@B??	E	[12, 11, 11, 11]
Q???C@?GCoW_@gKGAa@E?Q_?HO?	E	[12, 11, 11, 11]
Q???C@?GCoW_@gKGAa@O_Ao@B??	E	[12, 11, 11, 11]
Q???C@?GCoW_@gKGAa@C_Ao@H??	E	[12, 11, 11, 11]
Q???C@?GCoW_@gKGAa@A_Ao@I??	E	[12, 11, 11, 11]
Q???C@?GCoW_@gKGAa?E_Q_?h??	E	[12, 11, 11, 11]
Q???C@?GCoW_@gCWHO@c?AS?cO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OWKOAQ@G_B_?I_?	E	[12, 11, 11, 11]
Q???C@?GCoW_OWKOAE?K_B_?i??	E	[12, 11, 11, 11]
Q???C@?GCoW_OWEOF?@C_@c?E_?	E	[12, 11, 11, 11]
Q???C@?GCoW_OWEOBO@K?@c?_o?	E	[12, 11, 11, 11]
Q???C@?GCoW_OWEOAo@H?Gc?IO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OWEOEC@K?@c?IO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OWEOAS@K?@c?gO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OWEO?s@c?@c?gO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OWDOBO@S??k?cO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OWDOEC@S?@c?IO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OWDO@S@K?Ac?oO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OWCoE_@S??k?KO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OWCoE_?H_Ac?i??	E	[12, 11, 11, 11]
Q???C@?GCoW_OWCoB_@H?Gc?IO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OWCoEO?D_J??KO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OWCoAo@H?IC?IO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OWCoEC@W?@c?IO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OWCoEC@S?BC?EO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OWCoEC@K?BC?IO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OWCoEC@O_B_?EO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OWCoEC@G_B_?IO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OWCoEC@C_BC?M??	E	[12, 11, 11, 11]
Q???C@?GCoW_OWCoAc@W?Gc?IO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OWCoAc@K?IC?IO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OWCoAc@G_I_?IO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OWCo@c@S?@c?oO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OWCo@S@W?@c?oO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OWCo?s@S?BC?oO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OWCoEA@G_B_?I_?	E	[12, 11, 11, 11]
Q???C@?GCoW_OW@oE_?`_Ac?i??	E	[12, 11, 11, 11]
Q???C@?GCoW_OWKGD_?s??s?EO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OWKGD_?[??s?QO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OWKGD_?U?@c?QO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OWKGDA?U?D_?EO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OWKGAQ@G_Ao?M??	E	[12, 11, 11, 11]
Q???C@?GCoW_OWKGAQ@C_B_?L??	E	[12, 11, 11, 11]
Q???C@?GCoW_OWHGF??e?@c?IO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OWHGEO?q?@c?IO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OWHGEO?e?BC?IO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OWHGEO?a_B_?IO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OWHGAo?a_I_?IO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OWHGEA?e?B_?IO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OWDGE_?E_Ac?i??	E	[12, 11, 11, 11]
Q???C@?GCoW_OWDGBO@K??s?gO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OWDG@o@c??s?gO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OWDGEG@C_B_?IO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OWDGEG?K_Ac?i??	E	[12, 11, 11, 11]
Q???C@?GCoW_OWGgF??s?@c?DO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OWGgE_?e?BC?IO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OWCgF?@K??s?KO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OWCgE_?[??s?gO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OWCgE_?I_I_?IO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OWCgB_@K??s?gO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OWCgB_@Q?Gc?EO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OWCgEO?[?@S?gO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OWCgEO?E_J??KO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OWCgBO@K?@S?gO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OWCgEG@W?Ac?EO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OWCgEG@S?BC?EO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OWCgEG@G_Ac?M??	E	[12, 11, 11, 11]
Q???C@?GCoW_OWCgEG@C_BC?M??	E	[12, 11, 11, 11]
Q???C@?GCoW_OWCgEA@C_B_?L??	E	[12, 11, 11, 11]
Q???C@?GCoW_OW@gE_?a_I_?IO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OW@gB_@c??s?gO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OW@gBO@c?@S?gO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OW@gCo?s?CS?gO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OW@gAo@S?AS?oO?	E	[12, 11, 11, 11]
Q???C@?GCoW_OW@gCW?s?DC?gO?	E	[12, 11, 11, 11]
Q???C@?GCoW_CWHGAa@C_Q_?J??	E	[12, 11, 11, 11]
Q???C@?GCoW_WCM?BO?I_?w?E_?	E	[12, 11, 11, 11]
Q???C@?GCoW_WCM?BG?K_?w?E_?	T2	-
Q???C@?GCoW_WCM?BG?D_@o?E_?	E	[12, 11, 11, 11]
Q???C@?GCoW_WCM?Ag?E_Ag?E_?	E	[12, 11, 11, 11]
Q???C@?GCoW_WCM?AW?Y??k?E_?	E	[12, 11, 11, 11]
Q???C@?GCoW_WCM?AW?I_Ag?E_?	E	[12, 11, 11, 11]
Q???C@?GCoW_WCM?AS?X??s?F??	E	[12, 11, 11, 11]
Q???C@?GCoW_WCM?AK?F?B_?EO?	E	[12, 11, 11, 11]
Q???C@?GCoW_WCM?AQ?Y??w?E_?	E	[12, 11, 11, 11]
Q???C@?GCoW_WCM?AI?F?B_?E_?	E	[12, 11, 11, 11]
Q???C@?GCoW_WCL?Ag?F?Ag?IO?	E	[12, 11, 11, 11]
Q???C@?GCoW_WCL?AW?J?Ag?IO?	E	[12, 11, 11, 11]
Q???C@?GCoW_WCL?AW?Q_Ag?E_?	E	[12, 11, 11, 11]
Q???C@?GCoW_WCL?AS?T?Ao?DO?	E	[12, 11, 11, 11]
Q???C@?GCoW_WCK_B_?P_?w?F??	E	[12, 11, 11, 11]
Q???C@?GCoW_WCK_BO?D_@W?L??	E	[12, 11, 11, 11]
Q???C@?GCoW_WCK_Ao?M?AK?H_?	E	[12, 11, 11, 11]
Q???C@?GCoW_WCK_Ao?D_AW?L??	E	[12, 11, 11, 11]
Q???C@?GCoW_WCK_BG?P_@g?F??	E	[12, 11, 11, 11]
Q???C@?GCoW_WCK_Ag?U?BG?Ao?	E	[12, 11, 11, 11]
Q???C@?GCoW_WCK_Ag?R?B_?Ao?	E	[12, 11, 11, 11]
Q???C@?GCoW_WCK_Ag?J?Ag?IO?	E	[12, 11, 11, 11]
Q???C@?GCoW_WCK_Ag?Q_Ag?E_?	E	[12, 11, 11, 11]
Q???C@?GCoW_WCK_Ag?B_Ag?M??	E	[12, 11, 11, 11]
Q???C@?GCoW_WCK_AW?K_AW?K_?	E	[12, 11, 11, 11]
Q???C@?GCoW_WCK_AW?I_Ag?K_?	E	[12, 11, 11, 11]
Q???C@?GCoW_WCK_AW?D_BG?L??	E	[12, 11, 11, 11]
Q???C@?GCoW_WCK_AS?T?BO?DO?	E	[12, 11, 11, 11]
Q???C@?GCoW_WCK_AK?Q_B_?E_?	E	[12, 11, 11, 11]
Q???C@?GCoW_WCK_AQ?T?@W?L??	E	[12, 11, 11, 11]
Q???C@?GCoW_WCK_AQ?L?AW?L??	E	[12, 11, 11, 11]
Q???C@?GCoW_WCK_AQ?F?BG?L??	E	[12, 11, 11, 11]
Q???C@?GCoW_WCK_AI?R?B_?E_?	E	[12, 11, 11, 11]
Q???C@?GCoW_WCK_AI?J?Ag?M??	E	[12, 11, 11, 11]
Q???C@?GCoW_WCK_AI?F?BG?M??	E	[12, 11, 11, 11]
Q???C@?GCoW_WCK_AE?T?@o?L??	E	[12, 11, 11, 11]
Q???C@?GCoW_WCK_AE?L?Ao?L??	E	[12, 11, 11, 11]
Q???C@?GCoW_WCK_AE?R?B_?F??	E	[12, 11, 11, 11]
Q???C@?GCoW_WCK_AE?F?B_?L??	E	[12, 11, 11, 11]
Q???C@?GCoW_WCKOB_?S_?w?E_?	E	[12, 11, 11, 11]
Q???C@?GCoW_WCKOAo?J?Ag?IO?	E	[12, 11, 11, 11]
Q???C@?GCoW_WCKOBG?K_Ag?E_?	E	[12, 11, 11, 11]
Q???C@?GCoW_WCKOAg?D_Ag?M??	E	[12, 11, 11, 11]
Q???C@?GCoW_WCKOBC?F?B_?EO?	E	[12, 11, 11, 11]
Q???C@?GCoW_WCKOBC?S_@o?E_?	E	[12, 11, 11, 11]
Q???C@?GCoW_WCKOAc?F?Ac?M??	E	[12, 11, 11, 11]
Q???C@?GCoW_WCKOAS?R?@c?M??	E	[12, 11, 11, 11]
Q???C@?GCoW_WCKOAS?J?B_?IO?	E	[12, 11, 11, 11]
Q???C@?GCoW_WCKOAS?F?BC?M??	E	[12, 11, 11, 11]
Q???C@?GCoW_WCKOAK?L?B_?IO?	E	[12, 11, 11, 11]
Q???C@?GCoW_WCGoBG?p?@g?EO?	E	[12, 11, 11, 11]
Q???C@?GCoW_WCKGBO?U?@o?Co?	E	[12, 11, 11, 11]
Q???C@?GCoW_WCKGAg?F?Ac?M??	E	[12, 11, 11, 11]
Q???C@?GCoW_WCKGAg?E_Ag?M??	E	[12, 11, 11, 11]
Q???C@?GCoW_WCKGAW?R?@c?M??	E	[12, 11, 11, 11]
Q???C@?GCoW_WCKGAW?J?B_?IO?	E	[12, 11, 11, 11]
Q???C@?GCoW_WCKGAW?K_Ag?L??	E	[12, 11, 11, 11]
Q???C@?GCoW_WCKGAW?Q_@g?M??	E	[12, 11, 11, 11]
Q???C@?GCoW_WCKGBC?[??s?F??	E	[12, 11, 11, 11]
Q???C@?GCoW_WCKG@c?s??s?F??	E	[12, 11, 11, 11]
Q???C@?GCoW_WCKG@c?[??s?R??	E	[12, 11, 11, 11]
Q???C@?GCoW_WCKG@c?S_Co?F??	E	[12, 11, 11, 11]
Q???C@?GCoW_WCKG@S?w??s?F??	E	[12, 11, 11, 11]
Q???C@?GCoW_WCKG@S?W_Co?F??	E	[12, 11, 11, 11]
Q???C@?GCoW_WCKG@K?S_D_?F??	E	[12, 11, 11, 11]
Q???C@?GCoW_WCKGAa?[??w?J??	E	[12, 11, 11, 11]
Q???C@?GCoW_WCKGAa?M?Ag?J??	E	[12, 11, 11, 11]
Q???C@?GCoW_WCKGAa?L?Ao?J??	E	[12, 11, 11, 11]
Q???C@?GCoW_WCKGAI?U?@g?M??	E	[12, 11, 11, 11]
Q???C@?GCoW_WCKGAI?M?Ag?M??	E	[12, 11, 11, 11]
Q???C@?GCoW_WCHGAg?d?Ao?IO?	E	[12, 11, 11, 11]
Q???C@?GCoW_WCHGAK?k?Ao?IO?	E	[12, 11, 11, 11]
Q???C@?GCoW_WCHGAK?e?B_?IO?	E	[12, 11, 11, 11]
Q???C@?GCoW_WCGgBO?e?BO?Co?	E	[12, 11, 11, 11]
Q???C@?GCoW_WCGgBC?q?@o?EO?	E	[12, 11, 11, 11]
Q???C@?GCoW_WCGgBC?c_@o?L??	E	[12, 11, 11, 11]
Q???C@?GCoW_WCGgAc?o_Ao?F??	E	[12, 11, 11, 11]
Q???C@?GCoW_WCGgAc?c_Ao?L??	E	[12, 11, 11, 11]
Q???C@?GCoW_WCGgAK?c_B_?L??	E	[12, 11, 11, 11]
Q???C@?GCoW_WCGWAc?k?Ao?IO?	E	[12, 11, 11, 11]
Q???C@?GCoQ_[?R?@a?D_?w?b??	E	[12, 11, 11, 11]
Q???C@?GCoQ_[?R?@Q@C_?w?D_?	E	[12, 11, 11, 11]
Q???C@?GCoQ_[?R?@Q@A_?w?E_?	E	[12, 11, 11, 11]
Q???C@?GCoQ_[?R?@Q@@_?w?F??	E	[12, 11, 11, 11]
Q???C@?GCoQ_[?Q_Co?U??[?Co?	E	[12, 11, 11, 11]
Q???C@?GCoQ_[?Q_@o?K_?[?`_?	E	[12, 11, 11, 11]
Q???C@?GCoQ_[?QO@o?I_?k?a_?	E	[12, 11, 11, 11]
Q???C@?GCoQ_[?QO@Q@C_@g?D_?	E	[12, 11, 11, 11]
Q???C@?GCoQ_[?QO?Y@C_@g?K_?	E	[12, 11, 11, 11]
Q???C@?GCoQ_[?QO?Y@@_@g?M??	E	[12, 11, 11, 11]
Q???C@?GCoQ_[?OoCQ?U?BG?Co?	E	[12, 11, 11, 11]
Q???C@?GCoQ_[?OoCQ?D_BG?L??	E	[12, 11, 11, 11]
Q???C@?GCoQ_[?Oo?Y@@_BG?M??	E	[12, 11, 11, 11]
Q???C@?GCoQ_[?Oo?M?W_B_?a_?	E	[12, 11, 11, 11]
Q???C@?GCoQ_[?Oo?M@C_BG?M??	E	[12, 11, 11, 11]
Q???C@?GCoQ_[?QG@Q@C_@o?D_?	E	[12, 11, 11, 11]
Q???C@?GCoQ_[?QG@E@E?@c?F??	E	[12, 11, 11, 11]
Q???C@?GCoQ_[?IGGc?S_?s?F??	E	[12, 11, 11, 11]
Q???C@?GCoQ_[?IG@cAC_?s?F??	E	[12, 11, 11, 11]
