graph6	class	class_sizes
G?zTb_	E	[5, 5, 5, 5]
GCrb`o	T2	-
GCZJd_	E	[5, 5, 5, 5]
GCXmd_	E	[5, 5, 5, 5]
GCY^B_	E	[5, 5, 5, 5]
