graph6	class	class_sizes
S????A?O@_D?gA`_GCaI?B_?P_?o_?E_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_GCaI?B_?Oo?q??E_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_GCaI?DO?I_?o_?E_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_GCaI?DO?Go?s??E_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_GCaI?DC?I_?q??E_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_GCaI?DC?H_?s??E_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_GCa__DO?M??R??E_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_GCa__@g?L??q??E_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_GCa__@W?M??q??E_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_GCaO_B_?T??b??E_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_GCaO_BO?T??d??E_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_GCaO_@g?T??q??E_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_GCaO_@W?T??s??E_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_GCaG_B_?P_?q??E_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_GCaG_DO?I_?q??E_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_GCaG_DO?H_?s??E_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_GCaG_DO?PO?U??T??	E	[13, 13, 12, 12]
S????A?O@_D?gA`_GCaG_DC?B_?q??U??	E	[13, 13, 12, 12]
S????A?O@_D?gA`_GCaG_@S?P_?U??s??	E	[13, 13, 12, 12]
S????A?O@_D?gA`_GCaG_@S?H_?e??s??	E	[13, 13, 12, 12]
S????A?O@_D?gA`_GCaG_@S?B_?q??s??	E	[13, 13, 12, 12]
S????A?O@_D?gA`_AC_k?P_@H??B_?Q_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_AC_i?P_?J??P_AA_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_@C_w?T??@o?E_AE??	E	[13, 13, 12, 12]
S????A?O@_D?gA`_@C_Y?T??R??D_AA_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_@C_Y?PO?@o?c_Ac??	E	[13, 13, 12, 12]
S????A?O@_D?gA`_@C_Y?DO@O_AC_?E_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_@C_Y?DO@@_AC_?c_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_@C_Y?@o@@_A__?c_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_@C_Y?PG@P??E_?c_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_@C_Y?PG@B??a_?c_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_@C_Y?PG@@O?e??c_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?cag?EO?Go?E_AE??	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?cag?Co?H_?Q_AC_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?cag?Co?Ao?Q_AQ??	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?cag?Cc@@O?U??R??	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?cag?CS?IO?R?AE??	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?caW?SO?WO?F??E_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?caW?Ao?R??`_AA_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?caW?Ao?P_?a_AC_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?c_w?QG@B??a_?E_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?caK?Ao?X??`_AA_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?c_k?SO@H??P_?E_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?caI?SC?PO?U??T??	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?caI?OS?PO?s??T??	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?caI?OS?HO?s??d??	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?caI?OS?BO?s??p??	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?c_i?U??J??D_AA_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?c_i?U??Go?E_AE??	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?c_i?S_@H??P_?E_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?c_i?S_?J??P_AA_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?c_i?S_?Ao?Q_AQ??	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?c_i?SO@I??P_?E_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?c_i?SO?J??P_AC_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?c_i?SG@H??S_?E_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?c_i?SG@GO?U??E_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?c_i?SC@AO?U??R??	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?c_i?SC@@O?U??T??	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?c_Y?U??R??D_AA_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?c_Y?Q_@P??`_?E_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?c_Y?Q_?R??`_AA_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?c_Y?Q_?R??B_A__?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?c_Y?EO@Q??D_AA_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?c_Y?Co@P??P_AC_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?c_Y?QG@Q??a_?E_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?c_Y?QG@P??c_?E_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?c_Y?QG@OO?e??E_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?c_Y?QC@AO?e??b??	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?c_M?S_?X??P_AA_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?c_M?Q_?X??`_AA_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?c_M?Co@W??P_AA_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?c_M?CW@I??o_AA_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?c_M?CW@H??o_AC_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?c_M?AW@P??o_AC_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?c_M?Oc@OO?q??R??	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?c_M?Oc@GO?q??b??	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?caH?U??R??E_?Q_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?caH?U??J??E_?a_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?caH?S_?X??Q_?E_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?caH?S_?J??Q_?a_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?caH?Q_?R??a_?Q_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?caH?SO?Y??Q_?E_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?caH?SO?X??S_?E_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?caH?SO?R??S_?Q_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?caH?SO?WO?U??E_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?caH?SO?QO?U??Q_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?caH?QO?Y??E_?a_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?caH?QO?X??c_?E_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?caH?QO?J??c_?a_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?caH?QO?WO?e??E_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?caH?QO?IO?e??a_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?caH?SC?R??U??Q_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?caH?QC?J??e??a_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?c_h?U?@B??Q_?E_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?c_h?S_@H??E_?Q_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?c_h?SO@I??E_?Q_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?c_h?SO@H??S_?E_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?c_h?SO@B??S_?Q_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?c_X?U?@B??a_?E_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?c_X?EO@OOAE??E_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?caD?Co?L??Q_A__?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?caD?Ao?X??g_AA_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?caG_SO?PO?U??T??	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?caG_SC?X??U??F??	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?caG_SC?R??U??R??	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?caG_OS?X??e??T??	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?caG_OS?P_?U??s??	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?caG_OS?H_?e??s??	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?K_[?DO@H??`_AC_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?K_q?@o@S??P_AC_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?K_q?@o@K??`_AC_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?KaI?@S@W??c_?T??	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?KaI?@S@OO?s??T??	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?KaI?@S@GO?s??d??	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?K_Y?Co@S??P_AC_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?K_M?F?@P??P_AC_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?K_M?F?@H??`_AC_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?KaH?F??J??c_AA_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_?KaH?B_?R??o_AA_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_GAag?F??J??B_?F??	E	[13, 13, 12, 12]
S????A?O@_D?gA`_GAag?F??H_?E_?F??	E	[13, 13, 12, 12]
S????A?O@_D?gA`_GAag?D_?@o?U??R??	E	[13, 13, 12, 12]
S????A?O@_D?gA`_GAag?BO?I_?b??E_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_GAag?@g?H_?q??E_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_GAaW?F??BO?b??F??	E	[13, 13, 12, 12]
S????A?O@_D?gA`_GAaW?F??@o?e??F??	E	[13, 13, 12, 12]
S????A?O@_D?gA`_GAaW?DO?Y??B_?F??	E	[13, 13, 12, 12]
S????A?O@_D?gA`_GAaW?DO?W_?E_?F??	E	[13, 13, 12, 12]
S????A?O@_D?gA`_GAaK?F??X??B_?F??	E	[13, 13, 12, 12]
S????A?O@_D?gA`_GAaK?BO?HO?b??d??	E	[13, 13, 12, 12]
S????A?O@_D?gA`_GAaK?@W?B_?q??o_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_GAaa?DO?L??D_?T??	E	[13, 13, 12, 12]
S????A?O@_D?gA`_GAaQ?BO?D_?c_?d??	E	[13, 13, 12, 12]
S????A?O@_D?gA`_GAaI?F??W_?F??E_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_GAaI?F??HO?F??d??	E	[13, 13, 12, 12]
S????A?O@_D?gA`_GAaI?D_?P_?R??S_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_GAaI?B_?X??b??D_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_GAaI?B_?HO?b??d??	E	[13, 13, 12, 12]
S????A?O@_D?gA`_GAaI?DO?Y??R??D_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_GAaI?DO?R??T??P_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_GAaI?BO?X??d??D_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_GAaI?DG?W_?U??E_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_GAaI?BG?P_?e??S_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_GAaI?BG?HO?e??d??	E	[13, 13, 12, 12]
S????A?O@_D?gA`_GAaI?@g?B_?q??o_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_GAa`?EO?L??L??E_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_GAaH?D_?X??R??E_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_GAaH?D_?P_?U??Q_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_GAaH?DO?Y??U??B_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_GAaH?DO?Y??R??E_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_GAaH?DO?Q_?U??Q_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`_GAaH?BO?J??e??`_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GI_AO_B_?R??EG?B_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GH_?W_SC?R??EG?F??	E	[13, 13, 12, 12]
S????A?O@_D?gA`GGoAQ?BO?PC?c_?D_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GGoAQ?BC?P_?e??Cg?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GGoAO_BO?B_?e??_g?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GAoAg??T?BOAS??R??	E	[13, 13, 12, 12]
S????A?O@_D?gA`GAo?w?Q@@B??B_?E_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GAo?Y?U??BC?D_AA_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GAo?Y?U???s?E_AE??	E	[13, 13, 12, 12]
S????A?O@_D?gA`GAo?Y?Q_?AoAA_?aG?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GAo?e?BO@@C?D_AO_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GAo?M?EO@@C?P_AC_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GAo?M?Og?@SAO_?q??	E	[13, 13, 12, 12]
S????A?O@_D?gA`GAo?M?O`?Oo?Q_AQ??	E	[13, 13, 12, 12]
S????A?O@_D?gA`G@oAo?PO?B_?E_?_g?	E	[13, 13, 12, 12]
S????A?O@_D?gA`G@oAW?OS?B_?e??_g?	E	[13, 13, 12, 12]
S????A?O@_D?gA`G@oAW?OS?Ao?e??aG?	E	[13, 13, 12, 12]
S????A?O@_D?gA`G@oAW?OS?@o?e??cG?	E	[13, 13, 12, 12]
S????A?O@_D?gA`G@oAW??[?POAE??cG?	E	[13, 13, 12, 12]
S????A?O@_D?gA`G@oAQ?P_?Ao?a_?aG?	E	[13, 13, 12, 12]
S????A?O@_D?gA`G@oAQ?PC?P_?e??Cg?	E	[13, 13, 12, 12]
S????A?O@_D?gA`G@oAQ?PC?B_?e??_g?	E	[13, 13, 12, 12]
S????A?O@_D?gA`G@oAQ?PC?@o?e??cG?	E	[13, 13, 12, 12]
S????A?O@_D?gA`G@oAQ?@S@AO?e??`G?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GAW?s?@o@CC?P_AA_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GAW?e?Ag@H?AG_?Gg?	E	[13, 13, 12, 12]
S????A?O@_D?gA`G@WAS??k@OO?i??IG?	E	[13, 13, 12, 12]
S????A?O@_D?gA`G@WAS??k@CO?i??aG?	E	[13, 13, 12, 12]
S????A?O@_D?gA`G@WAS??k?SOAI??aG?	E	[13, 13, 12, 12]
S????A?O@_D?gA`G?wAK?Co?X??OgA@_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`G?w?[?QO?@oA__?cG?	E	[13, 13, 12, 12]
S????A?O@_D?gA`G?w?[?O`?P_?a_AO_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`G?w?M?Oo@OO?P_?oG?	T2	-
S????A?O@_D?gA`G?w?M?Oo?OoAO_?oG?	T2	-
S????A?O@_D?gA`G?w?M?Ao@G_?_gA__?	T2	-
S????A?O@_D?gA`G?w?M?Ao?W_A?gA__?	T2	-
S????A?O@_D?gA`G?w?M?Ao?WCA@_A__?	T2	-
S????A?O@_D?gA`G?w?M?Ao@?c?o_A__?	T2	-
S????A?O@_D?gA`G?w?M?Og@H??o_?_g?	E	[13, 13, 12, 12]
S????A?O@_D?gA`G?w?M?Og?OSAO_?q??	E	[13, 13, 12, 12]
S????A?O@_D?gA`GICAW?B_?R??E_?Ag?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GIC?c_AS?KC?M?AE??	E	[13, 13, 12, 12]
S????A?O@_D?gA`GIC?c_AS?HC?M?AK??	E	[13, 13, 12, 12]
S????A?O@_D?gA`GHC?w?CD@B??M??E_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GHCAc?@`?T??Q_?E_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GHCAc?@P?U??Q_?E_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GHCAc?@P?SO?U??E_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GHCAc?@D?T??U??E_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GHC?s?Co?F??AgAG_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GHC?s??p?F??a_AG_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GHC?s?CD?BO?M?AI??	E	[13, 13, 12, 12]
S????A?O@_D?gA`GHC?[?DO?BC?a_AC_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GHC?[?DO?OS?E_AE??	E	[13, 13, 12, 12]
S????A?O@_D?gA`GHC?[?@S@OO?EG?e??	E	[13, 13, 12, 12]
S????A?O@_D?gA`GHC?U?@`?T??a_AC_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GHCA__@`?T??U??E_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GHC?o_@c@D??EG?e??	E	[13, 13, 12, 12]
S????A?O@_D?gA`GHC?S_@c@D??aG?e??	E	[13, 13, 12, 12]
S????A?O@_D?gA`GHC?OgT??F??E_?e??	E	[13, 13, 12, 12]
S????A?O@_D?gA`GHC?OgS_?BO?M??i??	E	[13, 13, 12, 12]
S????A?O@_D?gA`GHC?OgP_?BO?e??i??	E	[13, 13, 12, 12]
S????A?O@_D?gA`GHC?OgOo?QO?M??i??	E	[13, 13, 12, 12]
S????A?O@_D?gA`GHC?OgOo?EO?e??i??	E	[13, 13, 12, 12]
S????A?O@_D?gA`GHC?OgOo?BO?k??i??	E	[13, 13, 12, 12]
S????A?O@_D?gA`GHC?OgDC?F?AE??e??	E	[13, 13, 12, 12]
S????A?O@_D?gA`GHC?OgCc?R??M?AI??	E	[13, 13, 12, 12]
S????A?O@_D?gA`GHC?Og@c?F?Aa??e??	E	[13, 13, 12, 12]
S????A?O@_D?gA`GBCAo??d?DOAE??M??	E	[13, 13, 12, 12]
S????A?O@_D?gA`GBCAW?P_?PO?EG?E_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GBC?k?P@?HO?E_AE??	E	[13, 13, 12, 12]
S????A?O@_D?gA`GBCAOGCc?DO?M?AE??	E	[13, 13, 12, 12]
S????A?O@_D?gA`GGcAo?B_?BO?E_?aG?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GGcAo?BC?R??E_?EG?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GGcAS?B_?BO?a_?aG?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GGcAS??d?F??a_?q??	E	[13, 13, 12, 12]
S????A?O@_D?gA`GGc?[?Ao?QOAA_?aG?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GGc?[?Ac@@O?e??aG?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GGc?[?AS@P??E_?cG?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GGc?[?AS?QOAE??aG?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GGcAE?@c?IO?aG?q??	E	[13, 13, 12, 12]
S????A?O@_D?gA`GGcAE?A`?U??a_?Q_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GGcAE?A`?EO?a_?q??	E	[13, 13, 12, 12]
S????A?O@_D?gA`GGcAE??d?M??a_?q??	E	[13, 13, 12, 12]
S????A?O@_D?gA`GAcAo?Ao?F??E_A?g?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GAcAW?AD@B??e??E_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GAc?[?Ao@P??E_A?g?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GAc?M?O`?J??a_AO_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GAcAG_QC?BC?e??U??	E	[13, 13, 12, 12]
S????A?O@_D?gA`G@cAo?P_?BC?E_?a_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`G@cAS?T??R??Ag?E_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`G@cAS?T??PO?EG?E_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`G@cAS?PC?PC?E_?e??	E	[13, 13, 12, 12]
S????A?O@_D?gA`G@cAS?Oc?DO?aG?e??	E	[13, 13, 12, 12]
S????A?O@_D?gA`G@c?U?P_?ASAa??a_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`G@c?U?C`@E?AA_?a_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`G@c?M?Q_?R??AgA__?	E	[13, 13, 12, 12]
S????A?O@_D?gA`G@cAO_T??R??EG?E_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`G@cAOGOc?PO?M??e??	E	[13, 13, 12, 12]
S????A?O@_D?gA`GGSAo?BC?F??E_?aG?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GGSAg?BO?IO?E_?aG?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GGSAW?F??R??E_?Ag?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GGSAW?F??BC?a_?E_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GGSAW?B_?R??a_?Ag?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GGSAW?Ao?F??a_?_g?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GGSAW?Ao?QO?I_?aG?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GGSAc?B@?T??Q_?E_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GGSAc?@P?SO?U??Q_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GGSAc?@D?T??U??Q_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GGSAS?BO?F??a_?_g?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GGSAS?BO?EO?a_?aG?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GGSAS?BO?DO?c_?aG?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GGSAa?Co?J??W_?Gg?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GGSAa?B@?U??Q_?E_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GGSAa?B@?T??S_?E_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GGSAa?B@?SO?U??E_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GGSAQ?B_?F??a_?_g?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GGSAQ?B_?QO?I_?aG?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GGSAQ?B_?EO?a_?aG?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GGSAQ?BO?SO?c_?EG?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GGSAQ?BC?F??c_?aG?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GGSAQ?Ac?EO?i??aG?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GGSAI?BO?IO?c_?aG?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GGSAI?E@?U??Q_?E_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GGSAI?E@?T??S_?E_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GGSAI?E@?SO?U??E_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GGSAE?@o?L??o_?_g?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GGS?e?E_?L??GgAA_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GGS?e?E_?L??AgAG_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GGS?M?B_?OSAA_?q??	E	[13, 13, 12, 12]
S????A?O@_D?gA`GGSA__@`?T??U??Q_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GGSA__@P?[??U??E_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GGSA__@P?U??U??Q_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GGSAO_BO?F??c_?aG?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GGSAG_@o?IO?q??aG?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GGSAA_@c?M??q??aG?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GGSAA_?s?J??w??gG?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GASAo?BO?CS?E_AE??	E	[13, 13, 12, 12]
S????A?O@_D?gA`GAS?w?Q@@B??I_?E_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GAS?w?P@@B??Q_?E_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GASAc?QO?KC?I_?E_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GAS?k?BO@I?AA_?Ag?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GAS?k?BO@@C?E_AO_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GAS?k?Ao@K?AA_?Ag?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GASAa?Q_?KC?I_?E_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GASAa?QO?KC?K_?E_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GASAa?QC?M??M??Ag?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GASAa?PC?IC?M??Q_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GAS?q?R??CS?E_AE??	E	[13, 13, 12, 12]
S????A?O@_D?gA`GAS?q?B_@CCAA_?E_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GAS?q?BO@CCAC_?E_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GAS?q?Q@@CO?M??E_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GAS?i?P@@H??S_?E_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GAS?i?P@@B??S_?Q_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GAS?i?P@@GO?U??E_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GAS?i?P@@AO?U??Q_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GAS?i?O`?EOAQ??Q_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GAS?e?B_@K?AA_?Ag?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GAS?e?O`@CO?Y??Q_?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GASA__PO?F??U??Og?	E	[13, 13, 12, 12]
S????A?O@_D?gA`GASA_GR??F??E_?Q_?	E	[13, 13, 12, 12]
