graph6	class	class_sizes
S??????_B?J?X?CaU?CQ?Ag?BO?H_?J??	E	[13, 13, 12, 12]
S??????_B?J?X?CaU?CQ?BC?E_?F??B_?	E	[13, 13, 12, 12]
S??????_B?J?X?CaU?CQ?Ac?E_?J??B_?	E	[13, 13, 12, 12]
S??????_B?J?X?CaU?CI?B_?B_?P_?B_?	E	[13, 13, 12, 12]
S??????_B?J?X?CaU?CI?B_?Ao?R??B_?	E	[13, 13, 12, 12]
S??????_B?J?X?CaU?CI?BO?I_?D_?B_?	E	[13, 13, 12, 12]
S??????_B?J?X?CaU?CI?@o?I_?P_?B_?	E	[13, 13, 12, 12]
S??????_B?J?X?CaU?CI?BG?J??D_?B_?	E	[13, 13, 12, 12]
S??????_B?J?X?CaU?CI?BG?I_?E_?B_?	E	[13, 13, 12, 12]
S??????_B?J?X?CaU?CI?BG?IO?F??B_?	E	[13, 13, 12, 12]
S??????_B?J?X?CaU?CI?@g?J??P_?B_?	E	[13, 13, 12, 12]
S??????_B?J?X?CaU?CI?@g?I_?Q_?B_?	E	[13, 13, 12, 12]
S??????_B?J?X?CaU?CI?@g?IO?R??B_?	E	[13, 13, 12, 12]
S??????_B?J?X?CaU?CI?BC?I_?F??B_?	E	[13, 13, 12, 12]
S??????_B?J?X?CaU?CI?@c?I_?R??B_?	E	[13, 13, 12, 12]
S??????_B?J?X?CaU?CE?B_?D_?P_?B_?	E	[13, 13, 12, 12]
S??????_B?J?X?CaU?CE?B_?Co?R??B_?	E	[13, 13, 12, 12]
S??????_B?J?X?CaU?CE?Ao?K_?H_?B_?	E	[13, 13, 12, 12]
S??????_B?J?X?CaU?CE?@o?K_?P_?B_?	E	[13, 13, 12, 12]
S??????_B?J?X?CaU?CE?Ag?L??H_?B_?	E	[13, 13, 12, 12]
S??????_B?J?X?CaU?CE?Ag?K_?I_?B_?	E	[13, 13, 12, 12]
S??????_B?J?X?CaU?CE?Ag?KO?J??B_?	E	[13, 13, 12, 12]
S??????_B?J?X?CaU?CE?Ag?HO?H_?J??	E	[13, 13, 12, 12]
S??????_B?J?X?CaU?CE?@g?L??P_?B_?	E	[13, 13, 12, 12]
S??????_B?J?X?CaU?CE?@g?K_?Q_?B_?	E	[13, 13, 12, 12]
S??????_B?J?X?CaU?CE?@g?KO?R??B_?	E	[13, 13, 12, 12]
S??????_B?J?X?CaU?CE?@g?DO?P_?R??	E	[13, 13, 12, 12]
S??????_B?J?X?CaU?CE?Ac?K_?J??B_?	E	[13, 13, 12, 12]
S??????_B?J?X?CaU?CE?@c?K_?R??B_?	E	[13, 13, 12, 12]
S??????_B?J?X?CaU?CE??k?Co?Y??R??	E	[13, 13, 12, 12]
S??????_B?J?X?CaU?CO_BO?E_?F??B_?	E	[13, 13, 12, 12]
S??????_B?J?X?CaU?CO_Ao?E_?J??B_?	E	[13, 13, 12, 12]
S??????_B?J?X?CaU?CG_BO?I_?F??B_?	E	[13, 13, 12, 12]
S??????_B?J?X?CaU?CG_@o?I_?R??B_?	E	[13, 13, 12, 12]
S??????_B?J?X?CaU?CG_@S?H_?F??T??	E	[13, 13, 12, 12]
S??????_B?J?X?CaU?CC_Ao?K_?J??B_?	E	[13, 13, 12, 12]
S??????_B?J?X?CaU?CC_@o?K_?R??B_?	E	[13, 13, 12, 12]
S??????_B?J?X?CaU?CC_?s?H_?J??X??	E	[13, 13, 12, 12]
S??????_B?J?X?CaU?CA_?s?H_?L??X??	E	[13, 13, 12, 12]
S??????_B?J?X?CaU?CA_?s?D_?T??X??	E	[13, 13, 12, 12]
S??????_B?J?X?CaU?CA_@K?F??T??R??	E	[13, 13, 12, 12]
S??????_B?J?X?CaU?CA_?[?H_?L??[??	E	[13, 13, 12, 12]
S??????_B?J?X?CaU?CA_?[?D_?T??[??	E	[13, 13, 12, 12]
S??????_B?J?X?CaU?CA_?[?B_?X??[??	E	[13, 13, 12, 12]
S??????_B?J?X?CaT??o_`O?@o?F??L??	E	[13, 13, 12, 12]
S??????_B?J?X?CaT??o__o?@o?J??L??	E	[13, 13, 12, 12]
S??????_B?J?X?CaT??o__W?DO?F??L??	E	[13, 13, 12, 12]
S??????_B?J?X?CaT??o__W?BO?J??L??	E	[13, 13, 12, 12]
S??????_B?J?X?CaT??o_@c?B_CB??J??	E	[13, 13, 12, 12]
S??????_B?J?X?CaT??o_?s?B_CH??J??	E	[13, 13, 12, 12]
S??????_B?J?X?CaR?@G__c?B_?J??R??	E	[13, 13, 12, 12]
S??????_B?J?X?CaR?@A__c?E_?R??J??	E	[13, 13, 12, 12]
S??????_B?J?X?CaQ_?Y?AW?B_?D_D?_?	E	[13, 13, 12, 12]
S??????_B?J?X?CaQ_?Y?AK?AoCE?@B??	E	[13, 13, 12, 12]
S??????_B?J?X?CaQ_@G_aO?I_?B_?F??	E	[13, 13, 12, 12]
S??????_B?J?X?CaQ_@G__o?I_?B_?R??	E	[13, 13, 12, 12]
S??????_B?J?X?CaQ_?K_AS?I_@B?CB??	E	[13, 13, 12, 12]
S??????_B?J?X?CaQ_?I_ASA@_@D??T??	E	[13, 13, 12, 12]
S??????_B?J?X?CaQ_?I_?sA@_@P??T??	E	[13, 13, 12, 12]
S??????_B?J?X?CaQ_?I_?[AH?@D??T??	E	[13, 13, 12, 12]
S??????_B?J?X?CaQ_?I_?[A@_@S??T??	E	[13, 13, 12, 12]
S??????_B?J?X?CaQO@G_aC?B_?R??J??	E	[13, 13, 12, 12]
S??????_B?J?X?CaQO@A_aC?E_?R??J??	E	[13, 13, 12, 12]
S??????_B?J?X?CaQO@A_`C?I_?R??J??	E	[13, 13, 12, 12]
S??????_B?J?X?CaQO@A__S?H_?L??X??	E	[13, 13, 12, 12]
S??????_B?J?X?CaDOCc?`O?D_?P_?B_?	E	[13, 13, 12, 12]
S??????_B?J?X?CaDOCc?`O?Co?R??B_?	E	[13, 13, 12, 12]
S??????_B?J?X?CaDO?e?aGAD??H_?B_?	E	[13, 13, 12, 12]
S??????_B?J?X?CaAoDG?Ao?Go?B_CB??	E	[13, 13, 12, 12]
S??????_B?J?X?CaAoDC?BO?Go?B_CB??	E	[13, 13, 12, 12]
S??????_B?J?X?CaAoDC?@S?Go?R?CB??	E	[13, 13, 12, 12]
S??????_B?J?X?CaAo@E?b?A@_?P_?B_?	E	[13, 13, 12, 12]
S??????_B?J?X?CaAo@E?`GAH??P_?B_?	E	[13, 13, 12, 12]
S??????_B?J?X?CaAo@E?`GAG_?Q_?B_?	E	[13, 13, 12, 12]
S??????_B?J?X?CaAo@E?`GAGO?R??B_?	E	[13, 13, 12, 12]
S??????_B?J?X?CaAo@E?`CAG_?R??B_?	E	[13, 13, 12, 12]
S??????_B?J?X?CaAoCG__S?`_?R??T??	E	[13, 13, 12, 12]
S??????_B?J?X?CaQG@G_aC?I_?J??F??	E	[13, 13, 12, 12]
S??????_B?J?X?CaQG@G__c?I_?J??R??	E	[13, 13, 12, 12]
S??????_B?J?X?CaQG@G__S?K_?F??T??	E	[13, 13, 12, 12]
S??????_B?J?X?CaQG@G__S?D_?T??T??	E	[13, 13, 12, 12]
S??????_B?J?X?CaQG@C_`C?D_?T??R??	E	[13, 13, 12, 12]
S??????_B?J?X?CaQG@C__S?D_?T??X??	E	[13, 13, 12, 12]
S??????_B?J?X?CaQG@A_aC?I_?J??L??	E	[13, 13, 12, 12]
S??????_B?J?X?CaQG@A_`C?H_?L??T??	E	[13, 13, 12, 12]
S??????_B?J?X?CaQG@A__c?I_?J??X??	E	[13, 13, 12, 12]
S??????_B?J?X?CaQG@A__c?E_?R??X??	E	[13, 13, 12, 12]
S??????_B?J?X?CaQG@A__K?H_?L??[??	E	[13, 13, 12, 12]
S??????_B?J?X?CaQG@A__K?D_?T??[??	E	[13, 13, 12, 12]
S??????_B?J?X?CaQG@A__K?B_?X??[??	E	[13, 13, 12, 12]
S??????_B?J?X?CaQG@@__S?D_?T??[??	E	[13, 13, 12, 12]
S??????_B?J?X?CaQG@@__K?B_?Y??[??	E	[13, 13, 12, 12]
S??????_B?J?X?CaDGCo?`O?@o?D_?L??	E	[13, 13, 12, 12]
S??????_B?J?X?CaDGCo?_o?@o?H_?L??	E	[13, 13, 12, 12]
S??????_B?J?X?CaDGCo?_W?DO?D_?L??	E	[13, 13, 12, 12]
S??????_B?J?X?CaDGCo?_W?BO?H_?L??	E	[13, 13, 12, 12]
S??????_B?J?X?CaDGCo?_W?@o?K_?L??	E	[13, 13, 12, 12]
S??????_B?J?X?CaDGCS??kA?o?J??i??	E	[13, 13, 12, 12]
S??????_B?J?X?CaDG?[?c_A@_?H_?B_?	E	[13, 13, 12, 12]
S??????_B?J?X?CaDGCa??[A?o?L??[??	E	[13, 13, 12, 12]
S??????_B?J?X?CaDG?Y?d?AA_?B_?D_?	E	[13, 13, 12, 12]
S??????_B?J?X?CaDG?U?c_AC_?B_?H_?	E	[13, 13, 12, 12]
S??????_B?J?X?CaDG?R?cG?E_?I_CC_?	E	[13, 13, 12, 12]
S??????_B?J?X?CaOgCE?BG?I_?`_@A_?	E	[13, 13, 12, 12]
S??????_B?J?X?CaOgCD?BG?P_@C_?Q_?	E	[13, 13, 12, 12]
S??????_B?J?X?CaCWCS?AKA?o?J??i??	E	[13, 13, 12, 12]
S??????_B?J?X?CaAWCK?HCAG_?B_?R??	E	[13, 13, 12, 12]
S??????_B?J?X?CaAW@I?`OAG_?D_?P_?	E	[13, 13, 12, 12]
S??????_B?J?X?CaAW@P?a_AD??B_?H_?	E	[13, 13, 12, 12]
S??????_B?J?X?CaAW@P?a_A@_?I_?H_?	E	[13, 13, 12, 12]
S??????_B?J?X?CaAW@P?aO?D_?K_C@_?	E	[13, 13, 12, 12]
S??????_B?J?X?CaAW@P?aO?BO?H_CH??	E	[13, 13, 12, 12]
S??????_B?J?X?CaAW@H?`O?H_?S_C@_?	E	[13, 13, 12, 12]
S??????_B?J?X?CaAW?L?h?AH??P_?B_?	E	[13, 13, 12, 12]
S??????_B?J?X?CaAW?L?h?AG_?Q_?B_?	E	[13, 13, 12, 12]
S??????_B?J?X?CaAW?L?h?A@O?P_?R??	E	[13, 13, 12, 12]
S??????_B?J?X?CaAW?L?b??H_@A_C@_?	E	[13, 13, 12, 12]
S??????_B?J?X?CaAW?L?`O?H_@O_C@_?	E	[13, 13, 12, 12]
S??????_B?J?X?CaAW?L?BOA`??P_C@_?	E	[13, 13, 12, 12]
S??????_B?J?X?CaAW?L?BGAH?@A_C@_?	E	[13, 13, 12, 12]
S??????_B?J?X?CaAW?J?`O?g_?S_C@_?	E	[13, 13, 12, 12]
S??????_B?J?X?CaAW?J?`G?@oCO_@S??	E	[13, 13, 12, 12]
S??????_B?J?X?Ca@W?R?@WAS??D_D?_?	E	[13, 13, 12, 12]
S??????_B?J?X?Ca@W?R?@WAE??`_D?_?	E	[13, 13, 12, 12]
S??????_B?J?X?Ca?wCI?CS?Go?T?D@??	E	[13, 13, 12, 12]
S??????_B?J?X?CaCKCa??s?Co?X?CS??	E	[13, 13, 12, 12]
S??????_B?J?X?CaCKCa??[ACO?T??[??	E	[13, 13, 12, 12]
S??????_B?J?X?Ca?kCI?CS?GoCD?@S??	E	[13, 13, 12, 12]
S??????_B?J?T?M?T?CE??e?B_?H_?J??	E	[13, 13, 12, 12]
S??????_B?J?T?M?S_CS??s?Ao?BO?J??	E	[13, 13, 12, 12]
S??????_B?J?T?M?S_CS??q?Ao?B_?J??	E	[13, 13, 12, 12]
S??????_B?J?T?M?S_CS??U?Ao?F??J??	E	[13, 13, 12, 12]
S??????_B?J?T?M?S_CE?Ac?Ao?BO?J??	E	[13, 13, 12, 12]
S??????_B?J?T?M?S_CO_?q?Ao?F??J??	E	[13, 13, 12, 12]
S??????_B?J?T?M?D_CK?_o?B_?@o?B_?	E	[13, 13, 12, 12]
S??????_B?J?T?M?D_CK?_Q?B_?D_?B_?	E	[13, 13, 12, 12]
S??????_B?J?T?M?D_?KO_oA@_?D_?B_?	E	[13, 13, 12, 12]
S??????_B?J?T?M?D_?KO_cA@_?F??B_?	E	[13, 13, 12, 12]
S??????_B?J?T?M?SOCS?@o?Co?BO?B_?	E	[13, 13, 12, 12]
S??????_B?J?T?M?SOCS?@Q?D_?B_?D_?	E	[13, 13, 12, 12]
S??????_B?J?T?M?SOCI?AS?@o?DO?L??	E	[13, 13, 12, 12]
S??????_B?J?T?M?SOCI?@S?@o?DO?T??	E	[13, 13, 12, 12]
S??????_B?J?T?M?SOCI?@I?H_?D_?E_?	E	[13, 13, 12, 12]
S??????_B?J?T?M?SOCE?AS?@o?HO?L??	E	[13, 13, 12, 12]
S??????_B?J?T?M?SOCE?@a?Co?R??B_?	E	[13, 13, 12, 12]
S??????_B?J?T?M?SOCE?@Q?D_?P_?D_?	E	[13, 13, 12, 12]
S??????_B?J?T?M?SOCB?AW?@o?K_?KO?	E	[13, 13, 12, 12]
S??????_B?J?T?M?SOCB?AS?DO?DO?L??	E	[13, 13, 12, 12]
S??????_B?J?T?M?SOCB?AS?BO?HO?L??	E	[13, 13, 12, 12]
S??????_B?J?T?M?SOCO_?s?B_?J??HO?	E	[13, 13, 12, 12]
S??????_B?J?T?M?SOCG_@c?@g?F??R??	E	[13, 13, 12, 12]
S??????_B?J?T?M?SOCG_@S?B_?F??PO?	E	[13, 13, 12, 12]
S??????_B?J?T?M?SOCG_@a?B_?R??B_?	E	[13, 13, 12, 12]
S??????_B?J?T?M?SOCG_@Q?H_?F??D_?	E	[13, 13, 12, 12]
S??????_B?J?T?M?SOCC_?s?@g?J??X??	E	[13, 13, 12, 12]
S??????_B?J?T?M?SOCC_@a?D_?R??B_?	E	[13, 13, 12, 12]
S??????_B?J?T?M?SOCA_@Q?D_?T??D_?	E	[13, 13, 12, 12]
S??????_B?J?T?M?CoCW?_o?B_?@o?B_?	E	[13, 13, 12, 12]
S??????_B?J?T?M?CoCW?_o?Ao?BO?B_?	E	[13, 13, 12, 12]
S??????_B?J?T?M?CoCW?_W?BG?D_?B_?	E	[13, 13, 12, 12]
S??????_B?J?T?M?CoCW?_S?Ag?F??B_?	E	[13, 13, 12, 12]
S??????_B?J?T?M?CoCS?@c?@o?BOCB??	E	[13, 13, 12, 12]
S??????_B?J?T?M?CoCK?_S??w?F??R??	E	[13, 13, 12, 12]
S??????_B?J?T?M?Co?U?`_A@_?@o?B_?	E	[13, 13, 12, 12]
S??????_B?J?T?M?Co?R?`O?@W?D_CD??	E	[13, 13, 12, 12]
S??????_B?J?T?M?CoCG__S?H_?F??DO?	E	[13, 13, 12, 12]
S??????_B?J?T?M?Co?IOaGAB??B_?D_?	E	[13, 13, 12, 12]
S??????_B?J?T?M?CWCS?@cA?o?BO?J??	E	[13, 13, 12, 12]
S??????_B?J?T?M?CWCS??sA?o?HO?J??	E	[13, 13, 12, 12]
S??????_B?J?T?M?CWCS??kACO?BO?J??	E	[13, 13, 12, 12]
S??????_B?J?T?M?CWCS??kA@O?HO?J??	E	[13, 13, 12, 12]
S??????_B?J?T?M?CW?T?_gA@_?I_?Go?	E	[13, 13, 12, 12]
S??????_B?J?T?M?CW?T?_g??wCI??I_?	E	[13, 13, 12, 12]
S??????_B?J?T?M?CW?T?_cACO?J??BO?	E	[13, 13, 12, 12]
S??????_B?J?T?M?@W?L?`_?@g@A_C@_?	E	[13, 13, 12, 12]
S??????_B?J?T?M?@W?L?`_?_W?B_CB??	E	[13, 13, 12, 12]
S??????_B?J?T?M?SACE?Ao?B_?HO?H_?	E	[13, 13, 12, 12]
S??????_B?J?T?M?SACE?@a?E_?R??B_?	E	[13, 13, 12, 12]
S??????_B?J?T?M?SACE??i?BO?J??X??	E	[13, 13, 12, 12]
S??????_B?J?T?M?SACG_@a?B_?F??R??	T2	-
S??????_B?J?T?M?SACG_?q?E_?F??R??	E	[13, 13, 12, 12]
S??????_B?J?T?M?SACC_@a?D_?F??R??	E	[13, 13, 12, 12]
S??????_B?J?T?M?SACC_?q?E_?J??R??	E	[13, 13, 12, 12]
S??????_B?J?T?M?PACK?Go?Ao?BO?J??	E	[13, 13, 12, 12]
S??????_B?J?T?M?PACE?Go?Ao?HO?J??	E	[13, 13, 12, 12]
S??????_B?J?T?M?PACE?Gg?BO?J??HO?	E	[13, 13, 12, 12]
S??????_B?J?T?M?S@CK?@W?J??B_?D_?	E	[13, 13, 12, 12]
S??????_B?J?T?M?S@CK?@W?H_?E_?D_?	E	[13, 13, 12, 12]
S??????_B?J?T?M?S@CK?@W?HO?F??D_?	E	[13, 13, 12, 12]
S??????_B?J?T?M?S@CE?Ao?E_?H_?B_?	E	[13, 13, 12, 12]
S??????_B?J?T?M?S@CE?Ag?F??H_?B_?	E	[13, 13, 12, 12]
S??????_B?J?T?M?S@CE?Ag?EO?J??B_?	E	[13, 13, 12, 12]
S??????_B?J?T?M?S@CC_BO?E_?F??B_?	E	[13, 13, 12, 12]
S??????_B?J?T?M?S@CC_Ao?E_?J??B_?	E	[13, 13, 12, 12]
S??????_B?J?T?M?S@CC_Ao?B_?H_?J??	E	[13, 13, 12, 12]
S??????_B?J?T?M?P@CK?@c?@o@B??F??	E	[13, 13, 12, 12]
S??????_B?J?T?M?P@CK?@S?Ao@B??F??	E	[13, 13, 12, 12]
S??????_B?J?T?M?P@CK?@S?@o@D??F??	E	[13, 13, 12, 12]
S??????_B?J?T?M?P@@K?@S?AoCB??F??	E	[13, 13, 12, 12]
S??????_B?J?T?M?P@@K?@S?@oCD??F??	E	[13, 13, 12, 12]
S??????_B?J?T?M?P@CC_@c?D_@B??F??	E	[13, 13, 12, 12]
S??????_B?J?T?M?P@CC_@S?E_@B??F??	E	[13, 13, 12, 12]
S??????_B?J?T?M?P@CC_@S?D_@D??F??	E	[13, 13, 12, 12]
S??????_B?J?T?M?P@CC_?[?e??J??F??	E	[13, 13, 12, 12]
S??????_B?J?T?M?P@CC_?[?d??L??F??	E	[13, 13, 12, 12]
S??????_B?J?T?M?P@@C_@c?D_CB??F??	E	[13, 13, 12, 12]
S??????_B?J?T?M?P@@C_@SAC_?F??F??	E	[13, 13, 12, 12]
S??????_B?J?T?M?P@@C_@S?E_CB??F??	E	[13, 13, 12, 12]
S??????_B?J?T?M?P@@C_@S?D_CD??F??	E	[13, 13, 12, 12]
S??????_B?J?T?M?P@@C_?sAC_?J??F??	E	[13, 13, 12, 12]
S??????_B?J?T?M?P@@C_?[AE??J??F??	E	[13, 13, 12, 12]
S??????_B?J?T?M?P@@C_?[AD??L??F??	E	[13, 13, 12, 12]
S??????_B?J?T?M?O`?S__c?`_?J??F??	E	[13, 13, 12, 12]
S??????_B?J?T?M?O`?S__S?`_?L??F??	E	[13, 13, 12, 12]
S??????_B?J?T?M?OP?Q__c?`_?J??L??	E	[13, 13, 12, 12]
S??????_B?J?T?M?OP?Q__K?d??F??L??	E	[13, 13, 12, 12]
S??????_B?J?T?M?OP?Q__K?`_?M??L??	E	[13, 13, 12, 12]
S??????_B?J?T?B_T?@G__o?P_?BO?D_?	E	[13, 13, 12, 12]
S??????_B?J?T?B_T?@G__W?P_?EO?D_?	E	[13, 13, 12, 12]
S??????_B?J?T?B_T?@G__c?@g?F??b??	E	[13, 13, 12, 12]
S??????_B?J?T?B_T?@G__S?@g?F??d??	E	[13, 13, 12, 12]
S??????_B?J?T?B_P_DC??U?Ao?b?@B??	E	[13, 13, 12, 12]
S??????_B?J?T?B_P_DA?GQ?Oo?F??D_?	E	[13, 13, 12, 12]
S??????_B?J?T?B_P_@a?GE?@o?F?CD??	E	[13, 13, 12, 12]
S??????_B?J?T?B_P_CE?GE?Ao?b?@B??	E	[13, 13, 12, 12]
S??????_B?J?T?B_P_?F??w?@oD?_@_O?	T2	-
S??????_B?J?T?B_P_D?_Ga?B_?b??B_?	E	[13, 13, 12, 12]
S??????_B?J?T?B_P_CC_Gc?@g@B??b??	E	[13, 13, 12, 12]
S??????_B?J?T?B_P_CA_?[?B_@D?@_O?	E	[13, 13, 12, 12]
S??????_B?J?T?B_P_?a_GK?_g?F?CE??	E	[13, 13, 12, 12]
S??????_B?J?T?B_P_@AOKC?@o?F?CD??	E	[13, 13, 12, 12]
S??????_B?J?T?B_P_@?o?[?P_?F?DC??	E	[13, 13, 12, 12]
S??????_B?J?T?B_P_?AoGS?o_?F?CD??	E	[13, 13, 12, 12]
S??????_B?J?T?B_P_?AoGK?p??F?CD??	E	[13, 13, 12, 12]
S??????_B?J?T?B_P_?AoGK?P_?F?DC??	E	[13, 13, 12, 12]
S??????_B?J?T?B_P_?Ao?[?b?@`?CD??	E	[13, 13, 12, 12]
S??????_B?J?T?B_P_?Ao?[?`_@c?CD??	E	[13, 13, 12, 12]
S??????_B?J?T?B_D_D_??q?Ao?B_CB??	E	[13, 13, 12, 12]
S??????_B?J?T?B_D_D_??U?Ao?F?CB??	E	[13, 13, 12, 12]
S??????_B?J?T?B_D_DC??w?@g?a_C@_?	E	[13, 13, 12, 12]
S??????_B?J?T?B_D_DA?_o?Ag?`_?B_?	E	[13, 13, 12, 12]
S??????_B?J?T?B_D_DA?_g?BO?BO?`_?	E	[13, 13, 12, 12]
S??????_B?J?T?B_D_DA?_g?BG?`_?B_?	E	[13, 13, 12, 12]
S??????_B?J?T?B_D_DA?_g?Ag?a_?B_?	E	[13, 13, 12, 12]
S??????_B?J?T?B_D_DA?_g?AW?b??B_?	E	[13, 13, 12, 12]
S??????_B?J?T?B_D_@E?c_??w?B_CB??	E	[13, 13, 12, 12]
S??????_B?J?T?B_D_@E?CWAB?C@_?@o?	E	[13, 13, 12, 12]
S??????_B?J?T?B_D_@E?_a?Oo?B_CB??	E	[13, 13, 12, 12]
S??????_B?J?T?B_D_?e?g_??w?B_CB??	E	[13, 13, 12, 12]
S??????_B?J?T?B_D_?e?_a?_o?B_CB??	E	[13, 13, 12, 12]
S??????_B?J?T?B_D_D?OCo?Ao?B_CB??	E	[13, 13, 12, 12]
S??????_B?J?T?B_D_C_OGo?Ao?B_CB??	E	[13, 13, 12, 12]
S??????_B?J?T?B_D_C_OGS?Ao?F?CB??	E	[13, 13, 12, 12]
S??????_B?J?T?B_D_C_OGS?@oCD??F??	E	[13, 13, 12, 12]
S??????_B?J?T?B_D_CAO_o?a_?`_?B_?	E	[13, 13, 12, 12]
S??????_B?J?T?B_D_CAO_g?b??`_?B_?	E	[13, 13, 12, 12]
S??????_B?J?T?B_D_CAO_g?a_?a_?B_?	E	[13, 13, 12, 12]
S??????_B?J?T?B_D_CAO_g?aO?b??B_?	E	[13, 13, 12, 12]
S??????_B?J?T?B_D_CAO_c?a_?b??B_?	E	[13, 13, 12, 12]
S??????_B?J?T?B_D_?EOg_?Oo?B_CB??	E	[13, 13, 12, 12]
S??????_B?J?T?B_D_?EOc_?_o?B_CB??	E	[13, 13, 12, 12]
S??????_B?J?T?B_D_?BOc_?B_@A_C@_?	E	[13, 13, 12, 12]
S??????_B?J?T?B_D_C?o_o?a_?b??B_?	E	[13, 13, 12, 12]
S??????_B?J?T?B_PODG??U?Oo?F?@B??	E	[13, 13, 12, 12]
S??????_B?J?T?B_PO?I_Gc?_gCB??b??	E	[13, 13, 12, 12]
S??????_B?J?T?B_DOCK?GEA@_?b??B_?	E	[13, 13, 12, 12]
S??????_B?J?T?B_DO?F?CWA@G?H_D?_?	E	[13, 13, 12, 12]
S??????_B?J?T?B_PGDG?Gg?Ag?B_?a_?	E	[13, 13, 12, 12]
S??????_B?J?T?B_PGDG?Gc?@o?BO?d??	E	[13, 13, 12, 12]
S??????_B?J?T?B_PGDG??i?R??B_@@_?	E	[13, 13, 12, 12]
S??????_B?J?T?B_PGDG??i?Q_?B_@A_?	E	[13, 13, 12, 12]
S??????_B?J?T?B_DGDG??U?Ao?F?C`??	E	[13, 13, 12, 12]
S??????_B?J?T?B_DGDG??M?Ao?b?CE??	E	[13, 13, 12, 12]
S??????_B?J?T?B_DGDC?CcA@_?BO?H_?	E	[13, 13, 12, 12]
S??????_B?J?T?B_PADG??Y?P_?F?@C_?	E	[13, 13, 12, 12]
S??????_B?J?T?gAP_?s?@W?`O?F??D_?	E	[13, 13, 12, 12]
S??????_B?J?T?gAP_?[?Co?`_?B_?D_?	E	[13, 13, 12, 12]
S??????_B?J?T?gAP_?[?CW?b??B_?D_?	E	[13, 13, 12, 12]
S??????_B?J?T?gAP_?[?CW?`_?E_?D_?	E	[13, 13, 12, 12]
S??????_B?J?T?gAP_?[?CW?`O?F??D_?	E	[13, 13, 12, 12]
S??????_B?J?T?gAP_?[?CS?`_?F??D_?	E	[13, 13, 12, 12]
S??????_B?J?T?gAP_?U?Cg?F?@@_?B_?	E	[13, 13, 12, 12]
S??????_B?J?T?gAP_?W_Co?a_?F??B_?	E	[13, 13, 12, 12]
S??????_B?J?T?gAPO?k?Go?@o?B_?X??	E	[13, 13, 12, 12]
S??????_B?J?T?gAPO?k?Gc?@o?R??J??	E	[13, 13, 12, 12]
S??????_B?J?T?gAPO@I?@g?J??`_?B_?	E	[13, 13, 12, 12]
S??????_B?J?T?gAPO@I?@g?IO?b??B_?	E	[13, 13, 12, 12]
S??????_B?J?T?gAPO@I?@c?I_?b??B_?	E	[13, 13, 12, 12]
S??????_B?J?T?gAPO?i?@g?BO?R?@@_?	E	[13, 13, 12, 12]
S??????_B?J?T?gAPO?i??w?BO?X?@@_?	E	[13, 13, 12, 12]
S??????_B?J?T?gAPO?i?AK?BO?J?@D??	E	[13, 13, 12, 12]
S??????_B?J?T?gAPO?Y?D_?B_?B_@@_?	E	[13, 13, 12, 12]
S??????_B?J?T?gAPO?Y?HO?Q_?B_?D_?	E	[13, 13, 12, 12]
S??????_B?J?T?gAPO?Y?HO?Oo?F??D_?	E	[13, 13, 12, 12]
S??????_B?J?T?gAPO?Y?DO?a_?B_?D_?	E	[13, 13, 12, 12]
S??????_B?J?T?gAPO?Y?DO?_o?F??D_?	E	[13, 13, 12, 12]
S??????_B?J?T?gAPO?Y?@o?`_?`_?D_?	E	[13, 13, 12, 12]
S??????_B?J?T?gAPO?Y?HG?Q_?E_?B_?	E	[13, 13, 12, 12]
S??????_B?J?T?gAPO?Y?DG?b??D_?B_?	E	[13, 13, 12, 12]
S??????_B?J?T?gAPO?Y?DG?a_?E_?B_?	E	[13, 13, 12, 12]
S??????_B?J?T?gAPO?Y?DG?`_?D_?E_?	E	[13, 13, 12, 12]
S??????_B?J?T?gAPO?Y?DG?aO?F??B_?	E	[13, 13, 12, 12]
S??????_B?J?T?gAPO?Y?DG?_o?F??E_?	E	[13, 13, 12, 12]
S??????_B?J?T?gAPO?Y?HC?Q_?F??B_?	E	[13, 13, 12, 12]
S??????_B?J?T?gAPO?Y?DC?a_?F??B_?	E	[13, 13, 12, 12]
S??????_B?J?T?gAPO?Y?@S?`_?d??D_?	E	[13, 13, 12, 12]
S??????_B?J?T?gAPO@E?@g?SO?R??B_?	E	[13, 13, 12, 12]
S??????_B?J?T?gAPO@E?@c?S_?R??B_?	E	[13, 13, 12, 12]
S??????_B?J?T?gAPO?e?Go?K_?H_?B_?	E	[13, 13, 12, 12]
S??????_B?J?T?gAPO?e?Ao?c_?H_?B_?	E	[13, 13, 12, 12]
S??????_B?J?T?gAPO?e?@o?K_@@_?B_?	E	[13, 13, 12, 12]
S??????_B?J?T?gAPO?e?Gg?K_?I_?B_?	E	[13, 13, 12, 12]
S??????_B?J?T?gAPO?e?Ag?c_?I_?B_?	E	[13, 13, 12, 12]
S??????_B?J?T?gAPO?e?Ag?cO?J??B_?	E	[13, 13, 12, 12]
S??????_B?J?T?gAPO?e?@g?K_@A_?B_?	E	[13, 13, 12, 12]
S??????_B?J?T?gAPO?e?@g?cO?R??B_?	E	[13, 13, 12, 12]
S??????_B?J?T?gAPO?e?GW?DO?X??D_?	E	[13, 13, 12, 12]
