graph6	class	class_sizes
S????A?O@_D?oAPG@c@S?_`?BO?i??a_?	E	[13, 13, 12, 12]
S????A?O@_D?oAPG@c@S?@`?BOCa??a_?	E	[13, 13, 12, 12]
S????A?O@_D?oAPG@c@S??p?QO?i?CA_?	E	[13, 13, 12, 12]
S????A?O@_D?oAPG@c@S?_D?BO?i??e??	E	[13, 13, 12, 12]
S????A?O@_D?oAPG@c@S?@D?POCE??e??	E	[13, 13, 12, 12]
S????A?O@_D?oAPG@c@S?@D?BOCa??e??	E	[13, 13, 12, 12]
S????A?O@_D?oAPG@E@o?d??F??E_?EG?	E	[13, 13, 12, 12]
S????A?O@_D?oAPG@E@o?`C?F??e??EG?	E	[13, 13, 12, 12]
S????A?O@_D?oAPG@E@o?_c?T??EG?M??	E	[13, 13, 12, 12]
S????A?O@_D?gAq?I_?S_D_?B_?BG?I_?	E	[13, 13, 12, 12]
S????A?O@_D?gAq?I_?S_Co?E_?BG?I_?	E	[13, 13, 12, 12]
S????A?O@_D?gAq?I_?S_Co?B_?HG?I_?	E	[13, 13, 12, 12]
S????A?O@_D?gAq?B_?k?@D?BO?F?AB??	E	[13, 13, 12, 12]
S????A?O@_D?gAq?B_?d??L@D??E_?M??	E	[13, 13, 12, 12]
S????A?O@_D?gAq?B_?d??L@B??I_?M??	E	[13, 13, 12, 12]
S????A?O@_D?gAq?B_?c_@K?@cAE??M??	E	[13, 13, 12, 12]
S????A?O@_D?gAq?B_?c_?k?@cAI??M??	E	[13, 13, 12, 12]
S????A?O@_D?gAq?B_?c_?[?@c?M?AK??	E	[13, 13, 12, 12]
S????A?O@_D?gAq?B_?`_PC?F??F??EG?	E	[13, 13, 12, 12]
S????A?O@_D?gAq?B_?KG@o?B_?a_A@_?	E	[13, 13, 12, 12]
S????A?O@_D?gAq?B_?_gOg?B_?M??I_?	E	[13, 13, 12, 12]
S????A?O@_D?gAq?B_?_g?k?D_?M?AE??	E	[13, 13, 12, 12]
S????A?O@_D?gAq?B_?_g?k?B_?M?AI??	E	[13, 13, 12, 12]
S????A?O@_D?gAq?Go?w?Co?B_?@g?I_?	E	[13, 13, 12, 12]
S????A?O@_D?gAq?Go?w?Cc?B_?BG?I_?	E	[13, 13, 12, 12]
S????A?O@_D?gAq?Go?[?D_?@S?b??B_?	E	[13, 13, 12, 12]
S????A?O@_D?gAq?Go?[?DO?PO?B_?DG?	E	[13, 13, 12, 12]
S????A?O@_D?gAq?Go?q?D_?D_?@g?E_?	E	[13, 13, 12, 12]
S????A?O@_D?gAq?Go?q?D_?EO?B_?BG?	E	[13, 13, 12, 12]
S????A?O@_D?gAq?Go?q?DC?D_?DG?E_?	E	[13, 13, 12, 12]
S????A?O@_D?gAq?Go?Y?@g?Ao?a_?aG?	E	[13, 13, 12, 12]
S????A?O@_D?gAq?Go?Y??w?R??`_?Gg?	E	[13, 13, 12, 12]
S????A?O@_D?gAq?Go?X??w?R??_g?I_?	E	[13, 13, 12, 12]
S????A?O@_D?gAq?Go?X??w?QO?aG?I_?	E	[13, 13, 12, 12]
S????A?O@_D?gAq?Go?R?@K?EO?e??aG?	E	[13, 13, 12, 12]
S????A?O@_D?gAq?Go?o_D_?D_?BG?E_?	E	[13, 13, 12, 12]
S????A?O@_D?gAq?Go?o_DO?D_?DG?E_?	E	[13, 13, 12, 12]
S????A?O@_D?gAq?Go?Q_@W?T??d??Cg?	E	[13, 13, 12, 12]
S????A?O@_D?gAq?Go?Q_@c?U??b??BG?	E	[13, 13, 12, 12]
S????A?O@_D?gAq?Go?Q_@K?S_?e??EG?	E	[13, 13, 12, 12]
S????A?O@_D?gAq?Go?P_@W?U??aG?E_?	E	[13, 13, 12, 12]
S????A?O@_D?gAq?Go?P_@W?T??cG?E_?	E	[13, 13, 12, 12]
S????A?O@_D?gAq?@oAg?Co?B_?@g?I_?	E	[13, 13, 12, 12]
S????A?O@_D?gAq?@oAg?Co?Ao?BG?I_?	E	[13, 13, 12, 12]
S????A?O@_D?gAq?@oAg?Cc?B_?BG?I_?	E	[13, 13, 12, 12]
S????A?O@_D?gAq?@oAa?D_?D_?@g?E_?	E	[13, 13, 12, 12]
S????A?O@_D?gAq?@oAa?D_?Co?BG?E_?	E	[13, 13, 12, 12]
S????A?O@_D?gAq?@oAa?DO?Co?DG?E_?	E	[13, 13, 12, 12]
S????A?O@_D?gAq?@oAa?DC?D_?DG?E_?	E	[13, 13, 12, 12]
S????A?O@_D?gAq?@o?i?@W?POAC_?DG?	E	[13, 13, 12, 12]
S????A?O@_D?gAq?@o?i?DC@A_?BG?E_?	E	[13, 13, 12, 12]
S????A?O@_D?gAq?@o?i?DC@@_?DG?E_?	E	[13, 13, 12, 12]
S????A?O@_D?gAq?@o?i?DC@AO?F??BG?	E	[13, 13, 12, 12]
S????A?O@_D?gAq?@o?i?DC@?o?F??EG?	E	[13, 13, 12, 12]
S????A?O@_D?gAq?@o?h?@K@@O?e??EG?	E	[13, 13, 12, 12]
S????A?O@_D?gAq?@o?J?@K@@O?e??cG?	E	[13, 13, 12, 12]
S????A?O@_D?gAq?@oA__D_?D_?BG?E_?	E	[13, 13, 12, 12]
S????A?O@_D?gAq?@oA__DO?D_?DG?E_?	E	[13, 13, 12, 12]
S????A?O@_D?gAq?@oAG_DO?QO?F??BG?	E	[13, 13, 12, 12]
S????A?O@_D?gAq?@oAG_DO?PO?F??DG?	E	[13, 13, 12, 12]
S????A?O@_D?gAq?@oAG_DO?Oo?F??EG?	E	[13, 13, 12, 12]
S????A?O@_D?gAq?@oAG_@W?@o?e??cG?	E	[13, 13, 12, 12]
S????A?O@_D?gAq?@oAG_Cc?F??b??BG?	E	[13, 13, 12, 12]
S????A?O@_D?gAq?@oAG_CS?D_?e??DG?	E	[13, 13, 12, 12]
S????A?O@_D?gAq?@oAA_@W?T??d??Cg?	E	[13, 13, 12, 12]
S????A?O@_D?gAq?@oAA_DC?F??b??DG?	E	[13, 13, 12, 12]
S????A?O@_D?gAq?@oAA_DC?D_?e??DG?	E	[13, 13, 12, 12]
S????A?O@_D?gAq?@o?I_@K@@_?e??cG?	E	[13, 13, 12, 12]
S????A?O@_D?gAq?@o?KGDO?QOAB??B_?	E	[13, 13, 12, 12]
S????A?O@_D?gAq?Gc?[??w?R??a_?Gg?	E	[13, 13, 12, 12]
S????A?O@_D?gAq?Gc?[??w?QO?aG?I_?	E	[13, 13, 12, 12]
S????A?O@_D?gAq?Gc?[?@S?@o?e??cG?	E	[13, 13, 12, 12]
S????A?O@_D?gAq?Gc?S_?w?U??aG?I_?	E	[13, 13, 12, 12]
S????A?O@_D?gAq?@c?d?Co?ASAI??I_?	E	[13, 13, 12, 12]
S????A?O@_D?gAq?@cAG_Cc?F??e??BG?	E	[13, 13, 12, 12]
S????A?O@_D?gAq?@cAC_?w?U??aG?I_?	E	[13, 13, 12, 12]
S????A?O@_D?gAq?@cAC_?w?R??gG?I_?	E	[13, 13, 12, 12]
S????A?O@_D?gAq?@cAC_DC?F??e??BG?	E	[13, 13, 12, 12]
S????A?O@_D?gAq?@c?@gS_?T??E_?M??	E	[13, 13, 12, 12]
S????A?O@_D?gAq?@c?@gS_?R??M??I_?	E	[13, 13, 12, 12]
S????A?O@_D?gAq?Ga?s?D_?D_?BG?E_?	E	[13, 13, 12, 12]
S????A?O@_D?gAq?Ga?s?DO?E_?BG?E_?	E	[13, 13, 12, 12]
S????A?O@_D?gAq?Ga?s?DO?D_?DG?E_?	E	[13, 13, 12, 12]
S????A?O@_D?gAq?@a?g_CH@B??F??M??	E	[13, 13, 12, 12]
S????A?O@_D?gAq?@a?c_DO?DC?F?AD??	E	[13, 13, 12, 12]
S????A?O@_D?gAq?@a?c_DO?Cc?F?AE??	E	[13, 13, 12, 12]
S????A?O@_D?gAq?@a?c_C`?B_?J?AI??	E	[13, 13, 12, 12]
S????A?O@_D?gAq?@a?c_?X?B_?k?AI??	E	[13, 13, 12, 12]
S????A?O@_D?gAq?@a?H_DG?R?AE??EG?	E	[13, 13, 12, 12]
S????A?O@_D?gAq?@a?D_SG?T??EG?M??	E	[13, 13, 12, 12]
S????A?O@_D?gAq?@a?D_Cg?R?AI??IG?	E	[13, 13, 12, 12]
S????A?O@_D?gAq?@a?D_OW?PC?k??M??	E	[13, 13, 12, 12]
S????A?O@_D?gAq?GE?X?DC?F??EG?e??	E	[13, 13, 12, 12]
S????A?O@_D?gAq?GE?X?@`?F??a_?e??	E	[13, 13, 12, 12]
S????A?O@_D?gAq?@EAH?DC?F??EG?e??	E	[13, 13, 12, 12]
S????A?O@_D?gAq?@EAH?C`?T??M??E_?	E	[13, 13, 12, 12]
S????A?O@_D?gAq?@EAH?@`?T??e??E_?	E	[13, 13, 12, 12]
S????A?O@_D?gAq?@EAH?@`?F??a_?e??	E	[13, 13, 12, 12]
S????A?O@_D?gAq?@Aag?D_?D_?F??E_?	E	[13, 13, 12, 12]
S????A?O@_D?gAq?@Aag?Cg?D_?M??E_?	E	[13, 13, 12, 12]
S????A?O@_D?gAq?@Aa`?@g?T??M??E_?	E	[13, 13, 12, 12]
S????A?O@_D?gAq?@AaH?Cg?T??M??E_?	E	[13, 13, 12, 12]
S????A?O@_D?gAq?@AaH?@g?T??e??E_?	E	[13, 13, 12, 12]
S????A?O@_D?gAq?@A_g_D_?D_?F?AE??	E	[13, 13, 12, 12]
S????A?O@_D?gAq?@A_g_Cg?D_?M?AE??	E	[13, 13, 12, 12]
S????A?O@_D?gAq?@A_H_D_?T??F?AE??	E	[13, 13, 12, 12]
S????A?O@_D?gAq?@A_H_DG?F?AE??e??	E	[13, 13, 12, 12]
S????A?O@_D?gAq?@A_H_Cg?T??M?AE??	E	[13, 13, 12, 12]
S????A?O@_D?gAq?@A_H_@g?T??e?AE??	E	[13, 13, 12, 12]
S????A?O@_D?gAq??Eag?Cg?L??M??E_?	E	[13, 13, 12, 12]
S????A?O@_D?gAq??Eag?Cg?J??I_?M??	E	[13, 13, 12, 12]
S????A?O@_D?gAq??Eag?Cg?HO?M??M??	E	[13, 13, 12, 12]
S????A?O@_D?gAq??Eag?@g?T??U??E_?	E	[13, 13, 12, 12]
S????A?O@_D?gAq??Eag?Cc?L??F??M??	E	[13, 13, 12, 12]
S????A?O@_D?gAq??Eag?Cc?J??J??M??	E	[13, 13, 12, 12]
S????A?O@_D?gAq??Eag?Cc?H_?M??M??	E	[13, 13, 12, 12]
S????A?O@_D?gAq??EaK?BO?U??b??E_?	E	[13, 13, 12, 12]
S????A?O@_D?gAq??EaK?@S?F??e??p??	E	[13, 13, 12, 12]
S????A?O@_D?gAq??EaG_F??R??F??M??	E	[13, 13, 12, 12]
S????A?O@_D?gAq??EaG_E_?T??F??M??	E	[13, 13, 12, 12]
S????A?O@_D?gAq??EaG_Ag?R??i??M??	E	[13, 13, 12, 12]
S????A?O@_D?gAP_J??Y?_W?Co?E_?cG?	E	[13, 13, 12, 12]
S????A?O@_D?gAP_I_CQ?BC?QO?F??BG?	E	[13, 13, 12, 12]
S????A?O@_D?gAP_I_CE?B_?Gc?B_?a_?	E	[13, 13, 12, 12]
S????A?O@_D?gAP_I_CE?B_?GS?B_?b??	E	[13, 13, 12, 12]
S????A?O@_D?gAP_I_CA_BC?IC?F??b??	E	[13, 13, 12, 12]
S????A?O@_D?gAP_I_CA_BC?Gc?F??e??	E	[13, 13, 12, 12]
S????A?O@_D?gAP_H_?BG@K?IO?e?Ca??	E	[13, 13, 12, 12]
S????A?O@_D?gAP_Go?w?Ag?@o?a_CAG?	E	[13, 13, 12, 12]
S????A?O@_D?gAP_Go?[?AS?PO?BGC`??	T2	-
S????A?O@_D?gAP_Go?[??T?Go?b?Ca??	T2	-
S????A?O@_D?gAP_Go?Y?Ag?@o?a_C_G?	E	[13, 13, 12, 12]
S????A?O@_D?gAP_Go?g_AS?I_?b?CAG?	E	[13, 13, 12, 12]
S????A?O@_D?gAP_Go?W_AgA@_?a_?aG?	E	[13, 13, 12, 12]
S????A?O@_D?gAP_Go?W_Ag?P_?a_CAG?	E	[13, 13, 12, 12]
S????A?O@_D?gAP_Go?W_AHA@_?a_?e??	E	[13, 13, 12, 12]
S????A?O@_D?gAP_Go?I_Ac?X??BGC`??	E	[13, 13, 12, 12]
S????A?O@_D?gAP_IGCK?F??HC?B_?D_?	E	[13, 13, 12, 12]
S????A?O@_D?gAP_IGCK?F??Gc?B_?E_?	E	[13, 13, 12, 12]
S????A?O@_D?gAP_IGCI?BO?IC?D_?`_?	E	[13, 13, 12, 12]
S????A?O@_D?gAP_IGCI?BO?Gc?D_?c_?	E	[13, 13, 12, 12]
S????A?O@_D?gAP_IGCI?BO?GS?D_?d??	E	[13, 13, 12, 12]
S????A?O@_D?gAP_IGCH?F??IC?E_?B_?	E	[13, 13, 12, 12]
S????A?O@_D?gAP_IGCH?@o?H_?Og?c_?	E	[13, 13, 12, 12]
S????A?O@_D?gAP_IGCH?@S?H_?SG?c_?	E	[13, 13, 12, 12]
S????A?O@_D?gAP_IGCG_F??IC?F??B_?	E	[13, 13, 12, 12]
S????A?O@_D?gAP_IGCG_F??HC?F??D_?	E	[13, 13, 12, 12]
S????A?O@_D?gAP_IGCG_F??BC?T??B_?	E	[13, 13, 12, 12]
S????A?O@_D?gAP_IGCG_BO?J??DG?`_?	E	[13, 13, 12, 12]
S????A?O@_D?gAP_IGCG_BO?H_?cG?D_?	E	[13, 13, 12, 12]
S????A?O@_D?gAP_IG?a_@c?M??PGCB??	E	[13, 13, 12, 12]
S????A?O@_D?gAP_IG?I_BO?GcCD??c_?	E	[13, 13, 12, 12]
S????A?O@_D?gAP_HG?w?_W?E_?E_?_g?	E	[13, 13, 12, 12]
S????A?O@_D?gAP_HG?w?@HAA_?a_?E_?	E	[13, 13, 12, 12]
S????A?O@_D?gAP_HG?R?@g?EOC__?aG?	E	[13, 13, 12, 12]
S????A?O@_D?gAP_HG?W__W?S_?e??Cg?	E	[13, 13, 12, 12]
S????A?O@_D?gAP_HG?IG@WA?o?c_?s??	E	[13, 13, 12, 12]
S????A?O@_D?gAP_GgCo?B_?Oc?B_?E_?	E	[13, 13, 12, 12]
S????A?O@_D?gAP_Gg?[?AHA@_?c_?a_?	E	[13, 13, 12, 12]
S????A?O@_D?gAP_Gg?[?AH?AoCa??a_?	E	[13, 13, 12, 12]
S????A?O@_D?gAP_GgCE?B_?WC?`_?B_?	E	[13, 13, 12, 12]
S????A?O@_D?gAP_GgCE?B_?Gc?`_?a_?	E	[13, 13, 12, 12]
S????A?O@_D?gAP_GgCE?Ao?GS?`_?h??	E	[13, 13, 12, 12]
S????A?O@_D?gAP_GgC__BC?Gc?F??e??	E	[13, 13, 12, 12]
S????A?O@_D?gAP_GgCC_B_?Gc?b??a_?	E	[13, 13, 12, 12]
S????A?O@_D?gAP_GgCC_BC?Gc?b??e??	E	[13, 13, 12, 12]
S????A?O@_D?gAP_Gg?K_Ac?X??BGC`??	E	[13, 13, 12, 12]
S????A?O@_D?gAP_GgC@_BC?WC?e??F??	E	[13, 13, 12, 12]
S????A?O@_D?gAP_IACI?F??BC?T??B_?	E	[13, 13, 12, 12]
S????A?O@_D?gAP_IACI?BC?J??d??BG?	E	[13, 13, 12, 12]
S????A?O@_D?gAP_IACI?BC?IC?F??b??	E	[13, 13, 12, 12]
S????A?O@_D?gAP_IACI?BC?HC?F??d??	E	[13, 13, 12, 12]
S????A?O@_D?gAP_IACI?BC?Gc?F??e??	E	[13, 13, 12, 12]
S????A?O@_D?gAP_IA?i?@o?IO?PGCB??	E	[13, 13, 12, 12]
S????A?O@_D?gAP_IACH?BC?J??e??BG?	E	[13, 13, 12, 12]
S????A?O@_D?gAP_IA?K_BO?W_?F?CAG?	E	[13, 13, 12, 12]
S????A?O@_D?gAP_IA?I_F??BC?F?CP??	E	[13, 13, 12, 12]
S????A?O@_D?gAP_IA?I_@o?J??PGC`??	E	[13, 13, 12, 12]
S????A?O@_D?gAP_HA?p?@W?EO?EGCa??	E	[13, 13, 12, 12]
S????A?O@_D?gAP_HA?R?DG?EO?EGCa??	E	[13, 13, 12, 12]
S????A?O@_D?gAP_HA?R?@W?EO?cGCa??	E	[13, 13, 12, 12]
S????A?O@_D?gAP_HA?K_BGAB??aG?b??	E	[13, 13, 12, 12]
S????A?O@_D?gAP_HA?IG@KA@_?e??s??	E	[13, 13, 12, 12]
S????A?O@_D?gAP_Ga?w?AK?B_?e?CAG?	E	[13, 13, 12, 12]
S????A?O@_D?gAP_Ga?k?Ao?Go?b?CAG?	E	[13, 13, 12, 12]
S????A?O@_D?gAP_Ga?[?AHA@_?e??a_?	E	[13, 13, 12, 12]
S????A?O@_D?gAP_GaCQ?BO?QO?d??BG?	E	[13, 13, 12, 12]
S????A?O@_D?gAP_GaCE?Ac?HC?h??b??	E	[13, 13, 12, 12]
S????A?O@_D?gAP_GaCE?Ac?Gc?i??b??	E	[13, 13, 12, 12]
S????A?O@_D?gAP_Ga?M?Co?HO?PGC`??	E	[13, 13, 12, 12]
S????A?O@_D?gAP_GaCD?Ac?HC?i??b??	E	[13, 13, 12, 12]
S????A?O@_D?gAP_Ga?o_BG?B_?e?CAG?	E	[13, 13, 12, 12]
S????A?O@_D?gAP_Ga?W_AW?B_?cGCa??	E	[13, 13, 12, 12]
S????A?O@_D?gAP_Ga?W_CH?B_?U?Ca??	E	[13, 13, 12, 12]
S????A?O@_D?gAP_Ga?W_AHAB??e??b??	E	[13, 13, 12, 12]
S????A?O@_D?gAP_Ga?E_Co?L??PGC`??	E	[13, 13, 12, 12]
S????A?O@_D?gAP_GICg?BC?Gc?F??e??	E	[13, 13, 12, 12]
S????A?O@_D?gAP_GICI?BC?Gc?d??e??	E	[13, 13, 12, 12]
S????A?O@_D?gAP_GICH?DO?H_?SG?c_?	E	[13, 13, 12, 12]
S????A?O@_D?gAP_GICH?@o?H_?oG?c_?	E	[13, 13, 12, 12]
S????A?O@_D?gAP_GICH??w?L??s??_g?	E	[13, 13, 12, 12]
S????A?O@_D?gAP_GICH?BC?WC?e??F??	E	[13, 13, 12, 12]
S????A?O@_D?gAP_GI?W_BGAB??e??`G?	E	[13, 13, 12, 12]
S????A?O@_D?gAP_GI?K_b??PC?F??p??	E	[13, 13, 12, 12]
S????A?O@_D?gAP_GI?K_b??@c?e??p??	E	[13, 13, 12, 12]
S????A?O@_D?gAP_GI?K_B_?X??BGC`??	E	[13, 13, 12, 12]
S????A?O@_D?gABGH_AD?d??BC?a_?E_?	E	[13, 13, 12, 12]
S????A?O@_D?gABGH_AD?d??@S?e??E_?	E	[13, 13, 12, 12]
S????A?O@_D?gABGH_AD?D@A@O?e??E_?	E	[13, 13, 12, 12]
S????A?O@_D?gABGH_AD?CPAP??E_?K_?	E	[13, 13, 12, 12]
S????A?O@_D?gABGH_CG_Oc?BC?e??b??	E	[13, 13, 12, 12]
S????A?O@_D?gABGH_CG_Cc?PC?F?AE??	E	[13, 13, 12, 12]
S????A?O@_D?gABGHO?`_OcAP??M??IG?	E	[13, 13, 12, 12]
S????A?O@_D?gABGHO?`_OcAB??i??IG?	E	[13, 13, 12, 12]
S????A?O@_D?gABGHO?D_SC?R?CI??IG?	E	[13, 13, 12, 12]
S????A?O@_D?gABGHO?D_OSAD??e??gG?	E	[13, 13, 12, 12]
S????A?O@_D?gABGHO?B_OcAB??i??gG?	E	[13, 13, 12, 12]
S????A?O@_D?gABGHCE_??p?R??K_?I_?	E	[13, 13, 12, 12]
S????A?O@_D?gABGHCE_??p?QO?M??I_?	E	[13, 13, 12, 12]
S????A?O@_D?gABGHCE_??d?R??M??I_?	E	[13, 13, 12, 12]
S????A?O@_D?gABGHCCg?CD@B??M??E_?	E	[13, 13, 12, 12]
S????A?O@_D?gABGHCCc?Co?AS?I_AI??	E	[13, 13, 12, 12]
S????A?O@_D?gABGHCCc??p?QO?I_AI??	E	[13, 13, 12, 12]
S????A?O@_D?gABGHCCK??p?R??a_AG_?	E	[13, 13, 12, 12]
S????A?O@_D?gABGHCAK?d??BC?a_?E_?	E	[13, 13, 12, 12]
S????A?O@_D?gABGHCAK?d??@S?e??E_?	E	[13, 13, 12, 12]
S????A?O@_D?gABGHCAK?DO?PO?E_CCG?	E	[13, 13, 12, 12]
S????A?O@_D?gABGHCCE??p?U??a_AG_?	E	[13, 13, 12, 12]
S????A?O@_D?gABGHCCE??p?BO?g_Ag??	E	[13, 13, 12, 12]
S????A?O@_D?gABGHC?M?D_?QOAA_CAG?	E	[13, 13, 12, 12]
S????A?O@_D?gABGHCE?_Cc?R??M??IG?	E	[13, 13, 12, 12]
S????A?O@_D?gABGHCE?_?s?F??e??gG?	E	[13, 13, 12, 12]
S????A?O@_D?gABGHCE?_C`?T??E_?M??	E	[13, 13, 12, 12]
S????A?O@_D?gABGHCA__CcAB??M??IG?	E	[13, 13, 12, 12]
S????A?O@_D?gABGHCA__Cc?F??M?CAG?	E	[13, 13, 12, 12]
S????A?O@_D?gABGHCCG_Cc?PC?M?AE??	E	[13, 13, 12, 12]
S????A?O@_D?gABGHCCC_DC?R??EGAI??	E	[13, 13, 12, 12]
S????A?O@_D?gABGHCCC_Cc?R??IGAI??	E	[13, 13, 12, 12]
S????A?O@_D?gABGHCCC_Cc?PC?M?AI??	E	[13, 13, 12, 12]
S????A?O@_D?gABGHCCC_CS?U??EGAI??	E	[13, 13, 12, 12]
S????A?O@_D?gABGHCCC_CS?R??KGAI??	E	[13, 13, 12, 12]
S????A?O@_D?gABGHCCC_CS?SC?M?AE??	E	[13, 13, 12, 12]
S????A?O@_D?gABGHCCC_?s?U??aGAI??	E	[13, 13, 12, 12]
S????A?O@_D?gABGHCAC__o?QO?i??IG?	E	[13, 13, 12, 12]
S????A?O@_D?gABGHCAC_cC?BC?i??M??	E	[13, 13, 12, 12]
S????A?O@_D?gABGHCAC_`C?T??EG?e??	E	[13, 13, 12, 12]
S????A?O@_D?gABGHCAC_`C?F??e??aG?	E	[13, 13, 12, 12]
S????A?O@_D?gABGHCAC_DC?F??e?CAG?	E	[13, 13, 12, 12]
S????A?O@_D?gABGHCAC_Cc?F??i?CAG?	E	[13, 13, 12, 12]
S????A?O@_D?gABGHCAC_?s?R??i?CGG?	E	[13, 13, 12, 12]
S????A?O@_D?gABGHC?c_CcA@C?M?AI??	E	[13, 13, 12, 12]
S????A?O@_D?gABGHC?c_CSACC?M?AE??	E	[13, 13, 12, 12]
S????A?O@_D?gABGHC?c_@S?U?AE?CAG?	E	[13, 13, 12, 12]
S????A?O@_D?gABGHCC?gT??R??E_?M??	E	[13, 13, 12, 12]
S????A?O@_D?gABGHCC?gS_?T??E_?M??	E	[13, 13, 12, 12]
S????A?O@_D?gABGHCC?gCc?T?AE??M??	E	[13, 13, 12, 12]
S????A?O@_D?gABGHCC?gCc?R??M?AI??	E	[13, 13, 12, 12]
S????A?O@_D?gABG@SE_?CD@D??E_?M??	E	[13, 13, 12, 12]
S????A?O@_D?gABG@SEG?DO?OS?E_AE??	E	[13, 13, 12, 12]
S????A?O@_D?gABG@SAg?S_A@O?Ag?M??	E	[13, 13, 12, 12]
S????A?O@_D?gABG@S?k?DOB?CAA_?E_?	E	[13, 13, 12, 12]
S????A?O@_D?gABG@SEA?T??R??Ag?K_?	E	[13, 13, 12, 12]
S????A?O@_D?gABG@SEA?T??QO?Ag?M??	E	[13, 13, 12, 12]
S????A?O@_D?gABG@SEA?T??PO?EG?K_?	E	[13, 13, 12, 12]
S????A?O@_D?gABG@SEA?SO?T??Cg?K_?	E	[13, 13, 12, 12]
S????A?O@_D?gABG@SEA?SO?SC?E_?K_?	E	[13, 13, 12, 12]
S????A?O@_D?gABG@SEA?PO?PO?cG?K_?	E	[13, 13, 12, 12]
S????A?O@_D?gABG@SEA?OS?PO?k??KG?	E	[13, 13, 12, 12]
S????A?O@_D?gABG@SCa?D_@CCAA_?E_?	E	[13, 13, 12, 12]
S????A?O@_D?gABG@SCa?SO?@SAK??K_?	E	[13, 13, 12, 12]
S????A?O@_D?gABG@SCa?CP@@OAK??K_?	E	[13, 13, 12, 12]
S????A?O@_D?gABG@SCI?T??R??AgAC_?	E	[13, 13, 12, 12]
S????A?O@_D?gABG@SCI?T??OS?E_AE??	E	[13, 13, 12, 12]
S????A?O@_D?gABG@SCI?D_@ACAA_?a_?	E	[13, 13, 12, 12]
S????A?O@_D?gABG@SE?_PC?F??e??aG?	E	[13, 13, 12, 12]
S????A?O@_D?gABG@SE?_OS?PC?M??k??	E	[13, 13, 12, 12]
S????A?O@_D?gABG@SAA_T??QOCAG?M??	E	[13, 13, 12, 12]
S????A?O@_D?gABG@SAA_OSAP??k??KG?	E	[13, 13, 12, 12]
S????A?O@_D?gABG@SAA_OSAD??k??cG?	E	[13, 13, 12, 12]
S????A?O@_D?gABG@SE?GSO?U??I_?E_?	E	[13, 13, 12, 12]
S????A?O@_D?gABG@SE?GSO?T??E_?K_?	E	[13, 13, 12, 12]
S????A?O@_D?gABG@SE?GSO?PO?M??K_?	E	[13, 13, 12, 12]
S????A?O@_D?gABG@SE?GPO?T??c_?E_?	E	[13, 13, 12, 12]
S????A?O@_D?gABG@SE?GPO?SO?e??E_?	E	[13, 13, 12, 12]
S????A?O@_D?gABG@SE?GOS?SO?e??M??	E	[13, 13, 12, 12]
S????A?O@_D?gABG@SE?GOS?PO?k??M??	E	[13, 13, 12, 12]
S????A?O@_D?cAs?H_?KGH_?H_?B_?E_?	E	[13, 13, 12, 12]
S????A?O@_D?cAs?H_?KGH_?@o?B_?U??	E	[13, 13, 12, 12]
S????A?O@_D?cAs?H_?KGHO?I_?B_?E_?	E	[13, 13, 12, 12]
S????A?O@_D?cAs?H_?KGHO?Ao?B_?U??	E	[13, 13, 12, 12]
S????A?O@_D?cAs?H_?KGGo?B_?P_?I_?	E	[13, 13, 12, 12]
S????A?O@_D?cAs?H_?KGGo?Ao?R??I_?	E	[13, 13, 12, 12]
S????A?O@_D?cAs?H_?KG@g?`O?B_?U??	E	[13, 13, 12, 12]
S????A?O@_D?cAs?H_?KG@W?`O?D_?U??	E	[13, 13, 12, 12]
S????A?O@_D?cAs?H_?KGHC?@o?F??U??	E	[13, 13, 12, 12]
S????A?O@_D?cAs?H_?KG@S?Ao@B??U??	E	[13, 13, 12, 12]
S????A?O@_D?cAs?H_?KG@K?`O?F??U??	E	[13, 13, 12, 12]
S????A?O@_D?cAs?H_?EGB_?Ao@B??I_?	E	[13, 13, 12, 12]
S????A?O@_D?cAs?H_?EGGo?Ao?X??I_?	E	[13, 13, 12, 12]
S????A?O@_D?cAs?H_?HGH_?@o?E_?U??	E	[13, 13, 12, 12]
S????A?O@_D?cAs?H_?HG?w?b??S_?I_?	E	[13, 13, 12, 12]
S????A?O@_D?cAs?H_?HGAc?@o@E??M??	E	[13, 13, 12, 12]
S????A?O@_D?cAs?H_?HG@c?`O?F??U??	E	[13, 13, 12, 12]
S????A?O@_D?cAs?H_?DGHO?D_?S_?E_?	E	[13, 13, 12, 12]
S????A?O@_D?cAs?H_?DGHO?EO?B_?U??	E	[13, 13, 12, 12]
S????A?O@_D?cAs?H_?DGHO?DO?D_?U??	E	[13, 13, 12, 12]
S????A?O@_D?cAs?H_?DGHO?Co?U??E_?	E	[13, 13, 12, 12]
S????A?O@_D?cAs?H_?DG@g?DO@A_?U??	E	[13, 13, 12, 12]
S????A?O@_D?cAs?H_?DG@W?EO@E??Q_?	E	[13, 13, 12, 12]
S????A?O@_D?cAs?H_?DG@W?EO@A_?U??	E	[13, 13, 12, 12]
S????A?O@_D?cAs?H_?DGBC?@o@E??M??	E	[13, 13, 12, 12]
S????A?O@_D?cAs?H_?DGAc?@o@I??M??	E	[13, 13, 12, 12]
S????A?O@_D?cAs?H_?DGAS?Co@E??M??	E	[13, 13, 12, 12]
