graph6	class	class_sizes
S????A?O@?QCoGR?@o?s?Cc?`O@AO?IO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?@o?s?@S?oO@AO?EO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?@o?s??s?oO@AO?IO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?@o?U?Co?PO@?o@GO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?@o?U?Cc?PO@AO@GO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?@o?o_L??`G?E_?EO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?@o?o_HC?`G?e??EO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?@o?S_DO?oO@AO?EO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?@o?S_DO?PO@AO@CO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?AW@o?Ac?AW@I??IO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?AW@c?Ac?GW@I??IO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?AW?e?B_?gO?Ao@GO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?AW?e?Gc?KO?QO@GO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?AW?e?Ac?cO?IO@OO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?DA?OoL??F??e??EO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?DA?OoK_?T??M??EO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?DA?OoK_?R??M??IO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?DA?OoH_?T??e??EO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?BA@o?H_?DG?E_?EO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?BA@o?Go?EO?IO?EO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?BA@o?HA?BG?E_?M??	E	[13, 13, 12, 12]
S????A?O@?QCoGR?BA@o?Ga?DG?E_?M??	E	[13, 13, 12, 12]
S????A?O@?QCoGR?BA@o?Ga?BG?I_?M??	E	[13, 13, 12, 12]
S????A?O@?QCoGR?BA@o?@E?BG@E??M??	E	[13, 13, 12, 12]
S????A?O@?QCoGR?BA@o??e?DG@E??M??	E	[13, 13, 12, 12]
S????A?O@?QCoGR?BA@o??e?BG@I??M??	E	[13, 13, 12, 12]
S????A?O@?QCoGR?BA@g?BA?b??E_?EO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?BA@g?Aa?`G?E_?M??	E	[13, 13, 12, 12]
S????A?O@?QCoGR?BA@g?@E?BG?U?@E??	E	[13, 13, 12, 12]
S????A?O@?QCoGR?BA@c?Aa?`G?I_?M??	E	[13, 13, 12, 12]
S????A?O@?QCoGR?BA@c?AQ?cG?E_?M??	E	[13, 13, 12, 12]
S????A?O@?QCoGR?BA?s?@o?b??Ao@GO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?BA?s?HC?b??EO?IO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?BA?s?HC?`G?M??EO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?BA?s?Gc?`G?M??IO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?BA?s?Gc?BG?IO@I??	E	[13, 13, 12, 12]
S????A?O@?QCoGR?BA?s?GS?e??EO?IO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?BA?s?GS?b??KO?IO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?BA?s?GS?aG?M??IO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?BA?s?@S?b??EO@GO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?BA?s??s?e?@AO?IO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?BA?s??s?b?@GO?IO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?BA?s??s?aG@I??IO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?BA?s?GE?b??M??IO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?BA?k?Ao?BO@GO@AO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?BA?k?HC?`G?U??EO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?BA?e?I_?F??Ao@GO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?BA?e?B_?b??Ao@GO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?BA?e?B_?BO@AO@GO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?BA?e?Ao?F?@?o@GO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?BA?e?Ao?EO@AO@GO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?BA?e?@c?h??EO@GO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?BA@O_H_?F??aO?EO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?BA@O_DA?BG?M?@E??	E	[13, 13, 12, 12]
S????A?O@?QCoGR?@a@o?DA?b??E_?EO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?@a@o?CE?b??EO?M??	E	[13, 13, 12, 12]
S????A?O@?QCoGR?@a@W?CE?BG?e?@E??	E	[13, 13, 12, 12]
S????A?O@?QCoGR?@a?s?L??@W?EO@E??	E	[13, 13, 12, 12]
S????A?O@?QCoGR?@a?s?KO?AW@AO?M??	E	[13, 13, 12, 12]
S????A?O@?QCoGR?@a?s?KC?b??IO?EO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?@a?s?KC?`G?M??EO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?@a?s?CS?b??EO@GO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?@a@__Aa?`G?e??M??	E	[13, 13, 12, 12]
S????A?O@?QCoGR?@a@O_K_?R??IO?EO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?@a@O_K_?PG?M??EO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?@a@O_Co?R??EO@GO?	T2	-
S????A?O@?QCoGR?@a@O_KA?R??M??EO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?@a@O_Ga?PG?e??M??	E	[13, 13, 12, 12]
S????A?O@?QCoGR?@a@C_EA?`G?e??M??	E	[13, 13, 12, 12]
S????A?O@?QCoGR?@a@C_AQ?oG?e??M??	E	[13, 13, 12, 12]
S????A?O@?QCoGR?AQ?s?I_?@W?IO@I??	E	[13, 13, 12, 12]
S????A?O@?QCoGR?AQ?s?BO?b??Ao@GO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?AQ?s?@o?h??Ao@GO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?AQ?s?@o?DO@OO@AO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?AQ?s?IC?`G?M??IO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?AQ?s?IC?BG?IO@I??	E	[13, 13, 12, 12]
S????A?O@?QCoGR?AQ?s?@S?h??EO@GO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?AQ?q?I_?F??Ao@GO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?AQ?q?B_?b??Ao@GO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?AQ?q?BO?b??Co@GO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?AQ?q?Ao?F?@?o@GO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?AQ?q?@c?b??QO@GO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?AQ?q?@S?b??SO@GO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?AQ?e?B_?h??Ao@GO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?AQ?e?B_?HO@AO@GO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?AQ?e?Go?L??Oo@GO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?AQ?e?Ao?d??Go@OO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?AQ?e?BC?h??EO@GO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?AQ?e?GS?L??SO@GO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?AQ?e?AS?d??KO@OO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?@Q@o?CE?d??EO?M??	E	[13, 13, 12, 12]
S????A?O@?QCoGR?@Q@o?CE?b??IO?M??	E	[13, 13, 12, 12]
S????A?O@?QCoGR?@Q@o?CE?`G?M??M??	E	[13, 13, 12, 12]
S????A?O@?QCoGR?@Q@W?DO?OW?EO@E??	E	[13, 13, 12, 12]
S????A?O@?QCoGR?@Q@S?Co?OW@I??IO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?@Q?s?K_?@W?IO@I??	E	[13, 13, 12, 12]
S????A?O@?QCoGR?@Q?s?KO?CW@AO?M??	E	[13, 13, 12, 12]
S????A?O@?QCoGR?@Q?s?KO?@W@GO?M??	E	[13, 13, 12, 12]
S????A?O@?QCoGR?@Q?s?Co?_W@I??IO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?@Q?s?CS?F?@AO@GO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?@Q?q?K_?AW@I??IO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?@Q?q?KC?e??IO?EO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?@Q?q?KC?d??EO?KO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?@Q?q?KC?b??IO?KO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?@Q?q?KC?cG?M??EO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?@Q?q?KC?aG?IO?M??	E	[13, 13, 12, 12]
S????A?O@?QCoGR?@Q?q?KC?`G?M??KO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?@Q?q?HC?SG?EO@E??	E	[13, 13, 12, 12]
S????A?O@?QCoGR?@Q?q?Cc?F?@AO@GO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?@Q?q?GS?PG?KO@K??	E	[13, 13, 12, 12]
S????A?O@?QCoGR?@Q?q?CS?d?@CO?KO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?@Q?q?CS?b?@GO?KO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?@Q?q?CS?`G@K??KO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?@Q@__BA?`G?e??M??	E	[13, 13, 12, 12]
S????A?O@?QCoGR?@Q@__AQ?cG?e??M??	E	[13, 13, 12, 12]
S????A?O@?QCoGR?@Q@__AQ?aG?i??M??	E	[13, 13, 12, 12]
S????A?O@?QCoGR?@Q@O_L??T??EO?EO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?@Q@O_L??PG?EO?M??	E	[13, 13, 12, 12]
S????A?O@?QCoGR?@Q@O_K_?T??IO?EO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?@Q@O_K_?PG?IO?M??	E	[13, 13, 12, 12]
S????A?O@?QCoGR?@Q@O_H_?T??aO?EO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?@Q@O_KO?U??IO?EO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?@Q@O_KO?T??KO?EO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?@Q@O_KO?SG?M??EO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?@Q@O_KO?QG?IO?M??	E	[13, 13, 12, 12]
S????A?O@?QCoGR?@Q@O_KO?PG?KO?M??	E	[13, 13, 12, 12]
S????A?O@?QCoGR?@Q@O_HO?U??aO?EO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?@Q@O_HO?SG?e??EO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?@Q@O_DO?SG?EO@E??	E	[13, 13, 12, 12]
S????A?O@?QCoGR?@Q@O_KA?T??M??EO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?@Q@O_HA?PG?e??M??	E	[13, 13, 12, 12]
S????A?O@?QCoGR?@Q@O_Ga?PG?i??M??	E	[13, 13, 12, 12]
S????A?O@?QCoGR?@Q@O_Ca?DG?i?@E??	E	[13, 13, 12, 12]
S????A?O@?QCoGR?@Q@O_@a?PG?i?@E??	E	[13, 13, 12, 12]
S????A?O@?QCoGR?@Q@O_GQ?SG?e??M??	E	[13, 13, 12, 12]
S????A?O@?QCoGR?@Q@O_GQ?QG?i??M??	E	[13, 13, 12, 12]
S????A?O@?QCoGR?@Q@O_GQ?PG?k??M??	E	[13, 13, 12, 12]
S????A?O@?QCoGR?@Q@O_@Q?PG?k?@E??	E	[13, 13, 12, 12]
S????A?O@?QCoGR?@Q@G_DO?WG?EO@E??	E	[13, 13, 12, 12]
S????A?O@?QCoGR?@Q@G_EA?`G?e??M??	E	[13, 13, 12, 12]
S????A?O@?QCoGR?@Q@G_AQ?oG?e??M??	E	[13, 13, 12, 12]
S????A?O@?QCoGR?@Q@C_Co?T??IO@OO?	E	[13, 13, 12, 12]
S????A?O@?QCoGR?@Q@C_EA?`G?i??M??	E	[13, 13, 12, 12]
S????A?O@?QCoGR?@Q@C_AQ?oG?i??M??	E	[13, 13, 12, 12]
S????A?O@?QCoGR?@Q@A_EA?cG?e??M??	E	[13, 13, 12, 12]
S????A?O@?QCoGR?@Q@A_EA?aG?i??M??	E	[13, 13, 12, 12]
S????A?O@?QCoGR?@Q@A_EA?`G?k??M??	E	[13, 13, 12, 12]
S????A?O@?QCoGR?@Q@A_BA?oG?e??M??	E	[13, 13, 12, 12]
S????A?O@?QCoGR?@Q@A_Aa?oG?i??M??	E	[13, 13, 12, 12]
S????A?O@?QCoGR?@Q@A_AQ?oG?k??M??	E	[13, 13, 12, 12]
S????A?O@?QCoGR??Y@O_E_?QG?IO@I??	E	[13, 13, 12, 12]
S????A?O@?QCoGR??Y@C_E_?WG?IO@I??	E	[13, 13, 12, 12]
S????A?O@?QCoGBCEA@W?B_@@G?e??EO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBCEA?s?AQ?EGAI?@E??	E	[13, 13, 12, 12]
S????A?O@?QCoGBCEA?s?AQ?EGAE?@I??	E	[13, 13, 12, 12]
S????A?O@?QCoGBCDA?s?Co?F?AAO@GO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBCDA?s?Co@AG?IO@I??	E	[13, 13, 12, 12]
S????A?O@?QCoGBCDA?s?DA?BGAE?@I??	E	[13, 13, 12, 12]
S????A?O@?QCoGBCDA?s?CQ?EGAE?@I??	E	[13, 13, 12, 12]
S????A?O@?QCoGBCDA?s?CQ?BGAK?@I??	E	[13, 13, 12, 12]
S????A?O@?QCoGBCDA?s?CQ?BGAI?@K??	E	[13, 13, 12, 12]
S????A?O@?QCoGBCDAAOOK_?T??M??EO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBCDAAOOK_?R??M??IO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBCDAAOOCa?T??M?@E??	E	[13, 13, 12, 12]
S????A?O@?QCoGBCDAAOOCa?R??M?@I??	E	[13, 13, 12, 12]
S????A?O@?QCoGBCDAAOO@a?T??e?@E??	E	[13, 13, 12, 12]
S????A?O@?QCoGBCDA?SODA?T?AE?@E??	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@aB_?EA?b??EO?M??	T2	-
S????A?O@?QCoGBC@aB_?Aa?`G?e??M??	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@aBO?K_?PG?EO?M??	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@aBO?D_?PG?EO@E??	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@aBO?Co?R??EO@GO?	T2	-
S????A?O@?QCoGBC@aBO?DA?BG?e?@E??	T2	-
S????A?O@?QCoGBC@aBO?Ga?PG?e??M??	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@a@o?DA?b?AE??EO?	T2	-
S????A?O@?QCoGBC@a@o?Ca?BGAE?@I??	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@a?w?Oo?b??EO@_O?	T2	-
S????A?O@?QCoGBC@aBC?EA?`G?e??M??	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@aBC?AQ?oG?e??M??	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@aAc?M??b??EO?IO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@a@S?KO?PGAE??KO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@a?s?[??b??EO?IO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@a?s?L??b?AAO?EO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@a?s?L??`GAE??EO?	T2	-
S????A?O@?QCoGBC@a?s?W_?PG@AO?M??	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@a?s?KO?b?ACO?IO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@a?s?KO?aGAE??IO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@a?s?KO?`GAE??KO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@a?s?Co@a?@AO?IO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@a?s?Co?b?AAO@GO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@a?s?KA?b?AE??IO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@a?s?KA?`GAE??M??	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@aAE?E_?q?@AO?IO?	T2	-
S????A?O@?QCoGBC@a@OOKA?R??M?AE??	T2	-
S????A?O@?QCoGBCCQ@W?F?@@G?e??EO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBCCQ@c?QO?L??aO?KO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBCCQ@c?EO?L?AGO?EO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBCCQ@c?EO?L?AAO?KO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBCCQ@c?EA?L?AI??EO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBCCQ@Q?F??R?AAO?KO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBCCQ@Q?F??PGAE??KO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBCCQ@Q?E_?T?AGO?EO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBCCQ@Q?E_?T?AAO?KO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBCCQ@Q?E_?SGAI??EO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBCCQ@Q?E_?PGAI??KO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBCCQ@Q?PO?SG?e??SO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBCCQ@Q?PO?PG?k??SO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBCCQ@Q?Oo?[??cO?IO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBCCQ@Q?EA?U?AI??EO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBCCQ@Q?EA?T?AK??EO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBCCQ@Q?EA?T?AE??KO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBCCQ@Q?EA?R?AI??KO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBCCQ@Q?Oa?[??e??IO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBCCQ@E?R??X??cO?IO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBCCQ@E?QO?[??cO?IO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBCCQ@_OE_?L?AI??EO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBCCQ@_OQO?L??e??KO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBCCQ@_OEO?L?AK??EO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBCCQ@_OEO?L?AE??KO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBCCQ@OOEA@P??M??M??	E	[13, 13, 12, 12]
S????A?O@?QCoGBCCQ@OOEA@D??e??M??	E	[13, 13, 12, 12]
S????A?O@?QCoGBCCQ@OOEA@B??i??M??	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@QB_?EA?d??EO?M??	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@QB_?EA?`G?M??M??	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@QB_?AQ?cG?e??M??	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@QBO?L??T??EO?EO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@QBO?L??PG?EO?M??	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@QBO?H_?T??aO?EO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@QBO?KO?U??IO?EO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@QBO?KO?SG?M??EO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@QBO?KO?PG?KO?M??	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@QBO?HO?U??aO?EO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@QBO?HO?SG?e??EO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@QBO?KA?T??M??EO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@QBO?HA?T??e??EO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@QBO?HA?PG?e??M??	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@QBO?GQ?SG?e??M??	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@QBO?GQ?PG?k??M??	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@Q@o?DO@CG?EO@E??	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@QBG?EA?`G?e??M??	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@QBG?AQ?oG?e??M??	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@QAg?M??b??IO?EO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@QAg?M??`G?M??EO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@Q@W?DO@OG?EO@E??	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@Q@W?PA?p??e??EO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@Q@W?PA?PG?e?@E??	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@Q?w?[??b??IO?EO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@Q?w?[??`G?M??EO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@Q?w?W_?PG@AO?M??	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@Q?w?KO?b?AAO?KO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@Q?w?KO?`GAE??KO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@Q?w?Co@a?@AO?IO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@Q?w?KA?`GAE??M??	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@QAK?J??p??aO?EO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@QAK?H_?p??aO?QO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@Q?[?H_?p?AAO?aO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@QBA?EA?cG?e??M??	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@QBA?EA?`G?k??M??	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@QBA?BA?oG?e??M??	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@QBA?AQ?oG?k??M??	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@QAa?M??e??IO?EO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@QAa?M??d??EO?KO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@QAa?M??cG?M??EO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@QAa?M??`G?M??KO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@QAa?B_?s?@AO?EO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@QAa?KO?HG@K??KO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@QAa?BO?p?@CO?KO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@Q@Q?L??U?AAO?EO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@Q@Q?L??T?ACO?EO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@Q@Q?L??SGAE??EO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@Q@Q?KO?T?ACO?KO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@Q@Q?GQ?PG?k?AK??	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@Q?q?[??e??IO?EO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@Q?q?[??d??EO?KO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@Q?q?[??cG?M??EO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@Q?q?[??`G?M??KO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@Q?q?X??QG@AO?M??	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@Q?q?L?@CG?EO@E??	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@Q?q?L??`GAE??KO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@Q?q?D_@c?@AO?EO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@Q?q?KA?cG?M?AE??	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@Q?q?KA?`G?M?AK??	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@QAI?M??SG?EO@E??	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@QAI?J??q??aO?EO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@QAI?J??p??cO?EO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@QAI?E_?s?@AO?EO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@QAI?D_?w?@AO?EO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@QAI?D_?q?@AO?QO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@QAI?EO?p?@CO?KO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@Q?i?Co?e?AAO@OO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@Q?Y?DO@o?@CO?EO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@Q?Y?DO?q?ACO@AO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@Q?Y?HA?oG?e?AE??	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@Q@OOL??T?AE??EO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBC@Q@OOKA?T??M?AE??	E	[13, 13, 12, 12]
S????A?O@?QCoGBC?YAo?K_?IG@I??IO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBC?YAo?B_?q?@AO?IO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBC?YAo?Ao?q?@GO?IO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBC?YAS?I_?s??aO?IO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBC?YAS?I_?oG?i??IO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBC?YAS?D_?s?@AO?QO?	E	[13, 13, 12, 12]
S????A?O@?QCoGBC?Y?s?I_@OG?IO@I??	E	[13, 13, 12, 12]
S????A?O@?QCcGB_@gAW?Co?aO?AoB?O?	E	[13, 13, 12, 12]
S????A?O@?QCaGD_J?BG?@o?IG?Ao@A_?	E	[13, 13, 12, 12]
S????A?O@?QCaGD_J?BG?BA?BG?E_@A_?	E	[13, 13, 12, 12]
S????A?O@?QCaGD_J??[?X??BO?Ao@AO?	E	[13, 13, 12, 12]
S????A?O@?QCaGD_J??[?@S@_O?EO@AO?	E	[13, 13, 12, 12]
S????A?O@?QCaGD_J??[?@S?aOAAO@AO?	E	[13, 13, 12, 12]
S????A?O@?QCaGD_J??Y?H_?BOA?o@AO?	E	[13, 13, 12, 12]
