graph6	class	class_sizes
O???C@_UEGQ_IGE_CW?M?	E	[10, 10, 10, 10]
O???C@_UEGQ_AgEOCW@K?	E	[10, 10, 10, 10]
O???C@_UEGSOL?F?@W?F?	E	[10, 10, 10, 10]
O???C@_UEGSOL?D_@W?R?	E	[10, 10, 10, 10]
O???C@_UEGSOKOEO@o?L?	E	[10, 10, 10, 10]
O???C@_UEGSOKODO@o?T?	E	[10, 10, 10, 10]
O???C@_UEGSOEGL?@W?M?	E	[10, 10, 10, 10]
O???C@_UEGSOEGK_@g?M?	E	[10, 10, 10, 10]
O???C@_UEGSODGK_@W?Y?	E	[10, 10, 10, 10]
O???C@_UEGSOCgL?@W?Y?	E	[10, 10, 10, 10]
O???C@_UEGQOL?IO@o?F?	E	[10, 10, 10, 10]
O???C@_UEGQOL?IO@S?M?	E	[10, 10, 10, 10]
O???C@_UEGQOF?J?CW?F?	E	[10, 10, 10, 10]
O???C@_UEGQOE_I_Cg?J?	E	[10, 10, 10, 10]
O???C@_UEGQOE_BOCW@H?	E	[10, 10, 10, 10]
O???C@_UEGQOD_H_DG?R?	E	[10, 10, 10, 10]
O???C@_UEGQOD_BOCW@P?	E	[10, 10, 10, 10]
O???C@_UEGQOEOIOCo?L?	E	[10, 10, 10, 10]
O???C@_UEGQODOB_CW@P?	E	[10, 10, 10, 10]
O???C@_UEGQODOAoCo@P?	E	[10, 10, 10, 10]
O???C@_UEGQOIGF?CW?M?	E	[10, 10, 10, 10]
O???C@_UEGQOIGE_?w@I?	E	[10, 10, 10, 10]
O???C@_UEGQOIGEOCo?M?	E	[10, 10, 10, 10]
O???C@_UEGQOHGF?@W@E?	E	[10, 10, 10, 10]
O???C@_UEGQOBGEOCW@K?	E	[10, 10, 10, 10]
O???C@_UEGQOGgE_@g@I?	E	[10, 10, 10, 10]
O???C@_UEGQOGgD_DG?Y?	E	[10, 10, 10, 10]
O???C@_UEGQOAgIOCo?i?	E	[10, 10, 10, 10]
O???C@_UEGQOAgBOEG@K?	E	[10, 10, 10, 10]
O???C@_UEGQO@gL?DG?U?	E	[10, 10, 10, 10]
O???C@_UEGQO@gF?DG@E?	E	[10, 10, 10, 10]
O???C@_UEGQO@gE_DG@I?	E	[10, 10, 10, 10]
O???C@_UEGQO@gKO@g@S?	E	[10, 10, 10, 10]
O???C@_UEGQOAWL?@o@E?	E	[10, 10, 10, 10]
O???C@_UEGQOAWE_Co@I?	E	[10, 10, 10, 10]
O???C@_UEGQO@WF?DO@E?	E	[10, 10, 10, 10]
O???C@_UEGQO?wE_D_@I?	E	[10, 10, 10, 10]
O???C@_UEGOoD_K_DG?R?	E	[10, 10, 10, 10]
O???C@_UEGOoCgF?DG@E?	E	[10, 10, 10, 10]
O???C@_UEGOoCgK_DG?Y?	E	[10, 10, 10, 10]
O???C@_UEGOoCgE_DG@I?	E	[10, 10, 10, 10]
O???C@_UEGAoL?GW@WCS?	E	[10, 10, 10, 10]
O???C@_UEGSGEGK_@o?M?	E	[10, 10, 10, 10]
O???C@_UEGSGDGK_@o?U?	E	[10, 10, 10, 10]
O???C@_UEGSGCgK_@o?Y?	E	[10, 10, 10, 10]
O???C@_UEGQGK_HO@o?T?	E	[10, 10, 10, 10]
O???C@_UEGQGD_B_CW@P?	E	[10, 10, 10, 10]
O???C@_UEGQGD_HO@S@S?	E	[10, 10, 10, 10]
O???C@_UEGQG@oL?@S@S?	E	[10, 10, 10, 10]
O???C@_UEGQG@oB_EO@P?	E	[10, 10, 10, 10]
O???C@_UEGQGBGE_CW@K?	E	[10, 10, 10, 10]
O???C@_UEGQGAgF?CW@K?	E	[10, 10, 10, 10]
O???C@_UEGQGAgE_Co@I?	E	[10, 10, 10, 10]
O???C@_UEGQG@gL?@W@S?	E	[10, 10, 10, 10]
O???C@_UEGQG@gF?CW@S?	E	[10, 10, 10, 10]
O???C@_UEGQG@gD_DG@S?	E	[10, 10, 10, 10]
O???C@_UEGOgCoE_Co@P?	E	[10, 10, 10, 10]
O???C@_UEGOgCgL?@W@S?	E	[10, 10, 10, 10]
O???C@_UEGOgCgF?CW@S?	E	[10, 10, 10, 10]
O???C@_UEGOWDOB_EO@P?	E	[10, 10, 10, 10]
O???C@_UEGOWCoF?Co@P?	E	[10, 10, 10, 10]
O???C@_UEGOWCoB_E_@P?	E	[10, 10, 10, 10]
O???C@_UEGOW@oF?EO@P?	E	[10, 10, 10, 10]
O???C@_UEGCKDOD_PO@S?	E	[10, 10, 10, 10]
O???C@_UEGAKHOD_PO@S?	E	[10, 10, 10, 10]
O???C@_UEGAKBOD_SO@S?	E	[10, 10, 10, 10]
O???C@_UEGAK@oL?DOCS?	E	[10, 10, 10, 10]
O???C@_UEGAK@oF?DODC?	E	[10, 10, 10, 10]
O???C@_UBGU?Co_o@o?X?	E	[10, 10, 10, 10]
O???C@_UBGF?e?`_?w?F?	E	[10, 10, 10, 10]
O???C@_UBGSOd?F?@W?F?	E	[10, 10, 10, 10]
O???C@_UBGSOd?D_@W?R?	E	[10, 10, 10, 10]
O???C@_UBGSOc_E_@g?J?	E	[10, 10, 10, 10]
O???C@_UBGSOcODO@o?T?	E	[10, 10, 10, 10]
O???C@_UBGEOF?b?OW?F?	E	[10, 10, 10, 10]
O???C@_UBGEOcO`O@o?T?	E	[10, 10, 10, 10]
O???C@_UBGEOcGb??w?U?	E	[10, 10, 10, 10]
O???C@_UBGEOcGa_@g?M?	E	[10, 10, 10, 10]
O???C@_UBGEOcG`O@W?[?	E	[10, 10, 10, 10]
O???C@_UBGAod?GW@WCS?	E	[10, 10, 10, 10]
O???C@_UBGQCb?D_CW?U?	E	[10, 10, 10, 10]
O???C@_UBGQC`_F?@W@E?	E	[10, 10, 10, 10]
O???C@_UBGOcc_F?CW?U?	E	[10, 10, 10, 10]
O???C@_UBGAck?@o@WCS?	E	[10, 10, 10, 10]
O???C@_UBGAcd?Go@WCS?	E	[10, 10, 10, 10]
O???C@_UBGOSd?F?@W@E?	E	[10, 10, 10, 10]
O???C@_UBGASk?a_?w?Y?	E	[10, 10, 10, 10]
O???C@_UBGASk?`_@g?U?	E	[10, 10, 10, 10]
O???C@_UBGASk?`O@o?U?	E	[10, 10, 10, 10]
O???C@_UBGASi?B_AWCI?	E	[10, 10, 10, 10]
O???C@_UBGASd?B_CWCQ?	E	[10, 10, 10, 10]
O???C@_UBG?sd?KO@WCS?	E	[10, 10, 10, 10]
O???C@_UBG?s`_E_EGCQ?	E	[10, 10, 10, 10]
O???C@_UBGOKd?D_@W@S?	E	[10, 10, 10, 10]
O???C@_UAgR?i?H_?w?F?	E	[10, 10, 10, 10]
O???C@_UAgR?i?Go?w?L?	E	[10, 10, 10, 10]
O???C@_UAgF?gGAo?wCK?	E	[10, 10, 10, 10]
O???C@_UAgB_b?g_CW?F?	E	[10, 10, 10, 10]
O???C@_UAgB_b?_oCS@E?	E	[10, 10, 10, 10]
O???C@_UAgQO_oGoD_?X?	E	[10, 10, 10, 10]
O???C@_UAgEOgGa_?w?Y?	E	[10, 10, 10, 10]
O???C@_UAgEOgGaO@o?M?	E	[10, 10, 10, 10]
O???C@_UAgEOgG_o@o?Y?	E	[10, 10, 10, 10]
O???C@_UAgBOI_h??wCB?	E	[10, 10, 10, 10]
O???C@_UAgBOI_H_OgCB?	E	[10, 10, 10, 10]
O???C@_UAgBOaGg_?w@I?	E	[10, 10, 10, 10]
O???C@_UAgBOaG`_CW@I?	E	[10, 10, 10, 10]
O???C@_UAgBOaG_oCo@I?	E	[10, 10, 10, 10]
O???C@_UAgBO`GBOSO@E?	E	[10, 10, 10, 10]
O???C@_UAgBO_gAoCgDG?	E	[10, 10, 10, 10]
O???C@_UAg@oJ?cGOW@E?	E	[10, 10, 10, 10]
O???C@_UAg@oJ?_gAWDA?	E	[10, 10, 10, 10]
O???C@_UAgQGg_IO@o?L?	E	[10, 10, 10, 10]
O???C@_UAgQGg_Go@o?X?	E	[10, 10, 10, 10]
O???C@_UAgQGgOI_?s?[?	E	[10, 10, 10, 10]
O???C@_UAgQGgOGg@o?[?	E	[10, 10, 10, 10]
O???C@_UAgSCKOa_?w?[?	E	[10, 10, 10, 10]
O???C@_UAgSCKO_o@o?[?	E	[10, 10, 10, 10]
O???C@_UAgSCaOE_Co?M?	E	[10, 10, 10, 10]
O???C@_UAgSCCoaO@o@K?	E	[10, 10, 10, 10]
O???C@_UAgSCCo_o@o@W?	E	[10, 10, 10, 10]
O???C@_UAgQCi?B_?w@E?	E	[10, 10, 10, 10]
O???C@_UAgQCg_J?@W?M?	E	[10, 10, 10, 10]
O???C@_UAgQCa_J??w@E?	E	[10, 10, 10, 10]
O???C@_UAgQCa_BOCo@E?	E	[10, 10, 10, 10]
O???C@_UAgQCB_BOSO@E?	E	[10, 10, 10, 10]
O???C@_UAgQCaOI_?w@K?	E	[10, 10, 10, 10]
O???C@_UAgQCaOB_Co@E?	E	[10, 10, 10, 10]
O???C@_UAgPCh?B_AW@E?	E	[10, 10, 10, 10]
O???C@_UAgPCg_K_?w?Y?	E	[10, 10, 10, 10]
O???C@_UAgPC`_BOEO@E?	E	[10, 10, 10, 10]
O???C@_UAgPCCo`OCo@S?	E	[10, 10, 10, 10]
O???C@_UAgPCCo_oCo@W?	E	[10, 10, 10, 10]
O???C@_UAgDCH_`_@WCa?	E	[10, 10, 10, 10]
O???C@_UAgOSi?F??w@E?	E	[10, 10, 10, 10]
O???C@_UAgOSa_F?Cg@E?	E	[10, 10, 10, 10]
O???C@_UAgOSKOaO@o@K?	E	[10, 10, 10, 10]
O???C@_UAgCSk?a_?w?Y?	E	[10, 10, 10, 10]
O???C@_UAgCSk?_o@o?Y?	E	[10, 10, 10, 10]
O???C@_UAgCSJ?a_?wCa?	E	[10, 10, 10, 10]
O???C@_UAgCSF?i??wCE?	E	[10, 10, 10, 10]
O???C@_UAgCSE_g_Og?Y?	E	[10, 10, 10, 10]
O???C@_UAgCSE_a_Og@I?	E	[10, 10, 10, 10]
O???C@_UAg@Sk?H_@WCI?	E	[10, 10, 10, 10]
O???C@_UAg@Se?h??w@E?	E	[10, 10, 10, 10]
O???C@_UAg@Se?`_Cg@E?	E	[10, 10, 10, 10]
O???C@_UAg@Se?`OCo@E?	E	[10, 10, 10, 10]
O???C@_UAg@Sb?DOCWDC?	E	[10, 10, 10, 10]
O???C@_UAg@Sc_H_DGCI?	E	[10, 10, 10, 10]
O???C@_UAg@SB_d?SG@E?	E	[10, 10, 10, 10]
O???C@_UAgOKa_F?Co@E?	E	[10, 10, 10, 10]
O???C@_UAgOKa_E_Co@I?	E	[10, 10, 10, 10]
O???C@_UAKE_d?GW@WCS?	E	[10, 10, 10, 10]
O???C@_UAKE_I_b?AKCE?	E	[10, 10, 10, 10]
O???C@_UAKB_d?i?CW?F?	E	[10, 10, 10, 10]
O???C@_UAKB_L?I_OWCB?	E	[10, 10, 10, 10]
O???C@_UAKQCh?F?@W@E?	E	[10, 10, 10, 10]
O???C@_UAKQCh?D_@W@Q?	E	[10, 10, 10, 10]
O???C@_UAKQCb?L?CW?U?	E	[10, 10, 10, 10]
O???C@_UAKQCb?D_CW@Q?	E	[10, 10, 10, 10]
O???C@_UAKQCb?AoCg@c?	E	[10, 10, 10, 10]
O???C@_UAKQC`_L?DG?U?	E	[10, 10, 10, 10]
O???C@_UAKQC`_F?DG@E?	E	[10, 10, 10, 10]
O???C@_UAKQC`OL?DO?U?	E	[10, 10, 10, 10]
O???C@_UAKQC`OF?DO@E?	E	[10, 10, 10, 10]
O???C@_UAKQC`OD_DO@Q?	E	[10, 10, 10, 10]
O???C@_UAKECh?DOPO?U?	E	[10, 10, 10, 10]
O???C@_UAKECD_h?PG?U?	E	[10, 10, 10, 10]
O???C@_UAKECD_b?DGCE?	E	[10, 10, 10, 10]
O???C@_UAKECD_b?@WDA?	E	[10, 10, 10, 10]
O???C@_UAKAcd?a_DG@E?	E	[10, 10, 10, 10]
O???C@_UAKAcd?gODO?U?	E	[10, 10, 10, 10]
O???C@_UAKAcd?aODO@E?	E	[10, 10, 10, 10]
O???C@_UAKAcL?gOPO?U?	E	[10, 10, 10, 10]
O???C@_UAKAcb?I_EGCE?	E	[10, 10, 10, 10]
O???C@_UAKOKk?D_@o@Q?	E	[10, 10, 10, 10]
O???C@_UAKOKd?L?@W@S?	E	[10, 10, 10, 10]
O???C@_UAKOKd?J?EO?U?	E	[10, 10, 10, 10]
O???C@_UEAU?BGE_?w@K?	E	[10, 10, 10, 10]
O???C@_UEAR?M?H_?w?L?	E	[10, 10, 10, 10]
O???C@_UEAS_K_DO@o?T?	E	[10, 10, 10, 10]
O???C@_UEAS_DGD_DO?U?	E	[10, 10, 10, 10]
O???C@_UEAQ_KOH_@o?T?	E	[10, 10, 10, 10]
O???C@_UEAQ_KO@g@o@S?	E	[10, 10, 10, 10]
O???C@_UEAQ_HGD_@W@S?	E	[10, 10, 10, 10]
O???C@_UEAQ_BGE_CW@K?	E	[10, 10, 10, 10]
O???C@_UEAQ_BGD_CW@S?	E	[10, 10, 10, 10]
O???C@_UEAQ_AgF?Co@E?	E	[10, 10, 10, 10]
O???C@_UEAQ_AgE_Co@I?	E	[10, 10, 10, 10]
O???C@_UEAQ_@gL?@W@S?	E	[10, 10, 10, 10]
O???C@_UEAQ_@gF?DO@E?	E	[10, 10, 10, 10]
O???C@_UEAOoDGL?DO?U?	E	[10, 10, 10, 10]
O???C@_UEAOoDGF?DO@E?	E	[10, 10, 10, 10]
O???C@_FCoBG`_@oKOB@?	E	[10, 10, 10, 10]
O???C@_FCoBGoOGgGo@K?	E	[10, 10, 10, 10]
O???C@_FCoBGoO@gCoBC?	E	[10, 10, 10, 10]
O???C@_FAoF?w?`_?w?F?	X	[11, 10, 10, 9]
O???C@_F?wR?p?W_CW?F?	T2	-
O???C@_F?wR?`_?wKOBA?	T2	-
O???C@_F?wR?_oP_KG@D?	T2	-
O???C@_F?wR?_oOoKO@H?	T2	-
O???C@_F?wR?@o_oKOB@?	T2	-
O???C@_F?wJ?p?g_CW?F?	T2	-
O???C@_F?wJ?p?_oCW@D?	T2	-
O???C@_F?wJ?o_h?CW?F?	T2	-
O???C@_F?wJ?W_H_OWCB?	T2	-
O???C@_F?wJ?H_w??[CE?	T2	-
O???C@_F?wJ?H_gGGWCE?	T2	-
O???C@_F?wJ?H__gGWDA?	T2	-
O???C@_F?wJ?Ggw??wCE?	T2	-
O???C@_F?wJ?Ggh?GWCE?	T2	-
O???C@_F?wJ?Ggo_?wDA?	T2	-
O???C@_F?wQOq?OoCg@D?	E	[10, 10, 10, 10]
O???C@_F?wIOq?h??[@E?	E	[10, 10, 10, 10]
O???C@_F?wIOq?_oCg@D?	E	[10, 10, 10, 10]
O???C@_F?wIOq?Gg?wDA?	E	[10, 10, 10, 10]
O???C@_F?wIOY?H_OWCB?	E	[10, 10, 10, 10]
O???C@_F?wBOX?_gGWDA?	T2	-
O???C@_F?wBO`_o_KG@B?	T2	-
O???C@_F?wBO`__oKGB@?	T2	-
O???C@_F?wBOP_gGCWEA?	T2	-
O???C@_F?wBO`Oo_KG@D?	T2	-
O???C@_F?sJ?oGh?CW?M?	E	[10, 10, 10, 10]
O???C@_F?sJ?gGH_?wEA?	E	[10, 10, 10, 10]
O???C@_F?sJ?HGp?OW@E?	E	[10, 10, 10, 10]
O???C@_F?sQ_q?OoCg@D?	E	[10, 10, 10, 10]
O???C@_F?sQ_BOo_KG@D?	E	[10, 10, 10, 10]
O???C@_F?sQ_BOo_CWB@?	E	[10, 10, 10, 10]
O???C@_F?sI_Y?h?OW?F?	E	[10, 10, 10, 10]
O???C@_F?sI_Y?gGOW?M?	E	[10, 10, 10, 10]
O???C@_F?sI_Y?`GOW@E?	E	[10, 10, 10, 10]
O???C@_F?sAob?o_KG@B?	E	[10, 10, 10, 10]
O???C@_F?sAob?_oKGB@?	E	[10, 10, 10, 10]
O???C@_F?sAoR?o_SG@B?	E	[10, 10, 10, 10]
O???C@_F?sAoR?W_SGCB?	T2	-
O???C@_F?sAoR?gGCWEA?	E	[10, 10, 10, 10]
O???C@_oTAJ?M?D_?s?[?	T2	-
O???C@_oTAJ?L?E_?s?[?	E	[10, 10, 10, 10]
O???C@_cV?J?L?Ag@o?M?	E	[10, 10, 10, 10]
O???C@_cV?J?J?E_?s?M?	E	[10, 10, 10, 10]
O???C@_cV?J?BGE_Co?M?	E	[10, 10, 10, 10]
O???C@_cV?H_I_EOAo?L?	E	[10, 10, 10, 10]
O???C@_cV?H_EGE_Co?M?	E	[10, 10, 10, 10]
O???C@_cU_KGIGB_@o?k?	T2	-
O???C@_cU_DCM?B_Go?M?	E	[10, 10, 10, 10]
O???C@_cUOKGHGB_Ao?s?	E	[10, 10, 10, 10]
O???C@_cUOKGDGE_@o@K?	E	[10, 10, 10, 10]
O???C@_cSoI_Q_IOCo?L?	E	[10, 10, 10, 10]
O???C@_cSoB_Q_WOCo?L?	E	[10, 10, 10, 10]
O???C@_cSoB_@oQ_CoB@?	E	[10, 10, 10, 10]
O???C@_cSoAoBOQ_K_@D?	E	[10, 10, 10, 10]
O???C@_cSoAoBOQ_CoB@?	E	[10, 10, 10, 10]
O???C@_cSoAoBOB_KOB@?	E	[10, 10, 10, 10]
O???C@_cSoAo@oR?DOB@?	E	[10, 10, 10, 10]
O???C@_cSoIGX?I_@o?L?	E	[10, 10, 10, 10]
O???C@_cSoIGIGP_@o@K?	E	[10, 10, 10, 10]
O???C@_cSoIGBGW_@o@K?	E	[10, 10, 10, 10]
O???C@_cSoIGBGQ_Co@K?	E	[10, 10, 10, 10]
O???C@_cSoIGBGI_Go@K?	E	[10, 10, 10, 10]
O???C@_cSoAgQ_P_D_@D?	E	[10, 10, 10, 10]
O???C@_cSoAgB_Q_K_@D?	E	[10, 10, 10, 10]
O???C@_cSoAgB_Q_CoB@?	E	[10, 10, 10, 10]
O???C@_cSoAgB_B_KOB@?	X	[11, 10, 10, 9]
O???C@_cSoAgQGB_CoBC?	E	[10, 10, 10, 10]
O???C@_cSoAgBGQ_CoBC?	E	[10, 10, 10, 10]
O???C@_cSoAgAgR?CoBC?	E	[10, 10, 10, 10]
O???C@_cSoAgAgB_K_BC?	T2	-
O???C@_cSo@gU?P_Co@D?	E	[10, 10, 10, 10]
O???C@_cSo@gB_S_K_@D?	E	[10, 10, 10, 10]
O???C@_cSo@gB_P_M?@D?	E	[10, 10, 10, 10]
O???C@_cSWBOE_P_KG@H?	E	[10, 10, 10, 10]
O???C@_cSWBOE_POKO@H?	E	[10, 10, 10, 10]
O???C@_cSW@gQ_S_E_@D?	E	[10, 10, 10, 10]
O???C@_cSW@gE_P_M?@D?	E	[10, 10, 10, 10]
O???C@_cSW@gE_D_KOB@?	E	[10, 10, 10, 10]
O???C@_cSW@gB_S_M?@D?	E	[10, 10, 10, 10]
O???C@_cSW@WB_T?KO@`?	E	[10, 10, 10, 10]
O???C@_cUAL?M?D_?s?[?	E	[10, 10, 10, 10]
O???C@_cUAL?L?E_?s?[?	E	[10, 10, 10, 10]
O???C@_cUAL?L?D_@S?[?	E	[10, 10, 10, 10]
O???C@_cUAL?L?Cg@o?[?	E	[10, 10, 10, 10]
O???C@_cUAL?J?CgAo?[?	E	[10, 10, 10, 10]
O???C@_cUAL?H_EGAo?[?	E	[10, 10, 10, 10]
O???C@_cUAL?H_DGBO?[?	E	[10, 10, 10, 10]
O???C@_cUAJ?M?H_?s?[?	E	[10, 10, 10, 10]
O???C@_cUAJ?L?I_?s?[?	E	[10, 10, 10, 10]
O???C@_cUAJ?L?H_@S?[?	E	[10, 10, 10, 10]
O???C@_cUAH_E_M??s@K?	E	[10, 10, 10, 10]
O???C@_cUAB_E_Y??s@K?	E	[10, 10, 10, 10]
O???C@_cUABCL?I_Go?[?	E	[10, 10, 10, 10]
O???C@_cUABCL?H_HO?[?	E	[10, 10, 10, 10]
O???C@_cUABCP_D_D_@S?	E	[10, 10, 10, 10]
O???C@_cSaB_B_B_KOB@?	T2	-
O???C@_cSaKCU?B_@o@K?	T2	-
O???C@_cSaHCM?H_@oAK?	E	[10, 10, 10, 10]
O???C@_cSaHCT?H_@o@S?	E	[10, 10, 10, 10]
O???C@_cSaHCL?H_@oAS?	E	[10, 10, 10, 10]
O???C@_cSa@cU?W_@o@K?	E	[10, 10, 10, 10]
O???C@_cSa@cU?I_Go@K?	E	[10, 10, 10, 10]
O???C@_cSa@cS_W_@o@W?	T2	-
O???C@_cSa@cS_Q_Co@W?	E	[10, 10, 10, 10]
O???C@_cSQI_R?K_DO?L?	E	[10, 10, 10, 10]
O???C@_cSQI_Q_M?Co?L?	E	[10, 10, 10, 10]
O???C@_cSQI_Q_J?EO?L?	E	[10, 10, 10, 10]
O???C@_cSQI_Q_D_D_@D?	E	[10, 10, 10, 10]
O???C@_cSQI_Q_D_DO@H?	E	[10, 10, 10, 10]
O???C@_cSQB_S_Y??s@K?	E	[10, 10, 10, 10]
O???C@_cSQB_E_P_CoB@?	E	[10, 10, 10, 10]
O???C@_cSQB_D_Q_CoB@?	E	[10, 10, 10, 10]
O???C@_cSQB_D_B_KOB@?	E	[10, 10, 10, 10]
O???C@_cSQGoU?D_D_@D?	E	[10, 10, 10, 10]
O???C@_cSQGoT?B_F?@D?	E	[10, 10, 10, 10]
O???C@_cSQAoT?B_DOB@?	E	[10, 10, 10, 10]
O???C@_cSQAoD_R?DOB@?	X	[11, 10, 10, 9]
O???C@_cSQICY?B_Ao@K?	E	[10, 10, 10, 10]
O???C@_cSQICX?E_@o@K?	E	[10, 10, 10, 10]
O???C@_cSQICR?I_Ao@K?	E	[10, 10, 10, 10]
O???C@_cSQICR?E_Co@K?	E	[10, 10, 10, 10]
O???C@_cSQICR?B_EO@K?	E	[10, 10, 10, 10]
O???C@_cSQICP_M?@o@K?	E	[10, 10, 10, 10]
O???C@_cSQICP_F?DO@K?	E	[10, 10, 10, 10]
O???C@_cSQBC[?P_@o@K?	X	[11, 10, 10, 9]
O???C@_cSQBCT?Q_Co@K?	E	[10, 10, 10, 10]
O???C@_cSQBCT?P_DO@K?	E	[10, 10, 10, 10]
O???C@_cSQGc[?E_@o@K?	E	[10, 10, 10, 10]
O???C@_cSQAcS_Y?@o@K?	E	[10, 10, 10, 10]
O???C@_cSQAcS_R?DO@K?	E	[10, 10, 10, 10]
O???C@_cSQAcS_Q_D_@K?	E	[10, 10, 10, 10]
O???C@_cSQAcE_Y?Go@K?	E	[10, 10, 10, 10]
O???C@_cSQAcE_Q_CoBG?	E	[10, 10, 10, 10]
O???C@_oJ_F?EO@oOo?[?	E	[10, 10, 10, 10]
O???C@_oJ_F?DOAoOo?[?	E	[10, 10, 10, 10]
O???C@_oJ_F?DO@oPO?[?	E	[10, 10, 10, 10]
O???C@_oJ_DGEOD_Oo?[?	E	[10, 10, 10, 10]
O???C@_oJ_DGDOc_@o?[?	E	[10, 10, 10, 10]
O???C@_oJ_DGDOE_Oo?[?	E	[10, 10, 10, 10]
O???C@_oJ_DGBOc_Ao?[?	E	[10, 10, 10, 10]
O???C@_oJ_DG@od?BO?[?	E	[10, 10, 10, 10]
O???C@_oIoE_E_B_?wDA?	E	[10, 10, 10, 10]
O???C@_oIoE_KOAoOo?[?	E	[10, 10, 10, 10]
O???C@_oIoAoD_J?@WDA?	E	[10, 10, 10, 10]
O???C@_oIoAgHOK_PO?[?	E	[10, 10, 10, 10]
O???C@_oIoAgAoF?CoDC?	E	[10, 10, 10, 10]
O???C@_oLAM?EOD_@o?[?	T2	-
O???C@_oLAM?BOE_Ao?[?	E	[10, 10, 10, 10]
O???C@_oJABGe?D_Co?[?	X	[11, 10, 10, 9]
O???C@_oJABGM?D_Oo?[?	T2	-
O???C@_oJABGd?D_DO?[?	E	[10, 10, 10, 10]
O???C@_oJABGL?c_@o?[?	E	[10, 10, 10, 10]
O???C@_oKaM?EOB_@o@K?	T2	-
O???C@_oKaL?EOB_Co?k?	E	[10, 10, 10, 10]
O???C@_oKaL?DOI_@o?k?	E	[10, 10, 10, 10]
O???C@_oKaJ?L?I_@o?M?	E	[10, 10, 10, 10]
O???C@_oKaJ?L?H_@o?U?	E	[10, 10, 10, 10]
O???C@_oKaJ?F?I_Co?M?	E	[10, 10, 10, 10]
O???C@_oKaJ?F?B_Co@E?	E	[10, 10, 10, 10]
O???C@_oKaJ?D_HO@o@S?	E	[10, 10, 10, 10]
O???C@_oKaJ?IOB_Co?k?	E	[10, 10, 10, 10]
O???C@_oKaJ?DOB_Co@S?	E	[10, 10, 10, 10]
O???C@_oKaF?M?P_@o?M?	E	[10, 10, 10, 10]
O???C@_oKaH_EOI_Ao@K?	E	[10, 10, 10, 10]
O???C@_oKaH_EOB_EO@K?	E	[10, 10, 10, 10]
O???C@_oKaH_CoE_Co@W?	E	[10, 10, 10, 10]
O???C@_oKaH_AoM?Co?k?	E	[10, 10, 10, 10]
O???C@_oIaPGL?I_Ao?[?	E	[10, 10, 10, 10]
O???C@_oIaDGi?D_Ao?[?	T2	-
O???C@_oIaDGM?D_Oo?[?	E	[10, 10, 10, 10]
O???C@_oIaDGh?D_BO?[?	E	[10, 10, 10, 10]
O???C@_oIaDGL?c_@o?[?	E	[10, 10, 10, 10]
O???C@_oIaDGL?E_Oo?[?	E	[10, 10, 10, 10]
O???C@_oIaDGL?D_PO?[?	E	[10, 10, 10, 10]
O???C@_oIaDGJ?c_Ao?[?	E	[10, 10, 10, 10]
O???C@_oIaDGJ?E_Oo?k?	E	[10, 10, 10, 10]
O???C@_oIaDGH_e?Ao?[?	E	[10, 10, 10, 10]
O???C@_oIaDGH_d?BO?[?	E	[10, 10, 10, 10]
O???C@_oIaDGH_b?Ao?s?	E	[10, 10, 10, 10]
O???C@_oIaBGi?H_Ao?[?	E	[10, 10, 10, 10]
O???C@_oIaBGM?H_Oo?[?	E	[10, 10, 10, 10]
O???C@_oIaBGh?I_Ao?[?	E	[10, 10, 10, 10]
O???C@_oIaBGh?H_BO?[?	E	[10, 10, 10, 10]
O???C@_oIaBGL?I_Oo?[?	E	[10, 10, 10, 10]
O???C@_oIaBGL?H_PO?[?	E	[10, 10, 10, 10]
O???C@_oIaBGJ?I_Oo?k?	E	[10, 10, 10, 10]
O???C@_oIa@gi?H_Ao?s?	E	[10, 10, 10, 10]
O???C@_WN?R?EO@oAo?[?	X	[11, 10, 10, 9]
O???C@_WN?R?DOAoAo?[?	E	[10, 10, 10, 10]
O???C@_WN?R?DO@o@o?s?	E	[10, 10, 10, 10]
O???C@_WN?R?@o@oB_?s?	T2	-
O???C@_WM_U?F?Ao?w?[?	E	[10, 10, 10, 10]
O???C@_WM_U?EO@o@o?[?	T2	-
O???C@_WM_R?M?@o?w?[?	T2	-
O???C@_WM_R?L?@o@W?[?	E	[10, 10, 10, 10]
O???C@_WM_R?KO@o@o?[?	T2	-
O???C@_WM_R?EO@oCo?[?	E	[10, 10, 10, 10]
O???C@_WM_R?DOAoCo?[?	E	[10, 10, 10, 10]
O???C@_WM_B_E_H_?wCQ?	E	[10, 10, 10, 10]
O???C@_WM_QGM?B_@o?M?	T2	-
O???C@_WM_QGIOB_@o?k?	T2	-
O???C@_WM_QGEOB_@o@K?	T2	-
O???C@_WM_PGKOD_@o?[?	T2	-
O???C@_WM_PGEOD_Co?[?	E	[10, 10, 10, 10]
O???C@_WM_PGHOD_BO?[?	E	[10, 10, 10, 10]
O???C@_WJ_P_a_F?AW?M?	E	[10, 10, 10, 10]
O???C@_WJ_P_a_EOAo?M?	E	[10, 10, 10, 10]
O???C@_WJ_PGe?D_?w?[?	E	[10, 10, 10, 10]
O???C@_WJ_PGd?E_@o?M?	E	[10, 10, 10, 10]
O???C@_WIoU?EO@o@oCK?	E	[10, 10, 10, 10]
O???C@_WIoU?DOAoOo?[?	E	[10, 10, 10, 10]
