WITNESS P=0,1,4,5,6,8,9,10,12,13,14,15,20,22,24,26,27,30,32,33 M=18
WITNESS P=0,1,4,5,7,8,9,12,15,17,21,22,23,24,26,27,28,32,33,34 M=16
WITNESS P=0,1,4,5,7,8,10,13,14,16,18,20,25,26,27,28,30,31,32,34 M=22
WITNESS P=0,1,4,6,7,9,10,13,14,15,17,18,19,21,22,23,24,29,31,33 M=27
WITNESS P=0,1,4,7,9,13,14,15,16,18,19,20,24,25,26,27,28,31,32,34 M=8
WITNESS P=0,1,4,10,11,13,15,17,19,20,22,23,24,25,28,29,30,31,32,33 M=26
WITNESS P=0,1,6,8,10,12,13,16,18,19,21,22,25,26,27,29,30,31,33,34 M=4
WITNESS P=0,1,5,6,7,8,9,12,13,15,16,17,20,23,25,29,30,31,32,34 M=24
WITNESS P=0,1,5,6,7,9,10,11,12,16,18,21,24,25,26,28,29,32,33,34 M=17
WITNESS P=0,1,5,7,10,13,14,15,17,18,21,22,23,24,25,29,30,31,33,34 M=6
WITNESS P=0,1,6,8,9,10,12,13,14,19,22,24,25,26,27,29,30,32,33,34 M=11
WITNESS P=0,1,6,9,11,12,13,14,16,17,19,20,21,22,23,28,30,31,32,34 M=33
WITNESS P=0,1,7,10,11,13,14,15,16,17,18,21,22,23,24,26,27,29,31,33 M=20
WITNESS P=0,2,3,4,6,11,12,13,14,15,17,18,20,21,22,23,25,28,33,34 M=1
WITNESS P=0,2,3,4,9,12,14,15,16,17,19,20,22,23,24,25,26,31,33,34 M=1
WITNESS P=0,2,5,8,9,10,12,13,16,17,18,19,20,24,25,26,28,29,30,31 M=1
WITNESS P=0,2,6,7,8,9,11,12,13,17,18,19,20,21,24,25,27,28,29,32 M=1
WITNESS P=0,3,4,5,6,7,8,10,11,14,20,21,23,25,27,29,30,32,33,34 M=1
WITNESS P=0,2,3,4,5,6,7,10,11,12,13,15,16,18,20,22,24,25,31,34 M=9
WITNESS P=0,2,3,4,5,6,11,13,14,15,17,18,19,24,27,29,30,31,32,34 M=16
WITNESS P=0,2,3,4,5,8,9,10,11,12,13,15,16,19,25,26,28,30,32,34 M=6
WITNESS P=0,2,3,4,5,7,8,10,11,12,13,14,19,21,22,23,25,26,27,32 M=24
WITNESS P=0,2,3,4,5,7,10,15,16,17,19,20,21,23,28,29,30,31,32,34 M=18
WITNESS P=0,2,3,4,5,10,12,14,16,17,20,22,23,25,26,29,30,31,33,34 M=8
WITNESS P=0,2,3,4,5,9,11,14,17,18,19,21,22,25,26,27,28,29,33,34 M=10
WITNESS P=0,2,3,4,6,7,8,13,16,18,19,20,21,23,24,26,27,28,29,30 M=5
WITNESS P=0,2,3,4,6,7,8,9,14,16,18,20,21,24,26,27,29,30,33,34 M=12
WITNESS P=0,2,3,4,6,7,8,11,12,14,15,17,20,21,23,25,27,32,33,34 M=29
WITNESS P=0,2,3,4,7,8,10,11,13,16,17,19,21,23,28,29,30,31,33,34 M=25
WITNESS P=0,2,3,4,7,10,12,16,17,18,19,21,22,23,27,28,29,30,31,34 M=11
WITNESS P=0,2,3,4,8,9,10,11,12,15,16,18,19,20,23,26,28,32,33,34 M=27
WITNESS P=0,2,3,5,6,7,8,9,14,16,17,18,20,21,22,27,30,32,33,34 M=19
WITNESS P=0,2,3,5,6,7,8,11,12,13,14,15,16,18,19,22,28,29,31,33 M=9
WITNESS P=0,2,3,5,6,7,8,10,13,18,19,20,22,23,24,26,31,32,33,34 M=21
WITNESS P=0,2,3,5,6,9,10,11,13,14,15,17,18,19,20,25,27,29,31,32 M=23
WITNESS P=0,2,3,5,7,9,11,12,18,21,22,24,25,26,27,28,29,32,33,34 M=31
WITNESS P=0,2,3,5,8,9,11,13,15,20,21,22,23,25,26,27,29,30,31,34 M=17
WITNESS P=0,2,3,6,7,8,9,10,14,15,16,18,19,20,21,25,27,30,33,34 M=26
WITNESS P=0,2,3,6,7,8,10,11,12,14,15,16,17,22,24,26,28,29,32,34 M=20
WITNESS P=0,2,3,6,8,9,11,12,15,16,17,19,20,21,23,24,25,26,31,33 M=29
WITNESS P=0,2,3,6,12,13,15,17,19,21,22,24,25,26,27,30,31,32,33,34 M=28
WITNESS P=0,2,3,9,12,13,15,16,17,18,19,20,23,24,25,26,28,29,31,33 M=22
WITNESS P=0,2,4,5,7,8,9,10,13,14,15,16,17,18,20,21,24,30,# NOTE (2026-08-09): this reduced-mode complete-enumeration run was killed
# after ~60 minutes wall without completing (the engine emits no progress
# lines, so no node count is available at kill). The cell's EXISTENCE is
# settled independently: repair.py recovered 4 valid witnesses (one per
# stored corrupt set), each re-verified — see data/repaired_witnesses.csv.
# The complete labeled count for SDS(35,21,10,[35]) remains open.
