n,a_max,num_anomalous_a,floor_1e9_rho
1311,643,0,987276151
1312,644,0,986166887
1313,644,0,987268720
1314,645,0,986101724
1315,645,0,987260167
1316,646,0,986035623
1317,646,0,987250502
1318,647,0,985968591
1319,647,0,987239729
1320,648,0,985900633
1321,648,0,987227857
1322,649,0,985831757
1323,649,0,987214891
1324,650,0,985761967
1325,650,0,987200838
1326,650,0,985747352
1327,651,0,987185706
1328,651,0,985789903
1329,652,0,987169500
1330,652,0,985831212
1331,653,0,987152227
1332,653,0,985871286
1333,654,0,987133894
1334,654,0,985910132
1335,655,0,987114508
1336,655,0,985947758
1337,656,0,987094074
1338,656,0,985984169
1339,657,0,987072599
1340,657,0,986019374
1341,658,0,987050090
1342,658,0,986053379
1343,659,0,987026553
1344,659,0,986086190
1345,660,0,987001993
1346,660,0,986117816
1347,661,0,986976418
1348,661,0,986148262
1349,662,0,986949834
1350,662,0,986177535
1351,663,0,986922246
1352,663,0,986205642
1353,664,0,986893662
1354,664,0,986232590
1355,665,0,986864086
1356,665,0,986258385
1357,666,0,986833525
1358,666,0,986283034
1359,667,0,986801985
1360,667,0,986306543
1361,668,0,986769473
1362,668,0,986328919
1363,669,0,986735993
1364,669,0,986350169
1365,670,0,986701553
1366,670,0,986370298
1367,671,0,986666157
1368,671,0,986389314
1369,672,0,986629811
1370,672,0,986407222
1371,673,0,986592523
1372,673,0,986424029
1373,674,0,986554296
1374,674,0,986439741
1375,675,0,986515137
1376,675,0,986454365
1377,676,0,986475052
1378,676,0,986467906
1379,677,0,986434046
1380,677,0,986480371
1381,678,0,986392125
1382,678,0,986491766
1383,679,0,986349295
1384,679,0,986502097
1385,680,0,986305561
1386,680,0,986511370
1387,681,0,986260928
1388,681,0,986519591
1389,682,0,986215402
1390,682,0,986526766
1391,683,0,986168989
1392,683,0,986532901
1393,684,0,986121694
1394,684,0,986538002
1395,685,0,986073522
1396,685,0,986542075
1397,686,0,986024478
1398,686,0,986545126
1399,687,0,985974569
1400,687,0,986547160
1401,688,0,985923799
1402,688,0,986548183
1403,689,0,985872174
1404,689,0,986548202
1405,690,0,985819698
1406,690,0,986547221
1407,691,0,985766377
1408,691,0,986545247
1409,692,0,985712217
1410,692,0,986542284
1411,693,0,985657222
1412,693,0,986538340
1413,694,0,985601397
1414,694,0,986533419
1415,695,0,985544747
1416,695,0,986527526
1417,696,0,985487278
1418,696,0,986520668
1419,697,0,985428995
1420,697,0,986512850
1421,698,0,985369902
1422,698,0,986504076
1423,699,0,985310004
1424,699,0,986494354
1425,700,0,985249307
1426,700,0,986483688
1427,701,0,985187815
1428,701,0,986472083
1429,702,0,985125533
1430,702,0,986459545
1431,702,0,985112512
1432,703,0,986446079
1433,703,0,985150469
1434,704,0,986431690
1435,704,0,985187364
1436,705,0,986416384
1437,705,0,985223203
1438,706,0,986400165
1439,706,0,985257990
1440,707,0,986383040
1441,707,0,985291732
1442,708,0,986365012
1443,708,0,985324435
1444,709,0,986346088
1445,709,0,985356103
1446,710,0,986326272
1447,710,0,985386742
1448,711,0,986305569
1449,711,0,985416358
1450,712,0,986283985
1451,712,0,985444956
1452,713,0,986261524
1453,713,0,985472542
1454,714,0,986238191
1455,714,0,985499120
1456,715,0,986213992
1457,715,0,985524697
1458,716,0,986188931
1459,716,0,985549278
1460,717,0,986163012
1461,717,0,985572867
1462,718,0,986136242
1463,718,0,985595470
1464,719,0,986108624
1465,719,0,985617093
1466,720,0,986080164
1467,720,0,985637741
1468,721,0,986050866
1469,721,0,985657418
1470,722,0,986020736
1471,722,0,985676130
1472,723,0,985989777
1473,723,0,985693882
1474,724,0,985957994
1475,724,0,985710679
1476,725,0,985925393
1477,725,0,985726526
1478,726,0,985891977
1479,726,0,985741429
1480,727,0,985857751
1481,727,0,985755392
1482,728,0,985822721
1483,728,0,985768419
1484,729,0,985786890
1485,729,0,985780517
1486,730,0,985750263
1487,730,0,985791690
1488,731,0,985712844
1489,731,0,985801943
1490,732,0,985674639
1491,732,0,985811281
1492,733,0,985635651
1493,733,0,985819708
1494,734,0,985595885
1495,734,0,985827230
1496,735,0,985555345
1497,735,0,985833851
1498,736,0,985514035
1499,736,0,985839576
1500,737,0,985471961
1501,737,0,985844410
1502,738,0,985429126
1503,738,0,985848357
1504,739,0,985385535
1505,739,0,985851422
1506,740,0,985341192
1507,740,0,985853610
1508,741,0,985296101
1509,741,0,985854926
1510,742,0,985250266
1511,742,0,985855374
1512,743,0,985203692
1513,743,0,985854958
1514,744,0,985156382
1515,744,0,985853683
1516,745,0,985108342
1517,745,0,985851554
1518,746,0,985059575
1519,746,0,985848576
1520,747,0,985010084
1521,747,0,985844752
1522,748,0,984959876
1523,748,0,985840087
1524,749,0,984908952
1525,749,0,985834586
1526,750,0,984857318
1527,750,0,985828253
1528,751,0,984804977
1529,751,0,985821092
1530,752,0,984751934
1531,752,0,985813108
1532,753,0,984698192
1533,753,0,985804305
1534,754,0,984643756
1535,754,0,985794688
1536,755,0,984588629
1537,755,0,985784260
1538,756,0,984532815
1539,756,0,985773026
1540,756,0,984521164
1541,757,0,985760990
1542,757,0,984555166
1543,758,0,985748157
1544,758,0,984588253
1545,759,0,985734531
1546,759,0,984620432
1547,760,0,985720115
1548,760,0,984651705
1549,761,0,985704915
1550,761,0,984682079
1551,762,0,985688933
1552,762,0,984711556
1553,763,0,985672175
1554,763,0,984740142
1555,764,0,985654644
1556,764,0,984767842
1557,765,0,985636345
1558,765,0,984794658
1559,766,0,985617281
1560,766,0,984820597
1561,767,0,985597456
1562,767,0,984845662
1563,768,0,985576875
1564,768,0,984869857
1565,769,0,985555541
1566,769,0,984893187
1567,770,0,985533459
1568,770,0,984915656
1569,771,0,985510632
1570,771,0,984937268
1571,772,0,985487064
1572,772,0,984958028
1573,773,0,985462760
1574,773,0,984977940
1575,774,0,985437722
1576,774,0,984997007
1577,775,0,985411956
1578,775,0,985015235
1579,776,0,985385464
1580,776,0,985032627
1581,777,0,985358251
1582,777,0,985049187
1583,778,0,985330320
1584,778,0,985064920
1585,779,0,985301675
1586,779,0,985079830
1587,780,0,985272320
1588,780,0,985093920
1589,781,0,985242259
1590,781,0,985107194
1591,782,0,985211495
1592,782,0,985119658
1593,783,0,985180032
1594,783,0,985131314
1595,784,0,985147873
1596,784,0,985142167
1597,785,0,985115023
1598,785,0,985152220
1599,786,0,985081485
1600,786,0,985161478
1601,787,0,985047263
1602,787,0,985169944
1603,788,0,985012359
1604,788,0,985177623
1605,789,0,984976779
1606,789,0,985184518
1607,790,0,984940524
1608,790,0,985190634
1609,791,0,984903600
1610,791,0,985195973
1611,792,0,984866009
1612,792,0,985200540
1613,793,0,984827755
1614,793,0,985204338
1615,794,0,984788841
1616,794,0,985207372
1617,795,0,984749271
1618,795,0,985209645
1619,796,0,984709049
1620,796,0,985211161
1621,797,0,984668177
1622,797,0,985211924
1623,798,0,984626659
1624,798,0,985211937
1625,799,0,984584499
1626,799,0,985211204
1627,800,0,984541699
1628,800,0,985209728
1629,801,0,984498264
1630,801,0,985207514
1631,802,0,984454197
1632,802,0,985204564
1633,803,0,984409500
1634,803,0,985200884
1635,804,0,984364178
1636,804,0,985196475
1637,805,0,984318233
1638,805,0,985191342
1639,806,0,984271669
1640,806,0,985185489
1641,807,0,984224488
1642,807,0,985178918
1643,808,0,984176696
1644,808,0,985171633
1645,809,0,984128293
1646,809,0,985163639
1647,810,0,984079285
1648,810,0,985154937
1649,811,0,984029673
1650,811,0,985145533
1651,812,0,983979461
1652,812,0,985135429
1653,812,0,983968996
1654,813,0,985124628
1655,813,0,983999572
1656,814,0,985113134
1657,814,0,984029358
1658,815,0,985100951
1659,815,0,984058358
1660,816,0,985088082
1661,816,0,984086574
1662,817,0,985074530
1663,817,0,984114011
1664,818,0,985060299
1665,818,0,984140672
1666,819,0,985045392
1667,819,0,984166561
1668,820,0,985029811
1669,820,0,984191681
1670,821,0,985013562
1671,821,0,984216037
1672,822,0,984996646
1673,822,0,984239630
1674,823,0,984979067
1675,823,0,984262466
1676,824,0,984960829
1677,824,0,984284547
1678,825,0,984941934
1679,825,0,984305877
1680,826,0,984922386
1681,826,0,984326459
1682,827,0,984902188
1683,827,0,984346297
1684,828,0,984881343
1685,828,0,984365395
1686,829,0,984859854
1687,829,0,984383755
1688,830,0,984837725
1689,830,0,984401381
1690,831,0,984814959
1691,831,0,984418277
1692,832,0,984791558
1693,832,0,984434445
1694,833,0,984767526
1695,833,0,984449890
1696,834,0,984742866
1697,834,0,984464614
1698,835,0,984717581
1699,835,0,984478621
1700,836,0,984691674
1701,836,0,984491914
1702,837,0,984665148
1703,837,0,984504497
1704,838,0,984638007
1705,838,0,984516372
1706,839,0,984610252
1707,839,0,984527543
1708,840,0,984581888
1709,840,0,984538014
1710,841,0,984552917
1711,841,0,984547787
1712,842,0,984523342
1713,842,0,984556865
1714,843,0,984493166
1715,843,0,984565252
1716,844,0,984462392
1717,844,0,984572952
1718,845,0,984431023
1719,845,0,984579966
1720,846,0,984399062
1721,846,0,984586299
1722,847,0,984366512
1723,847,0,984591953
1724,848,0,984333375
1725,848,0,984596932
1726,849,0,984299655
1727,849,0,984601238
1728,850,0,984265354
1729,850,0,984604875
1730,851,0,984230476
1731,851,0,984607846
1732,852,0,984195022
1733,852,0,984610154
1734,853,0,984158996
1735,853,0,984611802
1736,854,0,984122401
1737,854,0,984612792
1738,855,0,984085240
1739,855,0,984613129
1740,856,0,984047514
1741,856,0,984612815
1742,857,0,984009228
1743,857,0,984611852
1744,858,0,983970383
1745,858,0,984610245
1746,859,0,983930982
1747,859,0,984607995
1748,860,0,983891029
1749,860,0,984605107
1750,861,0,983850526
1751,861,0,984601582
1752,862,0,983809475
1753,862,0,984597424
1754,863,0,983767880
1755,863,0,984592635
1756,864,0,983725742
1757,864,0,984587219
1758,865,0,983683065
1759,865,0,984581178
1760,866,0,983639851
1761,866,0,984574515
1762,867,0,983596103
1763,867,0,984567234
1764,868,0,983551823
1765,868,0,984559336
1766,869,0,983507014
1767,869,0,984550826
1768,870,0,983461679
1769,870,0,984541704
1770,870,0,983452243
1771,871,0,984531975
1772,871,0,983479840
1773,872,0,984521641
1774,872,0,983506749
1775,873,0,984510705
1776,873,0,983532974
1777,874,0,984499170
1778,874,0,983558519
1779,875,0,984487038
1780,875,0,983583385
1781,876,0,984474313
1782,876,0,983607575
1783,877,0,984460996
1784,877,0,983631094
1785,878,0,984447090
1786,878,0,983653943
1787,879,0,984432599
1788,879,0,983676126
1789,880,0,984417525
1790,880,0,983697645
1791,881,0,984401870
1792,881,0,983718503
1793,882,0,984385638
1794,882,0,983738703
1795,883,0,984368830
1796,883,0,983758249
1797,884,0,984351450
1798,884,0,983777142
1799,885,0,984333501
1800,885,0,983795386
1801,886,0,984314984
1802,886,0,983812983
1803,887,0,984295902
1804,887,0,983829936
1805,888,0,984276258
1806,888,0,983846248
1807,889,0,984256055
1808,889,0,983861922
1809,890,0,984235295
1810,890,0,983876960
1811,891,0,984213980
1812,891,0,983891366
1813,892,0,984192113
1814,892,0,983905141
1815,893,0,984169698
1816,893,0,983918289
1817,894,0,984146735
1818,894,0,983930812
1819,895,0,984123228
1820,895,0,983942714
1821,896,0,984099179
1822,896,0,983953996
1823,897,0,984074591
1824,897,0,983964662
1825,898,0,984049466
1826,898,0,983974713
1827,899,0,984023806
1828,899,0,983984154
1829,900,0,983997614
1830,900,0,983992985
1831,901,0,983970893
1832,901,0,984001211
1833,902,0,983943645
1834,902,0,984008833
1835,903,0,983915872
1836,903,0,984015854
1837,904,0,983887576
1838,904,0,984022277
1839,905,0,983858761
1840,905,0,984028104
1841,906,0,983829428
1842,906,0,984033338
1843,907,0,983799580
1844,907,0,984037982
1845,908,0,983769219
1846,908,0,984042037
1847,909,0,983738347
1848,909,0,984045507
1849,910,0,983706967
1850,910,0,984048394
1851,911,0,983675082
1852,911,0,984050700
1853,912,0,983642693
1854,912,0,984052428
1855,913,0,983609802
1856,913,0,984053581
1857,914,0,983576413
1858,914,0,984054161
1859,915,0,983542526
1860,915,0,984054170
1861,916,0,983508146
1862,916,0,984053611
1863,917,0,983473273
1864,917,0,984052486
1865,918,0,983437910
1866,918,0,984050798
1867,919,0,983402060
1868,919,0,984048550
1869,920,0,983365724
1870,920,0,984045742
1871,921,0,983328905
1872,921,0,984042379
1873,922,0,983291605
1874,922,0,984038462
1875,923,0,983253826
1876,923,0,984033994
1877,924,0,983215571
1878,924,0,984028976
1879,925,0,983176840
1880,925,0,984023412
1881,926,0,983137638
1882,926,0,984017304
1883,927,0,983097966
1884,927,0,984010654
1885,928,0,983057825
1886,928,0,984003465
1887,929,0,983017219
1888,929,0,983995738
1889,930,0,982976149
1890,930,0,983987476
1891,930,0,982967611
1892,931,0,983978682
1893,931,0,982992602
1894,932,0,983969357
1895,932,0,983016994
1896,933,0,983959504
1897,933,0,983040787
1898,934,0,983949125
1899,934,0,983063986
1900,935,0,983938223
1901,935,0,983086591
1902,936,0,983926799
1903,936,0,983108606
1904,937,0,983914856
1905,937,0,983130034
1906,938,0,983902396
1907,938,0,983150875
1908,939,0,983889422
1909,939,0,983171134
1910,940,0,983875935
1911,940,0,983190811
1912,941,0,983861937
1913,941,0,983209910
1914,942,0,983847432
1915,942,0,983228433
1916,943,0,983832421
1917,943,0,983246382
1918,944,0,983816906
1919,944,0,983263760
1920,945,0,983800889
1921,945,0,983280568
1922,946,0,983784373
1923,946,0,983296809
1924,947,0,983767359
1925,947,0,983312486
1926,948,0,983749851
1927,948,0,983327600
1928,949,0,983731849
1929,949,0,983342155
1930,950,0,983713356
1931,950,0,983356151
1932,951,0,983694375
1933,951,0,983369592
1934,952,0,983674906
1935,952,0,983382480
1936,953,0,983654953
1937,953,0,983394816
1938,954,0,983634518
1939,954,0,983406604
1940,955,0,983613602
1941,955,0,983417845
1942,956,0,983592207
1943,956,0,983428542
1944,957,0,983570336
1945,957,0,983438697
1946,958,0,983547990
1947,958,0,983448311
1948,959,0,983525172
1949,959,0,983457388
1950,960,0,983501884
1951,960,0,983465929
1952,961,0,983478128
1953,961,0,983473936
1954,962,0,983453905
1955,962,0,983481412
1956,963,0,983429217
1957,963,0,983488359
1958,964,0,983404067
1959,964,0,983494779
1960,965,0,983378457
1961,965,0,983500674
1962,966,0,983352389
1963,966,0,983506046
1964,967,0,983325864
1965,967,0,983510897
1966,968,0,983298884
1967,968,0,983515230
1968,969,0,983271452
1969,969,0,983519046
1970,970,0,983243569
1971,970,0,983522348
1972,971,0,983215238
1973,971,0,983525137
1974,972,0,983186460
1975,972,0,983527416
1976,973,0,983157237
1977,973,0,983529187
1978,974,0,983127570
1979,974,0,983530451
1980,975,0,983097463
1981,975,0,983531211
1982,976,0,983066917
1983,976,0,983531469
1984,977,0,983035933
1985,977,0,983531227
1986,978,0,983004514
1987,978,0,983530487
1988,979,0,982972661
1989,979,0,983529251
1990,980,0,982940376
1991,980,0,983527521
1992,981,0,982907662
1993,981,0,983525298
1994,982,0,982874519
1995,982,0,983522585
1996,983,0,982840950
1997,983,0,983519385
1998,984,0,982806957
1999,984,0,983515698
2000,985,0,982772541
2001,985,0,983511526
2002,986,0,982737705
2003,986,0,983506873
2004,987,0,982702449
2005,987,0,983501739
2006,988,0,982666776
2007,988,0,983496126
2008,989,0,982630688
2009,989,0,983490037
2010,990,0,982594186
2011,990,0,983483474
2012,991,0,982557272
2013,991,0,983476438
2014,992,0,982519948
2015,992,0,983468931
2016,992,0,982512199
2017,993,0,983460955
2018,993,0,982534903
2019,994,0,983452512
2020,994,0,982557081
2021,995,0,983443604
2022,995,0,982578734
2023,996,0,983434232
2024,996,0,982599864
2025,997,0,983424400
2026,997,0,982620475
2027,998,0,983414107
2028,998,0,982640566
2029,999,0,983403357
2030,999,0,982660142
2031,1000,0,983392152
2032,1000,0,982679203
2033,1001,0,983380492
2034,1001,0,982697751
2035,1002,0,983368379
2036,1002,0,982715789
2037,1003,0,983355817
2038,1003,0,982733318
2039,1004,0,983342806
2040,1004,0,982750340
2041,1005,0,983329348
2042,1005,0,982766858
2043,1006,0,983315445
2044,1006,0,982782873
2045,1007,0,983301099
2046,1007,0,982798387
2047,1008,0,983286311
2048,1008,0,982813402
2049,1009,0,983271084
2050,1009,0,982827919
2051,1010,0,983255419
2052,1010,0,982841941
2053,1011,0,983239318
2054,1011,0,982855470
2055,1012,0,983222782
2056,1012,0,982868508
2057,1013,0,983205814
2058,1013,0,982881056
2059,1014,0,983188414
2060,1014,0,982893116
2061,1015,0,983170586
2062,1015,0,982904690
2063,1016,0,983152330
2064,1016,0,982915780
2065,1017,0,983133648
2066,1017,0,982926388
2067,1018,0,983114543
2068,1018,0,982936515
2069,1019,0,983095015
2070,1019,0,982946164
2071,1020,0,983075066
2072,1020,0,982955336
2073,1021,0,983054698
2074,1021,0,982964033
2075,1022,0,983033914
2076,1022,0,982972257
2077,1023,0,983012713
2078,1023,0,982980009
2079,1024,0,982991099
2080,1024,0,982987292
2081,1025,0,982969072
2082,1025,0,982994107
2083,1026,0,982946634
2084,1026,0,983000456
2085,1027,0,982923788
2086,1027,0,983006340
2087,1028,0,982900534
2088,1028,0,983011763
2089,1029,0,982876875
2090,1029,0,983016724
2091,1030,0,982852811
2092,1030,0,983021226
2093,1031,0,982828346
2094,1031,0,983025272
2095,1032,0,982803479
2096,1032,0,983028861
2097,1033,0,982778213
2098,1033,0,983031997
2099,1034,0,982752549
2100,1034,0,983034680
2101,1035,0,982726489
2102,1035,0,983036914
2103,1036,0,982700035
2104,1036,0,983038698
2105,1037,0,982673188
2106,1037,0,983040036
2107,1038,0,982645949
2108,1038,0,983040928
2109,1039,0,982618321
2110,1039,0,983041376
2111,1040,0,982590305
2112,1040,0,983041383
2113,1041,0,982561902
2114,1041,0,983040950
2115,1042,0,982533114
2116,1042,0,983040077
2117,1043,0,982503942
2118,1043,0,983038768
2119,1044,0,982474389
2120,1044,0,983037024
2121,1045,0,982444455
2122,1045,0,983034846
2123,1046,0,982414142
2124,1046,0,983032235
2125,1047,0,982383451
2126,1047,0,983029195
2127,1048,0,982352385
2128,1048,0,983025726
2129,1049,0,982320944
2130,1049,0,983021829
2131,1050,0,982289130
2132,1050,0,983017507
2133,1051,0,982256945
2134,1051,0,983012762
2135,1052,0,982224390
2136,1052,0,983007594
2137,1053,0,982191467
2138,1053,0,983002005
2139,1054,0,982158177
2140,1054,0,982995997
2141,1055,0,982124521
2142,1055,0,982989571
2143,1056,0,982090501
2144,1056,0,982982730
2145,1056,0,982083445
2146,1057,0,982975474
2147,1057,0,982104133
2148,1058,0,982967805
2149,1058,0,982124356
2150,1059,0,982959726
2151,1059,0,982144118
2152,1060,0,982951236
2153,1060,0,982163419
2154,1061,0,982942338
2155,1061,0,982182261
2156,1062,0,982933034
2157,1062,0,982200647
2158,1063,0,982923324
2159,1063,0,982218577
2160,1064,0,982913211
2161,1064,0,982236053
2162,1065,0,982902696
2163,1065,0,982253076
2164,1066,0,982891780
2165,1066,0,982269650
2166,1067,0,982880465
2167,1067,0,982285774
2168,1068,0,982868753
2169,1068,0,982301451
2170,1069,0,982856645
2171,1069,0,982316682
2172,1070,0,982844142
2173,1070,0,982331469
2174,1071,0,982831247
2175,1071,0,982345814
2176,1072,0,982817959
2177,1072,0,982359717
2178,1073,0,982804282
2179,1073,0,982373181
2180,1074,0,982790216
2181,1074,0,982386207
2182,1075,0,982775763
2183,1075,0,982398797
2184,1076,0,982760924
2185,1076,0,982410952
2186,1077,0,982745701
2187,1077,0,982422674
2188,1078,0,982730095
2189,1078,0,982433965
2190,1079,0,982714108
2191,1079,0,982444825
2192,1080,0,982697741
2193,1080,0,982455257
2194,1081,0,982680995
2195,1081,0,982465261
2196,1082,0,982663873
2197,1082,0,982474841
2198,1083,0,982646375
2199,1083,0,982483996
2200,1084,0,982628502
2201,1084,0,982492729
2202,1085,0,982610257
2203,1085,0,982501041
2204,1086,0,982591641
2205,1086,0,982508933
2206,1087,0,982572654
2207,1087,0,982516408
2208,1088,0,982553299
2209,1088,0,982523466
2210,1089,0,982533577
2211,1089,0,982530109
2212,1090,0,982513488
2213,1090,0,982536338
2214,1091,0,982493036
2215,1091,0,982542156
2216,1092,0,982472220
2217,1092,0,982547563
2218,1093,0,982451043
2219,1093,0,982552561
2220,1094,0,982429505
2221,1094,0,982557151
2222,1095,0,982407608
2223,1095,0,982561335
2224,1096,0,982385354
2225,1096,0,982565115
2226,1097,0,982362743
2227,1097,0,982568491
2228,1098,0,982339778
2229,1098,0,982571465
2230,1099,0,982316459
2231,1099,0,982574039
2232,1100,0,982292787
2233,1100,0,982576214
2234,1101,0,982268765
2235,1101,0,982577991
2236,1102,0,982244393
2237,1102,0,982579372
2238,1103,0,982219672
2239,1103,0,982580359
2240,1104,0,982194605
2241,1104,0,982580952
2242,1105,0,982169192
2243,1105,0,982581153
2244,1106,0,982143434
2245,1106,0,982580963
2246,1107,0,982117334
2247,1107,0,982580385
2248,1108,0,982090892
2249,1108,0,982579419
2250,1109,0,982064109
2251,1109,0,982578066
2252,1110,0,982036987
2253,1110,0,982576328
2254,1111,0,982009526
2255,1111,0,982574207
2256,1112,0,981981730
2257,1112,0,982571703
2258,1113,0,981953597
2259,1113,0,982568819
2260,1114,0,981925131
2261,1114,0,982565555
2262,1115,0,981896332
2263,1115,0,982561913
2264,1116,0,981867201
2265,1116,0,982557894
2266,1117,0,981837740
2267,1117,0,982553499
2268,1118,0,981807949
2269,1118,0,982548730
2270,1119,0,981777831
2271,1119,0,982543589
2272,1120,0,981747386
2273,1120,0,982538075
2274,1121,0,981716615
2275,1121,0,982532192
2276,1122,0,981685520
2277,1122,0,982525940
2278,1122,0,981679078
2279,1123,0,982519320
2280,1123,0,981697981
2281,1124,0,982512334
2282,1124,0,981716474
2283,1125,0,982504983
2284,1125,0,981734557
2285,1126,0,982497268
2286,1126,0,981752234
2287,1127,0,982489191
2288,1127,0,981769505
2289,1128,0,982480752
2290,1128,0,981786371
2291,1129,0,982471954
2292,1129,0,981802834
2293,1130,0,982462798
2294,1130,0,981818895
2295,1131,0,982453284
2296,1131,0,981834555
2297,1132,0,982443414
2298,1132,0,981849817
2299,1133,0,982433189
2300,1133,0,981864680
2301,1134,0,982422611
2302,1134,0,981879148
2303,1135,0,982411681
2304,1135,0,981893220
2305,1136,0,982400400
2306,1136,0,981906898
2307,1137,0,982388769
2308,1137,0,981920184
2309,1138,0,982376789
2310,1138,0,981933079
2311,1139,0,982364463
2312,1139,0,981945585
2313,1140,0,982351790
2314,1140,0,981957701
2315,1141,0,982338772
2316,1141,0,981969431
2317,1142,0,982325411
2318,1142,0,981980774
2319,1143,0,982311708
2320,1143,0,981991733
2321,1144,0,982297664
2322,1144,0,982002309
2323,1145,0,982283279
2324,1145,0,982012503
2325,1146,0,982268556
2326,1146,0,982022316
2327,1147,0,982253495
2328,1147,0,982031750
2329,1148,0,982238098
2330,1148,0,982040806
2331,1149,0,982222366
2332,1149,0,982049484
2333,1150,0,982206300
2334,1150,0,982057788
2335,1151,0,982189902
2336,1151,0,982065717
2337,1152,0,982173171
2338,1152,0,982073272
2339,1153,0,982156111
2340,1153,0,982080456
2341,1154,0,982138721
2342,1154,0,982087270
2343,1155,0,982121003
2344,1155,0,982093714
2345,1156,0,982102958
2346,1156,0,982099790
2347,1157,0,982084588
2348,1157,0,982105499
2349,1158,0,982065893
2350,1158,0,982110843
2351,1159,0,982046874
2352,1159,0,982115822
2353,1160,0,982027533
2354,1160,0,982120439
2355,1161,0,982007871
2356,1161,0,982124693
2357,1162,0,981987889
2358,1162,0,982128586
2359,1163,0,981967589
2360,1163,0,982132120
2361,1164,0,981946970
2362,1164,0,982135296
2363,1165,0,981926035
2364,1165,0,982138115
2365,1166,0,981904785
2366,1166,0,982140578
2367,1167,0,981883220
2368,1167,0,982142686
2369,1168,0,981861341
2370,1168,0,982144441
2371,1169,0,981839151
2372,1169,0,982145843
2373,1170,0,981816650
2374,1170,0,982146894
2375,1171,0,981793839
2376,1171,0,982147595
2377,1172,0,981770718
2378,1172,0,982147948
2379,1173,0,981747291
2380,1173,0,982147953
2381,1174,0,981723556
2382,1174,0,982147611
2383,1175,0,981699516
2384,1175,0,982146925
2385,1176,0,981675172
2386,1176,0,982145894
2387,1177,0,981650524
2388,1177,0,982144520
2389,1178,0,981625573
2390,1178,0,982142804
2391,1179,0,981600322
2392,1179,0,982140748
2393,1180,0,981574770
2394,1180,0,982138352
2395,1181,0,981548919
2396,1181,0,982135618
2397,1182,0,981522771
2398,1182,0,982132547
2399,1183,0,981496325
2400,1183,0,982129139
2401,1184,0,981469583
2402,1184,0,982125397
2403,1185,0,981442546
2404,1185,0,982121321
2405,1186,0,981415216
2406,1186,0,982116912
2407,1187,0,981387592
2408,1187,0,982112171
2409,1188,0,981359677
2410,1188,0,982107100
2411,1189,0,981331471
2412,1189,0,982101699
2413,1190,0,981302975
2414,1190,0,982095970
2415,1190,0,981297078
2416,1191,0,982089914
2417,1191,0,981314395
2418,1192,0,982083532
2419,1192,0,981331349
2420,1193,0,982076825
2421,1193,0,981347939
2422,1194,0,982069794
2423,1194,0,981364168
2424,1195,0,982062440
2425,1195,0,981380037
2426,1196,0,982054764
2427,1196,0,981395546
2428,1197,0,982046768
2429,1197,0,981410697
2430,1198,0,982038452
2431,1198,0,981425491
2432,1199,0,982029817
2433,1199,0,981439929
2434,1200,0,982020865
2435,1200,0,981454012
2436,1201,0,982011597
2437,1201,0,981467742
2438,1202,0,982002013
2439,1202,0,981481119
2440,1203,0,981992115
2441,1203,0,981494145
2442,1204,0,981981904
2443,1204,0,981506820
2444,1205,0,981971381
2445,1205,0,981519146
2446,1206,0,981960546
2447,1206,0,981531125
2448,1207,0,981949401
2449,1207,0,981542756
2450,1208,0,981937948
2451,1208,0,981554042
2452,1209,0,981926186
2453,1209,0,981564982
2454,1210,0,981914117
2455,1210,0,981575579
2456,1211,0,981901743
2457,1211,0,981585834
2458,1212,0,981889063
2459,1212,0,981595747
2460,1213,0,981876079
2461,1213,0,981605320
2462,1214,0,981862793
2463,1214,0,981614553
2464,1215,0,981849205
2465,1215,0,981623449
2466,1216,0,981835315
2467,1216,0,981632007
2468,1217,0,981821126
2469,1217,0,981640229
2470,1218,0,981806638
2471,1218,0,981648116
2472,1219,0,981791852
2473,1219,0,981655669
2474,1220,0,981776770
2475,1220,0,981662890
2476,1221,0,981761391
2477,1221,0,981669778
2478,1222,0,981745718
2479,1222,0,981676336
2480,1223,0,981729750
2481,1223,0,981682564
2482,1224,0,981713490
2483,1224,0,981688464
2484,1225,0,981696938
2485,1225,0,981694036
2486,1226,0,981680094
2487,1226,0,981699281
2488,1227,0,981662961
2489,1227,0,981704201
2490,1228,0,981645539
2491,1228,0,981708796
2492,1229,0,981627828
2493,1229,0,981713068
2494,1230,0,981609831
2495,1230,0,981717017
2496,1231,0,981591547
2497,1231,0,981720645
2498,1232,0,981572979
2499,1232,0,981723953
2500,1233,0,981554126
2501,1233,0,981726941
2502,1234,0,981534989
2503,1234,0,981729611
2504,1235,0,981515571
2505,1235,0,981731964
2506,1236,0,981495871
2507,1236,0,981734000
2508,1237,0,981475890
2509,1237,0,981735721
2510,1238,0,981455630
2511,1238,0,981737127
2512,1239,0,981435092
2513,1239,0,981738220
2514,1240,0,981414276
2515,1240,0,981739001
2516,1241,0,981393183
2517,1241,0,981739471
2518,1242,0,981371814
2519,1242,0,981739630
2520,1243,0,981350171
2521,1243,0,981739479
2522,1244,0,981328253
2523,1244,0,981739021
2524,1245,0,981306063
2525,1245,0,981738255
2526,1246,0,981283600
2527,1246,0,981737182
2528,1247,0,981260866
2529,1247,0,981735804
2530,1248,0,981237862
2531,1248,0,981734121
2532,1249,0,981214588
2533,1249,0,981732135
2534,1250,0,981191046
