n,a_max,num_anomalous_a,floor_1e9_rho
2535,1250,0,981729847
2536,1251,0,981167236
2537,1251,0,981727256
2538,1252,0,981143160
2539,1252,0,981724365
2540,1253,0,981118818
2541,1253,0,981721175
2542,1254,0,981094210
2543,1254,0,981717685
2544,1255,0,981069339
2545,1255,0,981713898
2546,1256,0,981044205
2547,1256,0,981709814
2548,1257,0,981018808
2549,1257,0,981705434
2550,1258,0,980993150
2551,1258,0,981700758
2552,1259,0,980967231
2553,1259,0,981695789
2554,1260,0,980941053
2555,1260,0,981690527
2556,1260,0,980935640
2557,1261,0,981684972
2558,1261,0,980951545
2559,1262,0,981679127
2560,1262,0,980967125
2561,1263,0,981672990
2562,1263,0,980982382
2563,1264,0,981666565
2564,1264,0,980997317
2565,1265,0,981659851
2566,1265,0,981011931
2567,1266,0,981652849
2568,1266,0,981026225
2569,1267,0,981645560
2570,1267,0,981040199
2571,1268,0,981637986
2572,1268,0,981053855
2573,1269,0,981630127
2574,1269,0,981067193
2575,1270,0,981621984
2576,1270,0,981080216
2577,1271,0,981613558
2578,1271,0,981092922
2579,1272,0,981604849
2580,1272,0,981105315
2581,1273,0,981595859
2582,1273,0,981117393
2583,1274,0,981586589
2584,1274,0,981129160
2585,1275,0,981577039
2586,1275,0,981140614
2587,1276,0,981567211
2588,1276,0,981151758
2589,1277,0,981557105
2590,1277,0,981162592
2591,1278,0,981546722
2592,1278,0,981173117
2593,1279,0,981536063
2594,1279,0,981183334
2595,1280,0,981525129
2596,1280,0,981193244
2597,1281,0,981513920
2598,1281,0,981202848
2599,1282,0,981502439
2600,1282,0,981212147
2601,1283,0,981490684
2602,1283,0,981221142
2603,1284,0,981478658
2604,1284,0,981229833
2605,1285,0,981466361
2606,1285,0,981238222
2607,1286,0,981453795
2608,1286,0,981246310
2609,1287,0,981440959
2610,1287,0,981254096
2611,1288,0,981427855
2612,1288,0,981261584
2613,1289,0,981414483
2614,1289,0,981268772
2615,1290,0,981400845
2616,1290,0,981275663
2617,1291,0,981386941
2618,1291,0,981282256
2619,1292,0,981372772
2620,1292,0,981288554
2621,1293,0,981358339
2622,1293,0,981294556
2623,1294,0,981343643
2624,1294,0,981300264
2625,1295,0,981328685
2626,1295,0,981305678
2627,1296,0,981313465
2628,1296,0,981310800
2629,1297,0,981297984
2630,1297,0,981315631
2631,1298,0,981282244
2632,1298,0,981320170
2633,1299,0,981266244
2634,1299,0,981324420
2635,1300,0,981249986
2636,1300,0,981328380
2637,1301,0,981233471
2638,1301,0,981332052
2639,1302,0,981216699
2640,1302,0,981335437
2641,1303,0,981199671
2642,1303,0,981338536
2643,1304,0,981182388
2644,1304,0,981341349
2645,1305,0,981164851
2646,1305,0,981343877
2647,1306,0,981147060
2648,1306,0,981346121
2649,1307,0,981129017
2650,1307,0,981348083
2651,1308,0,981110722
2652,1308,0,981349762
2653,1309,0,981092176
2654,1309,0,981351160
2655,1310,0,981073380
2656,1310,0,981352277
2657,1311,0,981054335
2658,1311,0,981353115
2659,1312,0,981035040
2660,1312,0,981353673
2661,1313,0,981015498
2662,1313,0,981353954
2663,1314,0,980995709
2664,1314,0,981353958
2665,1315,0,980975674
2666,1315,0,981353686
2667,1316,0,980955393
2668,1316,0,981353137
2669,1317,0,980934867
2670,1317,0,981352315
2671,1318,0,980914097
2672,1318,0,981351218
2673,1319,0,980893084
2674,1319,0,981349849
2675,1320,0,980871829
2676,1320,0,981348207
2677,1321,0,980850332
2678,1321,0,981346294
2679,1322,0,980828594
2680,1322,0,981344110
2681,1323,0,980806615
2682,1323,0,981341657
2683,1324,0,980784398
2684,1324,0,981338934
2685,1325,0,980761942
2686,1325,0,981335944
2687,1326,0,980739248
2688,1326,0,981332686
2689,1327,0,980716317
2690,1327,0,981329162
2691,1328,0,980693149
2692,1328,0,981325372
2693,1329,0,980669746
2694,1329,0,981321317
2695,1330,0,980646108
2696,1330,0,981316997
2697,1331,0,980622235
2698,1331,0,981312415
2699,1332,0,980598130
2700,1332,0,981307570
2701,1332,0,980593150
2702,1333,0,981302463
2703,1333,0,980607791
2704,1334,0,981297095
2705,1334,0,980622143
2706,1335,0,981291467
2707,1335,0,980636206
2708,1336,0,981285579
2709,1336,0,980649980
2710,1337,0,981279433
2711,1337,0,980663468
2712,1338,0,981273029
2713,1338,0,980676669
2714,1339,0,981266368
2715,1339,0,980689585
2716,1340,0,981259451
2717,1340,0,980702217
2718,1341,0,981252278
2719,1341,0,980714564
2720,1342,0,981244850
2721,1342,0,980726628
2722,1343,0,981237168
2723,1343,0,980738410
2724,1344,0,981229233
2725,1344,0,980749911
2726,1345,0,981221045
2727,1345,0,980761130
2728,1346,0,981212606
2729,1346,0,980772071
2730,1347,0,981203915
2731,1347,0,980782731
2732,1348,0,981194974
2733,1348,0,980793114
2734,1349,0,981185784
2735,1349,0,980803219
2736,1350,0,981176345
2737,1350,0,980813048
2738,1351,0,981166658
2739,1351,0,980822601
2740,1352,0,981156723
2741,1352,0,980831878
2742,1353,0,981146543
2743,1353,0,980840882
2744,1354,0,981136116
2745,1354,0,980849611
2746,1355,0,981125444
2747,1355,0,980858068
2748,1356,0,981114528
2749,1356,0,980866254
2750,1357,0,981103368
2751,1357,0,980874167
2752,1358,0,981091966
2753,1358,0,980881811
2754,1359,0,981080321
2755,1359,0,980889185
2756,1360,0,981068435
2757,1360,0,980896290
2758,1361,0,981056308
2759,1361,0,980903126
2760,1362,0,981043941
2761,1362,0,980909696
2762,1363,0,981031335
2763,1363,0,980915999
2764,1364,0,981018490
2765,1364,0,980922036
2766,1365,0,981005407
2767,1365,0,980927808
2768,1366,0,980992087
2769,1366,0,980933315
2770,1367,0,980978531
2771,1367,0,980938559
2772,1368,0,980964739
2773,1368,0,980943541
2774,1369,0,980950713
2775,1369,0,980948260
2776,1370,0,980936451
2777,1370,0,980952718
2778,1371,0,980921957
2779,1371,0,980956915
2780,1372,0,980907229
2781,1372,0,980960853
2782,1373,0,980892269
2783,1373,0,980964531
2784,1374,0,980877077
2785,1374,0,980967951
2786,1375,0,980861655
2787,1375,0,980971113
2788,1376,0,980846003
2789,1376,0,980974019
2790,1377,0,980830121
2791,1377,0,980976668
2792,1378,0,980814010
2793,1378,0,980979062
2794,1379,0,980797671
2795,1379,0,980981201
2796,1380,0,980781105
2797,1380,0,980983086
2798,1381,0,980764312
2799,1381,0,980984718
2800,1382,0,980747293
2801,1382,0,980986098
2802,1383,0,980730049
2803,1383,0,980987225
2804,1384,0,980712580
2805,1384,0,980988102
2806,1385,0,980694887
2807,1385,0,980988728
2808,1386,0,980676970
2809,1386,0,980989105
2810,1387,0,980658831
2811,1387,0,980989232
2812,1388,0,980640470
2813,1388,0,980989111
2814,1389,0,980621888
2815,1389,0,980988743
2816,1390,0,980603084
2817,1390,0,980988128
2818,1391,0,980584061
2819,1391,0,980987266
2820,1392,0,980564818
2821,1392,0,980986160
2822,1393,0,980545357
2823,1393,0,980984808
2824,1394,0,980525678
2825,1394,0,980983212
2826,1395,0,980505781
2827,1395,0,980981373
2828,1396,0,980485667
2829,1396,0,980979292
2830,1397,0,980465337
2831,1397,0,980976968
2832,1398,0,980444792
2833,1398,0,980974403
2834,1399,0,980424032
2835,1399,0,980971598
2836,1400,0,980403057
2837,1400,0,980968552
2838,1401,0,980381869
2839,1401,0,980965268
2840,1402,0,980360469
2841,1402,0,980961744
2842,1403,0,980338855
2843,1403,0,980957983
2844,1404,0,980317031
2845,1404,0,980953985
2846,1405,0,980294995
2847,1405,0,980949750
2848,1406,0,980272748
2849,1406,0,980945279
2850,1406,0,980268157
2851,1407,0,980940573
2852,1407,0,980281665
2853,1408,0,980935632
2854,1408,0,980294914
2855,1409,0,980930458
2856,1409,0,980307904
2857,1410,0,980925050
2858,1410,0,980320635
2859,1411,0,980919410
2860,1411,0,980333109
2861,1412,0,980913538
2862,1412,0,980345327
2863,1413,0,980907435
2864,1413,0,980357288
2865,1414,0,980901101
2866,1414,0,980368994
2867,1415,0,980894537
2868,1415,0,980380445
2869,1416,0,980887744
2870,1416,0,980391643
2871,1417,0,980880722
2872,1417,0,980402587
2873,1418,0,980873473
2874,1418,0,980413278
2875,1419,0,980865996
2876,1419,0,980423717
2877,1420,0,980858292
2878,1420,0,980433905
2879,1421,0,980850362
2880,1421,0,980443843
2881,1422,0,980842207
2882,1422,0,980453530
2883,1423,0,980833828
2884,1423,0,980462969
2885,1424,0,980825224
2886,1424,0,980472159
2887,1425,0,980816396
2888,1425,0,980481101
2889,1426,0,980807346
2890,1426,0,980489795
2891,1427,0,980798073
2892,1427,0,980498244
2893,1428,0,980788579
2894,1428,0,980506446
2895,1429,0,980778864
2896,1429,0,980514403
2897,1430,0,980768929
2898,1430,0,980522116
2899,1431,0,980758774
2900,1431,0,980529584
2901,1432,0,980748400
2902,1432,0,980536810
2903,1433,0,980737807
2904,1433,0,980543793
2905,1434,0,980726996
2906,1434,0,980550534
2907,1435,0,980715969
2908,1435,0,980557034
2909,1436,0,980704724
2910,1436,0,980563293
2911,1437,0,980693264
2912,1437,0,980569312
2913,1438,0,980681588
2914,1438,0,980575092
2915,1439,0,980669698
2916,1439,0,980580633
2917,1440,0,980657593
2918,1440,0,980585936
2919,1441,0,980645275
2920,1441,0,980591002
2921,1442,0,980632744
2922,1442,0,980595831
2923,1443,0,980620000
2924,1443,0,980600424
2925,1444,0,980607045
2926,1444,0,980604782
2927,1445,0,980593878
2928,1445,0,980608905
2929,1446,0,980580501
2930,1446,0,980612793
2931,1447,0,980566914
2932,1447,0,980616448
2933,1448,0,980553118
2934,1448,0,980619871
2935,1449,0,980539112
2936,1449,0,980623060
2937,1450,0,980524899
2938,1450,0,980626019
2939,1451,0,980510478
2940,1451,0,980628746
2941,1452,0,980495850
2942,1452,0,980631243
2943,1453,0,980481016
2944,1453,0,980633509
2945,1454,0,980465975
2946,1454,0,980635547
2947,1455,0,980450730
2948,1455,0,980637356
2949,1456,0,980435280
2950,1456,0,980638938
2951,1457,0,980419626
2952,1457,0,980640292
2953,1458,0,980403768
2954,1458,0,980641419
2955,1459,0,980387707
2956,1459,0,980642320
2957,1460,0,980371444
2958,1460,0,980642996
2959,1461,0,980354979
2960,1461,0,980643447
2961,1462,0,980338313
2962,1462,0,980643673
2963,1463,0,980321446
2964,1463,0,980643676
2965,1464,0,980304379
2966,1464,0,980643456
2967,1465,0,980287113
2968,1465,0,980643013
2969,1466,0,980269647
2970,1466,0,980642349
2971,1467,0,980251984
2972,1467,0,980641463
2973,1468,0,980234122
2974,1468,0,980640356
2975,1469,0,980216063
2976,1469,0,980639030
2977,1470,0,980197808
2978,1470,0,980637484
2979,1471,0,980179356
2980,1471,0,980635719
2981,1472,0,980160709
2982,1472,0,980633736
2983,1473,0,980141866
2984,1473,0,980631535
2985,1474,0,980122829
2986,1474,0,980629117
2987,1475,0,980103598
2988,1475,0,980626482
2989,1476,0,980084174
2990,1476,0,980623632
2991,1477,0,980064557
2992,1477,0,980620566
2993,1478,0,980044748
2994,1478,0,980617285
2995,1479,0,980024746
2996,1479,0,980613790
2997,1480,0,980004554
2998,1480,0,980610081
2999,1481,0,979984171
3000,1481,0,980606160
