a,b,c,L,exact,degenerate,nodes,secs,word
1,9,13,571,0,0,400000704,14.178,"0,1,0,9,0,1,0,13,0,1,0,9,1,0,1,13,1,0,1,9,1,13,9,0,9,1,0,1,13,0,1,0,9,0,13,0,9,0,1,9,0,9,13,1,0,1,9,0,9,13,9,0,9,1,9,13,0,13,9,13,0,1,0,9,0,13,9,13,1,9,1,0,1,13,9,13,1,13,0,1,9,0,1,0,13,0,1,0,9,0,13,9,1,13,9,0,13,0,1,13,0,13,9,13,1,13,9,13,0,9,13,1,9,1,0,9,1,9,13,9,0,13,9,13,1,0,13,0,9,0,1,0,13,1,0,1,9,1,13,1,9,1,0,9,13,9,1,13,9,13,0,13,1,0,9,1,0,13,1,9,0,9,13,0,9,0,1,0,13,0,1,0,9,1,13,0,13,1,13,9,1,9,0,13,0,9,1,0,1,13,1,9,1,0,9,1,9,13,0,9,0,1,0,13,0,1,0,9,1,0,1,13,1,0,1,9,1,13,9,1,9,0,1,0,13,1,9,1,0,13,1,13,9,13,0,9,13,9,1,0,13,1,0,1,9,0,9,13,0,9,0,1,0,13,0,1,0,9,1,0,1,13,1,9,13,0,9,0,1,0,9,13,0,13,1,13,9,1,13,1,0,1,9,1,13,9,0,9,1,13,9,13,0,13,1,13,9,13,0,9,0,1,0,13,1,13,9,1,13,1,0,1,9,0,1,0,13,1,9,13,0,9,0,1,0,13,9,13,0,13,1,13,0,13,9,0,1,9,13,0,13,9,13,1,13,9,13,0,9,1,9,13,0,9,0,1,0,13,1,9,1,0,13,1,13,9,13,0,13,9,13,1,9,13,9,0,9,1,0,1,13,9,13,0,1,13,1,9,1,13,1,0,1,9,0,1,0,13,1,9,13,0,9,0,1,0,13,9,13,1,13,0,1,0,9,1,0,1,13,1,9,13,9,0,9,13,9,1,9,0,1,13,0,13,9,0,13,0,1,0,9,0,1,0,13,1,0,1,9,13,9,0,9,1,0,13,1,0,1,9,1,0,1,13,1,9,13,1,13,0,1,9,1,0,1,13,0,13,9,13,0,1,0,13,0,9,1,9,0,13,9,13,1,13,0,1,9,1,13,0,13,9,13,1,13,9,13,0,9,1,9,13,1,9,1,0,1,9,1,13,9,13,0,13,1,0,1,9,0,1,0,13,0,9,13,1,9,1,0,9,0,13,9,1,9,13,9,0,13,1,13,0,13,9,0,9,1,9,0,13,0,1,0,9,1,9,13,9,1,0,13"
2,9,13,449,0,0,400000528,13.473,"0,2,0,9,0,2,0,13,0,2,0,9,2,0,2,13,2,0,2,9,2,13,9,0,9,2,0,2,13,0,13,9,13,0,13,2,0,13,0,9,0,2,9,2,13,9,0,9,2,0,9,0,13,0,2,0,9,2,0,2,13,2,0,2,9,0,9,13,0,2,0,9,13,0,13,2,13,0,13,9,13,2,9,0,9,2,9,13,9,2,0,9,0,13,0,9,2,0,2,13,2,0,2,9,2,13,0,13,9,13,2,13,9,13,0,9,2,9,13,2,13,0,2,0,9,0,13,2,13,0,9,13,9,2,9,13,0,9,0,2,9,0,9,13,9,2,9,13,9,0,13,9,13,2,13,9,13,0,13,2,0,9,0,13,9,13,2,9,13,9,0,9,2,0,9,0,13,9,2,13,2,0,2,13,2,9,2,13,0,13,9,13,2,13,9,13,0,9,0,2,0,13,2,13,9,2,0,2,13,0,2,0,9,0,13,0,9,0,2,9,13,0,9,2,0,2,13,0,13,9,13,2,13,9,13,0,9,13,9,2,9,13,9,0,9,2,0,2,13,9,13,0,13,2,0,9,0,2,0,13,0,2,9,0,9,13,0,9,0,2,0,13,0,2,0,9,2,0,2,13,2,0,2,9,2,13,9,2,9,0,2,0,13,2,9,2,0,13,2,13,9,13,0,9,13,9,2,0,2,13,0,2,0,9,2,0,2,13,9,2,9,0,9,2,9,13,9,0,2,0,13,2,13,9,2,9,0,9,13,9,2,13,9,13,0,13,9,13,2,13,0,2,0,9,0,2,13,9,13,2,13,0,13,2,13,9,2,0,2,13,0,2,0,9,2,9,13,2,13,0,13,9,2,9,13,0,9,0,2,0,13,0,2,0,9,2,0,2,13,2,0,2,9,2,13,9,0,13,9,2,13,2,0,13,2,13,9,13,0,9,13,9,2,9,0,9,13,0,2,0,9,2,0,2,13,0,9,13,0,2,13,9,0,9,2,9,0,13,2"
3,9,13,439,0,0,400000332,12.768,"0,3,0,9,0,3,0,13,0,3,0,9,3,0,3,13,3,9,3,0,9,0,13,0,3,0,13,0,9,13,0,3,13,3,9,3,0,9,0,13,0,3,9,13,9,3,9,0,9,3,13,0,13,9,13,3,0,3,13,3,9,0,9,13,3,13,0,13,9,13,0,13,3,0,9,0,13,3,13,9,3,13,0,9,0,3,9,0,9,13,9,3,9,13,9,0,13,9,13,3,13,9,13,0,13,3,0,13,0,9,13,3,9,13,9,0,9,13,9,3,13,3,0,3,13,9,0,13,0,3,0,13,0,9,0,3,9,0,9,13,0,3,13,9,3,9,0,9,13,9,3,13,9,13,0,13,9,13,3,13,0,3,13,3,9,0,3,0,13,0,9,13,9,3,9,13,0,9,0,3,0,13,0,3,0,9,3,0,3,13,9,3,9,0,9,3,9,13,9,0,13,0,3,9,0,13,9,13,3,13,0,3,0,9,0,13,0,3,0,9,3,13,9,3,9,0,3,0,13,0,3,0,9,3,0,3,13,3,9,3,0,9,3,9,13,9,0,9,3,0,9,0,13,3,0,3,9,3,0,3,13,3,9,0,13,0,3,13,3,9,0,9,13,0,9,0,3,9,13,9,3,9,0,3,13,9,0,13,9,13,3,13,9,13,0,13,3,0,13,0,9,13,3,9,0,3,0,13,0,9,0,3,9,0,9,13,9,0,9,3,9,13,3,0,13,0,9,0,13,3,13,9,13,3,0,3,13,9,3,9,0,9,13,9,3,13,9,13,0,13,9,13,3,13,0,3,13,3,9,13,0,13,9,13,3,9,3,0,9,3,9,13,3,9,3,0,9,0,13,0,3,0,9,0,13,9,13,3,13,9,13,0,13,3,9,3,13,3,0,13,0,9,0,3,0,13,3,0,3,9,3,0,3,13,3,9,13,0,9,3,9,13,3,13,0,13,3,9,3,13,3,0,9,0,3,0,9,13,3"
4,9,13,60,1,1,7707828,0.100,"0,13,4,0,9,13,9,4,13,4,0,4,13,9,13,4,13,9,0,9,4,0,4,13,4,0,9,0,4,0,9,13,9,0,9,13,4,13,9,13,0,9,0,4,13,4,0,4,13,9,13,4,13,0,4,0,9,13,4,9"
1,10,13,490,0,0,400000628,15.409,"0,1,0,10,0,1,0,13,0,1,0,10,1,0,1,13,1,0,1,10,1,13,10,0,10,1,0,1,13,0,1,0,10,0,13,10,0,10,1,0,1,13,10,13,1,0,13,0,10,0,13,0,1,0,13,10,13,1,13,0,13,1,13,10,1,10,0,1,0,13,0,1,0,10,0,13,10,0,10,1,0,1,13,1,10,13,0,10,1,10,13,1,13,0,13,1,13,10,13,0,10,1,10,13,1,10,1,0,10,0,13,10,0,10,1,13,10,13,0,13,1,0,13,0,10,13,10,1,10,13,10,0,13,10,13,1,13,0,13,1,13,10,1,13,0,1,0,10,0,13,10,13,1,10,13,10,0,13,10,13,1,10,1,0,1,10,1,13,1,0,13,0,10,13,1,13,10,0,10,13,10,0,1,0,10,0,1,13,1,0,1,10,13,10,0,1,10,1,13,1,0,1,13,1,10,13,1,13,0,13,10,13,1,10,13,10,0,1,0,13,10,0,10,1,10,13,1,10,1,0,1,13,0,1,0,10,13,1,10,13,10,0,13,0,1,0,10,0,1,0,13,1,13,10,1,13,1,0,1,10,1,0,1,13,0,1,0,10,0,13,0,10,0,1,10,1,13,1,0,1,10,0,1,0,13,10,0,10,1,10,13,10,0,13,0,1,0,13,10,1,13,1,0,1,13,10,1,10,0,1,0,13,0,10,13,10,1,10,0,1,10,1,13,1,0,1,13,1,10,13,1,13,0,13,10,13,0,13,1,0,10,1,13,1,10,0,10,13,1,13,10,13,0,13,10,13,1,10,0,10,1,10,13,1,10,0,13,0,1,0,10,1,13,10,1,0,10,13,0,13,1,13,10,13,1,13,0,1,10,1,13,10,1,10,0,1,13,0,10,0,1,10,1,13,1,0,1,10,0,1,0,13,0,10,0,1,10,0,10,13,10,1,10,13,10,0,13,0,1,0,10,1,0,1,13,1,10,13,0,13,1,10,1,0,10,1,10,13,10,0,10,13,10,1,13,10,13,0,13,1,13,10,1,10,0,1,10,1,13,1,0,13,10,13,1,10,13,10,0,13,0,1,0,10,1,13,1,0,10,1"
2,10,13,477,0,0,400000580,14.568,"0,2,0,10,0,2,0,13,0,2,0,10,2,0,2,13,2,0,2,10,2,13,10,0,10,2,0,2,13,0,2,0,10,0,13,0,10,0,2,10,0,10,13,2,0,2,10,0,10,13,10,0,10,2,10,13,0,13,10,13,0,2,0,10,0,13,0,10,0,2,10,2,13,0,10,0,2,0,13,0,2,0,10,2,13,2,0,10,2,10,13,10,0,10,2,10,13,2,13,0,13,10,13,2,10,13,10,0,2,10,2,13,2,0,2,13,2,10,13,0,2,10,13,10,0,13,0,2,13,0,13,10,13,2,13,10,13,0,10,13,10,2,10,13,10,0,10,2,0,2,13,0,13,10,13,2,13,10,13,0,10,2,10,13,2,10,2,0,2,10,2,13,2,0,13,2,13,10,2,10,0,2,0,13,0,2,0,10,0,13,2,13,10,2,10,0,10,2,10,13,10,0,13,10,13,2,10,0,2,13,0,2,10,0,10,13,0,10,0,2,0,13,0,2,0,10,2,0,2,13,10,0,13,2,13,10,0,10,13,2,10,2,0,2,13,2,0,2,10,0,10,13,0,10,0,2,0,13,0,2,0,10,2,0,2,13,2,0,2,10,2,13,10,0,10,2,0,2,13,2,0,2,10,0,2,0,13,0,10,13,10,2,13,0,13,2,10,2,13,2,10,0,10,2,10,13,0,13,10,13,0,2,10,0,2,0,13,0,2,0,10,0,13,10,0,10,2,0,2,13,2,10,2,0,10,2,10,13,10,0,13,10,13,2,0,2,10,13,2,0,10,0,13,0,2,13,2,10,13,0,13,10,13,2,10,2,0,10,2,10,13,10,0,10,13,10,2,13,10,13,0,13,10,13,2,13,0,2,13,2,10,13,0,13,10,13,2,10,0,2,0,13,0,2,0,10,0,2,13,2,10,2,0,2,10,2,13,10,13,0,13,10,2,10,13,10,0,2,0,10,0,13,2,13,10,0,13,0,2,0,10,0,2,0,13,2,13,10,2,13,2,0,2,10,2,0,2,13,0,2,0,10,0,13,0,10,0,2,10,2,13,2,0,2,10,2,0"
3,10,13,60,1,1,7707828,0.108,"0,13,3,0,10,13,10,3,13,3,0,3,13,10,13,3,13,10,0,10,3,0,3,13,3,0,10,0,3,0,10,13,10,0,10,13,3,13,10,13,0,10,0,3,13,3,0,3,13,10,13,3,13,0,3,0,10,13,3,10"
1,11,13,482,0,0,400000624,15.495,"0,1,0,11,0,1,0,13,0,1,0,11,1,0,1,13,1,0,1,11,1,13,11,0,11,1,0,1,13,0,13,11,13,0,13,1,0,13,0,11,0,1,11,1,13,11,0,11,1,0,11,0,13,0,1,0,11,1,0,1,13,1,0,1,11,0,11,13,0,1,0,11,13,0,13,1,13,0,13,11,13,1,11,0,11,1,11,13,11,1,0,11,0,13,0,11,1,0,1,13,1,0,1,11,1,13,0,13,11,13,1,13,11,13,0,11,1,11,13,1,13,0,1,0,11,0,13,1,13,0,11,13,11,1,11,13,0,11,0,1,11,0,11,13,11,1,11,13,11,0,13,1,13,11,1,11,0,1,11,1,13,0,13,1,11,13,11,0,13,11,13,1,13,0,13,1,13,11,1,13,0,1,0,11,1,11,13,0,1,13,0,13,11,0,11,1,11,13,11,0,13,11,13,1,13,0,1,13,1,11,0,1,0,13,0,1,0,11,0,1,13,11,1,0,11,0,13,0,11,0,1,0,11,13,11,1,0,11,1,13,1,0,13,0,11,0,1,0,13,1,0,1,11,1,0,1,13,0,13,11,1,13,1,0,1,11,1,0,1,13,0,1,0,11,0,13,11,0,11,1,11,13,1,0,1,11,13,11,0,13,11,13,1,13,0,1,11,1,13,11,1,11,0,1,0,13,11,0,1,11,1,13,1,0,1,13,1,11,13,1,13,0,13,11,13,1,11,1,0,13,1,0,11,0,1,13,0,13,11,13,1,13,11,13,0,11,13,11,1,11,13,11,0,11,1,0,11,0,13,0,1,0,13,0,11,13,0,1,11,13,1,13,0,13,1,13,11,13,0,11,13,11,1,11,0,1,13,1,0,1,11,1,0,13,1,13,11,1,13,1,0,1,11,1,0,1,13,0,1,0,11,0,13,11,0,11,1,13,1,11,1,0,13,11,0,1,11,1,13,1,0,1,13,1,11,13,0,13,11,13,1,11,0,13,1,0,1,11,0,11,13,11,0,11,1,0,11,0,13,0,1,0,11,1,0,1,13,1,0,1,11,0,11,13,11,0,1,0,13,0,11,1"
2,11,13,60,1,1,7707828,0.100,"0,13,2,0,11,13,11,2,13,2,0,2,13,11,13,2,13,11,0,11,2,0,2,13,2,0,11,0,2,0,11,13,11,0,11,13,2,13,11,13,0,11,0,2,13,2,0,2,13,11,13,2,13,0,2,0,11,13,2,11"
1,12,13,60,1,1,7707828,0.100,"0,13,1,0,12,13,12,1,13,1,0,1,13,12,13,1,13,12,0,12,1,0,1,13,1,0,12,0,1,0,12,13,12,0,12,13,1,13,12,13,0,12,0,1,13,1,0,1,13,12,13,1,13,0,1,0,12,13,1,12"
1,2,14,379,0,0,400000344,10.747,"0,1,0,2,0,1,0,14,0,1,0,2,1,0,1,14,2,0,2,1,0,2,14,0,14,1,0,2,1,2,14,1,2,1,0,14,1,14,2,14,0,14,1,0,1,2,0,1,0,14,0,2,0,14,0,1,14,0,14,2,14,1,14,2,14,0,2,1,14,2,0,14,0,1,0,14,2,0,2,1,2,14,2,1,2,0,1,0,14,0,1,0,2,1,0,1,14,2,1,2,0,2,1,2,14,2,1,0,14,0,2,14,2,1,2,14,2,0,14,2,14,1,14,0,1,0,2,1,14,0,2,14,2,1,2,14,0,2,0,1,0,2,0,14,0,1,2,1,14,0,14,2,0,14,0,1,14,2,14,1,14,0,1,2,0,2,14,2,1,2,14,2,0,14,2,14,1,14,2,14,0,14,1,0,14,0,2,14,1,14,2,0,14,2,1,2,0,1,0,14,1,14,2,14,0,14,1,0,14,0,2,0,14,0,1,0,2,1,0,1,14,0,2,14,2,1,2,0,2,1,2,14,1,14,0,14,2,0,14,0,1,0,2,1,14,2,0,14,0,1,14,0,14,2,14,1,14,2,14,0,2,14,2,1,2,0,1,14,1,2,14,1,14,0,1,0,2,1,14,1,0,2,1,2,14,2,1,2,0,2,1,14,0,1,2,0,1,0,14,0,1,0,2,0,14,2,1,2,0,14,0,1,14,0,14,2,14,1,2,0,2,1,2,14,1,2,0,14,0,1,0,2,0,1,0,14,1,14,2,14,1,14,0,14,2,0,14,0,1,0,2,0,1,0,14,1,0,2,1,2,14,1,14,0,1,14,1,2,0,1,0,14,0,1,0,2,0,1,0"
1,3,14,506,0,0,400000660,15.514,"0,1,0,3,0,1,0,14,0,1,0,3,1,0,1,14,1,3,1,0,3,0,14,0,1,0,14,0,3,14,0,1,14,1,3,1,0,3,0,14,0,1,3,14,3,1,3,0,3,1,3,14,1,0,1,14,3,14,1,14,3,0,3,14,1,3,0,1,0,14,0,1,3,14,3,0,14,3,14,1,14,0,14,1,14,3,1,0,3,0,14,0,1,0,3,1,14,1,0,14,1,14,3,1,0,3,0,14,3,14,1,3,0,3,1,3,14,1,0,1,14,3,1,14,0,1,0,3,0,1,0,14,0,1,3,1,14,0,1,14,3,14,0,3,14,3,1,14,0,1,0,3,0,1,0,14,0,3,14,0,14,1,14,0,14,3,14,1,3,14,3,0,14,1,14,0,14,3,14,0,1,14,1,3,1,14,0,3,0,1,3,0,14,3,14,1,14,3,14,0,14,3,1,3,0,1,3,1,14,3,0,3,1,0,1,14,1,0,1,3,1,14,0,14,1,14,3,14,1,14,0,1,3,1,14,0,14,3,0,3,1,0,14,1,3,0,1,0,14,0,1,0,3,0,14,3,0,3,1,14,0,14,3,14,1,0,1,14,3,1,3,0,1,0,14,0,1,3,0,3,14,3,1,3,0,1,3,1,14,1,0,1,3,0,1,0,14,0,1,0,3,1,3,14,3,1,0,1,3,1,0,14,0,3,0,1,0,3,0,14,3,14,1,14,0,1,0,3,0,1,0,14,1,0,1,3,14,1,14,0,14,1,14,3,14,0,1,0,3,1,3,14,3,1,0,3,0,14,0,1,0,14,0,3,14,3,1,14,1,0,14,1,14,3,14,0,14,3,14,1,3,14,3,0,3,1,3,0,3,14,0,1,14,0,14,3,1,0,1,3,1,14,3,0,1,0,14,1,14,3,14,0,14,1,0,14,0,3,1,3,14,1,3,1,0,1,14,1,0,1,3,0,1,0,14,0,3,14,1,14,0,1,0,3,1,3,14,3,1,3,0,1,3,1,14,1,0,1,3,0,1,0,14,0,1,0,3,1,3,14,1,0,3,0,14,0,1,0,14,0,3,14,1,14,0,3,14,3,1,3,0,1,14,1,0,1,3,0,3,14,0,1,0,14,0,1"
2,3,14,444,0,0,400000552,13.860,"0,2,0,3,0,2,0,14,0,2,0,3,2,0,2,14,2,0,2,3,2,14,3,0,3,2,0,2,14,0,2,0,3,14,0,14,2,14,0,14,3,14,0,2,3,0,3,14,0,2,3,2,14,2,0,3,14,3,2,3,0,3,2,3,14,2,0,2,3,0,2,0,14,0,2,0,3,2,3,14,0,3,0,2,3,0,3,14,2,14,3,14,0,3,0,2,0,14,2,0,2,3,0,14,3,14,2,14,3,14,0,14,2,0,14,0,3,2,3,14,0,14,2,0,14,0,3,0,2,0,14,2,0,2,3,2,0,2,14,2,3,14,0,14,2,3,14,3,0,14,0,2,0,3,0,2,0,14,2,3,2,0,3,2,3,14,3,0,14,3,14,2,14,3,14,0,3,0,2,14,2,3,0,2,0,14,0,3,14,2,14,3,14,0,14,3,2,14,2,0,14,2,14,3,14,0,14,3,14,2,3,14,3,0,2,3,2,14,2,0,14,0,3,2,14,3,2,3,0,3,2,3,14,3,0,14,3,14,2,14,3,14,0,14,2,0,3,0,14,2,0,2,3,0,2,0,14,3,14,2,14,3,0,3,2,3,14,0,2,0,3,2,3,14,3,2,3,0,2,3,2,14,2,0,2,3,0,2,0,14,0,2,0,3,2,3,14,3,2,3,0,3,2,14,0,2,0,3,0,2,14,0,14,3,14,0,2,0,3,2,0,14,2,3,2,14,0,14,2,3,14,0,3,14,3,2,3,14,3,0,3,2,0,2,14,0,2,3,14,3,0,14,3,14,2,14,3,14,0,14,2,0,14,0,3,0,14,0,2,0,3,2,14,3,14,0,14,2,14,3,2,0,2,3,2,14,3,2,0,14,3,0,3,2,0,14,2,3,0,2,0,14,0,2,0,3,0,14,3,0,3,2,3,0,3,14,0,14,2,14,0,14,3,0,14,0,2,3,0,3,14,0,14,2,0,2,3,0,2,0,14,0,2,0"
1,4,14,492,0,0,400000592,15.231,"0,1,0,4,0,1,0,14,0,1,0,4,1,0,1,14,1,0,1,4,1,14,4,0,4,1,0,1,14,0,1,0,4,0,14,0,4,0,1,4,0,14,1,4,14,1,14,0,1,14,4,0,1,4,0,4,14,4,0,4,1,0,1,14,1,4,1,0,4,1,4,14,0,4,0,1,0,14,0,1,0,4,1,0,1,14,1,4,1,0,4,1,4,14,4,1,4,0,1,0,14,1,0,4,14,4,1,14,4,14,0,14,1,14,0,14,4,0,1,0,4,0,14,0,4,1,14,1,0,1,4,0,14,0,4,1,4,14,0,14,4,1,14,1,0,1,4,1,0,1,14,0,4,0,1,14,0,14,4,14,0,14,1,14,4,1,14,1,0,4,0,14,1,0,1,4,1,14,1,0,1,4,0,4,14,4,1,14,4,14,0,14,1,14,4,1,0,4,14,4,0,1,0,14,0,4,14,1,14,4,14,0,14,4,1,14,1,0,14,1,14,4,14,0,14,4,14,1,4,14,4,0,1,4,1,14,4,14,0,4,0,1,4,1,14,1,0,1,14,1,4,14,1,14,0,14,4,14,1,4,0,1,14,1,4,14,4,0,4,1,0,4,0,14,0,1,0,4,1,0,1,14,4,14,0,1,0,4,1,0,1,14,1,4,1,14,1,0,14,4,0,14,1,14,0,4,14,4,1,14,4,14,0,14,1,14,0,14,4,0,14,0,1,4,0,4,14,4,1,4,0,1,14,0,4,0,1,4,1,14,1,0,14,1,14,4,14,0,14,1,0,1,4,14,1,4,0,4,14,0,4,0,1,0,14,1,0,1,4,1,0,1,14,1,4,14,0,14,1,4,1,0,1,4,14,4,1,4,0,1,0,14,4,0,1,4,1,14,1,0,1,4,0,1,0,14,0,1,0,4,0,14,4,0,4,1,0,1,14,1,0,4,1,4,14,4,0,4,1,0,1,14,1,0,4,0,14,0,1,14,4,14,1,14,0,14,1,4,0,1,4,1,14,1,4,1,0,1,14,0,1,0,4,1,4,14,4,1,4,0,4,14,0,1,0,14,4,14,1,0,1,4,0,1,0,14,1,4,1,0,4,0"
3,4,14,411,0,0,400000496,13.390,"0,3,0,4,0,3,0,14,0,3,0,4,3,0,3,14,3,0,3,4,3,14,4,0,4,3,0,3,14,0,3,0,4,0,14,4,0,4,3,0,3,14,4,14,3,0,14,0,4,0,14,3,4,3,0,4,0,14,0,4,0,3,4,0,4,14,4,3,14,4,14,0,3,0,4,14,0,3,14,3,4,3,14,0,14,4,14,3,4,0,3,14,0,14,4,0,14,0,3,4,0,4,14,4,3,14,4,14,0,14,4,14,3,14,0,3,14,3,4,14,0,14,4,3,4,14,0,4,0,3,4,3,14,3,4,0,3,0,14,3,0,4,14,3,4,3,0,4,14,0,14,3,14,4,14,0,4,14,4,3,4,0,4,3,4,14,3,14,0,3,4,0,4,14,0,4,0,3,0,14,0,3,0,4,3,14,3,4,3,0,4,0,14,3,0,4,14,4,3,4,14,0,14,3,14,4,3,4,0,3,4,3,14,3,0,14,4,0,4,3,0,3,14,3,0,3,4,0,3,0,14,0,4,0,3,4,0,4,14,3,4,3,0,4,0,14,0,3,0,4,3,0,3,14,3,4,3,0,4,14,0,14,3,14,0,14,4,14,3,4,14,4,0,3,4,0,14,0,4,3,0,3,14,3,4,3,0,4,14,0,3,4,0,4,14,4,0,4,3,4,14,0,3,14,3,4,14,4,0,14,4,14,3,14,0,14,3,14,4,3,0,3,4,3,14,4,0,4,14,3,14,0,14,3,4,0,4,14,4,0,3,0,14,0,3,4,3,14,3,0,14,0,4,3,4,14,0,4,0,3,0,14,0,3,0,4,3,0,3,14,3,4,3,14,3,0,14,0,4,0,3,14,4,14,3,14,4,0,4,3,4,0,14,0,4,0,3,4,3,14,0,14,3,14,0,4,3,0,3,14,0"
1,5,14,477,0,0,400000628,14.393,"0,1,0,5,0,1,0,14,0,1,0,5,1,0,1,14,1,0,1,5,1,14,5,0,5,1,0,1,14,0,1,0,5,0,14,0,5,0,1,5,0,5,14,1,0,1,14,1,5,1,14,1,0,14,5,14,0,1,0,5,0,14,5,1,14,5,14,0,5,0,1,0,14,0,1,0,5,1,14,1,0,14,0,5,14,5,1,14,5,14,0,14,1,14,0,14,5,0,1,0,14,1,14,5,1,5,0,1,5,1,14,1,0,1,14,1,5,14,5,0,5,14,5,1,5,0,1,14,0,1,0,5,0,1,0,14,0,5,14,1,5,14,0,14,5,1,14,1,0,14,1,14,5,14,0,14,5,14,1,5,14,0,5,0,1,5,14,1,14,0,14,5,14,0,14,1,0,14,0,5,0,14,0,1,0,5,1,0,1,14,5,0,14,5,14,1,14,5,14,0,14,1,0,14,0,5,1,5,14,5,0,5,14,5,1,14,1,0,1,14,1,5,1,0,5,0,14,0,1,14,1,5,14,1,14,0,14,5,0,14,0,1,14,1,5,0,5,1,5,0,14,0,1,0,5,0,1,0,14,1,14,5,1,14,1,0,1,5,1,0,1,14,0,1,0,5,14,5,1,0,1,14,0,1,0,5,0,1,0,14,0,5,14,0,14,1,0,5,0,1,0,14,1,14,5,1,0,1,5,14,5,0,1,0,5,14,0,14,1,14,0,14,5,14,1,5,14,5,0,1,5,1,14,1,5,1,0,1,14,0,1,0,5,1,5,14,5,0,14,0,1,0,5,0,1,0,14,1,0,1,5,14,1,14,0,14,1,14,5,14,0,5,0,1,0,14,0,5,14,0,14,1,14,0,14,5,14,1,5,14,5,0,14,1,14,0,14,5,14,0,1,14,1,5,1,0,5,14,5,1,0,5,0,14,0,1,0,5,1,5,14,0,5,1,0,1,14,1,5,1,14,1,0,14,1,5,14,5,0,14,1,0,1,5,0,1,0,14,0,5,14,1,5,14,5,0,5,14,5,1,14,1,0,5,1,14,5,14,0,14,5,14,1,14,0,5,1"
2,5,14,515,0,0,400000696,14.104,"0,2,0,5,0,2,0,14,0,2,0,5,2,0,2,14,2,0,2,5,2,14,5,0,5,2,0,2,14,0,2,0,5,0,14,5,0,5,2,0,2,14,5,14,2,0,14,0,5,0,14,2,5,2,0,5,0,14,0,5,0,2,5,0,5,14,5,2,5,0,2,0,14,2,5,14,5,0,14,5,14,2,0,14,0,5,0,2,0,14,2,0,2,5,2,14,5,0,14,2,14,0,5,0,2,0,14,5,2,5,14,5,0,5,14,2,5,14,0,14,5,14,2,14,5,0,2,5,14,2,5,2,0,2,5,2,14,2,0,14,2,14,5,2,5,0,5,14,5,2,14,5,14,0,14,5,14,2,14,0,2,14,2,5,14,0,14,5,14,2,14,5,0,14,0,2,0,5,14,5,2,14,2,0,2,14,2,5,2,0,5,2,5,14,0,14,2,5,2,0,14,0,5,2,0,5,14,5,2,14,5,14,0,14,2,14,0,14,5,0,2,5,2,14,5,0,14,0,2,0,5,2,0,2,14,5,2,5,0,5,14,5,0,5,2,0,5,0,14,0,2,0,5,2,14,5,14,0,14,2,5,2,0,14,0,2,0,5,0,2,0,14,2,5,14,5,0,5,2,0,5,0,14,0,2,0,5,2,0,2,14,2,0,2,5,2,14,5,2,5,0,2,0,14,0,5,2,5,0,14,5,14,2,14,0,2,0,5,2,0,14,0,2,0,5,2,5,14,5,0,5,2,0,5,0,14,0,2,14,0,14,5,0,5,2,14,5,14,0,14,2,0,2,5,2,0,14,2,0,2,5,0,5,14,5,2,5,14,5,0,14,0,2,0,14,5,2,14,5,14,0,14,5,14,2,14,0,2,14,2,5,0,14,5,0,5,2,0,2,14,2,0,2,5,2,14,5,2,5,0,14,2,14,5,14,0,2,0,14,0,5,2,5,14,5,0,5,14,5,2,14,2,0,2,5,0,5,14,2,5,2,0,2,5,2,14,2,0,5,0,14,5,0,5,2,0,5,0,14,2,0,2,5,2,0,2,14,2,5,0,5,14,2,14,0,2,0,5,0,2,14,0,14,5,14,0,2,5,2,14,2,5,0,5,14,0,5,0,2,0,5,0,14,0,2,14,2,5,0,5,2,5,14,0,2"
