3	1	1	1	1	0	0	1	0	OK	OK
4	2	2	2	2	0	0	7	0	OK	OK
5	5	5	5	5	0	0	15	0	OK	OK
6	16	15	15	15	0	0	31	0	OK	OK
7	63	53	53	53	0	0	63	0	OK	OK
8	318	222	222	222	0	0	127	0	OK	OK
9	2045	1078	1078	1078	0	0	255	0	OK	OK
10	16999	5994	5994	5994	0	0	511	0	OK	OK
11	183231	37622	37622	37622	0	0	1023	0	OK	OK
12	2567284	262776	262776	262776	0	0	2047	0	OK	OK
13	46749427	2018305	2018305	2018305	0	0	4095	0	OK	OK
14	1104891746	16873364	16873364	16873364	0	0	8191	0	OK	OK
