i,c_i,se
3.270000000000000000e+02,3.520876187963783988e-02,1.636239679829642395e-04
3.280000000000000000e+02,1.081093411435186946e-02,8.446618680403126936e-05
3.290000000000000000e+02,1.866784185963123871e-02,1.143522383423766566e-04
3.300000000000000000e+02,1.617904845871776312e-02,1.095289559422863606e-04
3.310000000000000000e+02,2.869715621741115996e-02,1.475856763970220960e-04
3.320000000000000000e+02,1.329257243290543622e-02,9.904752495586435725e-05
3.330000000000000000e+02,2.376734326515346843e-02,1.376527508304277415e-04
3.340000000000000000e+02,2.125516223432123708e-02,1.316041055658812410e-04
3.350000000000000000e+02,3.885730650838464806e-02,1.815797836041947602e-04
3.360000000000000000e+02,1.018520538213849025e-02,7.972315499480179223e-05
3.370000000000000000e+02,1.751622065802663566e-02,1.075314085702051858e-04
3.380000000000000000e+02,1.507830669107288087e-02,1.034545999830004863e-04
3.390000000000000000e+02,2.663709989330172515e-02,1.391783459648050097e-04
3.400000000000000000e+02,1.221671489195525623e-02,9.402113420509897873e-05
3.410000000000000000e+02,2.148196714962273893e-02,1.268198860310548878e-04
3.420000000000000000e+02,1.910633020234853152e-02,1.223493564580570043e-04
3.430000000000000000e+02,3.454823210871219713e-02,1.669682869442741188e-04
3.440000000000000000e+02,1.078630814331024874e-02,8.932064500824580785e-05
3.450000000000000000e+02,1.867532609046995695e-02,1.201116417676963204e-04
3.460000000000000000e+02,1.620038517411798162e-02,1.143328227109008589e-04
3.470000000000000000e+02,2.893343949502706625e-02,1.548555881610416197e-04
3.480000000000000000e+02,1.344748092308640543e-02,1.051877940943969902e-04
3.490000000000000000e+02,2.414423831356316691e-02,1.447444287456830353e-04
3.500000000000000000e+02,2.175725435473769773e-02,1.392122582230077496e-04
3.510000000000000000e+02,3.989144261122495178e-02,1.917319289973835753e-04
3.520000000000000000e+02,9.706071278147399353e-03,7.534874077372816323e-05
3.530000000000000000e+02,1.666385664631426372e-02,1.017200459873688018e-04
3.540000000000000000e+02,1.439552180418372102e-02,9.865611372527263311e-05
3.550000000000000000e+02,2.539778225500136447e-02,1.320295833012334922e-04
3.560000000000000000e+02,1.157821671939641278e-02,8.869251792704471434e-05
3.570000000000000000e+02,2.035600419480353487e-02,1.206803728414874641e-04
3.580000000000000000e+02,1.813963774365186590e-02,1.164614318017818934e-04
3.590000000000000000e+02,3.281281867472082142e-02,1.590354632017327999e-04
3.600000000000000000e+02,9.979329159654676956e-03,8.175780705751368375e-05
3.610000000000000000e+02,1.733831858176737920e-02,1.119634891358958751e-04
3.620000000000000000e+02,1.510617968868464313e-02,1.078835823209182076e-04
3.630000000000000000e+02,2.685933158353715974e-02,1.451244006919516526e-04
3.640000000000000000e+02,1.240380138836055975e-02,9.790174973631216027e-05
3.650000000000000000e+02,2.233282215113192859e-02,1.352579214533751191e-04
3.660000000000000000e+02,2.001202126784622573e-02,1.302526803593593988e-04
3.670000000000000000e+02,3.679545843458175564e-02,1.794811326567978982e-04
3.680000000000000000e+02,9.407624755486846541e-03,7.723730976244856704e-05
3.690000000000000000e+02,1.629112445188313565e-02,1.048652703377090257e-04
3.700000000000000000e+02,1.412763732466846764e-02,1.016132869385958401e-04
3.710000000000000000e+02,2.501189661327004460e-02,1.366947905292460166e-04
3.720000000000000000e+02,1.140979293420910784e-02,9.122500778311344973e-05
3.730000000000000000e+02,2.023293116205930608e-02,1.244443532010245290e-04
3.740000000000000000e+02,1.811333088719099815e-02,1.215131230025719275e-04
3.750000000000000000e+02,3.305793430404364852e-02,1.669176534108628932e-04
3.760000000000000000e+02,9.982587341934441930e-03,8.599032011990232860e-05
3.770000000000000000e+02,1.757304384059459046e-02,1.183935747436568178e-04
3.780000000000000000e+02,1.529340459695458475e-02,1.126419728548248644e-04
3.790000000000000000e+02,2.770557172183692532e-02,1.547386571840866313e-04
3.800000000000000000e+02,1.276598490205407138e-02,1.042385060989920066e-04
3.810000000000000000e+02,2.326718781203031619e-02,1.452612653046832692e-04
3.820000000000000000e+02,2.091997046051919523e-02,1.392577123354645657e-04
3.830000000000000000e+02,3.906788076188415226e-02,1.945564157031408272e-04
3.840000000000000000e+02,8.954711713939904338e-03,7.369917054195223747e-05
3.850000000000000000e+02,1.546008178377151522e-02,9.830323535344265089e-05
3.860000000000000000e+02,1.336485909815877601e-02,9.461903448204139137e-05
