i,c_i,se
7.320000000000000000e+02,7.428411829106509358e-03,7.757896281474421373e-05
7.330000000000000000e+02,1.376857138244807696e-02,1.054102930379343403e-04
7.340000000000000000e+02,1.267005439061671436e-02,1.030046842147956795e-04
7.350000000000000000e+02,2.390366850742697835e-02,1.418130347683254180e-04
7.360000000000000000e+02,4.843307552054524311e-03,5.328715900318861301e-05
7.370000000000000000e+02,8.580471873819828232e-03,7.059258373106710896e-05
7.380000000000000000e+02,7.506417466334998866e-03,6.983090467023407100e-05
7.390000000000000000e+02,1.365804139549285125e-02,9.356556050930664177e-05
7.400000000000000000e+02,6.095580030031502207e-03,6.323404358225736210e-05
7.410000000000000000e+02,1.101856712806224825e-02,8.488215596020340196e-05
7.420000000000000000e+02,1.013489221464097464e-02,8.525876484480283740e-05
7.430000000000000000e+02,1.864085977090895047e-02,1.154863227326947066e-04
7.440000000000000000e+02,5.255110304668545937e-03,6.096603026482966291e-05
7.450000000000000000e+02,9.330169648870826130e-03,8.003411264401424680e-05
7.460000000000000000e+02,8.322090724475681572e-03,7.987037044647138308e-05
7.470000000000000000e+02,1.509339322160929524e-02,1.054788277512791499e-04
7.480000000000000000e+02,6.990518077991903119e-03,7.368879608765875600e-05
7.490000000000000000e+02,1.271066017172485518e-02,9.846430314030478036e-05
7.500000000000000000e+02,1.185629308130592072e-02,9.886197413976881038e-05
7.510000000000000000e+02,2.201336909271031650e-02,1.340703813752562948e-04
7.520000000000000000e+02,4.811054143115878028e-03,5.406048882536764936e-05
7.530000000000000000e+02,8.640858608126640583e-03,7.344294951455760279e-05
7.540000000000000000e+02,7.641965644009411467e-03,7.369595003661356535e-05
7.550000000000000000e+02,1.392472886846959565e-02,9.902039712720571050e-05
7.560000000000000000e+02,6.206480311825871878e-03,6.595597441208136513e-05
7.570000000000000000e+02,1.135426489803567467e-02,9.011880841850208304e-05
7.580000000000000000e+02,1.048516314144060102e-02,9.053488359121149374e-05
7.590000000000000000e+02,1.940683510049059923e-02,1.237516662638995352e-04
7.600000000000000000e+02,5.499066675171256080e-03,6.485160158204414155e-05
7.610000000000000000e+02,9.858345639497041388e-03,8.661829197392019626e-05
7.620000000000000000e+02,8.903505814135074387e-03,8.627708378791524614e-05
7.630000000000000000e+02,1.636766889397800115e-02,1.164698699142894601e-04
7.640000000000000000e+02,7.560964802555739626e-03,8.033824960623314575e-05
7.650000000000000000e+02,1.392234514043107566e-02,1.093261289609114109e-04
7.660000000000000000e+02,1.304699388122931153e-02,1.090862212847039993e-04
7.670000000000000000e+02,2.450608975364640396e-02,1.498925164196546189e-04
7.680000000000000000e+02,4.722042401202023072e-03,5.364859623826170361e-05
7.690000000000000000e+02,8.321963660620152262e-03,6.991987753409163579e-05
7.700000000000000000e+02,7.267509575359523168e-03,6.819701101130231421e-05
7.710000000000000000e+02,1.322935044869780544e-02,9.185491264724695182e-05
7.720000000000000000e+02,5.917859510071575395e-03,6.207580646749863494e-05
7.730000000000000000e+02,1.066734175363928151e-02,8.239595873438528375e-05
7.740000000000000000e+02,9.714630944162607612e-03,8.073677260378915338e-05
7.750000000000000000e+02,1.796264368887245597e-02,1.100540390565734326e-04
7.760000000000000000e+02,5.063398225598036984e-03,6.000215457438656059e-05
7.770000000000000000e+02,8.947312974303961094e-03,7.727593861081441876e-05
7.780000000000000000e+02,7.961157252676785701e-03,7.626951622863866419e-05
7.790000000000000000e+02,1.449873990143835459e-02,1.010639769676246428e-04
7.800000000000000000e+02,6.712960165739059216e-03,7.050723580981401177e-05
7.810000000000000000e+02,1.221307450233399816e-02,9.388025473485269367e-05
7.820000000000000000e+02,1.128262984680384468e-02,9.284802110696122014e-05
7.830000000000000000e+02,2.099914009825885192e-02,1.259756628658656441e-04
7.840000000000000000e+02,4.626390667088330078e-03,5.366008389055654086e-05
7.850000000000000000e+02,8.203340607307851515e-03,7.105485913668296654e-05
7.860000000000000000e+02,7.189606364093720746e-03,6.891616286400432164e-05
7.870000000000000000e+02,1.316577773085236477e-02,9.432721364745226187e-05
7.880000000000000000e+02,5.831121263042092322e-03,6.162885003060117805e-05
7.890000000000000000e+02,1.066678525459393775e-02,8.415351453219235747e-05
7.900000000000000000e+02,9.738382244411855626e-03,8.274638709006625558e-05
7.910000000000000000e+02,1.813128642068430676e-02,1.142607110396555062e-04
7.920000000000000000e+02,5.170434683226049315e-03,6.130284636253964016e-05
7.930000000000000000e+02,9.259096345677972004e-03,8.147302090768672564e-05
7.940000000000000000e+02,8.218716694444417811e-03,7.883996831368407271e-05
7.950000000000000000e+02,1.521472058254480335e-02,1.077271859764560984e-04
7.960000000000000000e+02,6.998119368560612279e-03,7.339149753241930524e-05
7.970000000000000000e+02,1.295048433481156905e-02,1.002153263465580148e-04
7.980000000000000000e+02,1.193859030877053758e-02,9.781675667771321729e-05
7.990000000000000000e+02,2.255063284451514632e-02,1.353546000944564319e-04
8.000000000000000000e+02,4.510406303890049200e-03,5.140497888033048981e-05
8.010000000000000000e+02,7.976664747200906680e-03,6.828519935446150137e-05
8.020000000000000000e+02,7.010034619852900835e-03,6.744004367778899732e-05
8.030000000000000000e+02,1.271113368399441265e-02,8.990728653960895333e-05
8.040000000000000000e+02,5.660962581962346654e-03,6.035043896135363126e-05
8.050000000000000000e+02,1.024476587199047231e-02,8.141231091619266611e-05
8.060000000000000000e+02,9.408266703028231315e-03,8.048164869451611685e-05
8.070000000000000000e+02,1.734806354708597065e-02,1.095445044969591621e-04
8.080000000000000000e+02,4.861743325605988320e-03,5.866907374525670387e-05
8.090000000000000000e+02,8.658231733523308674e-03,7.705823752851319525e-05
8.100000000000000000e+02,7.684698686473071319e-03,7.606176798182119224e-05
8.110000000000000000e+02,1.405226973114162732e-02,1.008684652757413125e-04
8.120000000000000000e+02,6.460385433338582811e-03,6.888584211460905865e-05
8.130000000000000000e+02,1.189073597008735023e-02,9.359802138179469839e-05
8.140000000000000000e+02,1.093788075776398229e-02,9.182953279374335995e-05
8.150000000000000000e+02,2.048372701881080726e-02,1.253200398591628178e-04
8.160000000000000000e+02,4.491596033364534703e-03,5.352037472275310087e-05
8.170000000000000000e+02,8.039848222352563925e-03,7.121855709905848910e-05
8.180000000000000000e+02,7.028322239898144794e-03,7.025442893934631737e-05
8.190000000000000000e+02,1.289951760899275476e-02,9.449829259434441246e-05
8.200000000000000000e+02,5.713437518149614390e-03,6.245946653436884187e-05
8.210000000000000000e+02,1.045651620880514408e-02,8.461800192739596859e-05
8.220000000000000000e+02,9.631825824476778625e-03,8.445323238780908209e-05
8.230000000000000000e+02,1.792787702528387400e-02,1.156368777673769468e-04
8.240000000000000000e+02,5.085133073970675432e-03,6.275487493432777659e-05
8.250000000000000000e+02,9.107225346289575182e-03,8.250765554475316646e-05
8.260000000000000000e+02,8.152490786224602867e-03,8.160109893966354365e-05
8.270000000000000000e+02,1.505204581421613723e-02,1.094944357058772941e-04
8.280000000000000000e+02,6.920649315111339003e-03,7.523499307045318648e-05
8.290000000000000000e+02,1.284555449331179280e-02,1.022327701166266580e-04
8.300000000000000000e+02,1.191045375025644865e-02,1.004321114351324601e-04
8.310000000000000000e+02,2.267386127768084361e-02,1.392911596658025978e-04
8.320000000000000000e+02,4.347906717360019817e-03,5.091659547460125363e-05
8.330000000000000000e+02,7.691144951350987156e-03,6.727165184461868751e-05
8.340000000000000000e+02,6.781211605854332511e-03,6.706678676024173803e-05
8.350000000000000000e+02,1.224835215725004686e-02,8.797319825991451402e-05
8.360000000000000000e+02,5.503340052872895960e-03,6.019237489409188071e-05
8.370000000000000000e+02,9.889386052157729534e-03,8.013630555081939391e-05
8.380000000000000000e+02,9.083897963378578799e-03,7.876039329519975043e-05
8.390000000000000000e+02,1.676268285804614552e-02,1.071653429240785867e-04
8.400000000000000000e+02,4.652870709180832037e-03,5.619045758202247326e-05
8.410000000000000000e+02,8.288761574663221915e-03,7.385446703892448986e-05
8.420000000000000000e+02,7.437574757769703504e-03,7.442903263440787313e-05
8.430000000000000000e+02,1.351330067103356097e-02,9.762626290392725596e-05
8.440000000000000000e+02,6.277316241860390021e-03,6.788648661544340892e-05
8.450000000000000000e+02,1.148901939547807005e-02,9.181000149429221525e-05
8.460000000000000000e+02,1.057162388188391880e-02,8.984919391764790324e-05
8.470000000000000000e+02,1.974531884080916663e-02,1.222702937382105738e-04
8.480000000000000000e+02,4.267428396493196108e-03,5.240604166366980086e-05
8.490000000000000000e+02,7.650241070576012381e-03,6.947245329502716674e-05
8.500000000000000000e+02,6.738966669574380196e-03,6.849293441279253756e-05
8.510000000000000000e+02,1.233606854331493335e-02,9.123004022129854685e-05
8.520000000000000000e+02,5.496641333967447474e-03,6.079246233831225768e-05
8.530000000000000000e+02,1.006625805560499437e-02,8.213826145895968564e-05
8.540000000000000000e+02,9.144406569734215423e-03,8.068660643651350711e-05
8.550000000000000000e+02,1.704288375689089197e-02,1.102441608015206282e-04
8.560000000000000000e+02,4.860829148173331782e-03,6.016802782407486234e-05
8.570000000000000000e+02,8.689005558691918762e-03,7.878096025954954399e-05
8.580000000000000000e+02,7.745372159712016549e-03,7.787053547092867697e-05
8.590000000000000000e+02,1.425185670521110330e-02,1.039182709259489287e-04
8.600000000000000000e+02,6.604217521108687351e-03,7.169442457385522135e-05
8.610000000000000000e+02,1.228919913602620310e-02,9.797363898550078812e-05
8.620000000000000000e+02,1.128477634837478372e-02,9.592355182954318416e-05
8.630000000000000000e+02,2.136646563577651939e-02,1.319009967931134171e-04
8.640000000000000000e+02,4.201036190234124466e-03,5.060007449491760292e-05
8.650000000000000000e+02,7.422030670672655032e-03,6.616731278210837876e-05
8.660000000000000000e+02,6.519570327833294938e-03,6.540130496744939843e-05
8.670000000000000000e+02,1.179935792381316476e-02,8.626816921150043762e-05
8.680000000000000000e+02,5.323110812343657440e-03,5.894052658572887380e-05
8.690000000000000000e+02,9.664664557784795676e-03,7.953207341271457064e-05
8.700000000000000000e+02,8.839288069538771275e-03,7.849493401953410365e-05
8.710000000000000000e+02,1.635601305153966054e-02,1.065219215142051317e-04
8.720000000000000000e+02,4.575041188903152846e-03,5.659748885681487875e-05
8.730000000000000000e+02,8.134493261322378252e-03,7.360995897007306167e-05
8.740000000000000000e+02,7.276536141164600957e-03,7.488997086983075857e-05
8.750000000000000000e+02,1.325620492824166989e-02,9.874431029057642443e-05
8.760000000000000000e+02,6.103388476975261760e-03,6.776733941315405297e-05
8.770000000000000000e+02,1.126020071065425912e-02,9.134356856742657500e-05
8.780000000000000000e+02,1.040342030454427004e-02,9.093465657033926897e-05
8.790000000000000000e+02,1.950001001292466993e-02,1.240535129033192084e-04
8.800000000000000000e+02,4.178687271170318344e-03,5.197805456071930794e-05
8.810000000000000000e+02,7.506003608956933297e-03,6.900262344777731861e-05
8.820000000000000000e+02,6.619630197711288792e-03,6.815311821076872512e-05
8.830000000000000000e+02,1.219989581732451936e-02,9.210751997527524381e-05
8.840000000000000000e+02,5.434079073123633530e-03,6.263313374123448537e-05
8.850000000000000000e+02,9.972961432110518179e-03,8.402805980705140368e-05
8.860000000000000000e+02,9.148729648094624384e-03,8.336707730734511262e-05
8.870000000000000000e+02,1.714388734373822887e-02,1.143237818056457581e-04
8.880000000000000000e+02,4.823400204926729488e-03,6.091532168574637492e-05
8.890000000000000000e+02,8.697935230270027393e-03,8.101541019530706560e-05
8.900000000000000000e+02,7.827172329537571138e-03,8.007216384343923818e-05
8.910000000000000000e+02,1.441037259215861496e-02,1.075479222304885824e-04
8.920000000000000000e+02,6.684914267495274329e-03,7.430661228067775412e-05
8.930000000000000000e+02,1.245757777505740460e-02,1.015625502221652484e-04
8.940000000000000000e+02,1.154299081428721528e-02,1.000111230997320562e-04
8.950000000000000000e+02,2.192655565534159384e-02,1.380750471960482935e-04
8.960000000000000000e+02,4.068825326785444930e-03,4.910371095227761376e-05
8.970000000000000000e+02,7.203645051889121312e-03,6.406341365209152925e-05
8.980000000000000000e+02,6.318650196671485829e-03,6.310084982415721457e-05
8.990000000000000000e+02,1.152810740190744407e-02,8.535178990839980141e-05
9.000000000000000000e+02,5.142101388439536229e-03,5.644774954003685917e-05
9.010000000000000000e+02,9.327979108452797222e-03,7.607594421074646092e-05
9.020000000000000000e+02,8.585671981707215100e-03,7.638476743751076298e-05
9.030000000000000000e+02,1.588546512643992936e-02,1.040526507636005854e-04
9.040000000000000000e+02,4.376453558713197869e-03,5.412207940235372539e-05
9.050000000000000000e+02,7.835259605027735177e-03,7.107194686054922020e-05
9.060000000000000000e+02,6.940533928543329498e-03,6.957728866219560211e-05
9.070000000000000000e+02,1.271064397741109193e-02,9.328458991517990680e-05
9.080000000000000000e+02,5.932323364339769055e-03,6.564015069146096593e-05
9.090000000000000000e+02,1.085992441825568700e-02,8.763081854611158789e-05
9.100000000000000000e+02,1.000616648690402441e-02,8.692975130391947540e-05
9.110000000000000000e+02,1.875706086838245523e-02,1.184507012847825974e-04
9.120000000000000000e+02,4.073088502176106136e-03,5.188036103067426700e-05
9.130000000000000000e+02,7.272709746867418203e-03,6.766453830744098910e-05
9.140000000000000000e+02,6.297740871615708017e-03,6.592103039461960916e-05
9.150000000000000000e+02,1.161043809667229587e-02,8.915363993012277266e-05
9.160000000000000000e+02,5.206431859545409754e-03,5.947381399151255841e-05
9.170000000000000000e+02,9.503524020295590902e-03,7.939547134599578423e-05
9.180000000000000000e+02,8.582371833976358555e-03,7.823444710415770301e-05
9.190000000000000000e+02,1.608167781266197499e-02,1.075721579237544969e-04
9.200000000000000000e+02,4.593507936879992135e-03,5.811114658012246317e-05
9.210000000000000000e+02,8.228320923894643854e-03,7.621271995674863188e-05
9.220000000000000000e+02,7.336577968969941119e-03,7.543027004414188850e-05
9.230000000000000000e+02,1.356610037837177596e-02,1.022828819695777684e-04
9.240000000000000000e+02,6.269513027496636040e-03,6.997643442439742455e-05
9.250000000000000000e+02,1.157163731487095316e-02,9.389116862748965670e-05
9.260000000000000000e+02,1.062136400633305333e-02,9.219664553554204997e-05
9.270000000000000000e+02,2.019258235958963643e-02,1.275974196965777216e-04
9.280000000000000000e+02,3.985225334078073590e-03,4.876812209339470491e-05
9.290000000000000000e+02,7.027891887053847562e-03,6.349722511650058719e-05
9.300000000000000000e+02,6.106786055624485385e-03,6.188098267399092293e-05
9.310000000000000000e+02,1.122070960524678210e-02,8.405785643028439559e-05
9.320000000000000000e+02,5.039392938598990374e-03,5.730496710141822696e-05
9.330000000000000000e+02,9.075485637735575609e-03,7.590721444934633226e-05
9.340000000000000000e+02,8.218982654433697882e-03,7.409236928710281780e-05
9.350000000000000000e+02,1.530900603574886915e-02,1.013958123457331487e-04
9.360000000000000000e+02,4.310852480746805646e-03,5.419984130753948364e-05
9.370000000000000000e+02,7.701975928023457353e-03,7.216151394058337143e-05
9.380000000000000000e+02,6.822184189453721175e-03,7.030226627258649144e-05
9.390000000000000000e+02,1.256390532016009136e-02,9.522006269188489980e-05
9.400000000000000000e+02,5.784301647610962625e-03,6.559004774163628771e-05
9.410000000000000000e+02,1.065120157840847986e-02,8.827811764576496702e-05
9.420000000000000000e+02,9.801964490808546399e-03,8.769390488726421537e-05
9.430000000000000000e+02,1.837623564788699176e-02,1.181031096581960883e-04
9.440000000000000000e+02,4.025997835136949955e-03,5.259527054033594310e-05
9.450000000000000000e+02,7.204697110630571902e-03,6.883144080478632767e-05
9.460000000000000000e+02,6.252782918959856259e-03,6.710918505280495899e-05
9.470000000000000000e+02,1.160903250129520850e-02,9.141548760947405664e-05
9.480000000000000000e+02,5.188546869561076400e-03,6.196030462955528779e-05
9.490000000000000000e+02,9.456864122480153345e-03,8.144070520209544222e-05
9.500000000000000000e+02,8.624203292869031534e-03,8.077598617537493488e-05
9.510000000000000000e+02,1.607096765872836203e-02,1.094946594841935382e-04
9.520000000000000000e+02,4.579737651720643121e-03,5.990146733300541829e-05
9.530000000000000000e+02,8.274706625685095476e-03,7.917210645306311417e-05
9.540000000000000000e+02,7.386355577640235821e-03,7.838469869548533907e-05
9.550000000000000000e+02,1.374115617262572017e-02,1.061737134054998780e-04
9.560000000000000000e+02,6.309640004701912511e-03,7.217770713963479517e-05
9.570000000000000000e+02,1.177493699931725889e-02,9.777049350853408126e-05
9.580000000000000000e+02,1.085351244859769984e-02,9.663719293995144015e-05
9.590000000000000000e+02,2.062917238857224500e-02,1.326749469950077990e-04
9.600000000000000000e+02,3.822733031675219339e-03,4.768482084860176334e-05
9.610000000000000000e+02,6.794289813876152467e-03,6.346210400403621470e-05
9.620000000000000000e+02,5.919010082438587797e-03,6.144170518806902780e-05
9.630000000000000000e+02,1.081733143010735546e-02,8.197681253855598608e-05
9.640000000000000000e+02,4.929377022258937292e-03,5.705943967674828067e-05
9.650000000000000000e+02,8.847390991616993494e-03,7.523112406612026369e-05
9.660000000000000000e+02,8.068140641670674615e-03,7.395477578764650211e-05
9.670000000000000000e+02,1.491528790313378060e-02,1.004990625098868079e-04
9.680000000000000000e+02,4.169137889117002088e-03,5.446669885803037513e-05
9.690000000000000000e+02,7.420137548618018462e-03,7.050922886723595261e-05
9.700000000000000000e+02,6.598733389168978149e-03,6.981113847830124031e-05
9.710000000000000000e+02,1.214886255354434216e-02,9.335213826109084597e-05
9.720000000000000000e+02,5.590854225873947286e-03,6.399287732187048598e-05
9.730000000000000000e+02,1.030425560631603038e-02,8.636743198505804407e-05
9.740000000000000000e+02,9.458040653638541753e-03,8.534133010513384225e-05
9.750000000000000000e+02,1.779711618763953410e-02,1.165235394345665368e-04
9.760000000000000000e+02,3.787381555698811873e-03,4.970372457405321085e-05
9.770000000000000000e+02,6.805212598137557432e-03,6.577318072825981323e-05
9.780000000000000000e+02,5.977247307240963342e-03,6.509955253049586543e-05
9.790000000000000000e+02,1.098183777449280099e-02,8.678493823490310082e-05
9.800000000000000000e+02,4.940322696499526919e-03,5.930596841418363778e-05
9.810000000000000000e+02,9.100951153561472051e-03,7.956822644455412868e-05
9.820000000000000000e+02,8.262316521309315612e-03,7.816876585706025238e-05
9.830000000000000000e+02,1.540308666937053282e-02,1.063527922189009818e-04
9.840000000000000000e+02,4.346058967731892750e-03,5.837661025995140974e-05
9.850000000000000000e+02,7.851425624035299547e-03,7.684291368925109695e-05
9.860000000000000000e+02,7.025205170497298215e-03,7.653827876870636577e-05
9.870000000000000000e+02,1.293851512120664134e-02,1.015226677243753794e-04
9.880000000000000000e+02,6.031210195094347318e-03,7.050164738570059752e-05
9.890000000000000000e+02,1.128094606738537509e-02,9.542164898079185623e-05
9.900000000000000000e+02,1.033593912870436893e-02,9.394674950310633239e-05
9.910000000000000000e+02,1.953673422267288018e-02,1.278943497713551142e-04
9.920000000000000000e+02,3.717044226199388290e-03,4.752285283430930689e-05
9.930000000000000000e+02,6.615487891584634871e-03,6.226015697192789123e-05
9.940000000000000000e+02,5.785683804109692692e-03,6.137205330739569644e-05
9.950000000000000000e+02,1.059245667508989554e-02,8.260414073621727361e-05
9.960000000000000000e+02,4.779830134853720741e-03,5.627661126282093969e-05
9.970000000000000000e+02,8.675307672955096319e-03,7.523482053258895514e-05
9.980000000000000000e+02,7.902957215584814274e-03,7.386534551846012781e-05
9.990000000000000000e+02,1.471823018928617235e-02,1.015934642042555888e-04
1.000000000000000000e+03,4.083906469024717496e-03,5.389095749192998841e-05
1.001000000000000000e+03,7.308285976558923439e-03,7.097752908072111028e-05
1.002000000000000000e+03,6.520260927267372206e-03,7.040525730018605468e-05
1.003000000000000000e+03,1.194388399219512877e-02,9.369274592886374462e-05
1.004000000000000000e+03,5.616134674251079505e-03,6.601559032014736247e-05
1.005000000000000000e+03,1.030954762659967022e-02,8.851609234463553690e-05
1.006000000000000000e+03,9.499475979045032825e-03,8.750632559650224596e-05
1.007000000000000000e+03,1.782049033995717832e-02,1.188038879868967085e-04
1.008000000000000000e+03,3.824886152669787400e-03,5.168715213425785016e-05
1.009000000000000000e+03,6.891948763079941420e-03,6.894757778867663346e-05
1.010000000000000000e+03,6.003242230251431416e-03,6.679841196185963797e-05
1.011000000000000000e+03,1.113199107967317164e-02,9.104961193053972993e-05
1.012000000000000000e+03,4.974750426515937157e-03,6.112673527666596615e-05
1.013000000000000000e+03,9.183598566386848294e-03,8.250674625149076328e-05
1.014000000000000000e+03,8.348317290212958763e-03,8.047331476428656199e-05
1.015000000000000000e+03,1.570963380660489114e-02,1.114853210066637899e-04
1.016000000000000000e+03,4.421967050701379465e-03,6.038662519304199069e-05
1.017000000000000000e+03,8.018433862984180802e-03,7.972650434030384241e-05
1.018000000000000000e+03,7.194576578095555203e-03,7.903712487963955667e-05
1.019000000000000000e+03,1.340587632978707498e-02,1.068173746584372944e-04
1.020000000000000000e+03,6.181138480380177561e-03,7.340322581901283705e-05
1.021000000000000000e+03,1.158149028497561760e-02,9.984328246553434674e-05
1.022000000000000000e+03,1.067647825677320306e-02,9.807657967883656258e-05
1.023000000000000000e+03,2.039465896610543130e-02,1.353457892359923281e-04
1.024000000000000000e+03,3.584839223855071453e-03,6.182589072786414590e-05
1.025000000000000000e+03,6.512919129944509840e-03,8.802461200647643117e-05
1.026000000000000000e+03,5.555896827975908593e-03,8.427196995275974616e-05
1.027000000000000000e+03,1.038768106308248299e-02,1.190587046695603985e-04
1.028000000000000000e+03,4.612484522693686972e-03,7.809932271800246650e-05
1.029000000000000000e+03,8.434173285481003091e-03,1.059456795873037655e-04
1.030000000000000000e+03,7.687062629709640917e-03,1.065308933123882253e-04
1.031000000000000000e+03,1.432577746283676852e-02,1.463645987710160694e-04
1.032000000000000000e+03,3.780545376555787158e-03,6.565860588465466320e-05
1.033000000000000000e+03,6.864192938490046823e-03,9.353313305575539245e-05
1.034000000000000000e+03,6.073796754611862810e-03,9.261328746449331965e-05
1.035000000000000000e+03,1.133672237147887590e-02,1.284993188268263671e-04
1.036000000000000000e+03,5.152133598443534891e-03,8.329329426836071324e-05
1.037000000000000000e+03,9.661716337468888652e-03,1.181343319061412743e-04
1.038000000000000000e+03,8.951936216089461176e-03,1.179957596068411296e-04
1.039000000000000000e+03,1.699151458061403872e-02,1.660935429884845488e-04
1.040000000000000000e+03,3.468694768663909897e-03,6.080643275733976311e-05
1.041000000000000000e+03,6.333212503559059424e-03,8.780943173728569166e-05
1.042000000000000000e+03,5.433226398279269141e-03,8.270074311484623285e-05
1.043000000000000000e+03,1.025686594588889021e-02,1.198979311324162956e-04
1.044000000000000000e+03,4.553542703605360439e-03,7.716946833577896406e-05
1.045000000000000000e+03,8.503403748191066050e-03,1.084401273647213072e-04
1.046000000000000000e+03,7.629775100482834825e-03,1.042203958999438247e-04
1.047000000000000000e+03,1.462392393468982602e-02,1.504718996326504421e-04
1.048000000000000000e+03,3.922067254856228570e-03,7.138903679889126272e-05
1.049000000000000000e+03,7.241740161263280490e-03,1.014740935787013313e-04
1.050000000000000000e+03,6.457471835215886254e-03,9.921802054199984797e-05
1.051000000000000000e+03,1.214368155117664071e-02,1.390105921259805028e-04
1.052000000000000000e+03,5.487159275271826300e-03,9.034010920884070692e-05
1.053000000000000000e+03,1.037966075307793050e-02,1.258228710958986631e-04
1.054000000000000000e+03,9.640367344170808553e-03,1.268365041283186969e-04
1.055000000000000000e+03,1.851044631102846671e-02,1.794763490057089364e-04
1.056000000000000000e+03,3.450703419902258640e-03,5.983019658120461052e-05
1.057000000000000000e+03,6.246793424735466900e-03,8.498611146511681575e-05
1.058000000000000000e+03,5.358349793685807279e-03,8.125146598016057058e-05
1.059000000000000000e+03,1.003155070741143517e-02,1.158402468779675884e-04
1.060000000000000000e+03,4.331533480145865166e-03,7.145683296385731446e-05
1.061000000000000000e+03,8.098847083648046119e-03,1.026494257832077629e-04
1.062000000000000000e+03,7.284133406711949636e-03,1.005778280769172131e-04
1.063000000000000000e+03,1.385012592825624750e-02,1.429446029412816111e-04
1.064000000000000000e+03,3.621694942398203700e-03,6.490240360929179053e-05
1.065000000000000000e+03,6.760810484819941915e-03,9.542025374261596689e-05
1.066000000000000000e+03,5.885904157410064980e-03,9.029124890027230706e-05
1.067000000000000000e+03,1.114366984450154870e-02,1.293284254926780708e-04
1.068000000000000000e+03,5.024865065779950818e-03,8.415513366695178462e-05
1.069000000000000000e+03,9.535428837090730372e-03,1.195959951608003056e-04
1.070000000000000000e+03,8.699553472101688098e-03,1.174329500876209863e-04
1.071000000000000000e+03,1.668531836062669624e-02,1.664452161099944387e-04
1.072000000000000000e+03,3.437450936204857442e-03,6.328190707110307675e-05
1.073000000000000000e+03,6.363506508602036031e-03,9.178062414520332679e-05
1.074000000000000000e+03,5.452362770471307941e-03,8.655578775165934135e-05
1.075000000000000000e+03,1.030287480495042235e-02,1.234161255445520480e-04
1.076000000000000000e+03,4.507969343695375670e-03,7.771129555826717977e-05
1.077000000000000000e+03,8.486313218126694327e-03,1.103247840465854508e-04
1.078000000000000000e+03,7.656499990870555515e-03,1.073533655465017870e-04
1.079000000000000000e+03,1.474628285963502233e-02,1.551895164735336667e-04
1.080000000000000000e+03,3.886486351233389789e-03,7.154666199506717146e-05
1.081000000000000000e+03,7.269166083236535368e-03,1.052400685365408381e-04
1.082000000000000000e+03,6.438546989758809486e-03,1.018901178098256718e-04
1.083000000000000000e+03,1.229002559805082023e-02,1.457470316688333804e-04
1.084000000000000000e+03,5.678977328414718147e-03,9.645044384369359607e-05
1.085000000000000000e+03,1.068423710061444133e-02,1.350365711140725914e-04
1.086000000000000000e+03,9.917300237516562395e-03,1.333880529256477418e-04
1.087000000000000000e+03,1.901568653402229206e-02,1.880753025089302634e-04
1.088000000000000000e+03,3.358969770363635574e-03,5.980950240875332905e-05
1.089000000000000000e+03,6.051601974285311485e-03,8.312026357194468259e-05
1.090000000000000000e+03,5.216642329527272290e-03,7.888268866285450638e-05
1.091000000000000000e+03,9.773267131422956264e-03,1.125593599469897803e-04
1.092000000000000000e+03,4.309085875360501791e-03,7.337787156680527134e-05
1.093000000000000000e+03,8.014218413829803794e-03,1.025458948179807544e-04
1.094000000000000000e+03,7.146876885195573015e-03,9.894837002364840171e-05
1.095000000000000000e+03,1.362536339581012744e-02,1.420574191725353715e-04
1.096000000000000000e+03,3.577226927595006205e-03,6.709626797284201877e-05
1.097000000000000000e+03,6.613197995771964363e-03,9.449046496023648920e-05
1.098000000000000000e+03,5.764721335305107892e-03,9.048386692263461187e-05
1.099000000000000000e+03,1.093887933949629424e-02,1.288609918857069880e-04
1.100000000000000000e+03,4.985568812141815721e-03,8.297005387135715016e-05
1.101000000000000000e+03,9.287380488432115527e-03,1.157708713591017326e-04
1.102000000000000000e+03,8.505147739764717593e-03,1.149385092232598486e-04
1.103000000000000000e+03,1.620989398340384052e-02,1.623950304417547412e-04
1.104000000000000000e+03,3.368741996056503520e-03,6.362230985758220083e-05
1.105000000000000000e+03,6.082626911087168214e-03,8.707441422325003374e-05
1.106000000000000000e+03,5.276663289616505270e-03,8.453582548964856387e-05
1.107000000000000000e+03,9.876074461042881267e-03,1.185225001119782662e-04
1.108000000000000000e+03,4.363364556945032412e-03,7.719135452835231351e-05
1.109000000000000000e+03,8.176305772976743408e-03,1.080523554941904558e-04
1.110000000000000000e+03,7.329088778876596127e-03,1.047966302503630789e-04
1.111000000000000000e+03,1.406176676715413694e-02,1.502733701959669827e-04
1.112000000000000000e+03,3.760581261912981574e-03,7.175262731936523665e-05
1.113000000000000000e+03,6.908156600594520663e-03,1.008944073055661599e-04
1.114000000000000000e+03,6.147735751767953102e-03,9.917630160194196211e-05
1.115000000000000000e+03,1.168858960289094126e-02,1.403628826903890927e-04
1.116000000000000000e+03,5.307448636988798714e-03,8.827968644308766065e-05
1.117000000000000000e+03,1.002230990153219967e-02,1.258007774420373916e-04
1.118000000000000000e+03,9.300579616195625565e-03,1.258954724111064629e-04
1.119000000000000000e+03,1.784987428903579698e-02,1.782264573230964361e-04
