i,c_i,se
3.880000000000000000e+02,1.068116321840634035e-02,1.053316351435163790e-04
3.890000000000000000e+02,1.892395239531993734e-02,1.450656067713189477e-04
3.900000000000000000e+02,1.658903520746777410e-02,1.368670201595682313e-04
3.910000000000000000e+02,3.037004935637116487e-02,1.915200485787973798e-04
3.920000000000000000e+02,9.144342885948716915e-03,9.584629822845112035e-05
3.930000000000000000e+02,1.603821517301102367e-02,1.334847266126802461e-04
3.940000000000000000e+02,1.374920804566393331e-02,1.241919280907455357e-04
3.950000000000000000e+02,2.499420985832810291e-02,1.741224458334462489e-04
3.960000000000000000e+02,1.157817195350925067e-02,1.154141073586395597e-04
3.970000000000000000e+02,2.071886029064655410e-02,1.596829532964952846e-04
3.980000000000000000e+02,1.851612684338043227e-02,1.531951128866381471e-04
3.990000000000000000e+02,3.411250156067311551e-02,2.135003594138328552e-04
4.000000000000000000e+02,8.550370214842260147e-03,8.949801721618803191e-05
4.010000000000000000e+02,1.502470571716626492e-02,1.250580966619147677e-04
4.020000000000000000e+02,1.274164988296727294e-02,1.157627460629082370e-04
4.030000000000000000e+02,2.295697409124423938e-02,1.602761076782248926e-04
4.040000000000000000e+02,1.042679803729057268e-02,1.081514963682155884e-04
4.050000000000000000e+02,1.858695695298413428e-02,1.492210152086971759e-04
4.060000000000000000e+02,1.654211827568709964e-02,1.429258365736419214e-04
4.070000000000000000e+02,3.018706712069610734e-02,1.969831437623637699e-04
4.080000000000000000e+02,9.005878266058862588e-03,9.761686426995083547e-05
4.090000000000000000e+02,1.600478498288740795e-02,1.365930186993329467e-04
4.100000000000000000e+02,1.378781007409095836e-02,1.286671141230939298e-04
4.110000000000000000e+02,2.508795945836852018e-02,1.783177643803009107e-04
4.120000000000000000e+02,1.165671973512818343e-02,1.210001300555137084e-04
4.130000000000000000e+02,2.111729151196777704e-02,1.682218723059498858e-04
4.140000000000000000e+02,1.894695566819359911e-02,1.607210093173197106e-04
4.150000000000000000e+02,3.513109214792648621e-02,2.240239098203682751e-04
4.160000000000000000e+02,8.316990684804816819e-03,9.022784767335654491e-05
4.170000000000000000e+02,1.460602804694324797e-02,1.237846977971029971e-04
4.180000000000000000e+02,1.223735276297976612e-02,1.130273586877157330e-04
4.190000000000000000e+02,2.205870497549573470e-02,1.555446032868159842e-04
4.200000000000000000e+02,1.000321157769610420e-02,1.072360970088532764e-04
4.210000000000000000e+02,1.789832080355534955e-02,1.459968697675268975e-04
4.220000000000000000e+02,1.570165255252271852e-02,1.373559984101830353e-04
4.230000000000000000e+02,2.869516902970771152e-02,1.890112149469704570e-04
4.240000000000000000e+02,8.546426000483334923e-03,9.376790794844194722e-05
4.250000000000000000e+02,1.510671356644481371e-02,1.294637862583302161e-04
4.260000000000000000e+02,1.290427000379810660e-02,1.209515949472730889e-04
4.270000000000000000e+02,2.348516487450649434e-02,1.684402381562383351e-04
4.280000000000000000e+02,1.100028158709406845e-02,1.175300138577494151e-04
4.290000000000000000e+02,1.978416102521121656e-02,1.610179435966719967e-04
4.300000000000000000e+02,1.758050085496157267e-02,1.530470558436849418e-04
4.310000000000000000e+02,3.262267993047833492e-02,2.136556213539317806e-04
4.320000000000000000e+02,8.128949995785951857e-03,8.808409884012860589e-05
4.330000000000000000e+02,1.422864311487724402e-02,1.213532885616680382e-04
4.340000000000000000e+02,1.203044584790865547e-02,1.140347829110304118e-04
4.350000000000000000e+02,2.174444019188483471e-02,1.597862152073494500e-04
4.360000000000000000e+02,9.992403477417926769e-03,1.082426820812650427e-04
4.370000000000000000e+02,1.787561755354205931e-02,1.489594813600911586e-04
4.380000000000000000e+02,1.571788255186130565e-02,1.410381671421707234e-04
4.390000000000000000e+02,2.892501529499888480e-02,1.968031734067380851e-04
4.400000000000000000e+02,8.586537871795396279e-03,9.839519763587513607e-05
4.410000000000000000e+02,1.524040523198743648e-02,1.357570212774314986e-04
4.420000000000000000e+02,1.323928796177109048e-02,1.307483338379038565e-04
4.430000000000000000e+02,2.419527783274650484e-02,1.811632634996862090e-04
4.440000000000000000e+02,1.137361892115324770e-02,1.252471360920725499e-04
4.450000000000000000e+02,2.060865375112742176e-02,1.717591900180116945e-04
4.460000000000000000e+02,1.857006628256291023e-02,1.671598815600575951e-04
4.470000000000000000e+02,3.460065045767773961e-02,2.332077217072951682e-04
4.480000000000000000e+02,7.787414071249464977e-03,8.553221974579714088e-05
4.490000000000000000e+02,1.352386899740745663e-02,1.164283258282978859e-04
4.500000000000000000e+02,1.145721857536584169e-02,1.091583623205265416e-04
4.510000000000000000e+02,2.066461322661489186e-02,1.509803611720824702e-04
4.520000000000000000e+02,9.470220285343626879e-03,1.022587516295675279e-04
4.530000000000000000e+02,1.682272672360142149e-02,1.392768172307249047e-04
4.540000000000000000e+02,1.494764392675211086e-02,1.346539609023536847e-04
4.550000000000000000e+02,2.724402928110212022e-02,1.844792564846659509e-04
4.560000000000000000e+02,7.992119297732910160e-03,8.894341476313944773e-05
4.570000000000000000e+02,1.405262277455379509e-02,1.235099428962648633e-04
4.580000000000000000e+02,1.217151270595689602e-02,1.179231887372889564e-04
4.590000000000000000e+02,2.224252818226814254e-02,1.641951370231090957e-04
4.600000000000000000e+02,1.024798467893153417e-02,1.097007646330492296e-04
4.610000000000000000e+02,1.853102708686143324e-02,1.526578807071615220e-04
4.620000000000000000e+02,1.662060056819270049e-02,1.471009874437609246e-04
4.630000000000000000e+02,3.084228894552836983e-02,2.043075169249818307e-04
4.640000000000000000e+02,7.516434501248100974e-03,8.457325347280610377e-05
4.650000000000000000e+02,1.316853705413639601e-02,1.163144505707434739e-04
4.660000000000000000e+02,1.122985316636661637e-02,1.107265356275698414e-04
4.670000000000000000e+02,2.029335497270027752e-02,1.517721863873168996e-04
4.680000000000000000e+02,9.241077804714441235e-03,1.028132433409292276e-04
4.690000000000000000e+02,1.658354222831626840e-02,1.409142217986334279e-04
4.700000000000000000e+02,1.480736670114100005e-02,1.351272115805603863e-04
4.710000000000000000e+02,2.707259561809400791e-02,1.857835207337705770e-04
4.720000000000000000e+02,7.992373379170894868e-03,9.430431591079179929e-05
4.730000000000000000e+02,1.417873412008086899e-02,1.303734747642360154e-04
4.740000000000000000e+02,1.244852045658975843e-02,1.246839249010542620e-04
4.750000000000000000e+02,2.265045245755463801e-02,1.734531603612247139e-04
4.760000000000000000e+02,1.054066169854253610e-02,1.175227308910820902e-04
4.770000000000000000e+02,1.908626670236388684e-02,1.625639836975332423e-04
4.780000000000000000e+02,1.734150314461439801e-02,1.568796137743409900e-04
4.790000000000000000e+02,3.204336239157865723e-02,2.171764149382248885e-04
4.800000000000000000e+02,7.178242008127271902e-03,8.296357487616076558e-05
4.810000000000000000e+02,1.267186701662838429e-02,1.140576409968874140e-04
4.820000000000000000e+02,1.078682446452478537e-02,1.066692498997537136e-04
4.830000000000000000e+02,1.948576661247760147e-02,1.474626410356471770e-04
4.840000000000000000e+02,8.730358539670706255e-03,9.799950857011553989e-05
4.850000000000000000e+02,1.582993464431415101e-02,1.364431718236543524e-04
4.860000000000000000e+02,1.402864743889619889e-02,1.285303810830637234e-04
4.870000000000000000e+02,2.589016326477130286e-02,1.804579390423352342e-04
4.880000000000000000e+02,7.423515131796399637e-03,8.726017447580374702e-05
4.890000000000000000e+02,1.341779190725336454e-02,1.238628131478601362e-04
4.900000000000000000e+02,1.148728241393963574e-02,1.144742273008883998e-04
4.910000000000000000e+02,2.118143171713997991e-02,1.617981881972945521e-04
4.920000000000000000e+02,9.706311044444641128e-03,1.077794234924616654e-04
4.930000000000000000e+02,1.778623552380750525e-02,1.514309692051571898e-04
4.940000000000000000e+02,1.598863638630757672e-02,1.462552923774665858e-04
4.950000000000000000e+02,2.972904238143314962e-02,2.046291129451620209e-04
4.960000000000000000e+02,7.028676553914944489e-03,8.192402541574409121e-05
4.970000000000000000e+02,1.249450027630974805e-02,1.139637228057651037e-04
4.980000000000000000e+02,1.066210226417829525e-02,1.074729938946175709e-04
4.990000000000000000e+02,1.945565061594049100e-02,1.509677143260714719e-04
5.000000000000000000e+02,8.911649001960952887e-03,1.033932179442592425e-04
5.010000000000000000e+02,1.606682129765550290e-02,1.421150894395858955e-04
5.020000000000000000e+02,1.438130048235257419e-02,1.361115333171710091e-04
5.030000000000000000e+02,2.648931516598910033e-02,1.894462445802993882e-04
5.040000000000000000e+02,7.666571281477808572e-03,9.415273175915670313e-05
5.050000000000000000e+02,1.376881729389230376e-02,1.299693481643894512e-04
5.060000000000000000e+02,1.211197611888249759e-02,1.274020833605001273e-04
5.070000000000000000e+02,2.231627289131283762e-02,1.758175350567577305e-04
5.080000000000000000e+02,1.044099679091324388e-02,1.221639595565068728e-04
5.090000000000000000e+02,1.898458601602663609e-02,1.664079238727292495e-04
5.100000000000000000e+02,1.742552060250193019e-02,1.642549782839554883e-04
5.110000000000000000e+02,3.236284414165963713e-02,2.268500061075799754e-04
5.120000000000000000e+02,6.838533775533239129e-03,8.042665913527082433e-05
5.130000000000000000e+02,1.199926643412560154e-02,1.104539044632011876e-04
5.140000000000000000e+02,1.024182958635191064e-02,1.037841491164446909e-04
5.150000000000000000e+02,1.848236126311123342e-02,1.429286775860685909e-04
5.160000000000000000e+02,8.399275093028943373e-03,9.452657699994482189e-05
5.170000000000000000e+02,1.506611528251320178e-02,1.306595726610275496e-04
5.180000000000000000e+02,1.341459290377795648e-02,1.240440107446352639e-04
5.190000000000000000e+02,2.458605662971734968e-02,1.726198209002458863e-04
5.200000000000000000e+02,7.016454377472400653e-03,8.131999634050726146e-05
5.210000000000000000e+02,1.257305274487783425e-02,1.170750457629636629e-04
5.220000000000000000e+02,1.086300561659038141e-02,1.083339402349020830e-04
5.230000000000000000e+02,1.989806392014026662e-02,1.525480824738388380e-04
5.240000000000000000e+02,9.232862293434639100e-03,1.024884466307103467e-04
5.250000000000000000e+02,1.676769447029878568e-02,1.442944243700217057e-04
5.260000000000000000e+02,1.517864681969086256e-02,1.375099552570969628e-04
5.270000000000000000e+02,2.814785037991901148e-02,1.927893115536806273e-04
5.280000000000000000e+02,6.723767644117276295e-03,8.196245772727050051e-05
5.290000000000000000e+02,1.184968940642972847e-02,1.131014942367661644e-04
5.300000000000000000e+02,1.016753603691855981e-02,1.059611143275355816e-04
5.310000000000000000e+02,1.834271623630076564e-02,1.452274147738125696e-04
5.320000000000000000e+02,8.356220388213793718e-03,9.796096299669786395e-05
5.330000000000000000e+02,1.505007725889484158e-02,1.352203121237546813e-04
5.340000000000000000e+02,1.346245216829081333e-02,1.288721549387473607e-04
5.350000000000000000e+02,2.473977309633046406e-02,1.784351843224278535e-04
5.360000000000000000e+02,7.195161794995267798e-03,8.928108761866320766e-05
5.370000000000000000e+02,1.275107942240933517e-02,1.214327694976388114e-04
5.380000000000000000e+02,1.119383555553853452e-02,1.174275896383318796e-04
5.390000000000000000e+02,2.046168266306320691e-02,1.619622389078883239e-04
5.400000000000000000e+02,9.459697478773693852e-03,1.098601689252485809e-04
5.410000000000000000e+02,1.733305042802045851e-02,1.524863173699516250e-04
5.420000000000000000e+02,1.568259694774945534e-02,1.462943362496656901e-04
5.430000000000000000e+02,2.934144435049345148e-02,2.040092037938825444e-04
5.440000000000000000e+02,6.316823999273280497e-03,7.595069188893666307e-05
5.450000000000000000e+02,1.136894599122305685e-02,1.083407470224051120e-04
5.460000000000000000e+02,9.612019796992341339e-03,9.833576503692343220e-05
5.470000000000000000e+02,1.768097004711628034e-02,1.396159822572747824e-04
5.480000000000000000e+02,7.968120358598729247e-03,9.375175037565415428e-05
5.490000000000000000e+02,1.445085280157625690e-02,1.294586452043383542e-04
5.500000000000000000e+02,1.274082798370470594e-02,1.202653846781015891e-04
5.510000000000000000e+02,2.350153915644933797e-02,1.675501725372043115e-04
5.520000000000000000e+02,6.727953585386275970e-03,8.234855396248611740e-05
5.530000000000000000e+02,1.200951174354801532e-02,1.147752530375454233e-04
5.540000000000000000e+02,1.031749622871478388e-02,1.051762537118569406e-04
5.550000000000000000e+02,1.905233032001803217e-02,1.497347286786203727e-04
5.560000000000000000e+02,8.804086549865702480e-03,1.020797154687864261e-04
5.570000000000000000e+02,1.601776601359248056e-02,1.404664581234692071e-04
5.580000000000000000e+02,1.437410170129189806e-02,1.326468924876276015e-04
5.590000000000000000e+02,2.688041024842609955e-02,1.871285432017092819e-04
5.600000000000000000e+02,6.404520425448815418e-03,8.147384866340213734e-05
5.610000000000000000e+02,1.131971431585649703e-02,1.105217330748609950e-04
5.620000000000000000e+02,9.683012709493439216e-03,1.034701350267220460e-04
5.630000000000000000e+02,1.760332407211263883e-02,1.435766681463376772e-04
5.640000000000000000e+02,8.092803787551819741e-03,9.850793487207819927e-05
5.650000000000000000e+02,1.456719733037054564e-02,1.345101953204573021e-04
5.660000000000000000e+02,1.302455139953643051e-02,1.274764901847169922e-04
5.670000000000000000e+02,2.400216034609824536e-02,1.773086816720239125e-04
5.680000000000000000e+02,6.982451570828755553e-03,9.046392108044412552e-05
5.690000000000000000e+02,1.245660719078034093e-02,1.237539115158407723e-04
5.700000000000000000e+02,1.088889652222395019e-02,1.173104899510326666e-04
5.710000000000000000e+02,2.004415240296473014e-02,1.638733828094311349e-04
5.720000000000000000e+02,9.354394865557551231e-03,1.124264649005373351e-04
5.730000000000000000e+02,1.710409925051033578e-02,1.554419882694973564e-04
5.740000000000000000e+02,1.551251256362845554e-02,1.479154124826372214e-04
5.750000000000000000e+02,2.913676806382834925e-02,2.078489423701111510e-04
5.760000000000000000e+02,6.204936722815036429e-03,7.836869098941323609e-05
5.770000000000000000e+02,1.097468282355616546e-02,1.060011640707812975e-04
5.780000000000000000e+02,9.274075459068019389e-03,9.845698118729069820e-05
5.790000000000000000e+02,1.687652731695522823e-02,1.361966530674980512e-04
5.800000000000000000e+02,7.676679110651215242e-03,9.224157731341495528e-05
5.810000000000000000e+02,1.374024641885111808e-02,1.259217362111701819e-04
5.820000000000000000e+02,1.213352168173839618e-02,1.173512241362730131e-04
5.830000000000000000e+02,2.240583100862800908e-02,1.635988165350137991e-04
5.840000000000000000e+02,6.378941973112523672e-03,7.993014987163899994e-05
5.850000000000000000e+02,1.145360761104772564e-02,1.122315063260681257e-04
5.860000000000000000e+02,9.888598279741903432e-03,1.044713836209973780e-04
5.870000000000000000e+02,1.826097755171358569e-02,1.487350096068448791e-04
5.880000000000000000e+02,8.362953788203498356e-03,9.932577396633416645e-05
5.890000000000000000e+02,1.528570381689816661e-02,1.379977067869251836e-04
5.900000000000000000e+02,1.375773735801378954e-02,1.320516436223297758e-04
5.910000000000000000e+02,2.579608281332999506e-02,1.854117695913015923e-04
5.920000000000000000e+02,5.953595722541213386e-03,7.564300549925072044e-05
5.930000000000000000e+02,1.058631473641842569e-02,1.039017860803285765e-04
5.940000000000000000e+02,9.115168175138533765e-03,1.003020181278847621e-04
5.950000000000000000e+02,1.675324851935108481e-02,1.411297717409054305e-04
5.960000000000000000e+02,7.539835935011505660e-03,9.295932925867716936e-05
5.970000000000000000e+02,1.366920935607204846e-02,1.281705852338588117e-04
5.980000000000000000e+02,1.229988168401022729e-02,1.243065301598225085e-04
5.990000000000000000e+02,2.272531602650880792e-02,1.718298179662586071e-04
6.000000000000000000e+02,6.474763919673860203e-03,8.563001563004287873e-05
6.010000000000000000e+02,1.157364426859964872e-02,1.162383729513808453e-04
6.020000000000000000e+02,1.026662155507753263e-02,1.132365812449348308e-04
6.030000000000000000e+02,1.892320759621759357e-02,1.575427669613346012e-04
6.040000000000000000e+02,8.684002938022216886e-03,1.070734041518460190e-04
6.050000000000000000e+02,1.588197095499684422e-02,1.462268003677630649e-04
6.060000000000000000e+02,1.455227319666494920e-02,1.421663415141429410e-04
6.070000000000000000e+02,2.730608395038793337e-02,1.979151037512333041e-04
6.080000000000000000e+02,5.760285773202776516e-03,7.526743854104079852e-05
6.090000000000000000e+02,1.023554402743776653e-02,1.017974250894507557e-04
6.100000000000000000e+02,8.817317620925605934e-03,9.708375634269075349e-05
6.110000000000000000e+02,1.617619468861570056e-02,1.363075134979508198e-04
6.120000000000000000e+02,7.234239597929020479e-03,9.019883279814243794e-05
6.130000000000000000e+02,1.302904945455491542e-02,1.216169100133555328e-04
6.140000000000000000e+02,1.162161624251554365e-02,1.161102821121506141e-04
6.150000000000000000e+02,2.148702954040219298e-02,1.614216487667534524e-04
6.160000000000000000e+02,6.142997079379856722e-03,8.008797000826946158e-05
6.170000000000000000e+02,1.095626863357921504e-02,1.108643194920406127e-04
6.180000000000000000e+02,9.595494608928759397e-03,1.039483342766445742e-04
6.190000000000000000e+02,1.770693644247949006e-02,1.482552921214595320e-04
6.200000000000000000e+02,8.127885782942175993e-03,9.979074125010002887e-05
6.210000000000000000e+02,1.483165142333755897e-02,1.376802709433831771e-04
6.220000000000000000e+02,1.341058261245489137e-02,1.317100794018639877e-04
6.230000000000000000e+02,2.519762033902108594e-02,1.856732787499540231e-04
6.240000000000000000e+02,5.762084342055022977e-03,7.526152854307677426e-05
6.250000000000000000e+02,1.025059711555639970e-02,1.031839148766545684e-04
6.260000000000000000e+02,8.913391724737981109e-03,9.979173751514088463e-05
6.270000000000000000e+02,1.631915719645718812e-02,1.388305407432469704e-04
6.280000000000000000e+02,7.384139982822040399e-03,9.497980262128525697e-05
6.290000000000000000e+02,1.341803021269540042e-02,1.304375838043606874e-04
6.300000000000000000e+02,1.204679868658383758e-02,1.247604197916337917e-04
6.310000000000000000e+02,2.237981474813073926e-02,1.737071332685646364e-04
6.320000000000000000e+02,6.275109805253645083e-03,8.424779143467520982e-05
6.330000000000000000e+02,1.138251362821708114e-02,1.184037594997875358e-04
6.340000000000000000e+02,1.011392825280626670e-02,1.147553253347328626e-04
6.350000000000000000e+02,1.879127837470422058e-02,1.614067664892473769e-04
6.360000000000000000e+02,8.539457768574357233e-03,1.070491789653405104e-04
6.370000000000000000e+02,1.578191110413521697e-02,1.489120461855530085e-04
6.380000000000000000e+02,1.462644075689216450e-02,1.472590213420378992e-04
6.390000000000000000e+02,2.761090106731901514e-02,2.054233552338272052e-04
6.400000000000000000e+02,5.510566127374768447e-03,7.134979074600227098e-05
6.410000000000000000e+02,9.788305370286106213e-03,9.840429959977515270e-05
6.420000000000000000e+02,8.439610694100459568e-03,9.228855067817999806e-05
6.430000000000000000e+02,1.550167425688356131e-02,1.296563590145297681e-04
6.440000000000000000e+02,6.875956951950987564e-03,8.427816231264217658e-05
6.450000000000000000e+02,1.239526927719513533e-02,1.164919870236485702e-04
6.460000000000000000e+02,1.114101174448927159e-02,1.119322614709391503e-04
6.470000000000000000e+02,2.063760022373248987e-02,1.554924439323419720e-04
6.480000000000000000e+02,5.719644656516611331e-03,7.326035941570077387e-05
6.490000000000000000e+02,1.033596217031280268e-02,1.048527917655514563e-04
6.500000000000000000e+02,9.047195803721746338e-03,9.871441034624834471e-05
6.510000000000000000e+02,1.677945145008464742e-02,1.404586530247538625e-04
6.520000000000000000e+02,7.533566633239388230e-03,9.075134785312424736e-05
6.530000000000000000e+02,1.388687635165949605e-02,1.277619170699759198e-04
6.540000000000000000e+02,1.268119140268613929e-02,1.234724005640804804e-04
6.550000000000000000e+02,2.383344559472054189e-02,1.739219732671529910e-04
6.560000000000000000e+02,5.409600172328452375e-03,7.092162767661646001e-05
6.570000000000000000e+02,9.622005941420793199e-03,9.739442114262498779e-05
6.580000000000000000e+02,8.433507698004443984e-03,9.523283104022961857e-05
6.590000000000000000e+02,1.533355452156315302e-02,1.305352497417270371e-04
6.600000000000000000e+02,6.823519564233720622e-03,8.592926525175556118e-05
6.610000000000000000e+02,1.236173073270668658e-02,1.189117945740167853e-04
6.620000000000000000e+02,1.126897918332368104e-02,1.150413458894563034e-04
6.630000000000000000e+02,2.073413936745375358e-02,1.586898891152079428e-04
6.640000000000000000e+02,5.824921697142223555e-03,7.847875643497878551e-05
6.650000000000000000e+02,1.049563026782125187e-02,1.087106531129810905e-04
6.660000000000000000e+02,9.380448221949239801e-03,1.050301434072223788e-04
6.670000000000000000e+02,1.729656968687971405e-02,1.468307400955759989e-04
6.680000000000000000e+02,7.849422412551938788e-03,9.771982719895278555e-05
6.690000000000000000e+02,1.454421699479222299e-02,1.365420847963133848e-04
6.700000000000000000e+02,1.340414620179682971e-02,1.336319193465675375e-04
6.710000000000000000e+02,2.515633879647900806e-02,1.851977455238028303e-04
6.720000000000000000e+02,5.165810829773544860e-03,6.737968187830451871e-05
6.730000000000000000e+02,9.272085019809504086e-03,9.560930016279874945e-05
6.740000000000000000e+02,8.005911943800746861e-03,8.957193423348969554e-05
6.750000000000000000e+02,1.469339898227403629e-02,1.256270788384063794e-04
6.760000000000000000e+02,6.514986201797922510e-03,8.265198592856812167e-05
6.770000000000000000e+02,1.187716362355897837e-02,1.153880729969502546e-04
6.780000000000000000e+02,1.064783660368373054e-02,1.084109569065668432e-04
6.790000000000000000e+02,1.985628746801366279e-02,1.527719517770199139e-04
6.800000000000000000e+02,5.442782994123796479e-03,7.214740892140975330e-05
6.810000000000000000e+02,9.910957030604282750e-03,1.028670365433352824e-04
6.820000000000000000e+02,8.640314671496550705e-03,9.618605873445926224e-05
6.830000000000000000e+02,1.606643740545958196e-02,1.367931211300641391e-04
6.840000000000000000e+02,7.304435718754927719e-03,9.256591579652454394e-05
6.850000000000000000e+02,1.355947173319757039e-02,1.306231840177033234e-04
6.860000000000000000e+02,1.228135606051733095e-02,1.234601089002331919e-04
6.870000000000000000e+02,2.314534670839707084e-02,1.735853835532789804e-04
6.880000000000000000e+02,5.167319028700391101e-03,6.937587996101344471e-05
6.890000000000000000e+02,9.302310211012760482e-03,9.807134474386728642e-05
6.900000000000000000e+02,8.077510807377596622e-03,9.202306111953125313e-05
6.910000000000000000e+02,1.478440720638881170e-02,1.286985885399438646e-04
6.920000000000000000e+02,6.594785827944676070e-03,8.677609702111418945e-05
6.930000000000000000e+02,1.220424011023094231e-02,1.219783991591017846e-04
6.940000000000000000e+02,1.096364027716219443e-02,1.157826525044455324e-04
6.950000000000000000e+02,2.051182764382411886e-02,1.626597395885469831e-04
6.960000000000000000e+02,5.612610145136713927e-03,7.843005267210298654e-05
6.970000000000000000e+02,1.020503342961271570e-02,1.085693678566104038e-04
6.980000000000000000e+02,9.118492506705225265e-03,1.051271512277382025e-04
6.990000000000000000e+02,1.689341767107447115e-02,1.464860061607133306e-04
7.000000000000000000e+02,7.749701622674862525e-03,1.005704964914608669e-04
7.010000000000000000e+02,1.442328798610716979e-02,1.399853869753798228e-04
7.020000000000000000e+02,1.328026292374978427e-02,1.351879698975372757e-04
7.030000000000000000e+02,2.504828375934312762e-02,1.894453888287915924e-04
7.040000000000000000e+02,5.036162560433148951e-03,7.002731300079719531e-05
7.050000000000000000e+02,8.977619223135212614e-03,9.532905441662654087e-05
7.060000000000000000e+02,7.735156378125150958e-03,8.827883347679597371e-05
7.070000000000000000e+02,1.424126742543031787e-02,1.242414748015814390e-04
7.080000000000000000e+02,6.368532058857381307e-03,8.407604249790071927e-05
7.090000000000000000e+02,1.151592731873194407e-02,1.138717562529538088e-04
7.100000000000000000e+02,1.035460105900963199e-02,1.078485188198817518e-04
7.110000000000000000e+02,1.914657109069327345e-02,1.491884070447360472e-04
7.120000000000000000e+02,5.264732010389367584e-03,7.246832123752102459e-05
7.130000000000000000e+02,9.529518638675411879e-03,1.017113906031641142e-04
7.140000000000000000e+02,8.310354306027292748e-03,9.411542826149046860e-05
7.150000000000000000e+02,1.537319524418562580e-02,1.323506043857478477e-04
7.160000000000000000e+02,7.010385460083683011e-03,8.988984767329252703e-05
7.170000000000000000e+02,1.288671723858763815e-02,1.248225613543023349e-04
7.180000000000000000e+02,1.178616562095781244e-02,1.194980203378969211e-04
7.190000000000000000e+02,2.204371937738110535e-02,1.667261485505903832e-04
7.200000000000000000e+02,4.987440017561117593e-03,7.096740396135407282e-05
7.210000000000000000e+02,8.966233673493067408e-03,9.847711128591974186e-05
7.220000000000000000e+02,7.701528783875206952e-03,9.132298631873632421e-05
7.230000000000000000e+02,1.424812597180406294e-02,1.281511010222111449e-04
7.240000000000000000e+02,6.298870489758749865e-03,8.521964803384496768e-05
7.250000000000000000e+02,1.157865285673489140e-02,1.183354528266345856e-04
7.260000000000000000e+02,1.034785987197111082e-02,1.112512936504025604e-04
7.270000000000000000e+02,1.937488321720311907e-02,1.561400362938376244e-04
7.280000000000000000e+02,5.356205909438430980e-03,7.659623776693718462e-05
7.290000000000000000e+02,9.811985514760018096e-03,1.085640304063149300e-04
7.300000000000000000e+02,8.663868585526942820e-03,1.031801228046701311e-04
7.310000000000000000e+02,1.620999260060489167e-02,1.468678098689739820e-04
7.320000000000000000e+02,7.321585987421373211e-03,9.688668814691658642e-05
7.330000000000000000e+02,1.368862733963877032e-02,1.370087116126279413e-04
7.340000000000000000e+02,1.261756878046939832e-02,1.314126460085936459e-04
7.350000000000000000e+02,2.373323950475702757e-02,1.845273320003793134e-04
7.360000000000000000e+02,4.821387113928795112e-03,6.814491844567756057e-05
7.370000000000000000e+02,8.714434880390763832e-03,9.508417022188565891e-05
7.380000000000000000e+02,7.468752437842388590e-03,8.753692813001859719e-05
7.390000000000000000e+02,1.388635182090103629e-02,1.239253461571080946e-04
7.400000000000000000e+02,6.119858246172467549e-03,8.180852330055215593e-05
7.410000000000000000e+02,1.129891078289598297e-02,1.145649760160119985e-04
7.420000000000000000e+02,1.002966087081780082e-02,1.066258410357715333e-04
7.430000000000000000e+02,1.874086407137413868e-02,1.494057045512769358e-04
7.440000000000000000e+02,5.106266735692819095e-03,7.162299385463364091e-05
7.450000000000000000e+02,9.371187461043397476e-03,1.025947850026745316e-04
7.460000000000000000e+02,8.128944435939193525e-03,9.411523614797610859e-05
7.470000000000000000e+02,1.516234618181983712e-02,1.335432765065675800e-04
7.480000000000000000e+02,6.994310320590933251e-03,9.424899648134857724e-05
7.490000000000000000e+02,1.292524283574273194e-02,1.301594564908637711e-04
7.500000000000000000e+02,1.170758218988776286e-02,1.224626439822475675e-04
7.510000000000000000e+02,2.193271453501035792e-02,1.707010770264017407e-04
7.520000000000000000e+02,4.897221418656408365e-03,7.156626907143972920e-05
7.530000000000000000e+02,8.777221945039928239e-03,9.832440551787920710e-05
7.540000000000000000e+02,7.556498727860550511e-03,9.062404904185154461e-05
7.550000000000000000e+02,1.395208465358863288e-02,1.273100903511596314e-04
7.560000000000000000e+02,6.363246418250104175e-03,8.879953188742063753e-05
7.570000000000000000e+02,1.170962037123739717e-02,1.224512802447112097e-04
7.580000000000000000e+02,1.042231789124508680e-02,1.145250034359955935e-04
7.590000000000000000e+02,1.938023821265747251e-02,1.589124580347692510e-04
7.600000000000000000e+02,5.336705069877207067e-03,7.900209218827005232e-05
7.610000000000000000e+02,9.793190478608012825e-03,1.108952042537793373e-04
7.620000000000000000e+02,8.638351234284540395e-03,1.051050043958741854e-04
7.630000000000000000e+02,1.618976870206495153e-02,1.484194880533027988e-04
7.640000000000000000e+02,7.462212791691224048e-03,1.022217619120533284e-04
7.650000000000000000e+02,1.402823575685421646e-02,1.432269856977987880e-04
7.660000000000000000e+02,1.278869531581799251e-02,1.363655294925310648e-04
7.670000000000000000e+02,2.419742751553654800e-02,1.912456667481489772e-04
7.680000000000000000e+02,4.733187998843689862e-03,6.755310622431156848e-05
7.690000000000000000e+02,8.401091191284359300e-03,9.116842259659068825e-05
7.700000000000000000e+02,7.248052479090790097e-03,8.594205231613525448e-05
7.710000000000000000e+02,1.324714760738114443e-02,1.181864240750358261e-04
7.720000000000000000e+02,5.962478045647342899e-03,7.943118045428621736e-05
7.730000000000000000e+02,1.078287587006886844e-02,1.071952716187749634e-04
7.740000000000000000e+02,9.721532733564575146e-03,1.038574319152755094e-04
7.750000000000000000e+02,1.789699155396471536e-02,1.421713064540079674e-04
