n,minwit,argi,argj
1664,1,1,13
1665,1,1,765
1666,2,1,2
1667,1,1,2
1668,2,1,3
1669,1,1,2
1670,1,1,130
1671,1,1,3
1672,1,1,209
1673,1,1,7
1674,2,1,2
1675,1,1,25
1676,1,1,4
1677,1,1,559
1678,1,1,2
1679,1,1,23
1680,2,1,30
1681,1,1,2
1682,1,1,2
1683,1,1,187
1684,1,1,4
1685,1,1,5
1686,1,1,144
1687,1,1,7
1688,1,1,8
1689,1,1,3
1690,1,1,10
1691,1,1,19
1692,1,1,144
1693,1,1,2
1694,1,1,14
1695,1,1,30
1696,1,1,32
1697,1,1,2
1698,1,1,162
1699,1,1,2
1700,1,1,425
1701,1,1,7
1702,1,1,644
1703,1,1,13
1704,2,1,3
1705,1,1,155
1706,1,1,2
1707,1,1,3
1708,1,1,140
1709,1,1,2
1710,2,1,10
1711,1,1,29
1712,1,1,16
1713,1,1,3
1714,1,1,2
1715,1,1,5
1716,2,1,132
1717,1,1,17
1718,1,1,2
1719,1,1,9
1720,1,1,40
1721,1,1,2
1722,2,1,18
1723,1,1,2
1724,1,1,4
1725,1,1,750
1726,1,1,2
1727,1,1,11
1728,1,1,27
1729,2,1,7
1730,1,1,130
1731,1,1,3
1732,1,1,4
1733,1,1,2
1734,1,1,6
1735,1,1,5
1736,2,1,7
1737,1,1,9
1738,2,1,2
1739,1,1,37
1740,2,1,12
1741,1,1,2
1742,1,1,134
1743,1,1,249
1744,1,1,16
1745,1,1,5
1746,1,1,18
1747,1,1,2
1748,1,1,532
1749,1,1,264
1750,2,1,2
1751,1,1,17
1752,1,1,24
1753,1,1,2
1754,1,1,2
1755,2,1,5
1756,1,1,4
1757,1,1,7
1758,1,1,30
1759,1,1,2
1760,1,1,385
1761,1,1,3
1762,1,1,2
1763,1,1,41
1764,1,1,36
1765,1,1,5
1766,1,1,2
1767,1,1,57
1768,1,1,520
1769,1,1,29
1770,2,1,10
1771,2,1,7
1772,1,1,4
1773,1,1,9
1774,1,1,2
1775,1,1,25
1776,1,1,48
1777,1,1,2
1778,2,1,2
1779,1,1,3
1780,2,1,4
1781,1,1,13
1782,1,1,22
1783,1,1,2
1784,1,1,8
1785,3,1,3
1786,1,1,114
1787,1,1,2
1788,1,1,84
1789,1,1,2
1790,1,1,10
1791,1,1,9
1792,1,1,7
1793,1,1,11
1794,2,1,598
1795,1,1,5
1796,1,1,4
1797,1,1,3
1798,2,1,2
1799,1,1,7
1800,2,1,8
1801,1,1,2
1802,1,1,901
1803,1,1,3
1804,1,1,264
1805,1,1,5
1806,1,1,258
1807,1,1,13
1808,1,1,16
1809,1,1,27
1810,1,1,530
1811,1,1,2
1812,1,3,906
1813,1,1,37
1814,1,1,2
1815,1,1,30
1816,1,1,8
1817,1,1,23
1818,2,1,2
1819,1,1,17
1820,1,1,260
1821,1,1,3
1822,1,1,2
1823,1,1,2
1824,1,1,741
1825,1,1,25
1826,2,1,2
1827,2,1,7
1828,1,1,4
1829,1,1,31
1830,2,1,30
1831,1,1,2
1832,1,1,8
1833,1,1,39
1834,2,1,2
1835,1,1,5
1836,2,1,4
1837,1,1,11
1838,1,1,2
1839,1,1,3
1840,1,1,560
1841,1,1,7
1842,1,1,786
1843,1,1,19
1844,1,1,4
1845,1,1,90
1846,1,1,52
1847,1,1,2
1848,2,1,56
1849,1,1,2
1850,1,1,50
1851,1,1,3
1852,1,1,4
1853,1,1,17
1854,1,1,18
1855,1,1,105
1856,1,1,29
1857,1,1,3
1858,1,1,2
1859,1,1,11
1860,2,1,30
1861,1,1,2
1862,2,1,2
1863,1,1,23
1864,1,1,8
1865,1,1,5
1866,2,1,2
1867,1,1,2
1868,1,1,4
1869,1,1,735
1870,2,1,10
1871,1,1,2
1872,2,1,9
1873,1,1,2
1874,1,1,2
1875,1,1,3
1876,1,1,784
1877,1,1,2
1878,1,1,6
1879,1,1,2
1880,2,1,5
1881,1,1,418
1882,1,1,2
1883,1,1,7
1884,1,1,12
1885,2,1,5
1886,1,1,82
1887,1,1,102
1888,1,1,32
1889,1,1,2
1890,2,1,98
1891,1,1,31
1892,2,1,4
1893,1,1,3
1894,1,1,2
1895,1,1,5
1896,1,1,840
1897,1,1,7
1898,1,1,520
1899,1,1,9
1900,1,1,76
1901,1,1,2
1902,1,1,12
1903,1,1,11
1904,1,1,112
1905,1,1,30
1906,1,1,2
1907,1,1,2
1908,1,1,36
1909,1,1,23
1910,1,1,630
1911,1,1,39
1912,1,1,8
1913,1,1,2
1914,1,1,264
1915,1,1,5
1916,1,1,4
1917,1,1,27
1918,1,1,56
1919,1,1,19
1920,1,1,30
1921,1,1,17
1922,1,1,2
1923,1,1,3
1924,2,1,4
1925,1,1,154
1926,1,1,642
1927,1,1,41
1928,1,1,8
1929,1,1,3
1930,1,1,386
1931,1,1,2
1932,2,1,12
1933,1,1,2
1934,1,1,2
1935,2,1,5
1936,1,1,16
1937,1,1,13
1938,2,1,18
1939,1,1,7
1940,1,1,388
1941,1,1,3
1942,1,1,2
1943,1,1,29
1944,1,1,8
1945,1,1,5
1946,1,1,154
1947,2,1,3
1948,1,1,4
1949,1,1,2
1950,2,1,6
1951,1,1,2
1952,1,1,32
1953,2,1,7
1954,1,1,2
1955,1,1,680
1956,1,1,489
1957,1,1,19
1958,1,1,132
1959,1,1,3
1960,1,1,392
1961,1,1,37
1962,1,1,981
1963,1,1,13
1964,1,1,4
1965,1,1,655
1966,1,1,2
1967,1,1,7
1968,1,1,246
1969,1,1,11
1970,1,1,50
1971,1,1,27
1972,1,1,816
1973,1,1,2
1974,2,1,406
1975,1,1,25
1976,1,1,152
1977,1,1,3
1978,1,1,138
1979,1,1,2
1980,2,1,36
1981,1,1,7
1982,1,1,2
1983,1,1,3
1984,1,1,31
1985,1,1,5
1986,1,1,258
1987,1,1,2
1988,1,1,196
1989,1,1,221
1990,1,1,640
1991,1,1,11
1992,1,1,264
1993,1,1,2
1994,1,1,2
1995,1,1,735
1996,1,1,4
1997,1,1,2
1998,1,1,74
1999,1,1,2
2000,1,1,16
2001,1,1,759
2002,2,1,66
2003,1,1,2
2004,1,1,276
2005,1,1,5
2006,1,1,68
2007,1,1,9
2008,1,1,8
2009,1,1,41
2010,2,1,10
2011,1,1,2
2012,1,1,4
2013,1,1,33
2014,1,1,76
2015,1,1,130
2016,1,1,252
2017,1,1,2
2018,1,1,2
2019,1,1,3
2020,1,1,640
2021,1,1,43
2022,1,1,6
2023,1,1,7
2024,1,1,253
2025,1,1,25
2026,1,1,2
2027,1,1,2
2028,1,1,324
2029,1,1,2
2030,2,1,14
2031,1,1,3
2032,1,1,16
2033,1,1,19
2034,1,1,226
2035,1,1,407
2036,1,1,4
2037,1,1,252
2038,1,1,2
2039,1,1,2
2040,2,1,15
2041,1,1,13
2042,1,1,2
2043,1,1,9
2044,1,1,28
2045,1,1,5
2046,1,1,264
2047,1,1,23
2048,1,1,2
2049,1,1,3
2050,2,1,2
2051,1,1,7
2052,1,1,513
2053,1,1,2
2054,1,1,1027
2055,1,1,30
2056,1,1,8
2057,1,1,17
2058,2,1,2
2059,1,1,29
2060,2,1,4
2061,1,1,9
2062,1,1,2
2063,1,1,2
2064,2,1,3
2065,2,1,5
2066,1,1,2
2067,1,1,39
2068,2,1,4
2069,1,1,2
2070,2,1,18
2071,1,1,19
2072,2,1,7
2073,1,1,3
2074,2,1,2
2075,1,1,25
2076,1,1,12
2077,1,1,31
2078,1,1,2
2079,2,1,7
2080,2,1,5
2081,1,1,2
2082,2,1,2
2083,1,1,2
2084,1,1,4
2085,1,1,30
2086,1,1,1043
2087,1,1,2
2088,2,1,8
2089,1,1,2
2090,2,1,10
2091,1,1,246
2092,1,1,4
2093,1,1,364
2094,1,1,6
2095,1,1,5
2096,1,1,16
2097,1,1,9
2098,1,1,2
2099,1,1,2
2100,2,1,21
2101,1,1,11
2102,1,1,2
2103,1,1,3
2104,1,1,8
2105,1,1,5
2106,1,1,26
2107,1,1,43
2108,2,1,4
2109,1,1,570
2110,1,1,10
2111,1,1,2
2112,1,1,165
2113,1,1,2
2114,2,1,2
2115,1,1,90
2116,1,1,4
2117,1,1,29
2118,2,1,2
2119,1,1,13
2120,1,1,795
2121,1,1,735
2122,1,1,2
2123,1,1,11
2124,1,1,1062
2125,1,1,17
2126,1,1,2
2127,1,1,3
2128,1,1,399
2129,1,1,2
2130,2,1,18
2131,1,1,2
2132,2,1,4
2133,1,1,27
2134,1,1,22
2135,2,1,5
2136,2,1,3
2137,1,1,2
2138,1,1,2
2139,2,1,3
2140,2,1,4
2141,1,1,2
2142,2,1,14
2143,1,1,2
2144,1,1,32
2145,2,1,39
2146,2,1,2
2147,1,1,19
2148,1,1,36
2149,1,1,7
2150,2,1,2
2151,1,1,9
2152,1,1,8
2153,1,1,2
2154,1,3,1077
2155,1,1,5
2156,1,1,44
2157,1,1,3
2158,1,1,78
2159,1,1,17
2160,1,1,135
2161,1,1,2
2162,1,1,1081
2163,1,1,1029
2164,1,1,4
2165,1,1,5
2166,1,1,6
2167,1,1,11
2168,1,1,8
2169,1,1,9
2170,2,1,10
2171,1,1,13
2172,1,1,12
2173,1,1,41
2174,1,1,2
2175,1,1,87
2176,1,1,17
2177,1,1,7
2178,2,1,2
2179,1,1,2
2180,2,1,4
2181,1,1,3
2182,1,1,2
2183,1,1,37
2184,1,1,1092
2185,2,1,5
2186,1,1,2
2187,1,1,2
2188,1,1,4
2189,1,1,11
2190,2,1,10
2191,1,1,7
2192,1,1,16
2193,2,1,3
2194,1,1,2
2195,1,1,5
2196,2,1,4
2197,1,1,2
2198,1,1,1099
2199,1,1,3
2200,2,1,8
2201,1,1,31
2202,2,1,2
2203,1,1,2
2204,1,1,1102
2205,2,1,5
2206,1,1,2
2207,1,1,2
2208,1,3,1104
2209,1,1,2
2210,2,1,34
2211,1,1,737
2212,2,1,4
2213,1,1,2
2214,1,1,164
2215,1,1,5
2216,1,1,8
2217,1,1,3
2218,1,1,2
2219,1,1,7
2220,2,1,30
2221,1,1,2
2222,1,1,44
2223,2,1,9
2224,1,1,16
2225,1,1,25
2226,2,1,742
2227,1,1,17
2228,1,1,4
2229,1,1,3
2230,1,1,50
2231,1,1,23
2232,2,1,8
2233,1,1,154
2234,1,1,2
2235,1,1,30
2236,1,1,172
2237,1,1,2
2238,1,1,6
2239,1,1,2
2240,1,1,35
2241,1,1,27
2242,1,1,1121
2243,1,1,2
2244,2,1,68
2245,1,1,5
2246,1,1,2
2247,1,1,749
2248,1,1,8
2249,1,1,13
2250,2,1,2
2251,1,1,2
2252,1,1,4
2253,1,1,3
2254,1,1,138
2255,1,1,880
2256,2,1,3
2257,1,1,37
2258,1,1,2
2259,1,1,9
2260,2,1,4
2261,1,1,399
2262,2,1,18
2263,1,1,31
2264,1,1,8
2265,1,1,15
2266,1,1,66
2267,1,1,2
2268,1,1,196
2269,1,1,2
2270,1,1,10
2271,1,1,3
2272,1,1,32
2273,1,1,2
2274,1,3,1137
2275,2,1,7
2276,1,1,4
2277,2,1,9
2278,1,1,34
2279,1,1,43
2280,2,1,380
2281,1,1,2
2282,1,1,98
2283,1,1,3
2284,1,1,4
2285,1,1,5
2286,2,1,2
2287,1,1,2
2288,1,1,176
2289,1,1,21
2290,1,1,130
2291,1,1,29
2292,1,1,84
2293,1,1,2
2294,1,1,148
2295,1,1,170
2296,1,1,56
2297,1,1,2
2298,2,1,2
2299,1,1,19
2300,1,1,92
2301,2,1,3
2302,1,1,2
2303,1,1,47
2304,1,1,9
2305,1,1,5
2306,1,1,2
2307,1,1,3
2308,1,1,4
2309,1,1,2
2310,3,1,6
2311,1,1,2
2312,1,1,8
2313,1,1,9
2314,2,1,2
2315,1,1,5
2316,1,1,12
2317,1,1,7
2318,1,1,1159
2319,1,1,3
2320,1,1,145
2321,1,1,11
2322,1,1,258
2323,1,1,23
2324,2,1,4
2325,2,1,3
2326,1,1,2
2327,1,1,13
2328,2,1,3
2329,1,1,17
2330,1,1,280
2331,1,1,63
2332,1,1,264
2333,1,1,2
2334,1,1,12
2335,1,1,5
2336,1,1,32
2337,1,1,57
2338,2,1,2
2339,1,1,2
2340,2,1,36
2341,1,1,2
2342,1,1,2
2343,2,1,3
2344,1,1,8
2345,1,1,35
2346,2,1,34
2347,1,1,2
2348,1,1,4
2349,1,1,29
2350,1,1,300
2351,1,1,2
2352,2,1,3
2353,1,1,13
2354,2,1,2
2355,2,1,3
2356,1,1,1178
2357,1,1,2
2358,1,1,262
2359,1,1,7
2360,1,1,280
2361,1,1,3
2362,1,1,2
2363,1,1,17
2364,1,1,12
2365,1,1,55
2366,1,1,14
2367,1,1,9
2368,1,1,37
2369,1,1,23
2370,2,1,90
2371,1,1,2
2372,1,1,4
2373,1,1,21
2374,1,1,2
2375,1,1,19
2376,1,1,264
2377,1,1,2
2378,1,1,328
2379,2,1,3
2380,2,1,68
2381,1,1,2
2382,1,1,6
2383,1,1,2
2384,1,1,16
2385,2,1,5
2386,1,1,2
2387,1,1,77
2388,1,1,84
2389,1,1,2
2390,1,1,260
2391,1,1,3
2392,2,1,8
2393,1,1,2
2394,2,1,18
2395,1,1,5
2396,1,1,4
2397,2,1,3
2398,1,1,22
2399,1,1,2
2400,1,1,96
2401,1,1,2
2402,1,1,2
2403,1,1,27
2404,1,1,4
2405,2,1,5
2406,2,1,2
2407,1,1,29
2408,2,1,7
2409,1,1,33
2410,1,1,10
2411,1,1,2
2412,1,1,36
2413,1,1,19
2414,1,1,34
2415,2,1,30
2416,1,1,16
2417,1,1,2
2418,2,1,39
2419,1,1,41
2420,1,1,20
2421,1,1,9
2422,2,1,2
2423,1,1,2
2424,1,1,48
2425,1,1,25
2426,1,1,2
2427,1,1,3
2428,1,1,4
2429,1,1,7
2430,1,1,30
2431,1,1,374
2432,1,1,19
2433,1,1,3
2434,1,1,2
2435,1,1,5
2436,3,1,3
2437,1,1,2
2438,1,1,1219
2439,1,1,9
2440,1,1,305
2441,1,1,2
2442,2,1,264
2443,1,1,7
2444,2,1,4
2445,1,1,15
2446,1,1,2
2447,1,1,2
2448,2,1,9
2449,1,1,31
2450,1,1,400
2451,2,1,3
2452,1,1,4
2453,1,1,11
2454,1,1,6
2455,1,1,5
2456,1,1,8
2457,2,1,7
2458,1,1,2
2459,1,1,2
2460,2,1,30
2461,1,1,23
2462,1,1,2
2463,1,1,3
2464,2,1,7
2465,1,1,85
2466,2,1,2
2467,1,1,2
2468,1,1,4
2469,1,1,3
2470,1,1,260
2471,1,1,7
2472,2,1,3
2473,1,1,2
2474,1,1,2
2475,1,1,275
2476,1,1,4
2477,1,1,2
2478,2,1,12
2479,1,1,37
2480,1,1,155
2481,1,1,3
2482,1,1,34
2483,1,1,13
2484,1,1,276
2485,1,1,35
2486,1,1,22
2487,1,1,3
2488,1,1,8
2489,1,1,19
2490,2,1,10
2491,1,1,47
2492,1,1,28
2493,1,1,9
2494,1,1,58
2495,1,1,5
2496,1,1,39
2497,1,1,11
2498,1,1,2
2499,1,1,306
2500,1,1,4
2501,1,1,41
2502,2,1,2
2503,1,1,2
2504,1,1,8
2505,2,1,3
2506,2,1,2
2507,1,1,23
2508,1,1,264
2509,1,1,13
2510,1,1,10
2511,1,1,31
2512,1,1,16
2513,1,1,7
2514,2,1,2
2515,1,1,5
2516,1,1,68
2517,1,1,3
2518,1,1,2
2519,1,1,11
2520,3,1,5
2521,1,1,2
2522,1,1,26
2523,1,1,3
2524,1,1,4
2525,1,1,25
2526,1,1,6
2527,1,1,7
2528,1,1,32
2529,1,1,9
2530,2,1,66
2531,1,1,2
2532,1,1,324
2533,1,1,17
2534,1,1,70
2535,2,1,3
2536,1,1,8
2537,1,1,43
2538,2,1,2
2539,1,1,2
2540,1,1,40
2541,1,1,84
2542,1,1,164
2543,1,1,2
2544,2,1,3
2545,1,1,5
2546,1,1,402
2547,1,1,9
2548,2,1,4
2549,1,1,2
2550,2,1,34
2551,1,1,2
2552,2,1,8
2553,1,1,111
2554,1,1,2
2555,2,1,5
2556,1,1,36
2557,1,1,2
2558,1,1,2
2559,1,1,3
2560,1,1,5
2561,1,1,13
2562,2,1,105
2563,1,1,11
2564,1,1,4
2565,2,1,5
2566,1,1,2
2567,1,1,17
2568,2,1,3
2569,1,1,7
2570,1,1,10
2571,1,1,3
2572,1,1,4
2573,1,1,31
2574,2,1,351
2575,1,1,25
2576,1,1,161
2577,1,1,3
2578,1,1,2
2579,1,1,2
2580,2,1,30
2581,1,1,29
2582,1,1,2
2583,1,1,63
2584,2,1,8
2585,2,1,5
2586,1,1,18
2587,1,1,13
2588,1,1,4
2589,1,1,3
2590,2,1,10
2591,1,1,2
2592,1,1,32
2593,1,1,2
2594,1,1,2
2595,2,1,3
2596,1,1,649
2597,1,1,49
2598,1,1,6
2599,1,1,23
2600,2,1,8
2601,1,1,9
2602,1,1,2
2603,1,1,19
2604,2,1,12
2605,1,1,5
2606,1,1,2
2607,1,1,165
2608,1,1,16
2609,1,1,2
2610,2,1,18
2611,1,1,7
2612,1,1,4
2613,2,1,3
2614,1,1,2
2615,1,1,5
2616,1,1,24
2617,1,1,2
2618,2,1,56
2619,1,1,27
2620,1,1,20
2621,1,1,2
2622,2,1,30
2623,1,1,43
2624,1,1,41
2625,1,1,168
2626,2,1,2
2627,1,1,37
2628,2,1,4
2629,1,1,11
2630,2,1,2
2631,1,1,3
2632,2,1,7
2633,1,1,2
2634,2,1,2
2635,2,1,5
2636,1,1,4
2637,1,1,9
2638,1,1,2
2639,1,1,91
2640,2,1,99
2641,1,1,19
2642,1,1,2
2643,1,1,3
2644,1,1,4
2645,1,1,5
2646,2,1,2
2647,1,1,2
2648,1,1,8
2649,1,1,3
2650,1,1,530
2651,1,1,11
2652,2,1,84
2653,1,1,7
2654,1,1,2
2655,2,1,5
2656,1,1,32
2657,1,1,2
2658,1,1,66
2659,1,1,2
2660,2,1,760
2661,1,1,3
2662,1,1,2
2663,1,1,2
2664,1,1,72
2665,1,1,130
2666,2,1,2
2667,1,1,21
2668,1,1,552
2669,1,1,17
2670,2,1,6
2671,1,1,2
2672,1,1,16
2673,1,1,11
2674,1,1,98
2675,1,1,25
2676,2,1,3
2677,1,1,2
2678,1,1,52
2679,2,1,3
2680,1,1,536
2681,1,1,7
2682,2,1,2
2683,1,1,2
2684,1,1,1342
2685,2,1,3
2686,1,1,34
2687,1,1,2
2688,1,1,252
2689,1,1,2
2690,1,1,130
2691,2,1,9
2692,1,1,4
2693,1,1,2
2694,1,3,1347
2695,2,1,5
2696,1,1,8
2697,2,1,3
2698,2,1,2
2699,1,1,2
2700,2,1,4
2701,1,1,37
2702,2,1,2
2703,1,1,901
2704,1,1,16
2705,1,1,5
2706,2,1,33
2707,1,1,2
2708,1,1,4
2709,1,1,252
2710,1,1,130
2711,1,1,2
2712,2,1,3
2713,1,1,2
2714,2,1,2
2715,1,1,15
2716,2,1,4
2717,2,1,11
2718,1,1,18
2719,1,1,2
2720,1,1,85
2721,1,1,3
2722,1,1,2
2723,1,1,7
2724,1,1,36
2725,1,1,25
2726,2,1,2
2727,1,1,27
2728,1,1,1364
2729,1,1,2
2730,3,1,30
2731,1,1,2
2732,1,1,4
2733,1,1,3
2734,1,1,2
2735,1,1,5
2736,1,1,513
2737,1,1,119
2738,1,1,2
2739,1,1,66
2740,1,1,160
2741,1,1,2
2742,1,1,6
2743,1,1,13
2744,1,1,8
2745,1,1,45
2746,1,1,2
2747,1,1,41
2748,1,1,12
2749,1,1,2
2750,1,1,22
2751,2,1,3
2752,1,1,43
2753,1,1,2
2754,1,1,578
2755,2,1,5
2756,2,1,4
2757,1,1,3
2758,2,1,2
2759,1,1,31
2760,3,1,3
2761,1,1,11
2762,1,1,2
2763,1,1,9
2764,1,1,4
2765,2,1,5
2766,1,1,12
2767,1,1,2
2768,1,1,16
2769,2,1,3
2770,1,1,130
2771,1,1,17
2772,2,1,99
2773,1,1,47
2774,1,1,146
2775,2,1,3
2776,1,1,8
2777,1,1,2
2778,1,1,18
2779,1,1,7
2780,2,1,4
2781,1,1,27
2782,1,1,26
2783,1,1,23
2784,2,1,3
2785,1,1,5
2786,2,1,2
2787,1,1,3
2788,1,1,68
2789,1,1,2
2790,2,1,36
2791,1,1,2
2792,1,1,8
2793,1,1,513
2794,2,1,2
2795,1,1,260
2796,1,1,12
2797,1,1,2
2798,1,1,2
2799,1,1,9
2800,2,1,7
2801,1,1,2
2802,1,1,18
2803,1,1,2
2804,1,1,4
2805,2,1,30
2806,1,1,244
2807,1,1,7
2808,1,1,104
2809,1,1,2
2810,1,1,10
2811,1,1,3
2812,1,1,76
2813,1,1,29
2814,2,1,6
2815,1,1,5
2816,1,1,11
2817,1,1,9
2818,1,1,2
2819,1,1,2
2820,2,1,30
2821,1,1,364
2822,2,1,2
2823,1,1,3
2824,1,1,8
2825,1,1,25
2826,1,1,522
2827,1,1,11
2828,2,1,4
2829,1,1,138
2830,1,1,780
2831,1,1,19
2832,1,1,354
2833,1,1,2
2834,2,1,2
2835,1,1,35
2836,1,1,4
2837,1,1,2
2838,2,1,22
2839,1,1,17
2840,1,1,280
2841,1,1,3
2842,2,1,2
2843,1,1,2
2844,2,1,4
2845,1,1,5
2846,1,1,2
2847,1,1,657
2848,1,1,32
2849,2,1,7
2850,2,1,171
2851,1,1,2
2852,1,1,713
2853,1,1,9
2854,1,1,2
2855,1,1,5
2856,2,1,102
2857,1,1,2
2858,1,1,2
2859,1,1,3
2860,1,1,260
2861,1,1,2
2862,1,1,270
2863,1,1,7
2864,1,1,16
2865,1,1,30
2866,1,1,2
2867,1,1,47
2868,1,1,276
2869,1,1,19
2870,1,1,820
2871,1,1,198
2872,1,1,8
2873,1,1,17
2874,1,1,282
2875,1,1,23
2876,1,1,4
2877,1,1,84
2878,1,1,2
2879,1,1,2
2880,1,1,576
2881,1,1,43
2882,1,1,66
2883,1,1,3
2884,2,1,4
2885,1,1,5
2886,2,1,6
2887,1,1,2
2888,1,1,8
2889,1,1,27
2890,1,1,10
2891,1,1,49
2892,1,1,324
2893,1,1,11
2894,1,1,2
2895,1,1,135
2896,1,1,16
2897,1,1,2
2898,2,1,441
2899,1,1,13
2900,2,1,4
2901,1,1,3
2902,1,1,2
2903,1,1,2
2904,1,1,336
2905,2,1,5
2906,1,1,2
2907,1,1,306
2908,1,1,4
2909,1,1,2
2910,1,1,30
2911,1,1,41
2912,1,1,364
2913,1,1,3
2914,2,1,2
2915,2,1,5
2916,1,1,4
2917,1,1,2
2918,1,1,2
2919,2,1,3
2920,1,1,40
2921,1,1,23
2922,2,1,2
2923,1,1,37
2924,1,1,516
2925,2,1,9
2926,2,1,14
2927,1,1,2
2928,1,1,732
2929,1,1,29
2930,1,1,50
2931,1,1,3
2932,1,1,4
2933,1,1,7
2934,1,1,18
2935,1,1,5
2936,1,1,8
2937,2,1,3
2938,1,1,26
2939,1,1,2
2940,2,1,12
2941,1,1,17
2942,1,1,2
2943,1,1,27
2944,1,1,23
2945,1,1,380
2946,2,1,2
2947,1,1,7
2948,1,1,132
2949,1,1,3
2950,1,1,900
2951,1,1,13
2952,1,1,738
2953,1,1,2
2954,1,1,392
2955,1,1,30
2956,1,1,4
2957,1,1,2
2958,2,1,6
2959,1,1,11
2960,1,1,185
2961,2,1,7
2962,1,1,2
2963,1,1,2
2964,1,1,741
2965,1,1,5
2966,1,1,2
2967,1,1,759
2968,1,1,392
2969,1,1,2
2970,2,1,10
2971,1,1,2
2972,1,1,4
2973,1,1,3
2974,1,1,2
2975,1,1,175
2976,2,1,3
2977,1,1,13
2978,1,1,2
2979,1,1,9
2980,1,1,800
2981,1,1,11
2982,2,1,36
2983,1,1,19
2984,1,1,8
2985,1,1,30
2986,1,1,2
2987,1,1,29
2988,1,1,36
2989,1,1,49
2990,1,1,260
2991,1,1,3
2992,1,1,176
2993,1,1,41
2994,1,1,18
2995,1,1,5
2996,2,1,4
2997,1,1,37
2998,1,1,2
2999,1,1,2
3000,1,3,1500
