n,alpha,m,exists,witness
5,5/4,262,1,0123041320142310241304210324012341024301420312401320412301432103412043102340124302134201432104230124031420132410231403210431203410243012340213041203140234103214301240314201340231042130241032140234120314230124032104231402134201432103412043102340132410342014302134
5,5/4,263,1,01230413201423102413042103240123410243014203124013204123014321034120431023401243021342014321042301240314201324102314032104312034102430123402130412031402341032143012403142013402310421302410321402341203142301240321042314021342014321034123042134023104321403124302134
5,5/4,264,1,012304213402310432140312430213401230413201423102413042103412043102340124302134201432103412301420312401320412340213042310241320142304120314021342014302410321402310421302431203410231403210423012403142013241034213041203140213420143210423140324102340124302140312041324
5,5/4,265,1,0123041320142310241304210324012341024301420312401320412301432103412043102340124302134201432104230124031420132410231403210431203410243012340213041203140234103214301240314201340231042130241032140234120314230124032104231402130412034210432013402143012341032140231042134
5,5/4,266,1,01230413201423102413042103240123410243014203124013204123014321034120431023401243021342014321042301240314201324102314032104312034102430123402130412031402341032143012403142013402310421302410321402341203142301240321042314021304120342104320142304132403120432140231042134
5,5/4,267,1,012304132014231024130421032401234102430142031240132041230143210341204310234012430213420143210423012403142013241023140321043120341024301234021304120314023410321430124031420134023104213024103214023412031423012403210423140213041203421043201423041324012341032140231042134
5,5/4,268,1,0123402130412034210431240321430241034201324031423012431042134012304132014302134203124013204123014321034120431024130423140213420143024103214023104320134210324130423102430142034123042134023104320142304120314023410321430241320142310432140312041324012304213402314203410243
5,5/4,269,1,01230413201423102413042103240123410243014203124013204123014321034120431023401243021342014321042301240314201324102314032104312034102430123402130412031402341032143012403142013402310421302410321402341203142301240321042314021304120342104312401342031402341204321403124302134
5,5/4,270,1,012304132014231024130421032401234102430142031240132041230143210341204310234012430213420143210423012403142013241023140321043120341024301234021304120314023410321430124031420134023104213024103214023412031423012403210423140213041203421043124013420314023412043210342014302134
5,5/4,271,1,0123041320142310241304210324012341024301420312401320412301432103412043102340124302134201432104230124031420132410231403210431203410243012340213041203140234103214301240314201340231042130241032140234120314230124032104231402130412034210432013402314203412301432041302431042134
5,5/4,272,1,01230413240314230124310234013204123014203124013421032413021403120413240123042103412043102340124302134201432103412301420312401320412340213042310241320142304120314021342014302410321402310421302431203410231403210423012403142013241023401243021342014321034120431024132014302134
5,5/4,273,1,012304132014231024301234103214302413204310234012430213420143210341204310241304210324012304132014231043214023410324013420312430142310241304210341204310234012430213420143210423012403142013241023140321043120341024301234021304120314023410321430124031420134023104321403124302134
5,5/4,274,1,0123042103412043214023410324012304132014231043214031204130243104213401230413240312043210341230142031240132041234021304231024132014230412031402134201430241032140231042130243120341023140321042301240314201324102340124302134203124013204310234120314230413240312043210342014302134
5,5/4,275,1,01230413201423102413042103240123410243014203124013204123014321034120431023401243021342014321042301240314201324102314032104312034102430123402130412031402341032143012403142013402310421302410321402341203142301240321042314021304120342104312403214302410342013240312041302431042134
5,5/4,276,1,012304132014302410321402341203142301240321043120342130241032143012403142013241023140321042301243102341204321034201324031204130214032410231420134021430123410243120342104320134023104213024103214023412031423012431023401320412301420341024301234021304120342104320142310241304210324
5,5/4,277,1,0123041320143021340124310234120314230124032104312034102314032413042103412301420312401342104320142310243012340214320413024310421340231420132410234012430213420143210341204310234013204123014203124013421032413021403120413240123042103412043214023410324013420312430142310241304210324
5,5/4,278,1,01324102340124310423014320413021403124301420341024312041324012304210324130214031204321034123014203124302134012304132403142013402143204123014203410243120413021403241023401320431024130421032401234102431203421043201340214301234103214023104213024103420143210423012431023412043210342
5,5/4,279,1,012304132014231024301234103214302413204310234012430213420143210341204310241304210324012304132014231043214023410324013420312430142310241304210341204310234012430213420143210423012403142013241023140321043120341024301234021304120314023410321430241320142304120342130241032140231042134
5,5/4,280,1,0123041320142310241304210324012341024301420312401320412301432103412043102340124302134201432104230124031420132410231403210431203410243012340213041203140234103214301240314201340231042130241032140234120314230124032104231402130412034210431240132041230143210342013240312041302431042134
5,5/4,281,1,01230413201423102413042103240123410243014203124013204123014321034120431023401243021342014321042301240314201324102314032104312034102430123402130412031402341032143012403142013402310421302410321402341203142304132014302410342013240312041302143201340231420341024301423104321403124302134
5,5/4,282,1,012403142304120342104312401342031402341032143024132014231043214031243021342014321034123014203124013204310234120314230413240312043214023410324012304213402314203410243120413240123410321430241320142304120342130243104230143210341230421340124310234120314230124032143024103421304123402143
5,5/4,283,1,0142304120314023410324012304132014231024130421032401342031243014231043201340214301234102431203421043201423041203140213042310241320143021340123041324031204321034123014203124013204123402130423102413204312401342031402130412034210432013402310421302431204132401234102430142031240134210432
5,5/4,284,1,01230413201423102413042103240123410243014203124013204123014321034120431023401243021342014321042301240314201324102314032104312034102430123402130412031402341032143012403142013402310421302410321402341203142301240321042314021304120342104312401320412301420341024301234021432041302431042134
5,5/4,285,1,012304132014231024130421032401234102430142031240132041230143210341204310234012430213420143210423012403142013241023140321043120341024301234021304120314023410321430124031420134023104213024103214023412031423012403210423140213041203421043124013420314023410324012304210341204321403124302134
5,5/4,286,1,0123041320142310241304210324012341024301420312401320412301432103412043102340124302134201432104230124031420132410231403210431203410243012340213041203140234103214301240314201340231042130241032140234120314230124032104231402130412034210431240132041234021304231024301234103240134203124302134
5,5/4,287,1,01430213401230413201423102430123402143201342104312403214302413204310234012430213420314023410324013421043201423102413042103240123041320143021340124310234120314021304123401320431024130421034123014203124013204123402130423102413201423041203140213420143210423140324102340124302140312043210342
5,5/4,288,1,014321034123014203124302140324130423102430123402143201342103240123042134023104321403124301423102413204312403210423014320412340213042310243012341032401342031402130412034210431240132041230143210341204310241304231402134203124301423104321402341032401342104312403214302413204310234120314021342
5,5/4,289,1,0143021342031240132041234021430124031420134023104213024103420132403142301243102340132043124032104230143204130243120342130412340132410231420341230421340231043214031243014231024130421032401234102430142031240132041230143210342013241023401243021403120413240123042103412043214031243014231024132
5,5/4,290,1,01230413201423102413042103240123410243014203124013204123014321034120431023401243021342014321042301240314201324102314032104312034102430123402130412031402341032143012403142013402310421302410321402341203142301240321042314021304120342104312401320412301432104231403241304210341204321403124302134
5,5/4,291,1,014203124302140324102314201324031204130214320134023142034123042103240134203140213041234013241034201430213401243102341203142301240321430241320431023401324103421304123402143012403210431203410243012340213042314032413021432013421043124032143024132014230412031402341032143012403142013402143204123
5,5/4,292,1,0134021430123410243120413240123042103241302143204123401324103421304120314023410324012304132014302134012431023412043214031243014231043201342103240123042134023142034102431204132403142013402143204130243120341023142013240312043210342014302413204312401342031402341204321403124302134012304132403142
5,5/4,293,1,01320431024130423140213420143024132043124013421032413021432013402310421302410342014321042301240321430241320431023412031402134201432103412304213401243104230143204123402143012403142304132014302134012431023412031423012403210431203410231420132403120432103412301432041302431042134012430214032410234
5,5/4,294,1,012430214031204130243104230124031420132410342130412340132043102413042314032104312034213024310423014320412340132410342130412031423012431042134012304132014302134203124301423104321403120413021432013402314203412301432041302431203410231403210423012431023401320412301432103420132403120432140231042134
5,5/4,295,1,0124032104312034102430142310432013421032413021403124301420341023140321042301240314201324102340124302134201432103412043102340132041230142031240134210324130214031204132401230421034120431024132014230412031402130423102430123402143201342103240123041320142310241304210341204310234013241034213024310423
5,5/4,296,1,01230413201423102413042103240123410243014203124013204123014321034120431023401243021342014321042301240314201324102314032104312034102430123402130412031402341032143012403142013402310421302410321402341203142301240321042314021304120342104312401320412301420312430214032410231420132403120432140231042134
5,5/4,297,1,013421043120341023140321042301240314201340214301234103240134210431240321430241034201324031204130214032410231420134021430124031423041203421043124013204123014203124302134012304132014231024130421032401234102430142031240132041230143210341204310234012430213420314023410324012304132014231024301234021432
5,5/4,298,1,0123041320142310241304210324012341024301420312401320412301432103412043102340124302134201432104230124031420132410231403210431203410243012340213041203140234103214301240314201340231042130241032140234120314230124032104231402130412034210431240132041230142031243021403241023142013240312043210342014302134
5,5/4,299,1,01243104213402314203412301432041302431042301240314201340214301234102431204132401230421032413021432041234021304231024301234103240134203140234120432103420132403120413024310421340231420132410342130412340214301240321042301432041302431203421043201423041203140234103240134210431240321430241034201324031423
5,5/4,300,1,012304132014231024130421032401234102430142031240132041230143210341204310234012430213420314023410321430241320142310243012340213042314032410234013204312403210423012431023412031402130412340132043102413042103240123041320142310243012340213041203140234103214301240314201324102340124310421302410342014302134
