n,alpha,m,exists,witness
3,7/4,258,1,010210120102120210121020120212010201210120102120121020120212012101202102010210121021201020120212012102010212021012102120102101202120121012010210121021201210201202102010210120212010210121021201210120212010210120102012101202120121020120212010201210212021012102
3,7/4,259,1,0102120210121020120212010210120210201210120102012021020102101202120102012102120210201021012010212021020120212012101201020120210121021201210201202101210201021201210120212010201210120210201202120121020102101201021201210120212010201202102010210120212012101202102
3,7/4,260,1,01210212012102010210120102012021020102101210212021020121012010201202120121012010210120212010201202102010210120102120210121021201021012021201210120102012021012102120102012021020121012010201202101201021201210120210201021012010201210212021012010201202102010212021
3,7/4,261,1,012102120102012021201210212021012102010210120102120121020120210121021202102010210120102012102120102101202120102012102120210201202120102101210212021020121012010210120212012102012021020102101210212010201210212021020120212010210121021201020121012010210120210201021
3,7/4,262,1,0102101202102012101201020120210121020102101201021201210212021012102010212012101202120102101210212010201202102012102120210121020120212010201210120210201021012010201202120121012021020121012010201210212012101202120102012021020121012021201021012102120102012021012102
3,7/4,263,1,01021201210201202120121012010212021020102101201020120212012102120102101202120102012021012102120210120102120210201210212021012010201202102012102120210201021012010201202120121021201020120210201021201210120210201021012102120102012102120210120102012021020121021202102
3,7/4,264,1,012102120210121020120212012101202102012101201020120210120102120121012021020102120210121020120210120102012021201021012102010212021020120212012101201021202101201020120212012101201021012021020102120210121020120210120102012101202102012102120210121020102101201021202102
3,7/4,265,1,0121012010201202101210212010201210212021012010212021020102101210212012101202102012021201210212010210120210201021201210120102101202120121012021020121021201210120212010201202101210212012101202102010210121020120212010201210120102120121020102101202120102012021012010212
3,7/4,266,1,01202101201020121021201020120212012102120210201210120102012102120210201021012010201210120212012102120102012021012102010210120212012102120102012021201021012021020121012021201210212021020102101201020121012021201210212010201202101210201021012010201210212012101202120102
3,7/4,267,1,010212012101202120102101210212021012010201210212012101201021012102120210120102012021201021012021201210120102101210201021201210120102012021012102010212021020121021201021012102120210120102120210201210120102120121020120212010210121020102120121012010201202101201021012102
3,7/4,268,1,0120210201202120121021201020120210201210212021020102120121020120212010201210120212010210121020102120210201210120102012021020121021201021012021020120212012102010212021012010201210212021020121012021020102120121020102101201021202102012021201210212010210120102012021201021
3,7/4,269,1,01210201021201210120212010201210120102120210120102012101202120102012021012102120121020102120210201210212012101201020121021202102012101201020120210120102120210201202120102012101201021201210201021202102012021201021012102012021012010201210212021020121012010201202101201021
3,7/4,270,1,010212021020121012021201210201202120102101210201021202101210212010201202120102101210201202120121012010201202101201021202102012102120210120102012021201210201202102010210120102012021020121021201021012102012021201210120102012021012010212021020121021202101201020120212012102
3,7/4,271,1,0120212010210121020102120121012010201210212010201202101210212012102012021020102120121021202101201021012102120102012021020121021202102010212012102012021012010210121021202102010212012101201021202102010210120102120121020120210120102012101202102010210120102120210201210120102
3,7/4,272,1,01202101201020121012021020102120210121020120212012102010212021012102010210120212010201210120102120210121020102120210201210120212010201202101210201021012021020120212010201210120212012102010210121020120210120102012102120121012010210120210201210120102012021201210201021012102
3,7/4,273,1,012101201021201210212021020120212012102120102012101202102010210121021201210120102120210201210212010201202120121012010212012102012021012102120102012021201021012021020102101210212021020121012021020102101202120121020102101210212012101201020121021202101210201021012010201202102
3,7/4,274,1,0120210120102012102120121012010201202102010210120102120121020120210121021201021012021020120212012102120102012101202102010210120102120121021202102010210121021201021012021020121012010210121020120212010210120210201021012102120210120102012021201021012010201210120210201021012102
3,7/4,275,1,01210212021012010210121020102120210120102012102120102012021020121012010210120212012102120102012101201021201210201202120121012021020120212010210120210201210212010210120102012102120102012021012010212012102120210121020120212010201210120212012102010212021012102012021201210120102
3,7/4,276,1,012102120210120102101210201021202101210212010201202120121021202101210201021201210120102120210120102012021201021012010201210212012101201021012021020120212010210120102012021201210212021012010201210120212012102012021201021012021020121012010201202102010212012102120210201202120102
3,7/4,277,1,0120102012021201021012021201210212010210120210201202120102012101201021012102120121012010212021020120210121020102101201021202102010210121021202102012101201020121021202102010210120102120210201202101201020121021201210120102120210121021201021012021020120212012102120210120102120121
3,7/4,278,1,01020120210121020102120210201210120212012102012021012010210121021202102010212012102120210120102101210212021020120210120102012021201021012102012021201210120102101202120121021202101201021202102012021201020121012021020102120210121020120212010201210120212010210120210201202120121012
3,7/4,279,1,012010212012101202120102012102120210121020102101202120102012021020121021201021012010201202120121021202102012021201021012010201202120121012021020120212010201210120102101202120121021202102012021201021012010201210120210201202120121021201021012010201202120121012021020102101210212021
3,7/4,280,1,0121012010210121021201210201021012021201021012102120102012021201210201202101201021012102010212021012010201202102012101202120102012021020102120121020102101201021202101210212010201210120210201202120102012101201021012021020121012010201210212012101201021012102010212021012010201202102
3,7/4,281,1,01021202102012101202120121020102101210212010201210212021012010212021020120212012102120102101201020120210201021201210212021012010212021020102120121020120210121021201020120212012102010210120102012021020121021201210120102012021020102120121021202101201021202102010212012102012021012102
3,7/4,282,1,012102120121012021020121021202102010210120210201202120102101210212012102012021020102120210121021201021012021020120212012102120102012021020102101202120102101210212021012010201202102010212021012102120102012101201021012021201210120102012021201210201021201210120212010201210120210201021
3,7/4,283,1,0102101210201202120121020102120210121021201210201021012102120102012101201021012021201210212021020120212012101201021202101201020120212010210120210201021202101210201021012010201202101210212010210120212010201210120210201021202101201020120212012102120102101210212021020121012010212012102
3,7/4,284,1,01021202101201021201210120212010210120210201202120121012021020121021201020120210120102120210201202101210201021202102012101201020120210121021202101201021202102012021012010212012102010210120212012102120102012021012102012021201210120102120210121020102120210201202120102012101201021012102
3,7/4,285,1,012101202120102101210212021020121012010201202101210201021012010201202120121021201020121012010212021020102120121020102101210201202101210212012101202102012102120102101202102012021201210120102120121021202101210201021012021201210201021202102012101201021202101210212012101202102012102120102
3,7/4,286,1,0121021201020121012010212021020120210121020102120210201210120102120210121021201210201021202101210201202101201020121021201020120210201021012010201210212010210120212010201202101201021012102120102012021201210201021202101210201202101201020121021201020120210201021012010201210212010210120212
3,7/4,287,1,01202102012102120210201021012010212012102120210201202120121021201020120212010210120212012102012021201020121021201021012102010212012101202102012101201020121021201021012021201020121012021201210212010201202102010212012101202120102012102120102101210201021201210120210201210120102012102120102
3,7/4,288,1,012102012021012010201210212012101201021012102012021020102120121020120210120102012021201210212021012010210121021201210120212010201202101210212021020102101202120121021201021012102010212012102012021012010201202120121021202101201021012102120102012101202120121020102101202102010212021012010212
3,7/4,289,1,0121021201020121012010212021012010201210120210201202120121020102120121012010201202101210212010201210120102120210120102012021201210201021012010212021020121012021201020121012010210120210201202120121020102120210121021201020121012010212021012010201202101210212010201210120212010210120210201021
3,7/4,290,1,01021012102120210201021201210120102012102120102101201020120210201021012102120102012101202120102101202102010210121020120212010201210212021020102101210212010201202101210201021012010212012102010212021020121021202101210201021012021201020120210201210120212012102120210201021012102120102012021012
3,7/4,291,1,012021020102101210201202120121021202101210201202101201021201210201021202101210201202102010210121021201020121012021201210212010201202102010210120102120121012010201210212021012102010210120212012102012021201021012102120121012021201021012102012021020102120210120102101210212012102012021201020121
3,7/4,292,1,0102120121012021201020121021202101210201021202102012101202102010212021012102120102012021020102120121021202102012101201021202101210201021012021201020121021202101210201202102010212021012102120121012010210120212010201202101210201021202101210212012101201020120212012102010210120210201210212021012
3,7/4,293,1,01202101210212010201210120210201021012021201020120210201210212010210120102012101202120102101210212021020102120121020102101202120102012102120210201210120210201021012021201210212021012010212021020102101202120121020102101210212021020102120121020102101202120102012102120210201210120210201021012102
3,7/4,294,1,012010212021020121021201021012102012021020102120121020102101210212010210120212010201210120210201021012102120102012021012102010210120210201210120102012021012102120121020120212010201210212021020121012021020102101201021201210201202101201021012102012021201020121012010212021020102101202120102012021
3,7/4,295,1,0102120121012010201210212021020102101210212010201202101210201021201210201202101201021012102010212021020120210121021202101201020120212012101201020121021202102010210121021201210201021012021020102120121012010201202101210201021202102012101202120121020120210201021201210120102012102120102012021012102
3,7/4,296,1,01202120102101210212021020121012010210120212010201210212021020102101210201202101201020121021201210120102120210201210120212010201210212010210121020102120210201202101210201021201210120210201021012102120210201210212012101201021012102120102012021201210201021012102012021012102120102012021020102120121
3,7/4,297,1,010212012102120210120102012101202120121020102101210201202101201021202102010210121021201020121012010212012101202120102012101202102012102120210121020102120121012021201020120210121021201021012021201210120102120210120102012101202120121020120210121020102101201020121021202101210201202102010212021012102
3,7/4,298,1,0121021202102010212012102012021020102101202120121012010212012102120210121020102120210201210120102120121021202102012021012010212012102012021201210120102101202102010210121020120210120102120121021202101210201202120102101210212021012010210121020120212012101201021202101210212012101201021012021020120212
3,7/4,299,1,01210201021012010212021012102120102012021201210201021012102120210120102012021020102120210121021201020121012021020102101202120102101210212021012010212012102012021012102120210201210120102101210201021201210212021012010201202102010212021012010201210212010201202101210212012102010212021012102120102012021
3,7/4,300,1,010212021012010201210120212012102120102012021020121021201210120102120210201021012021201210212010201210120212012102012021020102101210201202101210212021020120212010201210212021012010201202102012102120121012021201020120210201021201210120210201021012021201020120210120102101210212021020121021201021012102
