# type,n,i,j  (brute-force reference, exact)
EXC,10,3,5
EXC,16,2,6
EXC,28,3,14
EXC,28,5,14
EXC,244,3,122
EXC,512,2,147
EXC,2048,2,713
EXC,2188,3,1094
